ORF     	TAG          	PreSpo1	Spore1	Germ1_0	Germ1_1	Germ1_2	Germ1_3	Germ1_4	PreSpo2	Spore2	Germ2_0	Germ2_1	Germ2_2	Germ2_3	HomDip1	HomDip2	HomDip3	HomDip4	HomDip5
YDR432W  	tag_8116_st    	566	603.923	947.422	627.907	489.3	601.63	608.502	650.8	880.832	776.123	583.3	639.688	788.723	5136.3	2123.8	1095.12	869.084	754.168
YDR432W  	tag_8212_st    	631.3	601.066	942.94	666.729	567.8	550.666	670.519	1162.3	1825.41	1608.42	807.5	785.903	907.447	8852	11057.2	1625.2	1239.27	790.944
YDR433W  	tag_8117_at    	545.8	562.557	882.528	613.523	460	575.278	588.132	644	874.441	770.492	616.8	684.388	817.782	7390.5	2929.67	1223.56	872.48	733.816
YDR433W  	tag_8213_at    	459.5	544.502	854.203	582.083	457.8	532.02	595.527	576	847.599	746.841	605.3	613.578	749.287	621	957.557	518.136	806.255	689.181
YDR433W  	tag_8117_st    	519.3	567.928	890.953	625.997	459.8	572.419	590.986	631.5	901.603	794.424	623.3	639.479	810.863	3734.8	1728.92	807.451	869.424	702.515
YDR433W  	tag_8213_st    	481.8	524.505	822.832	603.977	455	543.581	629.65	606.3	884.347	779.22	601.5	629.244	781.528	750.8	967.893	577.862	783.331	665.038
YDR434W  	tag_8118_at    	524.3	611.694	959.612	752.266	585	722.578	672.725	842.3	1125.61	991.799	879.3	1083.87	1018.84	652	1066.69	657.862	932.253	789.259
YDR434W  	tag_8214_at    	469	532.847	835.918	564.9	456.3	503.182	566.983	592	827.308	728.961	557.8	607.103	704.316	538.3	905.12	534.575	771.783	627.421
YDR434W  	tag_8118_st    	477.8	552.501	866.752	666.984	507.3	605.36	619.27	703	1007.05	887.339	698	791.438	880.741	566.8	977.316	605.479	883.518	734.097
YDR434W  	tag_8214_st    	469.3	546.559	857.43	613.269	463.3	553.773	610.188	613.8	905.917	798.225	632	702.874	781.528	563	955.277	553.205	778.576	694.795
YDR435C  	tag_8119_at    	13210	14521.9	22781.7	19868.6	16487	17244	12967.1	33206.8	37001.2	32602.6	21895.3	25814.7	26247.2	22839.5	36668.8	22444.4	29198.7	24509.1
YDR435C  	tag_8215_at    	519	639.919	1003.89	758.376	637.5	656.697	774.575	1529	1845.86	1626.44	3265.5	3037.08	3094.01	754.8	984.612	695.67	883.518	939.447
YDR435C  	tag_8119_st    	7402.8	10057	15777.2	13849.8	11281.5	12090.4	11371.5	17831.3	22427.1	19761.1	9266.5	10249.1	11111.3	13796.3	16672.1	11232.6	15526.2	13277.6
YDR435C  	tag_8215_st    	766.3	1061.58	1665.38	1736.19	1507.3	1215.44	1694.2	4422.3	4643.02	4091.08	6550.3	6595.84	6225.38	1857.8	1405.94	1301.37	1498.57	1810.4
YDR436W  	tag_8120_at    	7574.8	7755.01	12165.9	12215.5	11955.5	12074	8107.47	26127.8	32876.6	28968.4	25892	26428.6	25077.3	16716	9462.79	17044.9	16621.8	18527.9
YDR436W  	tag_8216_at    	664.3	818.524	1284.08	1636.66	1501.5	1039.18	1726.64	2658	2981.38	2626.96	3083.3	2067.16	2112.95	1160	1262.3	1106.3	1257.1	1476.33
YDR436W  	tag_8120_st    	2715.8	3351.57	5257.88	7885.81	7535	7817.22	6163.9	11496.3	14831.8	13068.7	9852.5	9660.07	9487.51	5911.3	2817.95	4841.42	5024.32	5909.69
YDR436W  	tag_8216_st    	3737.8	4538.05	7119.2	10218.6	9614	5843.27	10337.8	18617	21724.4	19141.9	19850.3	13529	13551.5	9227.8	4704.65	8912.32	7554.82	10769
YDR437W  	tag_8217_at    	497	564.5	885.575	615.814	514.8	568.69	625.758	805.8	976.696	860.591	804.5	812.848	912.29	609.8	993.732	605.259	808.292	673.46
YDR437W  	tag_8313_at    	491.3	512.506	804.009	603.34	493	569.684	583.85	573.3	887.543	782.036	613	630.602	791.491	544.5	937.038	662.246	764.651	663.915
YDR437W  	tag_8217_st    	508	540.274	847.571	618.615	529	569.311	651.317	763.5	1011.05	890.859	761.5	711.229	864.137	564	958.773	601.424	834.613	726.798
YDR437W  	tag_8313_st    	479	529.99	831.437	605.886	531	611.948	629.909	624.5	979.412	862.984	610	699.218	818.197	512.3	939.774	806.903	783.331	678.653
YDR438W  	tag_8218_at    	9394.8	8171.53	12819.3	10273.7	10425.3	10348.9	11588.5	31012.8	27846.6	24536.4	29041.8	29047.1	29196.6	10855.5	16938.6	14201.1	13008.8	13751
YDR438W  	tag_8314_at    	1760.3	2059.51	3230.91	4325.59	5430.3	4894.84	4862.17	10918.8	9157.11	8068.55	9734.3	9342.06	7241.73	4782.5	3325.31	5134.02	3759.58	4946.1
YDR438W  	tag_8218_st    	1923.8	2310.91	3625.3	5616.92	5713	4006.93	7424.37	6396	8385.72	7388.86	6345.8	5156.67	5503.49	5534	3058.1	4197.04	3821.56	4587.05
YDR438W  	tag_8314_st    	7156.5	6803.13	10672.6	12155	15108.3	15606.7	15210.6	25467	21842.3	19245.8	27430	29084.1	25211.2	10135	13637.6	14512.1	10966.8	13380.5
YDR439W  	tag_8219_at    	1619.8	2134.36	3348.33	1377.88	794.3	710.769	896.924	3542.3	7830.51	6899.65	1888.5	1488.05	1452.91	7288	7315.13	6508.26	4913.94	3452.64
YDR439W  	tag_8315_at    	642	746.191	1170.61	795.289	546	594.545	653.653	1198.8	1133.27	998.556	704.5	720.942	893.887	1539.3	1638.18	1716.49	1119.55	971.31
YDR439W  	tag_8219_st    	2695.3	3248.16	5095.64	2645.41	848	697.344	1025.37	6879.3	9953.1	8769.92	1602.8	1203.14	1055.78	12175.8	6116.21	6765.47	5101.58	4107.71
YDR439W  	tag_8315_st    	2090.3	1960.89	3076.21	1301.51	635	723.2	740.841	3615.5	1916.17	1688.38	1095	1137.13	1255.45	5628	13177.8	6473.2	3414.87	2635.03
YDR440W  	tag_8220_at    	10368	9035.99	14175.5	14264.2	12185.3	10655.7	14311.9	29450	26405	23266.1	30588.3	29309.7	28216.9	16313.8	19719.3	16220.6	16647.8	15788.4
YDR440W  	tag_8316_at    	2116.8	2570.87	4033.13	5148.5	5859.8	5773.04	5752.61	11285.5	11360.4	10009.9	7885.5	7116.47	6085.35	5524	3074.82	4658.62	4046.22	4654.43
YDR440W  	tag_8220_st    	8005	9653.97	15144.9	14702.7	12292	8630.41	14559.9	22884.8	25152	22162.1	17136.5	14705.8	14620.2	15059	13858.4	14738.4	12683.9	13232.7
YDR440W  	tag_8316_st    	6515.3	5749.9	9020.32	7266.81	9230.5	9307.25	9699.44	17311.8	13238.8	11665.1	20395	20482.6	19025.9	8570.3	7443.11	11216.2	7293.82	10754.6
YDR441C  	tag_8221_at    	1737	919.654	1442.73	3527.5	4254	2835.12	3687.08	11568	10938.1	9637.83	22972	22054.4	22780.7	1577.3	2027.59	1332.93	1754.64	1151.39
YDR441C  	tag_8317_at    	1114.5	1324.75	2078.23	2964.51	3626.5	3513.82	3086.36	4861.3	4190.54	3692.39	4771.8	4237.4	4068.84	3367.3	2190.98	2794.85	2268.31	2622.4
YDR441C  	tag_8221_st    	913.5	726.536	1139.77	2345.9	2851.8	1585.25	2863.2	5506.5	5882.87	5183.54	9574.5	8087.54	8275.09	1076	1095.57	783.013	1072.35	864.353
YDR441C  	tag_8317_st    	5247	4789.68	7513.94	8265.12	9844.5	10038.5	9315.65	15577.8	9766.64	8605.63	18242.3	18754.4	17719.7	7829.3	6974.21	9695.33	6797.98	9014.09
YDR442W  	tag_8222_at    	4204.8	2723.08	4271.91	1969.77	566	568.068	645.479	11680	2854.04	2514.76	780.8	831.856	818.889	9234.3	7461.04	5656.43	3426.41	2879.96
YDR442W  	tag_8318_at    	482.3	565.985	887.906	571.518	469.3	616.547	600.717	587.5	819.639	722.204	587.3	648.565	773.502	526.3	992.972	701.15	785.029	660.406
YDR442W  	tag_8222_st    	1176.5	1029.58	1615.19	1176.77	511.3	556.881	633.153	2972.5	1535.42	1352.9	663.5	679.688	846.563	3187.3	1744.88	1600	1243.85	1118.69
YDR442W  	tag_8318_st    	495.5	532.847	835.918	608.814	510.3	588.579	626.406	667	915.503	806.672	620.5	673.422	808.511	519	985.372	831.232	830.368	640.054
YDR443C  	tag_8223_at    	7136	4319.22	6775.9	4411.77	3703.8	2924	3503.49	14525.8	4638.71	4087.28	3079.5	3651.71	3011.4	14991.5	20601.9	10297.8	5468.37	2713.63
YDR443C  	tag_8319_at    	3901.8	2662.29	4176.54	3344.47	3121	3066.57	2594.24	14021	3767.94	3320.03	2695.8	2395.83	2087.76	8816.8	5468.72	4575.66	2723.4	1634.52
YDR443C  	tag_8223_st    	6139.5	4317.51	6773.22	4904.37	3819	2961.29	4209.95	11755.3	4115.45	3626.22	2256	2448.05	2089.84	15578.8	11400.7	7178.07	3925.14	2193.17
YDR443C  	tag_8319_st    	13430	7789.64	12220.2	8249.47	7631	7739.78	6597.9	27401.8	7247.81	6386.23	6385.8	6148.11	4815.09	20563.5	32431.6	15399.4	8704.09	4301.83
YDR444W  	tag_12453_at   	1985	1550.66	2432.64	2968.33	3705.3	3503.88	4269.63	7176	5925.21	5220.84	8908.3	8202.63	7593.19	2739.3	3511.5	3406.02	2255.58	2399.5
YDR444W  	tag_12477_at   	1178	1205.9	1891.8	2391.09	3260.3	2878.88	3189.12	5185.8	4063.84	3580.75	5194.3	5385.7	4013.22	2239.5	1833.8	2815.34	1663.28	2374.94
YDR444W  	tag_12453_st   	2487.3	2466.54	3869.46	4355.76	5991.5	5600.26	7333.55	8494	7499.46	6607.95	6559.8	6819.34	6084.24	4213	3728.39	5399.23	3059.12	3667.68
YDR444W  	tag_12477_st   	4415	4316.02	6770.88	7620.42	10993.3	9893.71	10930.7	20583.3	14200.7	12512.6	17825.3	20603.7	15820.5	7479.5	6609.42	10137.3	5281.92	7902.42
YDR445C  	tag_12369_at   	4481.8	3901.56	6120.69	9677.63	12112.3	11451.5	11604.1	18941.3	15638.6	13779.6	24715.5	24316	21329.8	7796.8	7753.17	13492.4	6991.05	9374.82
YDR445C  	tag_12401_at   	660.3	725.965	1138.88	999.839	1080.5	1154.16	1153.82	1149	1165.55	1026.99	1426.5	1536.61	1407.66	781	1463.39	1183.56	1245.21	1059.74
YDR445C  	tag_12369_st   	2476.8	2938.83	4610.37	6293.7	7630.8	7542.13	7807.11	8383.3	8660.21	7630.72	9719.8	9516.26	7470.46	5318	4456.14	7335.11	3897.12	5619.42
YDR445C  	tag_12401_st   	1081.8	1131.63	1775.27	2104.44	2362	2269.17	2424.66	2745	2074.66	1828.03	3818.8	3703.4	2915.51	1484.8	2425.81	2869.37	2388.03	2203.69
YDR446W  	tag_8224_at    	488.5	525.99	825.162	616.069	483.5	537.987	628.353	648.8	949.535	836.658	638.8	716.973	853.759	645.8	1053.77	624.985	832.915	724.271
YDR446W  	tag_8320_at    	672	707.339	1109.66	1272.23	1456.3	1469.27	1440.16	2327.3	1878.94	1655.58	1489	1422.98	1391.06	2316.5	1873.32	2474.52	2061.99	2403.71
YDR446W  	tag_8224_st    	480.8	579.698	909.417	641.526	535.8	544.202	674.671	650.5	915.183	806.391	621.8	616.189	806.02	659.5	983.092	608.547	832.915	761.467
YDR446W  	tag_8320_st    	6465	5334.75	8369.04	11070.1	12796.3	12631.8	11689.1	25231.8	15234.4	13423.4	20422.5	18726.7	16333.2	15379.5	14629.8	21277	13937.1	19360.9
YDR447C  	tag_8225_at    	13311.5	10387.6	16295.8	15473	13428.8	11974.6	13560.6	29002.3	21795.2	19204.3	22786.3	22828.6	23752.8	20561.8	35084.6	16765.2	9471.63	6599.15
YDR447C  	tag_8321_at    	787	915.312	1435.92	1857.5	1821.8	1662.94	1493.36	3034.8	2655.44	2339.77	1878	1734	1621.45	1906.8	1515.07	1762.19	1050.78	835.579
YDR447C  	tag_8225_st    	8254.5	9553.98	14988.1	13571.7	11816.5	8458.63	12479.9	20808.5	18882	16637.4	10057.3	9156.99	9951.48	19484	15268.5	11139.2	5515.92	4567.12
YDR447C  	tag_8321_st    	2467.5	2395.12	3757.42	4297.21	4478	3758.08	3004.88	9771.8	6721.36	5922.35	6330.5	5695.89	5396.53	4590	4068.55	4019.72	1879.79	1546.09
YDR448W  	tag_8226_at    	892.8	600.267	941.685	638.09	514.8	521.454	645.868	1326.5	902.402	795.128	710	664.545	825.392	5063.8	3527.46	1855.67	929.706	1047.53
YDR448W  	tag_8322_at    	543.3	573.07	899.02	574.064	454.3	562.848	602.404	976.3	820.438	722.908	572.3	609.923	754.545	2164.3	1608.85	1125.26	894.895	661.81
YDR448W  	tag_8226_st    	649.5	619.921	972.519	621.542	481.8	532.393	640.03	899	893.614	787.385	600.3	578.383	752.747	3267.5	1722.84	1067.4	812.198	833.052
YDR448W  	tag_8322_st    	735.8	617.064	968.038	681.622	542.3	624.005	672.725	1158	969.506	854.256	733	775.459	904.956	2606	4171.15	1547.94	1108.52	797.681
YDR449C  	tag_8227_at    	505.8	598.552	938.996	686.077	562.8	572.17	672.466	778.8	1044.12	920.001	788.3	770.759	894.302	615.3	1025.65	592.328	837.16	696.901
YDR449C  	tag_8323_at    	461.3	521.419	817.992	568.973	514.8	605.36	631.856	646.5	879.554	774.997	605.5	721.464	773.918	523	888.096	534.027	818.481	641.878
YDR449C  	tag_8227_st    	484.3	540.274	847.571	642.799	523.5	554.395	674.671	731.5	961.837	847.499	719.5	647.521	808.096	564.5	987.956	601.643	774.331	704.62
YDR449C  	tag_8323_st    	485.3	554.558	869.979	627.27	547.8	594.794	646.517	691	923.172	813.43	673.8	748.096	829.267	571.5	976.556	572.054	767.538	682.162
YDR450W  	tag_8228_at    	6205	4456.35	6991.02	6259.34	4002.3	2658.61	2373.42	8394.5	6550.72	5772	3562.3	2908.1	3726.37	9941	8940.7	2730.74	2273.75	1213.44
YDR450W  	tag_8324_at    	593.3	608.494	954.593	756.466	603.5	657.319	678.304	939.3	1000.18	881.286	595.3	674.466	749.287	946	1022.15	559.999	771.783	629.526
YDR450W  	tag_8228_st    	1655.8	1890.96	2966.5	2263.54	1475.3	1049.75	1155.12	2676.3	2831.19	2494.63	1069.3	1010.45	1260.57	4401	2178.82	1112.88	1106.31	858.037
YDR450W  	tag_8324_st    	1090	1059.07	1661.44	1404.36	1111	1051.61	988.393	2122.3	1634.96	1440.61	1223.3	1199.79	1181.7	1814	1667.82	941.916	907.291	755.853
YDR451C  	tag_8229_at    	3811.3	2723.08	4271.91	4877.38	3642.8	2924.25	4240.44	14232.3	13560.5	11948.5	8542.5	8452.76	8702.66	10337	8309.47	7095.33	7239.48	6737.83
YDR451C  	tag_8325_at    	570.5	575.127	902.247	757.739	654	727.55	767.828	1452.3	1587.03	1398.37	958	1036.03	1025.76	890.3	1210.63	766.903	954.838	844.983
YDR451C  	tag_8229_st    	2529.3	2364.61	3709.56	4164.57	3044.3	2229.39	3862.23	8715.8	10598.6	9338.67	2825	4149.15	4142.6	7218.8	3769.43	3897.31	3946.88	3734.77
YDR451C  	tag_8325_st    	1227.5	929.939	1458.87	1442.54	1281.8	1253.36	1277.07	4461.5	3408.77	3003.55	2639.8	2987.79	2396.34	2189	3513.32	2840	2213.13	2167.9
YDR452W  	tag_8230_at    	869.3	665.058	1043.33	1620.74	1752.8	1114.38	1794.11	5477.5	5632.5	4962.93	9487.8	8978.4	8634.45	959.8	1157.12	840.328	1136.87	1006.82
YDR452W  	tag_8326_at    	1007	994.159	1559.62	2349.08	2794	2751.46	2625.38	5399.3	4968.16	4377.57	4529	4693.48	3815.62	2360.5	1858.57	2432.11	2022.43	2483.72
YDR452W  	tag_8230_st    	666.5	613.408	962.301	1335.62	1436	981.751	1607.92	2639.8	3446.8	3037.06	2752.5	3421.94	3392.89	742.3	1008.17	676.163	970.121	788.557
YDR452W  	tag_8326_st    	2471.3	2047.74	3212.45	4778.73	5817.8	5288.51	5254	11762.8	8348.17	7355.78	12126.3	12425.9	10717.4	3783.3	4525.29	6020.81	4447.31	5741.25
YDR453C  	tag_8231_at    	542.3	611.122	958.716	852.568	689.8	633.949	913.79	1209.5	1675.23	1476.08	1785.5	1245.75	1457.48	776	1034.01	711.561	905.084	914.884
YDR453C  	tag_8327_at    	1385.5	1466.67	2300.88	3975.17	4724	4974.39	4929.64	6988	6947.76	6121.84	5754.8	6258.29	4517.59	3016.5	2506.37	3061.91	2852.46	3152.97
YDR453C  	tag_8231_st    	531.5	563.357	883.782	720.826	606.3	558.497	729.553	839.5	1224.35	1078.8	804.3	714.884	963.765	642.8	962.877	669.369	819.33	780.136
YDR453C  	tag_8327_st    	7653.3	7145.15	11209.2	10236.2	13195	12492.3	12956.7	26461.8	20297.6	17884.8	26080	27148.9	24958.3	11897.3	15784.2	15387.2	10916.7	14234.9
YDR454C  	tag_8232_at    	534.8	562.557	882.528	717.898	593	606.603	694.522	800.5	1035.81	912.68	811.5	831.647	926.127	633.5	1013.79	686.355	863.141	748.554
YDR454C  	tag_8328_at    	474.3	519.934	815.661	572.537	518.8	577.764	598.511	620.5	853.191	751.768	613.8	674.153	802.561	531	941.598	458.958	762.953	627.421
YDR454C  	tag_8232_st    	592.3	637.976	1000.84	803.181	634	668.754	789.884	1412.8	1516.25	1336.01	1004	947.261	1122.62	851	1127.03	841.643	966.215	966.116
YDR454C  	tag_8328_st    	491	538.56	844.882	610.977	545.5	623.135	664.032	727.8	894.413	788.089	704.3	781.203	884.892	552	975.796	504.438	764.142	663.915
YDR455C  	tag_8233_at    	7968.5	6979.46	10949.2	9106.49	4493	2779.43	4237.84	14717.8	10524.8	9273.63	5569.5	5210.46	4971.45	12530.5	20763	14955.9	13419.7	12729.5
YDR455C  	tag_8329_at    	1275.3	1547.57	2427.8	2104.69	1529.8	1211.96	1316	4636.8	3596.5	3168.97	1712.3	1497.65	1444.61	2848.3	2253.76	3142.24	2578.22	2953.23
YDR455C  	tag_8233_st    	6266.5	7230.51	11343.1	7862.9	4177.8	2482.1	4493.44	12136	10131.7	8927.31	3690.5	3080.22	3244.14	12438.5	13907.4	11424.1	9805.3	10060.2
YDR455C  	tag_8329_st    	5639.8	5504.21	8634.89	5600.63	4095	2708.95	3057.43	14610.3	7568.16	6668.49	5469.5	4954.58	4580.13	8233	14839.1	13000.9	8841.12	10291.1
YDR456W  	tag_8234_at    	865.3	610.551	957.819	969.29	820	720.341	912.493	3167.8	2504.45	2206.73	4172.5	3189.04	3123.76	1012.5	1512.03	896.985	1230.27	893.829
YDR456W  	tag_8330_at    	1450.5	1664.93	2611.91	2484.01	1868	1800.54	1590.67	5747.8	5056.84	4455.7	1943	1848.88	1464.67	4161.8	2465.03	4230.46	2912.74	3411.94
YDR456W  	tag_8234_st    	930	654.202	1026.3	1022.11	932.3	831.965	1035.1	4120	3816.99	3363.25	3419.5	2353.01	2714.87	1271.3	1513.85	910.464	1186.97	872.073
YDR456W  	tag_8330_st    	5697.3	7149.95	11216.7	6084.06	5015	3884.49	3747.02	25528.5	15725.4	13856	6734.3	7516.47	5217.75	8754	15552.4	10255.9	6769.45	8503.87
YDR457W  	tag_8235_at    	12438.8	9261.45	14529.2	15191.7	12645	9287.11	15366.9	28776.3	19545.9	17222.4	20784.3	21037.1	22056.3	20437.3	27410.2	16637	13029.1	10369
YDR457W  	tag_8331_at    	1765.3	1783.54	2797.99	3531.58	3848.3	3682.87	3685.39	5920.5	5695.61	5018.54	3711.8	3718.34	3454.47	4316.8	2829.05	2888.76	2285.29	2149.65
YDR457W  	tag_8235_st    	12579	11842.8	18578.8	14842.3	14183.8	9723.42	17267.4	23259.5	20552.5	18109.3	13572.3	12090.7	13179	17612.8	19895.6	13766.9	9780.17	8236.9
YDR457W  	tag_8331_st    	9653.8	8065.03	12652.3	10436.9	12278.8	12288.7	11507	22747.8	14295.7	12596.3	18998.5	21067.7	19011.7	11201.5	17397.1	13621.1	9094.99	9854.58
YDR458C  	tag_8236_at    	6530	2991.39	4692.83	7627.67	8108.3	5947.94	9252.73	25093.8	18341.2	16160.9	27872.3	28479.4	27422.7	23573.5	26364.7	23539.1	20192	21539.3
YDR458C  	tag_8332_at    	522.5	561.986	881.631	708.734	649	722.578	766.53	848.3	1118.42	985.463	886.8	892.221	1010.53	746.3	1092.83	643.287	920.027	811.998
YDR458C  	tag_8236_st    	5769	3444.13	5403.08	11019.6	11756.8	7791.36	13799.6	20652.5	19942.1	17571.5	21485.3	18814.7	18717	17300.8	15434.2	14178.1	12626.7	12739.7
YDR458C  	tag_8332_st    	663.5	672.829	1055.52	1347.71	1446.3	1517.75	1294.59	1892.5	1908.98	1682.05	3035.8	2731.91	2508	1383.5	1485.43	1546.3	1343.19	1742.32
YDR459C  	tag_8237_at    	8431	7477.11	11729.9	14251	13851.8	8881.51	16318.4	29746.5	31003.3	27317.8	29310.8	24163	24804.7	16436.5	13481.8	16323.3	12324.4	14484
YDR459C  	tag_8333_at    	2112.8	2293.99	3598.77	5664.91	7465.8	6565.11	6167.79	12305.8	13623.1	12003.6	10829.8	10444.4	8021.46	4744.3	3115.86	4327.67	3396.7	4622.56
YDR459C  	tag_8237_st    	3953.8	3929.79	6164.96	9382.96	8006	5166.07	11386.8	15401.5	17333.8	15273.3	13309.3	9892.97	11213.7	7465.5	4254.29	6583.55	5005.13	6459.91
YDR459C  	tag_8333_st    	5573.5	4987.94	7824.97	8005.08	10090	9646.35	8285.22	19365.3	14614.2	12876.9	18049.3	19227.5	16008.3	7719.5	11115.3	11144.4	8029.1	9434.48
YDR460W  	tag_8238_at    	546.5	545.416	855.638	675.894	579.5	607.224	716.579	973.5	1195.59	1053.46	884	912.065	1010.53	622.5	1121.41	610.41	818.99	729.605
YDR460W  	tag_8334_at    	455	516.506	810.283	568.082	456.5	586.714	605.907	580	785.767	692.358	602	636.868	793.567	507	943.878	442.739	786.217	650.3
YDR460W  	tag_8238_st    	573.3	603.352	946.526	830.547	682	650.482	825.564	997.5	1388.43	1223.38	1136	946.216	1171.05	663	988.412	727.451	870.273	832.772
YDR460W  	tag_8334_st    	509.8	546.788	857.789	602.704	528.5	581.742	624.071	660	886.744	781.332	672.5	780.472	821.933	578	952.997	518.355	823.236	662.933
YDR461W  	tag_8239_at    	13768	11562.5	18139.1	17194.6	16055.3	15047.3	19699.8	35663.3	28327.9	24960.4	35350.3	36430.9	35905.6	19914	31274.9	25850.9	21685.5	23069
YDR461W  	tag_8335_at    	3060.5	2832.55	4443.65	6737.04	8099	7923.12	7443.83	14733.3	11550.5	10177.4	12528.8	12640.6	9861.81	4435.8	3869.75	4902.24	4179.52	5973.13
YDR461W  	tag_8239_st    	13425.3	14101.1	22121.5	18323.6	18079.5	15365.8	22642.7	32056.8	29373.6	25881.8	21647	21785.7	20733.5	18440.5	23612.9	21287.6	17440.8	19272.9
YDR461W  	tag_8335_st    	6172.5	7387.4	11589.2	9162.5	11206.3	10788.7	9202.13	20991	20194.6	17794	21694	25189.4	20310.7	8103	21412.5	13397.2	11826.4	12628.8
YDR462W  	tag_8240_at    	539.8	613.979	963.197	728.463	610.5	584.228	739.284	1042.8	1222.75	1077.39	1139.3	1037.08	1271.64	672.8	1076.11	744.109	885.216	816.911
YDR462W  	tag_8336_at    	701.3	610.551	957.819	648.273	462.3	548.801	581.645	1514	1611	1419.49	564.3	610.445	761.049	3674.8	1586.81	1147.94	1004.93	738.308
YDR462W  	tag_8240_st    	583.3	625.063	980.586	766.649	679.3	663.534	827.121	1157	1501.07	1322.63	1275	975.772	1286.17	613	992.516	743.341	866.877	743.641
YDR462W  	tag_8336_st    	784.8	653.403	1025.04	649.8	505.5	553.152	619.919	1368.8	1332.99	1174.53	556.8	676.555	749.287	3321	2400.43	1389.59	1100.36	753.046
YDR463W  	tag_8241_at    	2152.8	1766.98	2771.99	3723.14	2025	1935.78	2997.75	5604.8	5504.2	4849.89	6383.5	5156.67	6396.69	13220.8	7335.19	2241.09	2384.12	1348.6
YDR463W  	tag_8337_at    	572	623.121	977.539	881.208	692.8	800.268	808.957	1246.5	1435.25	1264.63	1210.3	1144.65	1119.85	1667.5	1195.12	615.342	816.783	717.253
YDR463W  	tag_8241_st    	1789	1774.63	2784	3245.56	1741	1672.26	2697.78	4250	4045.95	3564.98	3942.5	3064.55	4005.88	10231.8	4826.24	1753.42	1797.94	1125.43
YDR463W  	tag_8337_st    	1135.5	982.504	1541.33	1990.51	1396.5	1627.51	1508.93	3363.8	3082.51	2716.08	3235.5	2907.58	2733.27	4800.3	2511.69	1093.48	1009.18	901.128
YDR464W  	tag_8242_at    	478.8	535.132	839.504	613.269	445.3	534.506	617.324	659.5	900.005	793.017	649.3	673.422	800.9	507.8	978.836	549.369	800.651	627.842
YDR464W  	tag_8338_at    	476	564.5	885.575	589.975	493.3	573.413	578.66	575	790.56	696.582	555.5	626.947	742.784	500	906.335	464.986	768.897	626.017
YDR464W  	tag_8242_st    	472.3	534.789	838.966	608.814	463.5	536.122	625.109	614	821.716	724.034	632.3	629.766	773.502	525.3	997.531	549.369	765.501	628.825
YDR464W  	tag_8338_st    	476	526.219	825.521	592.266	549.3	581.742	608.502	580	785.287	691.936	568	631.646	748.319	495.3	902.84	446.356	707.256	666.723
YDR465C  	tag_8243_at    	2553.5	1991.52	3124.25	5974.21	4785.3	3706.49	5771.42	15284	13955.1	12296.2	20986.5	17569	18676.1	8375.5	3653.92	7614.78	5449.18	7822.13
YDR465C  	tag_8339_at    	545.3	588.839	923.759	922.194	849	902.819	1009.8	1504.3	1427.58	1257.87	1479.8	1575.25	1307.34	945.3	1268.84	835.396	1036.35	1132.02
YDR465C  	tag_8243_st    	693.8	634.776	995.824	1170.4	1101	930.165	1289.01	2259.8	2510.84	2212.37	5319.3	5036.88	4844.15	951.3	1136.61	1023.89	971.819	1066.05
YDR465C  	tag_8339_st    	658.3	683.113	1071.65	1236.34	1315.3	1410.85	1343.89	2361	1775.88	1564.78	2721.8	2851.18	2270.69	1290.5	1634.38	1239.45	1623.38	1821.91
YDR466W  	tag_8244_at    	5653.5	5344.81	8384.82	11079.1	9362.5	7581.04	11647.8	26180.8	26454.5	23309.7	28458	25534.3	27309.6	13838.3	9515.53	12914	10070.5	12808.1
YDR466W  	tag_8340_at    	1083	1201.56	1884.98	2855.05	3017.8	2877.38	2917.69	5653	5474.64	4823.84	4995.3	4577.56	3606.4	2216.3	1871.04	2101.15	1964.69	2395.01
YDR466W  	tag_8244_st    	4045.5	4376.01	6865	6252.34	6083	5063.52	7046.81	12251.8	9265.75	8164.28	9442.8	10618.1	10882.7	6424.3	7428.67	6232.65	5625.78	5915.58
YDR466W  	tag_8340_st    	2437.3	2339.47	3670.12	5161.23	5473	5268.37	4723.35	10887	7853.35	6919.78	10351.3	9906.86	8570.52	3677.5	4205.65	5126.35	4193.44	5434.84
YDR467C  	tag_8245_at    	479.8	529.418	830.54	577.628	462.5	531.772	616.286	665.8	981.809	865.096	691	732.43	902.189	552	940.534	592.109	785.029	656.897
YDR467C  	tag_8341_at    	3948.3	4049.77	6353.19	7691.7	10071.8	8440.85	8945.23	19310.3	16619.3	14643.7	15071	15811	12588.9	7039	5416.73	8016.21	6255.78	7903.54
YDR467C  	tag_8245_st    	526	583.126	914.795	655.528	518.8	610.332	681.548	840.3	1426.78	1257.17	985.5	1148.83	1431.46	580.5	935.974	607.67	785.878	659.424
YDR467C  	tag_8341_st    	10455.8	9499.36	14902.4	13287.2	16594.5	14900	16222.3	32708	23435.3	20649.4	26721	30947.1	25463.3	12347.3	23874.8	18880.5	15445	17053.1
YDR468C  	tag_8246_at    	518	568.842	892.387	661.001	558.3	632.458	716.579	818.5	1076.55	948.579	835	885.119	969.023	681.5	968.957	701.917	794.708	717.253
YDR468C  	tag_8342_at    	535.8	605.98	950.649	643.181	593	704.181	718.136	979.8	1153.57	1016.44	765	904.963	981.753	651	1000.57	591.013	845.651	727.079
