ORF	hap a | abundance of calcium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of cadmium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of cobalt | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of copper | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of iron | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of potassium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of magnesium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of manganese | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of molybdenum | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of sodium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of nickel | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of phosphorus | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of sulphur | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of zinc | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of calcium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of cadmium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of cobalt | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of copper | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of iron | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of potassium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of magnesium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of manganese | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of molybdenum | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of sodium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of nickel | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of phosphorus | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of sulphur | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of zinc | minimal + element supplement [standard] | Yu D~Vitek O, 2011
YPL037C	-0.109	-0.026	0.009	0.027	-0.016	0.012	-0.019	-0.057	-0.045	0.012	-0.012	-0.005	-0.050	-0.011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL038W	-0.018	-0.045	-0.039	0.035	-0.018	-0.058	-0.028	0.036	0.042	0.126	-0.028	-0.020	-0.017	-0.025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL038W-A	-0.075	0.007	0.009	0.021	-0.015	0.044	0.025	0.041	0.022	-0.037	-0.020	0.017	0.047	-0.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL039W	-0.045	-0.031	-0.024	0.015	-0.029	-0.020	-0.041	-0.034	-0.040	-0.003	-0.030	-0.033	-0.050	-0.021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL040C	0.074	-0.029	-0.010	0.018	-0.006	-0.023	-0.006	-0.052	-0.014	0.148	-0.026	-0.045	-0.046	-0.016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL041C	0.181	0.049	0.030	0.015	0.011	-0.029	0.031	-0.010	-0.013	0.076	0.034	-0.012	-0.022	0.011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL042C	-0.061	-0.109	-0.010	0.037	0.041	0.263	0.014	-0.075	0.015	0.222	0.001	0.035	-0.010	0.031	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL043W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.197	0.008	-0.019	-0.022	-0.049	0.088	-0.020	-0.044	-0.155	-0.056	-0.011	-0.013	-0.048	0.048
YPL044C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.024	0.031	0.015	0.003	-0.041	0.074	-0.016	-0.030	-0.057	-0.052	-0.016	-0.005	-0.033	0.021
YPL045W	0.362	0.298	-0.342	0.141	-0.173	-0.056	-0.241	0.688	-0.522	0.527	-0.196	-0.099	-0.097	-0.238	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL046C	-0.044	0.082	0.015	0.011	0.036	-0.042	-0.020	0.013	0.078	-0.037	0.016	-0.016	-0.018	-0.032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL047W	-0.055	0.058	0.029	-0.003	-0.009	-0.098	0.026	-0.141	0.005	0.055	0.033	0.010	0.025	-0.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL048W	-0.025	0.142	0.075	0.038	0.024	0.060	0.011	0.130	0.266	-0.060	0.067	0.035	0.019	0.018	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL049C	-0.027	-0.047	0.011	0.043	0.034	0.003	0.011	0.098	0.134	0.240	0.072	0.053	0.143	0.007	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL050C	-0.108	-0.003	-0.020	-0.037	-0.128	0.013	-0.197	0.002	0.085	-0.140	-0.082	-0.014	-0.074	-0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL051W	0.136	0.039	-0.032	0.007	-0.051	-0.055	-0.011	-0.000	-0.070	0.113	0.026	-0.007	-0.070	0.010	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL052W	0.024	0.101	-0.014	-0.009	-0.055	-0.066	-0.081	0.061	0.092	-0.159	0.024	-0.036	-0.077	-0.040	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL053C	-0.121	-0.026	-0.014	0.023	-0.023	-0.027	-0.035	-0.018	-0.031	0.025	-0.021	-0.035	-0.047	-0.011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL054W	0.008	0.057	-0.020	0.031	-0.023	-0.061	-0.049	0.011	0.140	0.008	0.009	-0.034	-0.055	-0.024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL055C	-0.120	-0.048	0.024	0.022	0.001	-0.105	0.051	-0.176	0.130	-0.070	0.016	-0.025	0.008	0.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL056C	0.040	0.001	0.006	0.021	-0.000	-0.031	-0.003	0.001	-0.005	-0.011	-0.002	-0.014	-0.040	0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL057C	0.021	-0.026	-0.077	0.021	0.029	-0.035	-0.015	0.024	0.022	-0.053	-0.046	-0.023	-0.056	0.006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL058C	0.025	-0.012	-0.020	0.023	0.041	-0.077	-0.010	0.002	0.030	0.135	0.016	0.004	-0.031	-0.016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL059W	-0.118	0.538	0.183	0.022	-0.013	-0.029	0.139	-0.031	-0.609	-0.287	0.849	0.089	-0.040	-0.021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL060W	-0.056	0.019	0.022	-0.006	0.001	-0.081	-0.022	-0.090	-0.087	0.056	-0.007	-0.029	-0.030	-0.007	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL061W	-0.042	0.010	0.015	0.004	0.015	-0.091	-0.015	-0.054	0.149	0.006	0.029	-0.019	-0.071	-0.015	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL062W	-0.004	0.006	0.042	0.010	0.004	-0.038	0.018	-0.037	0.053	-0.108	0.058	0.012	-0.040	0.005	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL063W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.103	0.038	0.009	0.003	-0.097	0.119	-0.014	-0.034	-0.136	-0.047	-0.015	-0.001	-0.065	-0.007
YPL064C	-0.019	-0.034	-0.037	-0.010	-0.036	-0.006	-0.024	0.001	0.034	-0.022	-0.042	-0.014	-0.012	-0.023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL065W	0.119	0.296	0.036	0.059	0.102	-0.131	0.056	0.216	-0.048	0.781	0.189	0.015	-0.012	0.010	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL066W	-0.052	-0.024	-0.023	0.045	0.055	-0.023	0.009	0.022	0.047	-0.074	-0.028	-0.003	0.000	-0.014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL067C	-0.041	0.119	0.067	0.060	0.010	-0.033	0.062	0.019	0.010	-0.026	0.068	0.057	0.012	0.010	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL068C	-0.060	0.006	0.025	0.011	0.068	-0.003	0.045	0.006	0.058	0.027	-0.006	0.038	-0.010	-0.008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL069C	0.065	-0.034	-0.022	0.040	-0.012	-0.071	-0.011	0.191	0.012	-0.030	-0.048	-0.007	0.018	0.017	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL070W	-0.073	-0.016	-0.011	0.002	-0.031	-0.006	-0.028	0.048	0.002	0.033	-0.022	0.004	-0.028	0.006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL071C	-0.032	0.030	0.053	0.031	0.002	-0.052	0.056	0.024	-0.027	0.033	0.047	0.056	0.002	-0.018	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL072W	0.006	0.022	0.035	0.022	0.026	0.009	0.021	-0.009	-0.027	-0.044	0.042	0.015	-0.041	0.019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL073C	-0.008	0.064	0.087	0.032	0.064	-0.069	0.081	-0.037	0.061	0.032	0.060	0.057	0.016	-0.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL074W	0.014	0.006	0.016	0.035	0.068	-0.041	0.004	-0.006	-0.006	0.045	0.018	0.023	-0.033	0.013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL075W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.082	0.004	-0.012	-0.025	-0.052	0.049	-0.042	-0.029	-0.129	-0.032	-0.032	-0.056	-0.052	-0.010
YPL076W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.088	0.037	-0.016	-0.011	-0.067	0.094	-0.032	-0.023	-0.159	-0.028	-0.033	-0.048	-0.059	-0.004
YPL077C	0.023	0.097	0.029	0.015	0.033	-0.039	-0.004	0.055	0.167	-0.048	0.049	-0.016	-0.040	0.018	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL078C	-0.086	0.004	0.034	-0.029	0.136	-0.110	-0.007	-0.067	-0.104	-0.072	0.083	-0.011	0.018	-0.016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL079W	0.126	0.043	0.099	0.003	-0.021	-0.073	0.039	0.020	0.011	-0.368	0.118	0.063	0.071	0.032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL080C	0.007	-0.044	-0.001	-0.004	-0.022	-0.086	-0.004	-0.101	0.233	-0.130	0.421	-0.015	-0.001	0.022	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL081W	-0.011	0.025	0.032	0.028	0.179	-0.012	0.016	-0.013	-0.018	0.023	-0.001	0.023	-0.029	0.041	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL082C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.107	0.070	0.014	0.025	-0.030	0.157	-0.037	-0.020	-0.027	-0.063	-0.008	-0.040	-0.050	-0.009
YPL083C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.089	0.017	-0.024	-0.023	-0.061	0.103	-0.026	-0.012	-0.138	-0.035	-0.050	-0.015	-0.058	-0.015
YPL084W	0.469	0.253	-0.137	-0.023	-0.000	-0.393	-0.051	0.135	0.084	-0.287	-0.000	-0.080	0.031	-0.049	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL085W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.043	0.006	0.011	-0.021	-0.020	0.077	-0.013	-0.008	-0.006	0.018	-0.007	0.010	-0.016	-0.029
YPL086C	-0.020	0.030	0.017	0.015	0.024	-0.031	-0.083	0.076	0.168	-0.202	0.207	-0.049	-0.028	0.013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL087W	0.018	0.203	0.129	0.037	0.063	0.001	0.108	0.187	0.131	-0.061	0.185	0.075	0.010	0.017	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL088W	-0.035	0.040	0.075	0.037	0.078	-0.109	0.053	-0.004	0.038	0.077	0.120	0.059	0.030	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL089C	-0.049	0.104	0.023	0.015	0.000	-0.042	-0.010	0.029	-0.002	-0.053	0.043	-0.012	0.003	-0.013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL090C	0.055	-0.209	-0.124	0.046	0.058	-0.129	-0.060	-0.067	0.035	-0.129	-0.081	-0.043	0.010	0.041	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL091W	-0.110	-0.065	0.002	0.034	0.044	0.050	0.023	-0.071	-0.060	0.104	-0.030	0.005	-0.018	0.006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL092W	0.020	0.128	0.069	0.006	0.062	0.051	-0.035	0.079	0.085	0.016	0.118	-0.001	0.026	-0.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL093W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.029	0.008	0.005	0.023	0.060	-0.075	-0.027	0.002	0.049	-0.046	0.040	-0.024	0.053	0.001
YPL094C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.036	-0.006	-0.001	0.035	0.076	-0.021	-0.019	0.014	0.115	0.011	-0.038	-0.032	0.044	-0.000
YPL095C	-0.023	-0.031	0.007	-0.011	0.058	0.051	-0.052	0.013	0.102	0.070	-0.024	-0.022	0.008	-0.007	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL096C-A	0.041	0.049	0.030	0.056	0.486	0.305	0.026	0.103	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL096W	0.053	-0.023	0.007	0.026	0.025	0.043	-0.052	0.041	0.121	0.041	0.019	-0.027	-0.006	0.002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL097W	0.097	-0.111	0.013	-0.009	0.102	-0.101	0.135	-0.058	0.082	0.034	0.056	0.101	0.017	0.024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL098C	0.004	0.003	0.038	-0.002	0.057	0.062	-0.032	-0.062	0.196	0.060	0.020	-0.000	0.014	0.010	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL099C	0.035	0.071	0.034	-0.003	0.120	0.058	-0.055	0.076	0.094	-0.026	0.114	-0.021	0.001	-0.009	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL100W	-0.058	-0.047	-0.002	-0.007	0.061	0.087	-0.029	0.015	0.095	0.081	0.102	-0.016	0.018	-0.006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL101W	0.150	0.008	0.052	0.003	0.066	0.010	0.002	0.118	0.076	-0.060	0.025	0.002	0.049	0.008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL102C	-0.006	-0.014	0.002	-0.019	0.294	0.033	-0.097	0.086	0.124	-0.082	-0.033	-0.061	-0.009	-0.030	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL103C	-0.005	0.001	0.047	0.014	-0.017	0.081	0.062	0.054	0.027	0.066	0.019	0.069	0.009	0.008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL104W	0.147	-0.009	0.103	-0.029	0.003	-0.250	0.082	-0.128	-0.125	-0.007	0.005	0.053	0.017	0.036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL105C	0.083	-0.051	0.035	0.015	0.012	0.044	0.054	0.027	-0.144	0.148	-0.028	0.066	-0.020	0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL106C	-0.053	-0.234	-0.210	-0.037	0.095	0.005	-0.020	-0.055	-0.036	-0.016	-0.138	-0.009	0.021	0.023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL107W	0.007	0.139	0.084	0.022	0.079	0.068	0.023	0.091	-0.111	-0.070	0.021	0.031	0.007	0.002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL108W	-0.042	-0.021	0.023	0.003	0.076	0.071	0.021	0.036	0.010	-0.001	-0.045	0.028	0.006	0.017	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL109C	0.003	-0.012	0.053	0.013	0.086	-0.044	0.052	-0.015	-0.031	0.119	0.073	0.047	0.017	0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL110C	-0.005	0.016	0.016	-0.000	0.104	-0.022	0.026	0.064	0.059	0.115	0.118	0.035	0.055	-0.038	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL111W	-0.089	-0.058	-0.016	0.040	-0.013	0.000	0.019	0.010	-0.048	-0.006	-0.018	0.013	-0.011	0.024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL112C	-0.053	-0.057	-0.015	-0.002	0.029	-0.009	-0.017	-0.010	-0.019	-0.028	-0.072	-0.007	-0.039	-0.001	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL113C	-0.063	-0.002	0.041	0.004	0.027	0.040	0.079	0.022	-0.038	0.069	0.012	0.071	0.064	0.001	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL114W	-0.050	-0.061	-0.015	0.029	0.071	0.024	0.006	0.012	-0.038	-0.006	-0.074	0.005	-0.003	-0.006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL115C	-0.038	0.051	0.047	0.009	0.139	0.028	0.051	0.090	-0.010	-0.034	-0.003	0.049	0.024	-0.013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL116W	-0.092	-0.032	0.022	0.025	0.064	-0.015	0.062	-0.020	-0.004	0.062	-0.014	0.046	0.037	-0.022	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL117C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.029	-0.043	0.007	0.026	-0.017	-0.081	-0.023	0.003	-0.050	0.041	-0.018	-0.010	0.006	0.001
YPL118W	-0.022	-0.028	0.064	0.007	0.061	-0.247	0.060	-0.118	-0.089	-0.046	0.071	0.033	0.009	0.012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL119C	0.001	-0.039	0.024	0.092	0.048	0.023	0.033	-0.003	-0.039	0.057	0.030	0.032	0.009	0.013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL119C-A	-0.042	-0.019	0.008	0.019	0.266	0.005	-0.009	-0.002	0.032	0.050	-0.021	-0.004	-0.005	-0.016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL120W	-0.011	0.170	0.040	0.009	0.052	-0.068	-0.000	-0.052	0.059	0.191	-0.059	-0.000	-0.010	0.027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL121C	-0.044	0.065	0.055	0.048	0.082	0.048	0.050	0.077	0.067	0.003	0.002	0.052	0.019	0.036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL122C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.013	0.016	0.028	0.075	0.066	-0.025	-0.001	0.019	-0.025	0.060	0.020	0.021	0.039	0.045
YPL123C	-0.018	-0.018	0.000	0.038	0.019	0.026	0.028	0.074	0.034	0.256	-0.108	0.060	0.031	0.020	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL124W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.057	0.019	0.010	0.026	0.071	-0.021	-0.004	-0.006	-0.222	-0.024	0.076	0.039	0.041	0.006
YPL125W	-0.084	-0.059	-0.014	0.046	0.099	0.022	0.003	0.005	-0.014	-0.025	-0.149	0.002	0.026	-0.006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL126W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.004	-0.004	0.015	0.048	0.099	0.001	0.011	0.035	-0.017	0.044	0.019	0.016	0.040	0.031
YPL127C	0.248	0.202	0.067	0.035	0.100	0.025	0.074	0.154	0.241	-0.126	0.137	0.077	0.051	0.007	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL128C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.004	-0.020	0.022	0.024	0.043	-0.064	-0.029	-0.002	0.167	0.024	-0.018	-0.015	0.018	0.010
YPL129W	-0.068	-0.116	-0.027	0.005	0.130	0.054	0.046	-0.064	-0.197	-0.010	-0.112	0.016	0.006	0.039	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL130W	0.020	-0.045	0.007	0.010	-0.074	0.039	-0.052	0.019	-0.040	0.050	-0.013	-0.007	-0.010	0.001	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL131W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.090	0.027	0.040	-0.004	-0.101	0.009	0.011	0.046	-0.036	-0.064	0.004	0.005	0.048	-0.015
YPL132W	-0.008	0.029	0.071	-0.040	0.129	-0.211	-0.006	-0.028	-0.278	-0.026	0.167	-0.011	0.039	-0.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL133C	-0.011	-0.021	0.049	0.012	-0.091	-0.019	-0.022	-0.042	-0.125	0.090	0.039	0.007	-0.030	0.008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL134C	0.052	0.198	0.057	0.002	0.010	0.022	0.004	0.117	0.236	-0.126	-0.044	0.014	-0.008	-0.010	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL135W	-0.025	-0.011	0.050	0.027	-0.074	0.001	-0.015	-0.022	0.090	0.099	0.046	0.015	0.004	0.019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL136W	0.009	-0.025	0.048	0.044	-0.066	0.053	-0.026	-0.057	-0.148	0.089	0.048	-0.005	0.015	0.017	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
