ORF	hap a | abundance of calcium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of cadmium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of cobalt | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of copper | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of iron | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of potassium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of magnesium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of manganese | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of molybdenum | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of sodium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of nickel | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of phosphorus | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of sulphur | minimal + element supplement [standard] | Yu D~Vitek O, 2011	hap a | abundance of zinc | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of calcium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of cadmium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of cobalt | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of copper | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of iron | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of potassium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of magnesium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of manganese | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of molybdenum | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of sodium | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of nickel | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of phosphorus | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of sulphur | minimal + element supplement [standard] | Yu D~Vitek O, 2011	het | abundance of zinc | minimal + element supplement [standard] | Yu D~Vitek O, 2011
YPL137C	-0.065	-0.024	-0.003	-0.064	0.517	0.092	-0.007	0.014	-0.066	0.028	0.499	0.020	0.136	-0.022	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL138C	0.076	-0.077	-0.022	0.005	-0.004	0.014	-0.064	-0.030	-0.041	0.077	-0.021	-0.022	-0.033	0.007	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL139C	0.008	0.036	0.050	0.003	-0.081	0.034	-0.030	0.041	-0.170	0.042	0.103	-0.004	-0.054	0.010	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL140C	0.177	-0.014	0.043	0.033	-0.048	0.040	-0.006	0.041	-0.039	0.129	0.059	0.030	0.002	0.020	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL141C	0.012	-0.039	0.015	0.024	-0.031	0.044	-0.025	0.030	-0.074	0.067	0.015	0.013	-0.001	0.026	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL142C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.054	-0.026	-0.146	0.054	0.069	-0.014	-0.069	-0.001	-0.095	0.100	-0.147	-0.004	0.031	0.040
YPL143W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.046	-0.026	-0.160	0.033	0.094	-0.026	-0.062	-0.023	0.053	0.107	-0.165	-0.010	0.037	0.033
YPL144W	0.010	-0.046	0.003	0.002	0.026	0.130	-0.040	0.043	-0.112	0.099	-0.095	-0.001	0.005	0.021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL145C	0.022	-0.045	0.009	0.058	0.025	0.079	-0.030	0.019	-0.074	0.031	-0.000	-0.004	-0.011	0.006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL146C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.046	0.044	0.035	-0.022	-0.040	0.043	-0.021	-0.056	0.079	-0.097	0.846	-0.045	0.037	0.009
YPL147W	-0.023	-0.030	0.010	-0.011	0.019	0.050	-0.026	0.027	-0.028	0.089	-0.016	0.009	0.017	0.005	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL148C	-0.024	-0.019	-0.013	0.045	0.008	0.077	0.006	0.040	-0.039	-0.027	-0.075	0.013	0.105	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL149W	-0.032	-0.055	-0.016	-0.051	-0.021	0.017	-0.059	0.005	-0.028	0.111	-0.083	-0.044	0.020	-0.007	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL150W	-0.004	-0.082	-0.038	0.025	0.035	0.094	-0.061	-0.043	0.037	-0.090	0.231	-0.023	-0.038	0.008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL151C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.036	-0.007	-0.026	0.021	0.027	-0.043	-0.024	0.012	-0.048	0.062	-0.002	-0.015	0.043	0.005
YPL152W	0.023	-0.083	-0.047	0.019	0.058	0.064	-0.054	-0.028	0.033	-0.022	0.037	-0.010	-0.063	0.030	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL152W-A	-0.010	0.032	0.050	0.042	0.013	0.077	0.062	0.052	0.051	0.094	0.045	0.053	-0.009	0.013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL153C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.019	-0.017	0.005	0.043	0.290	-0.011	0.001	0.045	-0.018	0.036	-0.007	-0.002	0.047	0.030
YPL154C	-0.056	-0.042	0.032	-0.026	-0.007	-0.065	-0.041	0.056	-0.026	-0.028	-0.028	-0.034	-0.029	0.025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL155C	-0.012	-0.015	0.025	0.010	0.013	0.060	-0.025	0.036	-0.035	0.038	-0.005	0.013	-0.029	0.006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL156C	0.107	-0.067	-0.049	-0.015	0.075	0.022	-0.054	0.020	-0.100	0.083	-0.172	-0.015	-0.035	-0.014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL157W	0.300	0.055	0.059	-0.033	0.013	0.092	-0.034	-0.079	-0.181	-0.102	-0.166	0.002	-0.034	-0.011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL158C	-0.132	0.023	0.040	-0.025	-0.018	0.076	0.068	-0.055	-0.122	0.042	0.007	0.036	-0.005	0.008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL159C	0.033	-0.023	0.042	-0.008	0.001	-0.060	-0.005	-0.060	-0.168	0.097	-0.055	0.026	0.060	-0.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL160W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.068	0.020	0.054	0.043	0.025	-0.044	0.012	0.053	-0.032	0.033	0.023	0.037	0.047	0.037
YPL161C	0.044	-0.124	-0.127	0.012	0.023	0.000	-0.022	0.011	0.038	0.022	-0.112	-0.002	0.047	0.042	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL162C	0.348	-0.052	-0.016	0.056	0.081	-0.006	-0.086	0.025	-0.019	0.018	-0.143	-0.037	-0.018	0.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL163C	0.134	-0.059	-0.014	-0.018	0.098	0.056	-0.068	0.031	0.003	0.000	-0.170	-0.023	0.034	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL164C	0.118	0.016	0.055	0.066	0.077	0.111	0.008	0.135	0.152	0.037	-0.054	0.040	0.005	0.020	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL165C	0.022	-0.032	0.008	0.004	0.019	0.038	-0.007	0.024	-0.005	0.267	-0.061	0.019	0.001	0.022	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL166W	0.065	0.100	0.017	0.005	-0.054	0.007	0.012	0.068	0.111	-0.013	0.036	0.015	0.062	-0.018	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL167C	0.011	-0.015	-0.001	0.035	-0.065	0.024	0.001	0.023	0.053	0.069	-0.035	0.011	0.006	-0.008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL168W	0.022	-0.011	-0.008	0.024	-0.036	-0.095	-0.001	-0.003	0.065	0.052	-0.024	0.005	0.023	-0.014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL169C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.112	-0.032	-0.030	-0.050	-0.066	-0.068	0.026	0.040	0.103	-0.024	-0.042	0.021	0.023	-0.004
YPL170W	-0.006	0.039	0.019	0.018	0.398	0.003	0.013	-0.008	0.069	0.012	0.037	0.021	0.014	-0.007	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL171C	0.019	0.003	0.004	0.028	-0.027	0.020	0.029	0.017	0.057	0.011	-0.002	0.035	0.018	0.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL172C	-0.025	0.041	0.034	-0.003	-0.037	-0.123	0.010	-0.070	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL173W	0.110	0.029	0.045	0.018	0.075	-0.105	0.026	-0.062	0.007	-0.212	0.061	0.023	0.085	-0.005	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL174C	0.067	0.022	0.040	0.021	-0.035	-0.027	0.050	0.006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL175W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.075	0.025	0.036	-0.036	-0.023	-0.033	-0.007	0.056	0.062	0.035	0.029	0.016	0.048	0.018
YPL176C	0.052	0.091	-0.003	0.015	-0.022	0.060	-0.008	0.089	0.065	-0.006	-0.050	0.024	-0.000	-0.011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL177C	0.027	-0.024	-0.007	-0.001	-0.047	-0.009	0.039	0.016	0.041	0.029	-0.017	0.044	0.020	-0.012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL178W	0.048	-0.110	-0.011	0.025	0.093	0.039	0.024	0.109	0.156	-0.034	-0.029	0.038	0.289	0.027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL179W	0.066	-0.015	0.003	0.040	-0.040	0.127	0.872	0.089	-0.027	-0.078	0.298	0.233	0.064	-0.007	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL180W	0.062	-0.093	-0.049	0.010	0.118	0.088	0.044	-0.057	0.023	0.039	-0.093	0.019	0.007	-0.002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL181W	0.031	-0.045	-0.002	0.020	0.015	-0.014	0.010	0.078	0.011	-0.070	-0.024	0.007	0.038	0.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL182C	0.139	0.053	0.016	0.056	0.098	-0.022	0.028	0.184	0.061	-0.260	0.035	0.024	0.067	-0.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL183C	-0.103	-0.044	-0.036	-0.001	-0.021	-0.027	-0.031	-0.013	-0.076	-0.055	-0.013	-0.033	-0.024	-0.008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL183W	-0.006	-0.158	-0.057	-0.005	0.083	-0.015	0.063	0.250	-0.193	0.135	0.001	0.021	0.269	0.052	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL183W-A	-0.210	-0.043	0.060	0.013	-0.024	-0.104	0.001	-0.156	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL184C	0.049	0.015	0.008	-0.011	-0.054	-0.013	0.007	-0.013	-0.021	-0.018	0.034	-0.005	0.012	-0.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL185W	0.004	-0.017	0.007	0.006	-0.029	0.010	0.030	0.037	0.018	0.014	0.042	0.036	0.022	-0.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL186C	0.063	0.071	0.001	0.006	-0.026	0.016	0.007	0.053	0.048	-0.137	0.031	0.015	0.017	-0.020	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL187W	0.023	-0.013	-0.018	-0.004	-0.023	-0.057	0.034	-0.013	0.059	-0.020	0.009	0.026	0.040	-0.018	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL188W	-0.120	0.067	0.020	0.013	-0.038	0.060	0.063	-0.025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL189C-A	-0.052	0.073	0.065	0.010	-0.017	-0.168	0.075	-0.133	-0.014	0.112	0.079	0.043	0.024	0.002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL189W	0.080	-0.004	0.035	0.003	0.007	0.080	-0.000	0.026	0.046	0.000	0.010	0.004	-0.017	0.012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL190C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.086	-0.026	-0.001	0.007	0.038	-0.029	-0.017	0.011	0.264	0.057	-0.003	-0.012	-0.018	0.027
YPL191C	-0.098	-0.024	-0.006	0.005	-0.026	0.054	0.013	0.022	0.047	-0.091	-0.016	0.023	-0.020	-0.016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL192C	-0.060	0.004	0.018	0.012	-0.037	0.005	0.034	0.034	0.105	-0.051	0.056	0.035	0.002	0.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL193W	-0.050	-0.096	-0.006	0.007	-0.013	0.014	0.017	-0.007	0.162	-0.179	-0.051	0.003	-0.013	0.020	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL194W	-0.008	0.062	0.032	0.011	-0.058	0.015	0.011	0.025	-0.051	-0.017	-0.009	0.033	-0.011	0.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL195W	-0.164	0.005	0.012	-0.017	-0.039	-0.079	-0.103	0.012	-0.343	0.016	-0.092	-0.048	-0.063	-0.010	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL196W	-0.045	-0.042	-0.013	0.015	-0.111	-0.028	-0.031	-0.037	-0.058	-0.016	-0.044	-0.005	-0.035	-0.018	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL197C	-0.005	-0.014	-0.011	-0.013	-0.057	0.009	-0.018	0.008	0.029	-0.023	-0.075	0.004	-0.007	0.001	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL198W	-0.054	-0.006	0.008	0.024	-0.104	0.055	-0.005	0.037	0.044	-0.006	-0.061	0.024	0.012	0.012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL199C	-0.084	-0.034	-0.007	0.004	-0.020	0.057	-0.028	0.016	0.016	-0.020	-0.074	0.001	-0.003	-0.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL200W	-0.065	-0.018	0.004	-0.011	-0.059	0.082	-0.004	0.041	-0.034	0.002	0.012	0.023	0.021	0.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL201C	-0.061	-0.024	0.001	-0.010	0.041	0.066	-0.011	0.039	-0.013	0.010	-0.065	0.020	0.017	0.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL202C	0.000	-0.026	-0.004	0.020	0.074	0.043	-0.008	0.008	0.007	0.033	-0.054	0.016	-0.022	-0.010	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL203W	0.019	-0.036	-0.010	0.009	0.014	0.039	0.002	0.014	-0.031	0.012	-0.024	0.027	-0.031	0.001	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL204W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.004	0.004	0.021	0.011	0.025	0.051	-0.005	0.015	0.067	0.090	0.029	0.013	0.004	0.018
YPL205C	0.070	-0.048	-0.049	-0.017	-0.005	0.050	0.004	-0.026	0.047	0.158	-0.055	0.038	-0.020	-0.020	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL206C	0.109	-0.044	-0.027	0.001	-0.019	0.022	-0.035	0.006	-0.035	0.064	-0.092	0.005	-0.033	0.013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL207W	-0.039	-0.029	-0.007	0.027	-0.026	0.067	-0.003	0.028	-0.054	0.039	-0.074	0.022	-0.003	0.009	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL208W	-0.014	-0.035	-0.023	0.059	-0.030	-0.021	0.003	0.013	-0.004	0.244	-0.078	0.035	0.002	-0.001	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL209C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.002	-0.025	-0.033	0.013	-0.004	0.006	-0.018	-0.018	-0.050	0.068	-0.028	-0.020	0.082	-0.004
YPL210C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.009	-0.025	-0.011	0.005	-0.037	0.010	-0.016	-0.009	-0.016	0.011	-0.031	-0.010	0.002	0.002
YPL211W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.011	-0.025	-0.006	-0.003	-0.024	0.010	-0.021	-0.011	-0.019	0.005	-0.024	-0.041	0.001	-0.008
YPL212C	0.010	0.034	0.030	0.017	-0.009	0.079	-0.011	0.075	0.111	-0.018	-0.033	0.026	0.025	0.001	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL213W	-0.045	-0.017	0.000	-0.002	-0.028	0.035	-0.011	-0.022	0.005	0.047	-0.018	0.010	-0.039	-0.021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL214C	0.059	-0.023	0.010	-0.007	0.051	0.050	-0.021	-0.008	0.002	0.027	-0.019	0.003	-0.016	0.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL215W	0.046	-0.039	0.003	0.010	0.014	0.027	-0.025	-0.007	0.008	0.044	-0.035	-0.004	-0.015	0.009	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL216W	0.016	0.002	0.024	0.005	0.040	0.036	-0.017	0.031	0.052	0.032	-0.038	0.012	0.014	0.039	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL218W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.023	-0.042	-0.010	-0.028	0.011	0.016	-0.017	-0.042	-0.080	0.018	0.010	-0.001	-0.005	-0.010
YPL219W	0.146	-0.017	-0.005	0.029	0.040	0.025	-0.014	0.013	0.051	0.112	-0.033	0.011	0.009	0.038	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL220W	0.072	-0.029	0.008	0.010	0.027	0.045	-0.002	0.029	0.054	0.121	0.024	0.023	0.012	0.006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL221W	-0.025	-0.030	0.002	0.059	0.045	0.053	-0.004	0.026	0.012	0.072	-0.033	0.022	0.027	-0.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL222W	0.038	-0.033	-0.004	0.022	0.096	0.024	-0.018	0.016	-0.011	0.097	-0.017	0.011	0.027	0.019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL223C	-0.008	-0.019	-0.001	-0.005	-0.098	0.018	-0.003	-0.009	0.041	0.018	-0.011	0.012	-0.021	-0.009	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL224C	-0.125	-0.012	0.030	0.004	-0.021	-0.064	0.019	-0.040	-0.223	0.154	0.013	0.020	-0.009	-0.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL225W	-0.018	-0.040	-0.006	-0.008	0.018	-0.004	-0.006	-0.010	0.023	-0.015	-0.039	0.002	-0.012	-0.010	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL226W	0.156	-0.054	-0.033	0.014	0.222	0.107	-0.091	0.127	-0.018	0.177	-0.130	-0.030	0.010	0.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL227C	0.139	-0.052	-0.033	0.005	-0.041	0.101	-0.098	0.116	-0.041	0.158	-0.145	-0.041	0.016	-0.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL228W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.016	-0.010	0.012	0.069	-0.031	0.006	-0.008	-0.006	-0.082	0.032	0.021	-0.002	-0.009	0.001
YPL229W	0.072	-0.012	0.001	-0.001	-0.040	0.039	0.017	0.012	0.061	-0.040	-0.010	0.017	0.025	0.009	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL230W	0.115	0.046	-0.003	0.008	-0.028	-0.026	0.010	0.018	0.116	-0.081	-0.001	0.020	0.032	-0.006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL231W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.123	0.010	-0.006	0.018	0.102	0.024	-0.013	0.034	-0.029	0.038	-0.002	0.007	0.018	0.011
YPL232W	0.023	-0.034	-0.016	0.004	0.008	-0.019	0.009	-0.021	0.080	0.009	-0.024	0.006	0.008	-0.014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL233W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.014	-0.017	-0.002	-0.000	-0.012	0.012	-0.000	-0.001	-0.010	0.041	-0.013	-0.002	0.003	-0.001
YPL234C	-0.115	0.041	-0.252	0.020	-0.015	0.035	-0.212	0.014	0.217	0.534	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YPL235W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.073	-0.010	-0.091	0.020	0.067	0.081	-0.026	0.001	-0.020	0.051	-0.106	-0.011	-0.010	0.002
YPL236C	0.531	-0.027	0.006	0.017	0.549	0.036	0.034	0.005	0.061	0.045	-0.001	0.031	0.014	0.067	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
