orf	hap a | biofilm formation | standard | YPD | Vandenbosch D~Coenye T, 2013	hap a | biofilm formation | miconazole [1 mg/ml] | YPD | Vandenbosch D~Coenye T, 2013
YLL016W	1.04	1.21
YLL017W	0.93	1.03
YLL018C-A	0.7	1.42
YLL019C	1.14	1.19
YLL020C	1.33	0.94
YLL021W	0.93	1.06
YLL023C	1.0	0.91
YLL024C	0.88	1.08
YLL025W	0.96	1.2
YLL026W	1.12	1.14
YLL027W	0.97	1.11
YLL028W	0.91	1.04
YLL029W	1.15	1.24
YLL030C	0.95	0.9
YLL032C	0.83	1.32
YLL033W	0.99	1.28
YLL038C	1.01	1.06
YLL039C	0.92	1.06
YLL040C	1.1	0.92
YLL041C	0.96	1.06
YLL042C	0.98	1.36
YLL043W	1.02	1.17
YLL044W	1.04	0.75
YLL045C	0.79	1.6
YLL046C	1.18	1.1
YLL047W	0.95	1.2
YLL048C	1.05	1.01
YLL049W	0.96	1.01
YLL051C	1.07	1.09
YLL052C	0.93	0.8
YLL053C	1.15	0.97
YLL054C	1.06	1.1
YLL055W	0.92	1.35
YLL056C	0.97	1.28
YLL057C	1.04	1.03
YLL058W	1.0	1.17
YLL059C	1.11	1.0
YLL060C	0.94	1.32
YLL061W	1.08	1.23
YLL062C	1.1	0.86
YLL063C	0.98	1.59
YLR001C	1.15	1.36
YLR003C	0.87	0.86
YLR004C	0.94	1.23
YLR006C	0.87	0.87
YLR011W	1.24	0.98
YLR012C	1.04	1.1
YLR013W	1.06	1.31
YLR014C	1.18	0.86
YLR015W	0.98	0.77
YLR016C	1.21	1.14
YLR017W	0.98	1.05
YLR018C	1.0	1.28
YLR019W	0.84	1.22
YLR020C	0.97	1.08
YLR021W	0.59	0.61
YLR023C	1.16	1.18
YLR024C	1.06	1.18
YLR025W	0.92	1.01
YLR027C	0.95	0.98
YLR028C	1.1	0.97
YLR030W	0.95	1.15
YLR031W	1.06	1.07
YLR032W	1.1	0.94
YLR034C	1.16	0.97
YLR035C	1.11	0.78
YLR036C	0.95	0.93
YLR037C	1.01	1.26
YLR038C	0.61	1.43
YLR039C	0.96	1.1
YLR040C	1.1	1.03
YLR041W	0.88	1.03
YLR042C	0.93	0.87
YLR043C	0.97	1.01
YLR044C	0.94	1.14
YLR046C	1.0	1.14
YLR047C	0.9	0.79
YLR048W	0.89	0.89
YLR049C	0.93	0.92
YLR050C	0.94	0.88
YLR052W	0.98	0.95
YLR053C	1.09	0.83
YLR054C	1.11	1.3
YLR055C	0.94	1.2
YLR056W	1.43	0.96
YLR057W	0.91	0.89
YLR058C	0.89	1.07
YLR059C	0.97	0.88
YLR061W	0.88	0.97
YLR062C	0.94	0.8
YLR063W	0.93	0.99
YLR064W	0.83	1.32
YLR065C	0.88	1.23
YLR067C	0.78	1.15
YLR068W	1.04	1.13
YLR069C	0.77	1.23
YLR070C	0.89	1.05
YLR072W	0.87	1.0
YLR073C	0.75	1.04
YLR074C	0.87	0.94
YLR077W	0.95	0.95
YLR079W	1.11	0.91
YLR080W	1.06	0.86
YLR081W	1.01	1.03
YLR082C	0.91	1.1
YLR083C	0.86	1.13
YLR084C	0.92	1.19
YLR085C	1.03	0.91
YLR087C	0.93	1.01
YLR089C	0.9	0.97
YLR090W	0.86	0.94
YLR091W	0.94	0.94
YLR092W	0.87	1.13
YLR093C	1.03	1.09
YLR094C	0.93	1.0
YLR095C	1.02	0.99
YLR096W	0.95	1.01
YLR097C	0.95	1.1
YLR098C	1.05	0.9
YLR099C	0.96	1.06
YLR102C	0.91	1.07
YLR104W	0.95	1.05
YLR107W	0.87	1.07
YLR108C	0.94	0.96
YLR109W	0.88	1.11
YLR110C	1.34	0.97
YLR111W	0.93	1.08
YLR112W	1.02	1.43
YLR113W	0.91	1.13
YLR114C	0.65	1.31
YLR118C	0.88	1.22
YLR119W	0.94	1.03
YLR120C	0.9	1.08
YLR121C	0.92	1.18
YLR122C	0.91	0.91
YLR123C	0.89	1.38
YLR124W	0.8	1.36
YLR125W	0.94	1.01
YLR126C	1.39	0.97
YLR128W	0.97	1.05
YLR130C	0.98	1.13
YLR131C	0.9	1.23
YLR133W	0.96	1.05
YLR134W	0.97	1.14
YLR135W	0.9	1.02
YLR136C	1.11	0.97
YLR137W	1.08	1.01
YLR138W	0.98	1.14
YLR139C	0.77	1.07
YLR142W	1.18	0.87
YLR143W	1.14	1.0
YLR144C	1.08	1.04
YLR146C	1.02	0.89
YLR148W	1.12	0.86
YLR149C	1.03	0.91
YLR150W	0.94	0.92
YLR151C	1.1	1.0
YLR152C	1.18	0.93
YLR154C	1.21	0.98
YLR164W	1.1	0.91
YLR165C	0.96	1.21
YLR168C	0.72	1.15
YLR169W	0.93	1.0
YLR170C	0.99	1.04
YLR171W	0.93	1.16
YLR172C	0.99	1.07
YLR173W	0.89	0.99
YLR174W	0.83	1.12
YLR176C	0.97	0.93
YLR177W	0.74	0.91
YLR178C	0.85	1.11
YLR179C	0.9	1.14
YLR180W	0.97	0.98
YLR181C	0.93	0.89
YLR182W	0.87	0.92
YLR183C	0.81	1.15
YLR184W	0.81	1.37
YLR185W	0.87	1.14
YLR187W	0.9	1.04
YLR188W	0.84	1.12
YLR189C	0.9	0.98
YLR190W	1.04	1.13
YLR191W	0.73	1.0
YLR192C	0.84	1.0
YLR193C	1.0	0.96
YLR194C	0.83	1.07
YLR199C	0.84	1.05
YLR200W	1.28	1.06
YLR201C	0.99	0.77
YLR202C	0.7	0.48
YLR203C	0.82	0.94
YLR204W	0.73	1.02
YLR205C	0.88	1.01
YLR206W	1.0	0.83
YLR207W	1.0	0.82
YLR209C	0.99	0.72
YLR210W	0.92	0.85
YLR211C	0.91	1.2
YLR213C	0.84	1.31
YLR214W	0.96	0.89
YLR216C	0.89	0.91
YLR217W	0.86	0.88
YLR218C	0.89	1.01
YLR219W	0.88	0.89
YLR220W	0.89	1.47
YLR221C	0.89	1.55
YLR224W	0.97	1.29
YLR225C	0.99	1.14
YLR226W	0.93	0.94
YLR227C	0.94	1.27
YLR228C	0.97	1.26
YLR231C	1.01	1.35
YLR232W	0.99	1.28
YLR233C	0.86	0.99
YLR234W	0.95	1.04
YLR235C	0.81	1.12
YLR236C	0.97	1.05
YLR237W	1.13	0.86
YLR238W	1.2	1.12
YLR239C	0.94	1.05
YLR240W	1.0	1.04
YLR241W	0.97	0.84
YLR242C	1.08	1.02
YLR244C	1.07	0.89
YLR246W	0.97	1.2
YLR247C	1.17	1.14
YLR248W	1.22	0.91
YLR250W	1.15	0.92
YLR251W	1.12	0.905
YLR252W	1.17	0.81
YLR253W	1.23	0.75
YLR254C	1.17	0.79
YLR255C	1.18	0.86
YLR257W	1.27	1.02
YLR258W	1.04	1.18
YLR260W	0.95	1.02
YLR261C	1.07	1.24
YLR262C	1.11	0.98
YLR262C-A	1.06	0.95
YLR263W	1.27	0.9
YLR264C-A	1.04	1.26
YLR264W	1.18	0.97
YLR265C	1.28	1.24
YLR266C	0.97	0.91
YLR267W	0.87	1.2
YLR268W	0.72	0.98
YLR269C	1.19	1.25
YLR270W	1.11	1.11
YLR271W	1.25	0.98
YLR273C	0.97	1.17
YLR278C	0.97	1.16
YLR279W	0.98	1.24
YLR280C	1.07	1.01
YLR281C	1.02	1.08
YLR282C	0.91	0.97
YLR283W	0.94	1.21
YLR284C	0.96	1.06
YLR285C-A	0.99	0.93
YLR285W	1.08	1.22
YLR286C	1.14	0.95
YLR287C	1.0	1.08
YLR287C-A	1.31	1.04
YLR288C	1.05	1.08
YLR289W	0.93	0.91
YLR290C	1.01	1.11
YLR292C	1.12	0.99
YLR294C	1.15	1.08
YLR295C	0.72	1.14
YLR296W	1.28	0.98
YLR297W	1.16	1.08
YLR299W	0.97	0.93
YLR300W	1.08	1.18
YLR303W	0.88	1.04
YLR304C	0.99	1.21
YLR306W	1.08	0.98
YLR307C-A	1.03	1.24
YLR307W	1.01	1.24
YLR308W	1.16	0.85
YLR309C	1.27	1.17
YLR311C	0.89	1.31
YLR312C	0.97	0.89
YLR312W-A	0.9	1.26
YLR313C	1.21	1.44
YLR315W	1.24	1.23
YLR318W	1.13	0.9
YLR319C	1.1	0.91
YLR320W	1.19	0.74
YLR322W	0.33	0.16
YLR324W	0.96	1.01
YLR325C	1.22	0.93
YLR326W	0.98	1.03
YLR327C	0.87	1.04
YLR328W	0.91	1.08
YLR329W	0.88	1.19
YLR330W	1.03	0.74
YLR331C	1.14	1.33
YLR332W	1.01	1.1
YLR333C	1.12	0.81
YLR334C	1.03	1.06
YLR335W	1.03	1.01
YLR337C	0.98	0.92
YLR338W	1.0	1.1
YLR341W	1.07	1.02
YLR342W	1.1	1.22
YLR342W-A	0.9	1.37
YLR343W	1.22	1.03
YLR344W	1.36	0.97
YLR345W	1.09	0.88
YLR346C	1.09	0.88
YLR348C	1.02	0.95
YLR349W	1.09	0.95
YLR350W	0.93	0.81
YLR351C	1.28	1.02
YLR352W	1.17	0.91
YLR353W	0.94	1.21
YLR354C	1.28	0.92
YLR356W	1.17	1.27
YLR357W	1.07	1.2
YLR358C	0.8	0.66
YLR360W	1.32	1.22
YLR361C	1.08	0.92
YLR361C-A	0.8	1.11
YLR362W	1.04	0.98
YLR363C	1.22	1.06
YLR363W-A	1.09	1.23
YLR364W	0.85	0.99
YLR365W	1.18	1.1
YLR366W	1.06	0.99
YLR367W	1.18	0.94
YLR368W	0.91	1.13
YLR369W	1.1	1.24
YLR370C	0.82	1.44
YLR371W	1.22	0.9600000000000001
YLR372W	0.96	2.34
YLR373C	1.16	1.03
YLR374C	0.98	0.8
YLR375W	1.05	0.78
YLR376C	1.21	0.93
YLR377C	0.91	1.36
YLR380W	0.83	1.14
YLR381W	0.87	1.25
YLR382C	0.7	1.18
YLR384C	1.26	0.52
YLR385C	1.02	0.96
YLR386W	1.09	1.03
YLR387C	0.94	1.14
YLR388W	0.88	1.07
YLR389C	0.98	1.18
YLR390W	0.97	1.14
YLR390W-A	0.83	0.97
YLR392C	0.89	0.92
YLR393W	0.84	0.86
YLR394W	1.06	1.03
YLR395C	1.01	1.23
YLR396C	0.89	0.98
YLR398C	0.95	0.99
YLR399C	1.0	0.96
YLR400W	1.02	1.15
YLR401C	0.92	1.24
YLR402W	1.02	1.14
YLR403W	1.0	0.92
YLR404W	1.04	1.24
YLR405W	1.1	1.04
YLR406C	1.04	0.95
YLR406C-A	1.0	1.04
YLR407W	1.1	0.6
YLR408C	1.02	0.93
YLR410W	0.9	1.21
YLR412C-A	0.98	1.12
YLR412W	0.83	0.9
YLR413W	0.95	1.02
YLR414C	0.87	1.11
YLR415C	1.04	1.1
YLR416C	1.04	1.12
YLR417W	1.03	0.75
YLR418C	0.98	1.13
YLR419W	0.95	1.04
YLR420W	0.96	1.13
YLR421C	1.11	1.03
YLR422W	1.08	0.84
YLR423C	0.99	0.95
YLR425W	0.91	1.15
YLR426W	0.96	0.92
YLR427W	1.12	1.02
YLR428C	1.25	0.9
YLR429W	1.09	0.91
YLR431C	1.1	1.05
YLR432W	1.12	0.87
YLR433C	1.08	1.04
YLR434C	1.07	0.97
YLR435W	1.02	1.11
YLR436C	1.1	1.0
YLR437C	0.91	0.98
YLR438W	0.93	1.0
YLR439W	1.04	0.98
YLR441C	1.1	1.18
YLR442C	1.13	0.79
YLR443W	0.87	1.07
YLR444C	0.94	1.1
YLR445W	1.23	1.18
YLR446W	1.05	1.17
YLR447C	1.04	1.22
YLR448W	1.04	1.26
YLR449W	1.12	0.95
YLR450W	1.08	0.9
YLR451W	1.07	0.92
YLR452C	1.03	1.07
YLR453C	0.97	1.12
YLR454W	1.26	1.14
YLR455W	1.22	0.94
YLR456W	1.05	0.96
YLR460C	1.14	1.18
YLR461W	0.87	1.17
YML001W	0.98	1.14
YML002W	1.23	0.7
YML003W	1.06	0.76
YML004C	1.16	0.76
YML005W	1.04	1.16
YML006C	0.88	1.3
YML007C-A	1.23	1.29
YML007W	0.92	0.97
YML008C	0.91	0.96
YML009C	1.055	0.97
YML010C-B	1.15	0.77
YML010W-A	1.35	0.6
YML011C	1.0	0.89
YML012W	0.94	1.03
YML013C-A	0.97	0.82
YML013W	0.98	0.75
YML014W	1.66	0.54
YML016C	1.03	0.94
YML017W	1.04	1.11
YML018C	0.9	1.05
YML019W	1.21	0.89
YML020W	0.94	1.16
YML021C	0.99	0.94
YML022W	1.03	1.02
YML024W	1.06	0.99
YML026C	0.95	0.86
YML027W	1.03	0.89
YML028W	0.86	0.77
YML029W	0.94	1.01
YML030W	0.98	0.72
YML032C	1.14	0.8
YML034W	0.97	1.01
YML035C	1.07	0.96
YML035C-A	1.11	1.01
YML036W	1.1	1.44
YML037C	1.0	0.97
YML038C	0.98	1.03
YML041C	0.95	1.07
YML042W	0.91	1.12
YML047C	0.91	1.0
YML048W	1.09	1.19
YML048W-A	0.93	1.49
YML050W	1.04	1.21
YML051W	1.0	1.16
YML052W	1.37	0.89
YML053C	0.84	1.34
YML054C	1.21	1.25
YML054C-A	0.88	1.26
YML055W	1.03	1.12
YML056C	1.12	1.83
YML057W	0.86	1.6
YML058C-A	1.03	1.38
YML058W	0.88	0.97
YML058W-A	0.71	1.17
YML059C	0.94	1.01
YML060W	0.82	1.68
YML061C	1.07	1.16
YML062C	0.91	1.0
YML063W	1.07	1.17
YML066C	0.99	1.02
YML067C	1.03	1.03
YML068W	0.89	1.23
YML070W	1.11	1.03
YML071C	1.09	1.01
YML072C	1.1	1.33
YML073C	1.0	1.15
YML074C	1.0	1.16
YML075C	1.05	0.95
YML076C	1.01	1.03
YML078W	0.65	1.61
YML079W	1.12	1.04
YML080W	0.84	1.37
YML081C-A	1.13	0.87
YML081W	0.96	0.78
YML082W	1.03	1.21
YML083C	0.98	1.35
YML084W	0.9	1.12
YML086C	1.0050000000000001	0.94
YML087C	0.98	1.11
YML088W	0.64	1.4
YML089C	1.07	1.07
YML090W	0.93	1.17
YML094W	0.95	0.94
YML095C	0.93	0.96
YML095C-A	0.85	1.01
YML096W	0.9	0.91
YML097C	1.09	0.73
YML099C	0.93	0.99
YML100W	1.02	0.93
YML100W-A	0.94	1.06
YML101C	1.01	1.06
YML102C-A	0.89	0.95
YML102W	0.9	1.03
YML103C	1.15	0.87
YML104C	1.04	0.97
YML106W	1.01	1.19
YML107C	1.07	1.1
YML108W	0.91	1.39
YML109W	0.9	1.15
YML110C	0.6	0.2
YML111W	1.04	0.99
YML112W	1.13	1.05
YML113W	0.77	1.14
YML115C	1.01	0.98
YML116W	1.0	0.86
YML117W	1.09	0.73
YML117W-A	1.0	0.91
YML118W	1.09	0.93
YML119W	0.83	1.05
YML120C	0.76	1.22
YML121W	0.87	1.16
YML122C	0.86	0.99
YML123C	0.86	1.1
YML124C	0.94	1.01
YML128C	0.93	0.98
YML129C	0.69	1.2
YML131W	0.93	0.98
YMR001C-A	1.32	1.13
YMR002W	1.0	0.95
YMR003W	1.02	0.73
YMR004W	0.89	1.04
YMR006C	0.93	1.04
YMR007W	1.09	0.86
YMR008C	0.99	1.09
YMR009W	0.98	0.94
YMR010W	0.88	1.0
YMR011W	0.94	0.83
YMR012W	0.86	1.11
YMR013W-A	0.85	1.11
YMR014W	0.9	0.78
YMR015C	0.81	1.01
YMR016C	1.0	1.15
YMR017W	0.9	1.22
YMR018W	0.94	1.12
YMR019W	0.99	1.13
YMR020W	0.95	1.08
YMR021C	0.89	0.95
YMR022W	1.0	1.2
YMR023C	1.04	1.22
YMR024W	0.78	1.13
YMR025W	0.86	1.29
YMR026C	0.69	1.26
YMR027W	0.95	1.11
YMR029C	0.94	1.34
YMR030W	1.02	1.03
YMR031C	0.89	1.1
YMR031W-A	1.04	1.0
YMR032W	1.04	0.81
YMR034C	0.97	1.08
YMR035W	0.83	0.95
YMR036C	0.83	1.15
YMR037C	0.8	1.07
YMR038C	1.0	1.1
YMR039C	0.92	0.92
YMR040W	0.9	1.08
YMR041C	0.86	1.09
YMR042W	0.96	0.91
YMR044W	0.94	0.98
YMR048W	1.14	0.82
YMR052C-A	0.85	1.14
YMR052W	0.96	1.01
YMR053C	0.92	0.9
YMR054W	0.89	1.05
YMR055C	1.31	0.98
YMR056C	0.74	1.68
YMR057C	1.32	0.67
YMR058W	1.15	0.88
YMR060C	0.97	1.06
YMR062C	1.02	1.04
YMR063W	1.03	0.9
YMR064W	1.02	0.98
YMR065W	1.16	0.92
YMR066W	1.04	1.03
YMR067C	0.71	1.06
YMR068W	1.14	1.01
YMR069W	1.06	0.92
YMR070W	0.91	0.96
YMR071C	1.05	0.86
YMR072W	0.81	1.14
YMR073C	0.93	0.9
YMR074C	1.14	0.93
YMR075C-A	0.97	1.03
YMR075W	0.96	1.03
YMR077C	1.19	0.74
YMR078C	0.97	0.87
YMR080C	1.12	1.11
YMR081C	0.93	1.29
YMR082C	0.73	1.05
YMR083W	0.83	1.1
YMR084W	0.86	0.94
YMR085W	0.88	0.96
YMR086C-A	0.82	1.08
YMR086W	1.0	0.96
YMR087W	1.17	0.84
YMR088C	1.04	0.95
YMR089C	1.16	0.84
YMR090W	1.07	1.04
YMR091C	1.18	0.91
YMR092C	1.0	1.05
YMR095C	0.94	0.95
YMR096W	0.96	1.04
YMR097C	0.77	1.26
YMR098C	0.75	1.53
YMR099C	0.78	1.33
YMR100W	1.21	1.15
YMR101C	1.14	1.26
YMR102C	0.96	1.19
YMR103C	0.93	1.06
YMR104C	1.1	0.94
YMR105C	0.81	1.14
YMR105W-A	1.04	1.24
YMR106C	0.96	0.95
YMR107W	0.76	1.19
YMR109W	0.81	1.28
YMR110C	0.95	1.25
YMR111C	1.27	1.05
YMR114C	1.23	1.2
YMR115W	0.98	1.1
YMR116C	0.83	1.56
YMR118C	1.21	1.01
YMR119W	1.23	0.86
YMR119W-A	1.14	1.16
YMR120C	1.05	1.06
YMR121C	0.92	1.14
YMR122C	1.05	1.12
YMR123W	0.97	0.97
YMR124W	0.96	1.19
YMR125W	0.94	1.32
YMR126C	1.05	1.14
YMR127C	1.1	1.1
YMR129W	0.88	1.13
YMR130W	0.82	1.12
YMR132C	0.87	1.08
YMR133W	0.95	0.99
YMR135C	0.81	1.36
YMR135W-A	1.11	0.85
YMR136W	1.29	0.78
YMR137C	1.18	0.83
YMR138W	0.99	0.97
YMR139W	1.1	0.99
YMR140W	0.93	1.04
YMR141C	0.92	1.2
YMR142C	1.02	0.56
YMR143W	0.91	1.16
YMR144W	0.97	0.95
YMR145C	0.99	0.95
YMR147W	1.07	1.08
YMR148W	1.01	1.0
YMR150C	0.73	1.15
YMR151W	0.73	1.23
YMR152W	1.23	0.99
YMR153C-A	1.3	1.13
YMR153W	1.1	1.05
YMR154C	1.02	0.82
YMR155W	1.36	1.06
YMR156C	1.04	1.0
YMR157C	1.1	1.07
YMR158C-A	1.1	1.04
YMR158W	0.5	1.52
YMR158W-A	1.06	1.23
YMR159C	0.86	0.79
YMR160W	1.16	0.91
YMR161W	1.34	1.09
YMR162C	1.1	1.05
YMR163C	0.94	1.05
YMR164C	0.89	0.87
YMR166C	0.96	0.96
YMR167W	1.06	1.29
YMR169C	0.9199999999999999	1.165
YMR170C	1.26	1.09
YMR171C	0.93	0.97
YMR172C-A	1.2	1.13
YMR172W	1.03	1.05
YMR173W	1.31	0.91
YMR173W-A	1.18	1.18
YMR174C	1.145	0.845
YMR175W	1.03	0.71
YMR175W-A	0.92	1.22
YMR176W	0.91	1.04
YMR177W	0.91	1.24
YMR178W	1.08	1.03
YMR179W	0.93	1.14
YMR180C	0.89	1.15
YMR181C	1.11	0.92
YMR182C	0.92	1.11
YMR182W-A	0.94	1.27
YMR183C	0.87	1.15
YMR184W	0.83	1.02
YMR185W	1.12	0.93
YMR186W	0.96	1.17
YMR187C	1.09	0.99
YMR188C	1.06	1.13
YMR189W	0.97	1.39
YMR190C	1.01	1.34
YMR191W	1.0	1.0150000000000001
YMR192W	0.91	1.35
YMR193C-A	0.97	1.39
YMR193W	0.82	0.89
YMR194C-A	1.11	0.96
YMR194C-B	0.81	1.22
YMR194W	0.93	1.55
YMR195W	1.0	1.02
YMR196W	1.01	1.02
YMR198W	0.96	0.71
YMR199W	1.21	1.25
YMR201C	1.11	0.97
YMR202W	1.22	0.26
YMR204C	0.92	0.98
YMR205C	1.05	0.88
YMR206W	1.05	1.05
YMR207C	0.57	1.85
YMR209C	1.02	0.96
YMR210W	1.15	1.1
YMR214W	1.06	0.98
YMR215W	1.12	1.01
YMR216C	0.94	1.39
YMR219W	1.04	1.15
YMR221C	0.9	1.09
YMR222C	0.92	1.1
YMR223W	0.99	1.19
YMR224C	0.88	0.91
YMR225C	1.0	1.1
YMR226C	1.04	1.13
YMR228W	0.89	1.47
YMR230W	0.88	1.32
YMR230W-A	0.99	1.28
YMR231W	1.06	0.94
YMR232W	0.97	0.97
YMR233W	0.99	1.29
YMR234W	1.03	1.25
YMR237W	0.89	1.15
YMR238W	0.93	1.13
YMR241W	0.94	1.06
YMR242C	0.87	1.3
YMR242W-A	1.04	0.9
YMR243C	1.02	1.15
YMR244C-A	0.93	1.44
YMR244W	0.97	1.01
YMR245W	0.91	0.77
YMR246W	1.09	1.09
YMR247C	0.93	1.01
YMR247W-A	1.0	1.2
YMR250W	1.06	1.02
YMR251W	1.13	1.07
YMR251W-A	1.17	1.19
YMR252C	1.02	1.11
YMR253C	1.14	1.0
YMR254C	1.04	1.02
YMR255W	1.02	0.95
YMR256C	0.9	1.0
YMR257C	0.83	1.15
YMR258C	1.0	1.15
YMR259C	0.96	1.07
YMR261C	1.02	1.11
YMR262W	0.95	1.14
YMR263W	0.97	0.99
YMR264W	1.06	1.12
YMR265C	1.08	1.08
YMR266W	0.98	1.09
YMR267W	0.8	1.05
YMR269W	1.03	1.35
YMR271C	0.96	1.13
YMR272C	1.1	0.91
YMR272W-B	1.13	1.07
YMR273C	1.18	0.88
YMR274C	1.0	0.85
YMR275C	0.86	1.16
YMR276W	0.97	0.99
YMR278W	1.07	1.1
YMR279C	0.99	1.02
YMR280C	0.92	1.14
YMR282C	0.84	1.03
YMR283C	1.05	1.18
YMR284W	1.06	1.02
YMR285C	0.94	1.27
YMR286W	0.73	1.1
YMR287C	0.86	1.25
YMR289W	0.89	1.25
YMR291W	1.01	1.26
YMR292W	0.95	1.2
YMR293C	0.97	1.35
YMR294W	0.96	1.21
YMR294W-A	0.96	1.46
YMR295C	1.02	1.25
YMR297W	1.0	1.1
YMR299C	0.8	0.8
YMR300C	1.08	1.03
YMR302C	0.88	1.07
YMR303C	1.05	1.17
YMR304C-A	0.87	1.29
YMR304W	1.01	1.16
YMR305C	0.96	1.02
YMR306C-A	0.87	1.15
YMR306W	0.94	1.06
YMR307W	1.06	1.18
YMR310C	0.92	1.37
YMR311C	0.87	1.44
YMR312W	0.81	0.94
YMR313C	0.92	1.04
YMR315W	1.14	1.1
YMR315W-A	1.25	1.21
YMR316C-A	1.0	1.06
YMR316C-B	1.09	0.94
YMR316W	1.1	1.0
YMR317W	1.02	0.98
YMR318C	1.11	0.97
YMR319C	1.12	0.98
YMR320W	0.84	1.08
YMR322C	1.13	1.03
YMR326C	0.29	0.25
YNL001W	0.9	1.06
YNL003C	0.56	0.58
YNL004W	0.86	1.17
YNL005C	1.0	1.17
YNL008C	1.0	1.12
YNL009W	1.11	0.8
YNL010W	1.01	0.92
YNL011C	1.26	1.06
YNL012W	0.84	1.08
YNL013C	1.16	0.8
YNL014W	1.03	1.22
YNL015W	0.88	0.88
YNL016W	1.13	0.92
YNL020C	1.16	0.84
YNL021W	1.26	1.1
YNL022C	1.09	0.96
YNL023C	0.9	1.14
YNL024C	0.95	1.13
YNL025C	1.28	1.18
YNL027W	1.11	1.16
YNL028W	1.05	1.29
YNL029C	1.1	0.95
YNL030W	0.94	1.09
YNL031C	0.97	1.11
YNL032W	1.11	1.11
YNL034W	1.01	1.03
YNL035C	1.11	0.95
YNL037C	0.73	1.1
YNL040W	1.22	0.85
YNL041C	1.16	0.88
YNL042W-B	0.97	1.05
YNL043C	1.06	0.98
YNL044W	0.94	0.98
YNL045W	1.02	1.1
YNL046W	1.01	1.22
YNL047C	0.84	1.18
YNL049C	1.07	1.23
YNL050C	1.03	1.2
YNL051W	0.98	1.13
YNL052W	0.84	1.28
YNL053W	0.98	1.0
YNL054W	0.99	0.82
YNL055C	0.5	1.32
YNL056W	0.98	1.3
YNL057W	0.91	1.21
YNL058C	1.05	0.86
YNL059C	1.15	0.82
YNL063W	1.02	0.89
YNL064C	0.84	0.8
YNL065W	0.85	1.01
YNL066W	0.83	1.39
YNL067W	1.15	1.24
YNL067W-B	1.32	1.11
YNL068C	1.24	1.07
YNL069C	0.91	0.85
YNL070W	0.89	1.08
YNL071W	0.67	1.26
YNL072W	1.06	0.83
YNL073W	1.19	1.08
YNL074C	1.0	1.29
YNL076W	1.14	0.98
YNL077W	1.07	0.91
YNL078W	1.0	0.97
YNL079C	1.16	1.0
YNL080C	1.09	0.84
YNL081C	0.91	1.16
YNL082W	1.19	0.86
YNL083W	1.28	0.8
YNL084C	0.69	0.37
YNL085W	0.99	1.29
YNL086W	0.97	0.95
YNL087W	1.01	1.42
YNL089C	0.82	0.98
YNL090W	1.29	1.29
YNL091W	1.03	0.94
YNL092W	0.93	0.88
YNL093W	1.1	1.2
YNL094W	0.66	1.3
YNL095C	0.96	1.16
YNL096C	0.91	1.02
YNL097C	1.19	0.88
YNL097C-B	0.96	1.17
YNL098C	0.82	1.04
YNL099C	0.98	1.28
YNL100W	1.11	1.36
YNL101W	0.82	1.27
YNL104C	1.32	0.77
YNL105W	0.88	1.02
YNL106C	1.18	0.96
YNL107W	1.01	1.01
YNL108C	0.88	1.03
YNL109W	0.99	1.08
YNL111C	1.08	1.17
YNL115C	0.83	1.25
YNL116W	0.93	0.91
YNL117W	0.69	1.51
YNL119W	0.96	1.53
YNL120C	0.94	1.35
YNL121C	0.76	1.33
YNL122C	0.89	0.71
YNL123W	0.91	0.84
YNL125C	0.97	1.53
YNL127W	0.9	0.87
YNL128W	0.88	0.98
YNL129W	0.9	1.29
YNL130C	1.28	1.0
YNL130C-A	0.99	1.26
YNL133C	0.68	0.56
YNL134C	0.92	0.75
YNL135C	0.82	0.86
YNL136W	0.82	0.95
YNL138W	0.92	0.88
YNL139C	0.74	1.08
YNL140C	1.06	1.09
YNL141W	0.96	0.98
YNL142W	1.12	0.89
YNL143C	0.73	1.0
YNL144C	0.9	1.05
YNL145W	0.93	0.93
YNL146C-A	0.99	1.21
YNL146W	0.78	1.16
YNL147W	1.02	0.95
YNL148C	0.9	1.08
YNL153C	0.99	1.01
YNL154C	0.9	0.87
YNL155W	0.92	1.09
YNL156C	0.93	0.98
YNL157W	0.87	0.98
YNL159C	1.03	1.1
YNL160W	0.67	1.13
YNL162W	0.96	0.93
YNL162W-A	1.05	1.17
YNL164C	1.04	0.98
YNL165W	0.95	0.9
YNL166C	0.88	1.08
YNL167C	0.96	0.99
YNL168C	1.0	0.94
YNL169C	0.89	0.89
YNL170W	0.99	0.95
YNL171C	0.89	0.94
YNL173C	1.0	1.01
YNL175C	0.9	0.88
YNL176C	1.0	0.94
YNL177C	0.8	1.01
YNL179C	1.06	0.95
YNL183C	0.97	0.97
YNL184C	0.9	1.08
YNL187W	0.89	0.85
YNL190W	0.95	0.86
YNL191W	0.97	1.05
YNL192W	0.97	0.95
YNL193W	1.08	1.09
YNL194C	1.14	0.87
YNL195C	1.18	0.97
YNL196C	1.13	1.02
YNL197C	0.9	1.18
YNL198C	1.14	0.96
YNL199C	0.86	1.07
YNL200C	1.34	0.98
YNL201C	1.33	0.86
YNL202W	1.04	1.02
YNL203C	1.09	0.89
YNL204C	0.94	1.17
YNL205C	0.9	1.19
YNL206C	1.14	0.72
YNL208W	1.08	0.82
YNL209W	1.16	1.03
YNL211C	1.19	1.24
