ORF	hap a | mitotic recombination (frequency of Rad52 foci) | standard [standard] | Styles EB~Andrews BJ, 2016	hap a | mitotic recombination (frequency of Rad52 foci) | phleomycin [2.5 ng/uL] | Styles EB~Andrews BJ, 2016
YLR232W	1.361	-0.556
YLR233C	-0.042	2.059
YLR234W	8.305	2.562
YLR235C	3.815	2.604
YLR236C	0.212	1.772
YLR237W	0.982	0.440
YLR238W	-0.085	-1.238
YLR239C	3.750	4.410
YLR241W	1.068	-1.328
YLR242C	4.298	1.715
YLR246W	2.802	1.046
YLR247C	-2.202	-0.662
YLR248W	-0.924	-1.833
YLR250W	-1.058	-1.632
YLR251W	-0.248	-1.352
YLR252W	0.011	-0.943
YLR253W	0.464	-0.165
YLR254C	-0.108	-0.598
YLR255C	0.187	1.236
YLR257W	-1.293	-1.494
YLR258W	-1.239	-0.931
YLR261C	3.574	7.427
YLR262C	8.606	6.690
YLR262C-A	-1.264	-0.071
YLR263W	-0.471	-0.933
YLR264W	0.960	0.872
YLR265C	-1.064	-0.160
YLR266C	-0.512	-1.302
YLR267W	0.507	-0.606
YLR268W	1.338	3.398
YLR269C	-1.065	-0.569
YLR271W	-0.852	-0.308
YLR273C	-0.040	-0.450
YLR278C	1.757	-0.732
YLR279W	-0.417	-0.046
YLR280C	-0.581	-0.933
YLR281C	0.288	0.103
YLR282C	0.248	0.383
YLR283W	-0.591	3.026
YLR284C	-0.503	1.036
YLR285W	-0.097	-1.367
YLR286C	-0.441	-0.366
YLR287C	-1.277	-0.014
YLR287C-A	-3.379	0.244
YLR289W	0.862	0.363
YLR290C	0.402	-0.811
YLR292C	2.068	-0.138
YLR294C	-3.978	-1.704
YLR296W	-0.878	-0.053
YLR297W	0.604	1.107
YLR299W	0.160	0.401
YLR300W	-0.820	-1.245
YLR303W	-0.192	-0.148
YLR306W	2.238	0.112
YLR307W	-0.596	-1.222
YLR308W	0.333	-0.737
YLR309C	0.165	1.206
YLR311C	0.089	-1.212
YLR312C	1.483	1.119
YLR313C	0.530	1.118
YLR315W	-3.273	-1.136
YLR318W	38.750	NaN
YLR319C	1.073	0.137
YLR320W	24.683	18.664
YLR324W	-0.888	0.783
YLR325C	-0.057	-0.210
YLR326W	-1.067	-0.154
YLR327C	-0.147	-0.073
YLR328W	-0.149	0.657
YLR329W	1.965	-1.085
YLR330W	1.594	1.412
YLR332W	-0.494	0.548
YLR333C	-0.660	-0.415
YLR334C	2.529	0.662
YLR335W	-0.685	-2.071
YLR337C	13.882	13.882
YLR338W	2.576	0.921
YLR341W	0.806	0.874
YLR342W	-2.049	0.268
YLR343W	0.757	0.684
YLR344W	-0.998	-0.179
YLR345W	-0.300	0.614
YLR346C	-2.368	0.529
YLR348C	-1.068	-0.610
YLR349W	-0.673	-0.671
YLR350W	1.533	0.765
YLR351C	-0.596	-1.114
YLR352W	-0.246	-0.889
YLR353W	0.022	-0.021
YLR354C	1.821	-0.245
YLR356W	1.264	1.567
YLR357W	19.750	12.670
YLR360W	0.936	5.052
YLR361C	1.585	2.501
YLR362W	NaN	NaN
YLR363C	-1.100	-0.701
YLR364W	-1.336	-0.874
YLR365W	0.193	-1.030
YLR366W	1.831	1.444
YLR367W	-0.128	-0.707
YLR368W	0.016	0.710
YLR370C	1.973	-0.210
YLR371W	1.465	1.052
YLR372W	-1.333	-0.713
YLR373C	0.029	0.236
YLR374C	2.372	0.175
YLR375W	0.579	-0.157
YLR376C	0.155	1.462
YLR377C	1.795	0.361
YLR380W	0.349	0.258
YLR381W	0.179	0.240
YLR384C	-5.572	0.505
YLR385C	1.385	-0.384
YLR386W	14.771	6.457
YLR387C	1.034	-0.129
YLR388W	-1.157	0.320
YLR389C	-0.138	-0.001
YLR390W	1.272	0.481
YLR390W-A	0.287	1.119
YLR391W	3.236	1.509
YLR392C	0.381	0.720
YLR393W	0.986	0.070
YLR394W	2.854	0.992
YLR395C	0.125	-0.347
YLR398C	-0.136	0.369
YLR400W	2.197	-0.166
YLR401C	-0.200	0.250
YLR402W	0.318	0.807
YLR404W	0.424	2.183
YLR405W	0.985	0.961
YLR406C	-1.113	-0.045
YLR407W	0.900	1.727
YLR408C	-0.042	0.219
YLR410W	2.791	2.118
YLR412W	-0.859	2.013
YLR413W	-0.899	-0.761
YLR414C	-0.605	-1.120
YLR415C	-0.051	-0.103
YLR416C	0.542	-0.974
YLR418C	4.217	3.619
YLR420W	NaN	NaN
YLR421C	1.217	1.862
YLR422W	-0.652	-0.604
YLR423C	-0.997	-1.420
YLR425W	-0.264	-0.598
YLR426W	0.658	0.765
YLR427W	-0.926	-0.573
YLR428C	-0.017	0.756
YLR429W	-0.448	-1.565
YLR431C	1.042	1.580
YLR432W	-0.671	-1.118
YLR433C	0.842	0.880
YLR434C	-0.198	-1.371
YLR435W	-0.927	-0.540
YLR436C	0.185	-0.348
YLR437C	0.534	0.330
YLR438W	-0.758	-1.296
YLR441C	0.412	0.927
YLR442C	NaN	NaN
YLR443W	-0.288	1.140
YLR444C	-0.925	-1.696
YLR445W	0.073	0.226
YLR446W	0.407	0.353
YLR448W	2.593	3.039
YLR449W	-0.732	-0.916
YLR450W	0.269	-0.426
YLR451W	-0.073	1.529
YLR452C	-0.413	-1.863
YLR453C	-1.409	-1.250
YLR454W	-0.757	-0.966
YLR455W	-0.063	0.458
YLR456W	0.304	2.263
YLR460C	0.265	0.015
YLR461W	1.739	1.902
YML001W	0.251	1.229
YML002W	0.663	0.124
YML003W	-0.088	-1.009
YML004C	-0.342	-0.608
YML005W	-1.952	-1.339
YML006C	-0.079	0.639
YML007W	3.062	2.274
YML008C	-0.319	2.970
YML009C	-0.349	-0.335
YML010C-B	-0.843	-1.424
YML011C	-1.387	-0.925
YML012W	-0.433	-0.776
YML013C-A	0.448	0.622
YML013W	-0.522	0.124
YML016C	1.119	1.862
YML017W	1.667	2.748
YML018C	-0.351	-1.222
YML019W	-0.640	-1.398
YML020W	0.667	-0.366
YML021C	0.366	0.100
YML022W	0.525	-0.392
YML026C	-0.857	-0.366
YML027W	2.485	2.548
YML028W	7.400	8.026
YML029W	-0.649	-0.205
YML030W	-1.475	-0.994
YML032C	NaN	NaN
YML033W	-0.368	-0.000
YML034W	-2.492	-2.806
YML035C	-1.017	0.100
YML035C-A	-3.253	0.000
YML036W	0.272	0.651
YML037C	-1.328	-0.844
YML038C	-1.736	-0.856
YML041C	2.685	4.275
YML042W	-0.608	-0.728
YML047C	0.328	1.055
YML048W	-0.443	-0.220
YML048W-A	-0.177	-1.768
YML050W	1.117	0.256
YML051W	-0.982	-2.022
YML052W	0.636	-0.528
YML053C	0.077	0.322
YML054C	-0.916	-1.420
YML055W	-0.887	-0.319
YML056C	-1.675	-1.984
YML057W	0.705	-0.042
YML058C-A	-0.948	-1.255
YML058W	-0.599	-0.692
YML059C	0.742	2.488
YML060W	0.220	1.382
YML062C	5.214	4.933
YML063W	-0.036	0.776
YML066C	-1.759	2.710
YML067C	-0.006	0.518
YML068W	-0.612	-0.647
YML070W	-0.298	-1.578
YML071C	0.008	1.480
YML072C	0.575	0.155
YML074C	-0.177	0.341
YML075C	-0.412	0.932
YML076C	0.179	0.138
YML081C-A	0.733	-0.115
YML090W	-0.185	0.266
YML094W	-0.991	-1.772
YML095C	1.879	2.322
YML096W	2.120	1.897
YML097C	-0.482	1.703
YML099C	-0.148	-0.052
YML100W	-1.366	-0.966
YML100W-A	-0.300	-0.348
YML101C	0.525	0.972
YML102C-A	3.826	2.498
YML102W	3.192	1.990
YML103C	-0.660	-0.190
YML104C	-0.614	-0.610
YML106W	-3.902	10.650
YML107C	0.725	4.287
YML108W	-0.489	0.572
YML109W	0.884	0.177
YML111W	-0.344	-0.023
YML112W	-0.604	-1.380
YML113W	0.419	0.406
YML116W	-0.554	-1.442
YML117W	-0.460	-0.189
YML117W-A	0.394	0.916
YML118W	-0.858	-1.042
YML119W	0.304	-0.890
YML120C	-0.623	0.316
YML121W	1.299	4.715
YML122C	-0.174	-0.108
YML123C	1.010	0.922
YML124C	0.260	1.154
YML128C	3.832	2.560
YML129C	2.082	3.179
YML131W	0.899	0.613
YMR002W	0.453	0.372
YMR003W	0.766	1.332
YMR004W	-0.495	-0.099
YMR006C	-1.131	1.069
YMR007W	-0.849	-0.807
YMR008C	-0.444	-0.033
YMR009W	-0.299	-0.542
YMR010W	-1.828	-0.582
YMR011W	-0.278	0.758
YMR012W	-0.230	0.066
YMR015C	-0.214	2.972
YMR016C	-0.593	2.391
YMR017W	-1.435	-0.674
YMR018W	-0.908	-0.144
YMR019W	1.233	1.175
YMR020W	-0.060	-0.136
YMR021C	-0.544	1.438
YMR022W	0.002	0.750
YMR023C	0.200	0.674
YMR025W	-0.913	-0.237
YMR026C	1.898	3.726
YMR027W	-1.554	-1.484
YMR029C	0.500	-0.564
YMR030W	-0.821	-1.625
YMR031C	-0.265	-1.295
YMR031W-A	-0.312	-1.175
YMR034C	-0.466	-0.979
YMR035W	0.763	-0.367
YMR036C	0.991	1.336
YMR037C	-0.599	-0.037
YMR038C	NaN	NaN
YMR039C	3.549	2.417
YMR040W	0.724	0.986
YMR041C	-0.131	0.121
YMR042W	-0.774	0.461
YMR044W	0.667	1.179
YMR048W	5.492	3.153
YMR052C-A	-0.153	0.495
YMR052W	-0.947	-1.265
YMR053C	-0.365	0.042
YMR054W	-1.511	-0.237
YMR055C	0.022	-0.553
YMR056C	-0.605	-0.485
YMR057C	-0.673	0.032
YMR058W	-1.371	2.462
YMR060C	4.579	5.666
YMR063W	-0.209	1.313
YMR065W	-0.413	-0.591
YMR067C	0.675	1.437
YMR068W	-0.323	-2.728
YMR070W	-0.355	-1.147
YMR073C	-1.094	-1.009
YMR074C	-0.159	0.627
YMR075C-A	-0.200	1.017
YMR075W	0.650	0.808
YMR078C	8.424	8.845
YMR080C	-1.065	-1.095
YMR085W	-0.632	-0.394
YMR086C-A	-0.223	1.479
YMR086W	0.454	0.505
YMR087W	0.905	1.785
YMR088C	0.127	-0.850
YMR092C	0.400	0.845
YMR095C	0.484	-0.333
YMR096W	-0.966	-0.484
YMR099C	-0.668	-1.489
YMR100W	-1.429	-0.844
YMR101C	0.213	0.675
YMR102C	-1.139	-1.418
YMR103C	-0.544	-1.622
YMR104C	-0.251	-0.925
YMR105C	-0.872	-0.652
YMR106C	-0.053	0.965
YMR107W	-1.253	-0.381
YMR109W	0.679	0.202
YMR110C	-0.469	-1.710
YMR111C	0.218	1.562
YMR114C	-0.381	-0.104
YMR115W	0.007	-0.190
YMR116C	-1.132	-1.805
YMR118C	-0.035	-0.047
YMR119W	-0.514	-0.637
YMR119W-A	-0.323	-0.391
YMR120C	3.491	3.686
YMR121C	-0.949	-1.478
YMR122C	-1.063	0.208
YMR123W	-0.640	0.174
YMR124W	0.400	29.447
YMR126C	-0.806	-0.365
YMR127C	0.090	0.197
YMR129W	-0.522	-0.183
YMR130W	-0.443	-0.177
YMR132C	-0.725	-0.525
YMR133W	0.434	0.502
YMR135C	0.297	-0.057
YMR135W-A	0.544	3.020
YMR136W	0.203	0.280
YMR137C	0.852	2.384
YMR138W	0.873	2.367
YMR139W	-0.094	1.929
YMR140W	-0.490	-0.397
YMR141C	-0.673	-0.529
YMR143W	-0.338	-0.090
YMR144W	-0.329	-0.404
YMR145C	-0.670	0.477
YMR147W	0.763	0.022
YMR148W	0.374	0.002
YMR152W	0.749	1.010
YMR153C-A	0.175	-0.944
YMR153W	-0.990	-0.206
YMR154C	-0.891	-0.621
YMR155W	1.192	2.969
YMR156C	-1.153	-0.956
YMR157C	-0.568	-0.772
YMR158C-B	-0.214	2.264
YMR158W-A	0.012	-0.582
YMR159C	-0.880	-0.809
YMR160W	-0.234	-1.074
YMR161W	0.268	-0.383
YMR162C	-0.783	-0.504
YMR163C	0.595	2.161
YMR164C	0.444	0.302
YMR165C	1.986	8.013
YMR166C	0.896	-0.308
YMR167W	-0.302	0.234
YMR169C	-0.545	-0.248
YMR170C	-0.799	-0.613
YMR171C	0.318	0.110
YMR172C-A	0.274	-0.233
YMR172W	0.702	2.451
YMR173W	0.437	0.165
YMR173W-A	0.273	0.149
YMR174C	0.704	-0.751
YMR175W	-0.719	-0.838
YMR176W	-0.178	-1.286
YMR177W	-0.457	-0.966
YMR178W	-1.426	-1.377
YMR179W	4.344	2.708
YMR180C	0.433	0.859
YMR181C	-0.109	0.397
YMR182C	-0.759	-0.900
YMR183C	0.529	-0.837
YMR186W	0.431	0.091
YMR187C	-0.004	-0.603
YMR188C	-0.161	-2.223
YMR189W	0.388	-0.344
YMR190C	1.363	1.625
YMR191W	-0.678	-1.835
YMR192W	-1.778	-2.260
YMR193C-A	-0.055	-0.245
YMR194C-A	0.301	0.571
YMR194W	0.290	0.129
YMR195W	0.691	0.769
YMR196W	-0.636	-0.101
YMR198W	1.980	2.377
YMR199W	-0.143	0.077
YMR201C	0.380	2.001
YMR202W	4.216	4.495
YMR204C	-0.132	-0.028
YMR205C	0.064	1.300
YMR206W	-0.538	-0.247
YMR207C	5.023	2.975
YMR209C	0.434	-0.598
YMR210W	-0.773	-0.653
YMR214W	-0.143	-1.790
YMR215W	0.666	0.023
YMR216C	0.286	-0.166
YMR219W	1.533	-0.031
YMR221C	-0.992	-1.447
YMR222C	0.075	0.006
YMR223W	-0.494	0.106
YMR224C	19.196	12.290
YMR225C	0.088	-0.345
YMR226C	0.044	-0.077
YMR230W	-0.243	0.662
YMR232W	-0.712	-0.268
YMR233W	-0.397	-0.961
YMR234W	0.394	0.843
YMR237W	-0.307	-0.310
YMR238W	0.051	0.741
YMR241W	0.087	-2.006
YMR243C	-0.254	1.067
YMR244C-A	0.190	0.319
YMR244W	-0.056	-0.109
YMR245W	0.169	0.145
YMR246W	0.756	1.318
YMR247C	0.707	2.078
YMR250W	-0.090	-1.464
YMR251W	0.939	1.269
YMR251W-A	-0.100	-0.963
YMR252C	0.063	-0.280
YMR253C	0.211	1.191
YMR254C	-0.124	0.109
YMR255W	0.041	0.624
YMR256C	0.100	0.720
YMR258C	-1.147	-1.168
YMR259C	-0.392	-1.678
YMR261C	1.014	3.203
YMR262W	0.320	-0.610
YMR263W	1.240	1.090
YMR264W	0.597	1.257
YMR265C	-0.597	0.391
YMR266W	-0.142	-0.292
YMR269W	1.177	1.528
YMR271C	-0.044	-0.533
YMR272C	3.697	3.176
YMR273C	0.108	0.289
YMR274C	-0.002	1.661
YMR275C	-1.679	-0.062
YMR276W	-0.044	0.710
YMR278W	-0.625	-1.095
YMR279C	-0.118	0.977
YMR280C	-0.155	0.287
YMR282C	0.407	-0.193
YMR283C	-0.128	-1.165
YMR284W	-0.299	0.467
YMR285C	-0.630	-0.880
YMR289W	-0.203	-1.412
YMR291W	-0.077	-1.864
YMR292W	-0.043	0.782
YMR294W	-0.271	-1.189
YMR294W-A	-0.347	0.141
YMR295C	-0.587	-0.862
YMR297W	0.153	-0.371
YMR299C	0.263	-0.444
YMR300C	2.545	NaN
YMR302C	-0.207	-0.981
YMR303C	0.835	0.802
YMR304C-A	-0.620	0.498
YMR304W	-0.883	-1.592
YMR305C	0.560	-0.701
YMR306C-A	-0.537	-0.536
YMR306W	-0.437	-0.836
YMR307W	6.823	4.628
YMR310C	-0.741	-0.960
YMR311C	-0.492	-1.204
YMR312W	-1.404	0.102
YMR313C	0.104	0.140
YMR315W	0.097	0.889
YMR316C-A	0.137	0.545
YMR316C-B	-0.169	1.758
YMR316W	-0.426	-0.783
YMR317W	0.288	0.206
YMR318C	0.782	1.366
YMR319C	-0.509	0.057
YMR320W	-0.480	-0.724
YMR322C	-0.439	-0.108
YMR326C	-0.240	-0.009
YNL001W	1.248	-0.004
YNL003C	-0.190	2.908
YNL004W	-0.158	-1.086
YNL008C	0.501	-0.028
YNL009W	-0.752	0.066
YNL010W	0.198	-0.090
YNL011C	-0.295	-0.743
YNL012W	-0.912	-1.385
YNL013C	0.045	1.129
YNL014W	-1.809	-1.030
YNL015W	-0.157	0.085
YNL016W	-1.695	-2.616
YNL020C	-0.683	-0.197
YNL021W	0.608	0.467
YNL022C	-0.065	-0.579
YNL023C	0.475	-1.582
YNL024C	0.663	-0.948
YNL027W	-0.026	0.193
YNL028W	0.753	0.160
YNL029C	1.013	0.846
YNL030W	1.996	2.128
YNL031C	0.082	0.904
YNL032W	0.402	0.608
YNL034W	-0.371	2.100
YNL035C	-0.098	-0.716
YNL037C	-0.909	-0.444
YNL040W	-0.159	-0.079
YNL041C	-0.205	1.810
YNL042W	0.529	0.304
YNL043C	-0.302	-1.382
YNL044W	0.002	0.101
YNL045W	-0.126	-0.004
YNL046W	-1.279	-2.376
YNL047C	0.373	0.838
YNL049C	-0.314	-0.340
YNL050C	1.281	2.283
YNL051W	0.110	1.813
YNL052W	0.220	-0.046
YNL053W	-0.651	-1.653
YNL054W	-0.383	0.039
YNL056W	-0.856	-1.928
YNL057W	0.228	0.085
YNL058C	-0.924	-0.694
YNL063W	-0.734	0.726
YNL064C	-0.284	5.563
YNL065W	-0.175	0.211
YNL066W	0.658	0.701
YNL067W	0.409	0.437
YNL068C	0.898	1.731
YNL069C	1.897	0.418
YNL070W	-0.063	-0.117
YNL071W	0.019	8.868
YNL072W	2.188	1.915
YNL074C	0.962	1.842
YNL076W	-0.425	0.071
YNL077W	0.309	1.268
YNL078W	-0.214	-1.166
YNL079C	0.065	0.198
YNL080C	-1.421	-0.276
YNL081C	0.938	-0.323
YNL082W	0.829	0.434
YNL083W	-0.084	-0.410
YNL085W	0.964	0.835
YNL086W	-0.174	-1.170
YNL087W	-0.986	-1.501
YNL089C	0.066	0.470
YNL090W	-0.540	-1.743
YNL091W	0.217	1.009
YNL092W	0.073	0.690
YNL093W	-0.881	-0.715
YNL094W	0.442	1.870
YNL095C	1.086	1.860
YNL096C	1.801	1.695
YNL097C	1.092	2.003
YNL098C	-0.854	-0.122
YNL099C	-0.711	-1.631
YNL100W	0.468	0.986
YNL101W	0.696	0.633
YNL104C	-0.810	-0.635
YNL105W	-0.239	0.088
YNL106C	1.330	1.248
YNL107W	0.897	2.318
YNL108C	-0.355	-0.111
YNL109W	0.216	-1.039
YNL111C	-1.787	0.844
YNL115C	-0.117	0.567
YNL116W	0.120	0.921
YNL117W	0.498	-0.139
YNL119W	0.270	0.837
YNL120C	-0.939	-0.611
YNL121C	0.218	19.470
YNL122C	-1.083	-2.323
YNL123W	-0.314	-0.995
YNL125C	0.715	-1.290
YNL127W	0.155	-0.616
YNL128W	0.897	1.855
YNL129W	0.199	0.487
YNL130C	-0.290	0.244
YNL134C	0.288	0.834
YNL135C	-1.554	-0.775
YNL136W	2.547	5.128
YNL140C	3.728	3.480
YNL141W	-0.600	-0.840
YNL142W	-0.371	1.129
YNL143C	-0.631	0.308
YNL144C	-0.494	-0.079
YNL145W	-0.452	-1.474
YNL146W	0.630	-0.337
YNL147W	0.313	0.220
YNL153C	1.621	1.856
YNL154C	1.144	-0.444
YNL155W	2.010	0.865
YNL156C	-1.329	-0.792
YNL157W	0.488	0.655
YNL159C	0.297	0.310
YNL162W	0.733	-0.475
YNL164C	-0.319	-1.079
YNL165W	1.174	1.652
YNL166C	0.263	0.827
YNL167C	0.571	0.349
YNL168C	0.177	-0.049
YNL169C	-0.379	2.394
YNL170W	0.309	3.173
YNL171C	2.552	1.009
YNL173C	-0.146	-1.928
YNL175C	-1.340	-2.120
YNL176C	0.884	2.966
YNL179C	0.965	1.662
YNL180C	1.066	0.469
YNL183C	-0.517	0.379
YNL187W	-0.885	-1.540
YNL190W	-0.381	-0.419
YNL191W	-0.754	-0.640
YNL192W	0.639	0.743
YNL193W	0.082	0.080
YNL194C	0.524	2.407
YNL195C	-0.802	0.907
YNL196C	0.134	-0.453
YNL197C	-1.146	-3.141
YNL198C	4.552	10.634
YNL199C	2.230	1.129
YNL200C	-0.605	-0.363
YNL201C	-0.302	-0.919
YNL202W	0.775	1.541
YNL203C	0.439	-0.991
YNL204C	-0.860	-0.800
YNL205C	0.695	0.611
YNL206C	0.404	-0.479
YNL208W	1.737	2.631
YNL211C	1.627	0.887
YNL212W	-0.314	0.112
YNL214W	0.230	0.278
YNL215W	3.653	2.588
YNL217W	-0.210	0.465
YNL218W	1.231	1.844
YNL219C	0.141	1.786
YNL223W	1.582	2.569
YNL224C	-1.624	-0.756
YNL226W	-0.162	-0.108
YNL227C	-0.671	-1.832
YNL228W	-0.918	-0.924
YNL229C	-0.933	0.528
YNL230C	-0.837	-1.186
YNL231C	0.344	-0.171
YNL233W	-0.121	1.321
YNL234W	1.553	0.327
YNL235C	0.272	-0.850
YNL236W	3.573	3.305
YNL237W	0.334	-0.085
YNL238W	0.857	3.202
YNL239W	-0.378	0.343
YNL241C	-2.170	0.401
YNL242W	-0.218	0.247
YNL246W	1.816	-0.327
YNL249C	-0.836	-0.240
YNL253W	2.133	-0.893
YNL254C	1.122	0.916
YNL255C	-0.587	0.174
YNL257C	-1.154	-1.182
YNL259C	-0.486	0.598
YNL265C	0.879	1.866
YNL266W	-1.283	-1.895
YNL268W	-0.855	0.072
YNL270C	-0.137	-0.493
YNL271C	-2.708	-2.708
YNL273W	4.842	3.566
YNL274C	-0.788	-0.385
YNL275W	-0.273	-0.461
YNL277W	0.268	-1.487
YNL278W	0.616	1.171
YNL279W	-0.220	-0.794
YNL280C	-0.482	-0.303
YNL281W	0.952	1.387
YNL283C	-1.926	-1.675
YNL284C	-0.498	-1.461
YNL285W	1.193	2.306
YNL286W	-0.311	1.189
YNL288W	0.070	-0.854
YNL289W	-0.299	-1.532
YNL291C	0.073	1.379
YNL292W	0.546	-0.119
YNL293W	-0.217	-0.060
YNL294C	-0.809	-0.978
YNL295W	-0.320	-0.231
YNL296W	1.216	3.374
YNL297C	0.274	0.160
YNL298W	0.576	2.715
YNL299W	-1.018	-2.614
YNL300W	-0.576	-0.941
YNL301C	-0.138	-0.644
YNL302C	-0.749	-0.408
YNL303W	-0.718	0.396
YNL304W	0.597	0.892
YNL305C	-0.637	-0.165
YNL307C	1.274	-1.209
YNL309W	-0.260	-0.465
YNL311C	-0.174	-1.029
YNL314W	-0.897	0.424
YNL315C	0.102	NaN
YNL316C	0.114	NaN
YNL318C	0.610	-0.163
YNL319W	-1.221	-0.484
YNL320W	-0.188	0.309
YNL321W	0.350	1.005
YNL322C	0.913	1.760
YNL323W	-0.847	0.689
YNL324W	1.620	4.872
YNL325C	-0.437	-1.248
YNL326C	-0.239	-0.454
YNL327W	-0.024	-0.391
YNL328C	0.059	-0.945
YNL329C	-0.451	-0.182
YNL330C	-0.151	-0.466
YNL332W	-0.620	-0.044
YNL333W	-0.274	-0.087
YNL334C	0.851	1.315
YNL335W	-0.370	-1.272
YNL336W	0.303	0.624
YNL338W	0.774	0.976
YNL339C	0.359	-0.200
YNR001C	0.482	1.279
YNR002C	0.125	-0.460
YNR004W	0.562	1.005
YNR005C	1.052	-1.306
YNR006W	1.362	3.507
YNR007C	-0.619	-1.104
YNR008W	-0.262	2.260
YNR009W	1.161	3.948
YNR010W	-0.265	-2.760
YNR012W	0.169	0.776
YNR013C	0.465	-0.517
YNR014W	-0.798	-0.933
YNR015W	-0.982	-1.219
YNR018W	-0.392	-0.485
YNR019W	0.410	1.136
YNR020C	0.303	0.184
YNR021W	0.024	-0.112
YNR022C	0.889	0.604
YNR024W	-0.132	-0.182
YNR025C	-0.275	1.828
YNR027W	-0.594	0.011
YNR028W	-0.030	0.179
YNR029C	-0.147	-0.049
YNR030W	-0.078	-0.114
YNR031C	-0.427	-1.211
YNR032C-A	0.261	0.926
YNR032W	-0.663	-1.020
YNR033W	-0.501	0.356
YNR034W	1.361	4.684
YNR039C	-0.199	-1.365
YNR040W	0.197	-0.275
YNR041C	0.019	-1.021
YNR042W	0.072	0.120
YNR044W	0.579	1.231
YNR045W	0.334	-0.140
YNR047W	-0.099	0.432
YNR048W	-0.999	-2.125
YNR049C	0.429	1.091
YNR050C	-2.719	5.179
YNR051C	2.943	3.923
YNR055C	0.429	1.101
YNR056C	0.243	-1.301
YNR057C	0.232	0.102
YNR058W	-0.001	0.175
YNR059W	0.092	0.242
YNR060W	0.177	0.181
YNR061C	-0.005	0.926
YNR062C	1.010	0.550
YNR063W	0.125	-0.425
YNR064C	0.518	-0.355
YNR065C	-1.482	-0.160
YNR066C	0.364	0.583
YNR067C	-0.666	-0.404
YNR069C	-0.321	-0.134
YNR071C	-0.946	-1.360
YNR072W	0.596	1.888
YNR073C	-0.915	-1.763
YNR074C	-0.092	-0.526
YNR075W	0.637	1.350
YOL001W	0.556	1.874
YOL002C	-0.077	-0.168
YOL003C	-0.470	-1.020
YOL004W	8.117	2.470
YOL006C	0.766	1.021
YOL007C	-0.517	0.155
YOL008W	-0.412	-0.026
YOL009C	4.230	6.904
YOL011W	-0.635	-0.078
YOL012C	4.905	4.287
YOL013C	-0.614	-0.509
YOL013W-A	0.584	-0.222
YOL014W	-0.338	-1.281
YOL015W	-0.128	-0.124
YOL016C	-0.275	-0.457
YOL017W	-0.484	0.071
YOL018C	4.174	4.616
YOL019W	-0.248	-0.102
YOL020W	-0.480	-0.862
YOL024W	0.592	2.584
YOL025W	-0.472	-0.567
YOL027C	0.437	0.303
YOL028C	-0.008	0.034
YOL029C	0.312	-0.821
YOL030W	-0.952	-0.916
YOL031C	-0.879	-1.381
YOL032W	-0.072	-0.418
YOL035C	0.865	-0.246
YOL036W	1.184	0.873
YOL037C	0.333	1.061
YOL039W	-0.423	-0.479
YOL041C	0.122	0.889
YOL042W	0.105	-0.279
YOL043C	0.027	-0.122
YOL044W	0.031	0.268
YOL045W	-0.604	-1.155
YOL046C	-1.507	-0.361
YOL047C	-0.140	0.168
YOL048C	-0.633	-0.982
YOL049W	1.033	5.154
YOL050C	1.224	-2.040
YOL052C	2.172	7.462
YOL053C-A	-0.134	0.235
YOL053W	0.016	0.006
YOL054W	-0.069	-0.078
YOL055C	-0.080	-0.770
YOL056W	0.275	-0.427
YOL057W	-0.390	-2.166
YOL058W	4.094	6.000
YOL059W	2.458	1.748
YOL060C	-0.957	-0.796
YOL061W	0.519	0.880
YOL062C	-0.180	-0.909
YOL063C	-0.828	-0.671
YOL064C	-0.187	-1.639
YOL065C	0.572	1.353
YOL067C	1.003	0.027
YOL068C	0.678	0.035
YOL070C	-0.868	-0.699
YOL071W	-0.037	1.457
YOL073C	-0.061	-1.004
YOL075C	0.253	-0.106
YOL079W	0.633	1.649
YOL080C	-0.056	-0.324
YOL081W	0.071	1.131
YOL082W	-0.320	-0.982
YOL083W	-0.170	-0.541
YOL084W	-0.376	-1.406
YOL085C	-0.958	-0.022
YOL086C	0.966	1.640
YOL087C	-0.661	-0.884
YOL088C	-0.016	1.016
YOL089C	2.785	-0.586
YOL090W	-0.119	1.162
YOL091W	-0.520	-0.307
YOL092W	0.716	-1.604
YOL093W	0.336	-0.286
YOL095C	0.344	0.808
YOL098C	-0.730	-0.340
YOL099C	-0.311	-0.435
YOL101C	-0.254	-0.190
YOL103W	-0.416	1.135
YOL104C	-0.205	0.026
YOL105C	-0.307	-0.535
YOL106W	-0.363	-0.389
YOL107W	-0.555	-0.741
YOL108C	-0.871	-2.887
YOL109W	-1.539	-0.604
YOL110W	0.712	0.259
YOL111C	0.164	-0.788
YOL112W	0.627	0.966
YOL113W	-0.031	1.145
YOL114C	0.409	1.785
YOL115W	0.333	0.333
YOL116W	-0.386	0.260
YOL117W	-0.670	-0.261
YOL118C	-0.251	-0.393
YOL119C	0.212	1.357
YOL121C	-0.409	-1.107
YOL122C	0.097	-0.264
YOL124C	-0.612	-0.828
YOL126C	0.669	0.055
YOL128C	-0.369	0.488
YOL129W	0.787	1.600
YOL131W	-0.251	-0.654
YOL132W	0.194	1.569
YOL136C	0.141	1.939
YOL137W	0.085	0.271
YOL138C	0.938	3.746
