orf	hom | growth (pooled culture) | macbecin II [200-400 uM], temperature [30 C] | YPD + DMSO | McClellan AJ~Frydman J, 2007	hom | growth (pooled culture) | macbecin II [200-400 uM], temperature [37 C] | YPD + DMSO | McClellan AJ~Frydman J, 2007
YMR178W	1.054	0.88192
YMR180C	1.05	0.95826
YMR181C	1.134	0.94288
YMR182C	1.162	1.5448
YMR183C	1.018	0.84118
YMR184W	1.07	1.0364
YMR186W	1.552	2.099
YMR187C	1.088	0.86758
YMR189W	1.19	1.0237
YMR192W	1.106	0.90418
YMR194C-A	1.218	0.7938
YMR194W	1.44	1.1372
YMR195W	1.102	0.83143
YMR196W	0.966	0.78325
YMR199W	1.046	0.97052
YMR201C	1.268	1.0052
YMR204C	1.166	1.0204
YMR206W	1.118	0.95722
YMR207C	1.406	1.0844
YMR209C	1.258	1.1996
YMR210W	1.102	1.0045
YMR214W	1.058	0.48145
YMR215W	0.986	1.0716
YMR221C	1.106	0.93517
YMR222C	1.024	0.97201
YMR223W	1.422	1.1337
YMR225C	1.006	0.86581
YMR226C	1.094	0.94254
YMR232W	0.95	0.99801
YMR233W	1.364	0.82709
YMR234W	1.27	1.0859
YMR237W	0.976	0.86242
YMR238W	0.864	1.0344
YMR241W	1.182	1.1451
YMR243C	1.322	0.82538
YMR244C-A	1.156	1.2885
YMR244W	0.91	0.9358
YMR246W	1.03	1.0778
YMR247C	0.986	0.7211
YMR250W	1.214	0.94886
YMR251W	1.082	1.1487
YMR251W-A	0.958	1.1703
YMR252C	1.026	0.8906
YMR253C	1.08	0.76564
YMR254C	1.17	1.042
YMR255W	0.972	1.0356
YMR256C	1.338	1.1186
YMR258C	1.198	0.89331
YMR259C	1.132	0.88414
YMR261C	1.034	1.1921
YMR262W	1.04	0.98395
YMR264W	0.78	0.408
YMR265C	0.984	1.2989
YMR271C	0.934	0.83789
YMR272C	1.006	1.398
YMR273C	1.15	1.2437
YMR274C	0.826	0.82518
YMR275C	1.03	1.4639
YMR276W	1.098	1.8936
YMR278W	1.014	1.1426
YMR279C	0.88	0.8651
YMR280C	1.004	1.3849
YMR283C	0.952	0.78851
YMR284W	0.964	1.0278
YMR285C	1.164	1.3571
YMR286W	1.724	2.2092
YMR289W	0.988	0.91972
YMR291W	0.886	1.142
YMR292W	1.092	0.9769
YMR294W	0.648	0.4502
YMR294W-A	1.044	1.1482
YMR295C	0.99	0.96421
YMR297W	0.904	1.1557
YMR299C	0.928	0.81194
YMR300C	0.628	0.84937
YMR302C	0.974	1.0542
YMR303C	0.926	1.1295
YMR304C-A	0.99	1.0294
YMR305C	1.276	1.7744
YMR306C-A	1.134	0.99464
YMR306W	1.032	1.5766
YMR310C	1.182	1.0527
YMR311C	0.402	0.43808
YMR313C	1.194	1.0697
YMR316C-A	1.302	1.0481
YMR316C-B	1.034	1.262
YMR316W	1.094	0.64781
YMR317W	1.24	0.99865
YMR318C	1.09	1.0555
YMR319C	0.904	0.78449
YMR320W	1.166	1.0208
YMR322C	1.168	1.0391
YMR326C	1.112	0.96371
YNL001W	1.128	0.88822
YNL004W	1.128	1.1193
YNL009W	1.034	0.96598
YNL010W	1.076	0.98601
YNL012W	1.062	1.0273
YNL013C	1.316	0.98978
YNL016W	1.126	2.1036
YNL020C	1.098	1.365
YNL022C	1.038	0.60831
YNL023C	1.322	0.89179
YNL024C	1.406	1.4256
YNL027W	1.374	0.81305
YNL031C	1.184	1.3034
YNL032W	1.18	0.83246
YNL034W	1.15	0.87438
YNL035C	1.166	1.0978
YNL041C	0.21	2.5177
YNL042W	1.196	0.79895
YNL043C	1.214	0.99237
YNL044W	1.238	0.99732
YNL045W	1.148	0.99014
YNL046W	1.176	1.0415
YNL047C	1.194	1.168
YNL049C	1.09	1.0468
YNL050C	1.242	1.1313
YNL051W	0.164	
YNL052W	1.154	0.90971
YNL053W	1.202	0.84445
YNL056W	1.008	0.80971
YNL057W	1.076	1.0742
YNL058C	1.19	0.57397
YNL063W	1.164	1.0113
YNL066W	1.14	1.2237
YNL067W	1.318	2.5341
YNL068C	1.328	2.4556
YNL070W	0.946	0.66592
YNL071W	1.586	1.3138
YNL074C	1.424	1.5772
YNL076W	1.238	1.0073
YNL077W	1.192	2.2835
YNL078W	1.216	1.2614
YNL082W	1.822	2.6139
YNL083W	1.15	1.2009
YNL085W	1.258	1.3173
YNL086W	1.31	0.8847
YNL087W	1.296	1.2824
YNL090W	1.168	1.1776
YNL091W	1.17	2.1479
YNL092W	1.066	0.95063
YNL093W	1.196	1.1832
YNL094W	1.526	2.8392
YNL095C	1.212	1.0888
YNL098C	0.504	0.43498
YNL101W	1.158	1.1542
YNL104C	1.258	1.0837
YNL105W	0.954	0.85453
YNL106C	1.076	0.79676
YNL108C	1.028	1.071
YNL109W	1.336	1.4058
YNL111C	0.71	0.78854
YNL115C	1.118	1.2378
YNL116W	1.24	0.89676
YNL117W	1.248	1.1416
YNL119W	1.51	2.589
YNL122C	1.098	0.99289
YNL123W	1.128	1.7215
YNL125C	1.064	1.0329
YNL127W	1.302	1.209
YNL128W	0.976	0.93558
YNL129W	1.054	0.97979
YNL130C	1.11	0.96011
YNL134C	1.216	0.8478
YNL135C	1.198	1.155
YNL140C	0.634	
YNL141W	1.1	1.2338
YNL142W	1.24	1.1623
YNL143C	1.158	1.0869
YNL144C	1.182	1.4355
YNL145W	1.118	1.0633
YNL146W	1.006	1.2533
YNL154C	1.072	0.74766
YNL155W	1.17	1.1823
YNL157W	1.104	1.0898
YNL159C	1.108	0.88938
YNL160W	1.136	1.4018
YNL166C	1.09	0.91745
YNL168C	1.256	1.0047
YNL170W	1.368	0.82129
YNL173C	1.108	1.1014
YNL175C	0.976	1.2783
YNL176C	1.206	1.1636
YNL179C	1.034	1.405
YNL180C	1.392	0.86913
YNL183C	0.95	1.1502
YNL187W	1.21	1.1963
YNL190W	0.996	0.89254
YNL191W	1.034	1.1939
YNL192W	1.44	1.0317
YNL193W	1.084	0.96353
YNL194C	1.152	1.0236
YNL195C	1.114	1.1532
YNL196C	0.88	1.4732
YNL197C	0.684	0.45621
YNL198C	1.498	1.6433
YNL200C	1.044	1.0579
YNL201C	1.154	0.77465
YNL202W	1.148	0.98285
YNL203C	1.148	0.96853
YNL204C	1.194	1.5466
YNL205C	0.966	1.2732
YNL206C	1.0	0.83496
YNL211C	1.074	1.3922
YNL212W	1.2	1.1303
YNL213C	1.366	2.702
YNL214W	1.198	1.2831
YNL215W	1.556	2.1239
YNL217W	1.01	1.0116
YNL218W	1.412	1.1451
YNL219C	1.16	1.471
YNL224C	1.286	1.3685
YNL230C	1.156	1.0688
YNL231C	1.214	1.9549
YNL233W	1.202	0.84998
YNL235C	0.458	0.25488
YNL237W	1.088	0.87465
YNL239W	0.824	0.53628
YNL241C	1.426	1.7023
YNL242W	1.142	1.0082
YNL249C	1.234	0.96445
YNL252C	2.204	2.528
YNL253W	1.096	0.88548
YNL254C	1.06	1.1884
YNL255C	1.39	1.5023
YNL257C	1.014	0.76673
YNL259C	0.896	0.71156
YNL264C	1.076	1.367
YNL265C	0.978	1.0053
YNL266W	1.16	0.98079
YNL269W	1.1	1.043
YNL270C	0.996	1.0161
YNL273W	1.4	1.9464
YNL274C	1.1	0.98933
YNL275W	1.184	1.1286
YNL276C	1.086	0.90021
YNL278W	0.99	1.0914
YNL279W	1.048	0.93283
YNL281W	1.386	1.5598
YNL283C	1.03	0.56461
YNL285W	1.042	1.1392
YNL286W	0.924	1.0485
YNL288W	0.908	0.75779
YNL289W	1.132	0.90766
YNL291C	1.222	1.4114
YNL292W	1.068	1.0796
YNL293W	1.142	1.2013
YNL294C	0.628	0.39393
YNL295W	1.028	1.0415
YNL298W	1.002	0.34215
YNL299W	1.016	0.52054
YNL300W	1.282	1.3649
YNL301C	1.026	0.9621
YNL303W	1.032	0.94857
YNL304W	1.352	1.4814
YNL305C	1.152	1.0168
YNL307C	0.886	0.65728
YNL311C	1.134	0.9229
YNL316C	1.2	0.85077
YNL318C	1.004	0.97609
YNL319W	1.102	1.4219
YNL321W	1.156	1.0795
YNL322C	0.85	0.49941
YNL325C	1.038	0.4055
YNL326C	1.296	1.5719
YNL327W	1.262	0.97386
YNL328C	1.448	1.0089
YNL329C	1.0	1.1531
YNL332W	1.136	0.9936
YNL333W	1.168	1.0107
YNL334C	1.348	1.2902
YNL335W	1.118	1.209
YNL336W	1.124	0.98156
YNL338W	1.018	0.9945
YNL339C	1.006	1.014
YNR001C	0.82	0.86353
YNR002C	1.196	1.1512
YNR004W	1.646	1.1701
YNR005C	0.7	0.53584
YNR006W	0.594	0.353
YNR007C	0.954	0.5811
YNR008W	1.274	1.1475
YNR009W	1.15	1.351
YNR012W	1.402	1.0802
YNR013C	1.052	1.0631
YNR014W	1.07	0.96865
YNR015W	1.154	0.86991
YNR018W	1.156	1.7019
YNR019W	1.008	1.0426
YNR020C	1.208	1.7309
YNR021W	1.1	1.17
YNR024W	0.98	1.0883
YNR025C	1.246	1.6899
YNR027W	1.42	0.88937
YNR028W	1.026	1.0557
YNR029C	1.158	1.8489
YNR030W	1.14	0.9537
YNR031C	1.224	1.126
YNR032C-A	1.414	2.1321
YNR032W	1.512	1.4126
YNR034W	1.07	1.104
YNR037C	2.44	4.2675
YNR039C	1.15	1.0316
YNR040W	0.844	0.56016
YNR041C	1.34	1.409
YNR042W	1.072	1.0612
YNR044W	1.24	1.0906
YNR045W	1.444	1.4063
YNR048W	1.276	1.8582
YNR049C	1.106	0.92696
YNR050C	1.274	0.81542
YNR051C	0.746	0.30907
YNR055C	1.34	0.93836
YNR056C	1.28	1.0478
YNR057C	1.338	1.1682
YNR058W	1.416	0.9611
YNR059W	1.08	0.89702
YNR060W	1.206	1.1618
YNR061C	1.196	1.2339
YNR062C	1.092	0.95849
YNR063W	1.136	0.90741
YNR064C	0.996	1.2831
YNR065C	1.116	0.91336
YNR066C	1.27	1.4778
YNR067C	1.004	1.2111
YNR068C	1.108	1.2131
YNR069C	1.116	0.89024
YNR070W	1.002	1.0484
YNR071C	1.082	0.98014
YNR072W	1.354	1.3083
YNR074C	1.306	3.558
YNR075W	0.888	0.77283
YOL002C	1.23	1.0487
YOL003C	0.984	0.84865
YOL007C	1.086	1.0546
YOL011W	1.11	0.91765
YOL013C	1.186	1.1857
YOL013W-A	1.098	1.0294
YOL014W	1.188	1.0112
YOL015W	1.28	1.1141
YOL016C	4.106	0.88595
YOL017W	1.066	0.80907
YOL024W	1.252	1.0725
YOL025W	1.416	0.83596
YOL027C	1.726	1.3185
YOL028C	1.186	0.96505
YOL029C	1.21	0.86077
YOL030W	1.156	1.2842
YOL031C	1.136	1.0414
YOL032W	1.164	1.5577
YOL033W	1.376	1.0034
YOL035C	1.134	1.3033
YOL036W	1.246	1.3788
YOL037C	1.34	0.96616
YOL039W	1.458	1.5189
YOL042W	1.17	1.1058
YOL043C	1.234	1.1266
YOL044W	1.07	1.5177
YOL045W	1.268	1.9329
YOL046C	1.344	1.6698
YOL047C	1.134	1.0173
YOL048C	1.134	0.90085
YOL049W	1.13	0.98041
YOL052C	1.144	1.3184
YOL052C-A	1.062	1.1315
YOL053W	1.074	0.81066
YOL054W	1.08	0.72455
YOL055C	1.122	0.87596
YOL056W	0.998	0.9078
YOL057W	1.096	0.83275
YOL058W	1.106	0.99287
YOL059W	0.924	0.81485
YOL061W	0.67	0.43245
YOL062C	1.11	0.84113
YOL063C	1.082	0.96018
YOL065C	1.208	0.96723
YOL068C	1.052	0.73985
YOL070C	1.188	1.2728
YOL071W	1.376	0.98394
YOL075C	1.274	1.1496
YOL079W	1.004	2.1471
YOL080C	1.024	2.4727
YOL082W	0.916	0.96762
YOL083W	1.266	1.053
YOL084W	1.056	1.0066
YOL085C	1.158	1.0215
YOL088C	1.374	1.5597
YOL089C	0.664	0.48716
YOL090W	0.876	0.92365
YOL091W	0.994	0.83476
YOL092W	1.092	0.98325
YOL093W	1.282	1.0001
YOL096C	1.796	1.6008
YOL098C	1.404	1.0373
YOL099C	1.258	1.0168
YOL100W	1.22	1.3716
YOL101C	1.018	1.331
YOL103W	1.232	1.2131
YOL104C	0.996	1.0483
YOL105C	1.094	0.97038
YOL106W	1.1	0.91748
YOL107W	1.19	1.213
YOL108C	0.972	0.98494
YOL109W	1.198	1.0288
YOL110W	1.244	1.2434
YOL111C	0.838	0.55799
YOL112W	1.272	0.97032
YOL113W	1.188	0.86414
YOL116W	1.21	0.87254
YOL117W	1.23	0.99769
YOL119C	1.294	0.97238
YOL122C	1.35	1.1572
YOL124C	1.15	1.0375
YOL125W	1.118	0.95519
YOL126C	1.326	0.93372
YOL128C	1.05	1.2352
YOL129W	1.09	0.8042
YOL131W	1.2	1.1585
YOL132W	1.356	1.0413
YOL133W	1.02	0.94263
YOL136C	1.45	1.2493
YOL137W	1.226	1.0007
YOL138C	1.164	1.3904
YOL141W	1.14	1.0557
YOL147C	0.99	0.96301
YOL150C	1.342	1.1452
YOL151W	1.002	1.0002
YOL152W	1.214	1.3505
YOL155C	1.046	1.0652
YOL158C	1.078	1.0898
YOL159C	0.988	0.98286
YOL160W	1.076	1.0601
YOL162W	1.072	0.81665
YOL163W	1.038	1.0602
YOR002W	1.27	0.8582
YOR003W	1.0	1.0336
YOR005C	1.102	0.9552
YOR006C	1.288	1.0827
YOR007C	1.178	0.61258
YOR009W	1.326	1.0558
YOR010C	1.204	0.91241
YOR011W	1.108	1.1399
YOR012W	1.226	1.138
YOR013W	1.304	0.97068
YOR015W	1.032	1.072
YOR016C	1.108	1.0712
YOR017W	1.084	1.13
YOR018W	1.264	1.1941
YOR019W	1.038	0.97352
YOR021C	1.22	1.265
YOR022C	1.16	1.0642
YOR023C	0.972	0.92064
YOR024W	1.396	1.1876
YOR025W	1.668	0.95286
YOR027W	0.108	0.305
YOR028C	1.066	0.76429
YOR029W	1.162	0.67416
YOR030W	0.648	0.65993
YOR032C	1.098	0.94392
YOR033C	1.188	1.4108
YOR034C	1.12	1.1316
YOR037W	1.21	1.0617
YOR038C	0.75	1.0067
YOR039W	0.884	1.3101
YOR040W	1.162	0.93849
YOR041C	0.982	0.98988
YOR042W	1.062	1.0215
YOR043W	1.032	0.65676
YOR044W	1.12	1.1673
YOR045W	1.366	1.9298
YOR047C	1.226	1.0292
YOR049C	1.082	1.2721
YOR050C	1.048	0.97213
YOR051C	1.49	0.92431
YOR052C	1.088	1.0934
YOR053W	1.14	0.98498
YOR054C	1.154	1.1095
YOR055W	1.042	0.92672
YOR058C	1.144	0.92919
YOR059C	1.064	0.91721
YOR061W	0.254	0.66385
YOR062C	1.086	1.0268
YOR064C	1.056	1.1122
YOR065W	1.54	1.2804
YOR066W	1.038	0.88299
YOR067C	1.184	1.0771
YOR068C	0.692	1.0518
YOR069W	0.71	0.99327
YOR070C	1.17	0.87255
YOR071C	1.188	0.97739
YOR072W	1.116	1.032
YOR076C	1.622	0.63225
YOR079C	1.086	1.1181
YOR081C	1.102	1.0387
YOR082C	1.202	1.1881
YOR083W	0.902	1.0598
YOR084W	0.996	0.86207
YOR085W	1.112	1.1961
YOR086C	0.914	0.95985
YOR087W	1.0699999999999998	0.949175
YOR089C	0.48	0.79283
YOR090C	1.292	1.0467
YOR091W	1.256	0.74112
YOR092W	1.16	1.0368
YOR093C	1.134	0.95686
YOR094W	1.236	0.90822
YOR097C	1.292	0.94913
YOR099W	1.318	1.1033
YOR100C	1.066	1.031
YOR101W	1.166	1.1701
YOR105W	1.306	1.2583
YOR107W	1.342	1.161
YOR108W	1.118	1.0862
YOR109W	0.91	0.74815
YOR111W	1.186	1.038
YOR112W	1.134	1.0894
YOR113W	1.354	1.1464
YOR114W	1.19	1.2303
YOR115C	1.162	0.59501
YOR118W	1.114	0.9487
YOR120W	1.112	1.1119
YOR121C	1.188	1.2677
YOR123C	1.188	1.1933
YOR124C	1.116	1.0023
YOR125C	1.354	1.338
YOR126C	1.094	0.97941
YOR127W	1.11	0.88724
YOR129C	1.136	0.98675
YOR130C	1.232	1.0191
YOR131C	1.238	1.0871
YOR132W	0.886	1.2671
YOR133W	1.174	1.0975
YOR134W	1.124	0.84465
YOR135C	0.91	1.0579
YOR137C	1.034	1.0353
YOR138C	1.142	1.1748
YOR139C	0.768	0.62587
YOR140W	0.686	0.69341
YOR142W	1.13	1.0196
YOR147W	1.154	1.356
YOR152C	1.186	1.0486
YOR154W	1.202	1.1516
YOR155C	1.256	1.0795
YOR156C	1.23	1.3854
YOR158W	2.024	0.94269
YOR161C	1.272	1.0485
YOR162C	1.166	0.89246
YOR163W	1.164	0.96953
YOR164C	0.888	0.58302
YOR165W	1.174	1.0521
YOR166C	1.158	1.0513
YOR167C	1.36	1.2404
YOR170W	0.758	0.99047
YOR171C	0.928	0.96893
YOR172W	1.018	1.0607
YOR173W	0.982	0.81785
YOR175C	1.08	0.96039
YOR177C	1.078	0.88265
YOR178C	1.068	0.99163
YOR179C	0.984	1.5021
YOR180C	1.164	1.0582
YOR184W	1.096	1.1181
YOR185C	1.098	1.0598
YOR186W	1.064	0.86378
YOR188W	1.048	0.92912
YOR189W	1.402	2.6096
YOR190W	1.198	0.98796
YOR191W	1.072	1.9983
YOR192C	1.076	1.139
YOR193W	1.274	1.0656
YOR195W	1.202	1.2074
YOR197W	1.156	0.97566
YOR202W	1.162	0.99929
YOR208W	1.308	1.0037
YOR213C	1.358	1.3489
YOR214C	1.31	1.0659
YOR215C	1.174	1.2715
YOR216C	0.556	1.0837
YOR219C	1.128	1.1906
YOR220W	1.24	1.0053
YOR222W	1.094	1.0254
YOR223W	1.016	0.78476
YOR225W	1.144	0.95674
YOR226C	1.152	0.95571
YOR227W	1.416	0.93414
YOR228C	1.27	1.233
YOR229W	1.272	1.0033
YOR230W	1.054	0.94659
YOR231W	1.222	1.4055
YOR233W	1.138	0.99091
YOR235W	1.222	2.7044
YOR237W	1.156	0.82385
YOR238W	1.294	1.0449
YOR239W	1.2149999999999999	1.149
YOR242C	1.19	0.97402
YOR243C	0.886	0.66194
YOR245C	1.33	1.2168
YOR246C	1.174	0.93303
YOR247W	1.47	1.0032
YOR248W	1.366	1.1881
YOR251C	1.518	1.5025
YOR252W	1.324	1.0567
YOR253W	1.398	1.2718
YOR255W	1.376	1.0429
YOR263C	1.262	0.99886
YOR264W	1.192	0.93004
YOR266W	1.166	1.0284
YOR267C	1.252	0.79997
YOR268C	1.042	0.9804
YOR269W	1.184	0.7933
YOR271C	1.24	0.88776
YOR273C	1.178	1.0978
YOR274W	0.684	0.50972
YOR275C	0.562	0.4118
YOR276W	1.292	1.2589
YOR277C	1.364	1.1635
YOR279C	1.108	0.84792
YOR280C	1.282	1.2896
YOR283W	1.188	0.97314
YOR284W	1.214	1.0797
YOR285W	1.202	0.96696
YOR286W	1.18	1.1978
YOR288C	1.144	0.93786
YOR289W	1.164	0.98958
YOR292C	1.03	1.137
YOR296W	1.26	1.2102
YOR297C	0.858	0.59075
YOR298C-A	1.128	0.78292
YOR298W	1.108	0.95141
YOR299W	1.148	1.0661
YOR300W	1.292	1.0642
YOR304C-A	1.09	1.1751
YOR304W	1.084	0.95067
YOR306C	1.122	0.89601
YOR307C	0.966	0.83081
YOR308C	1.52	2.1532
YOR311C	1.152	1.2181
YOR313C	0.964	1.0361
YOR314W	0.942	0.89444
YOR315W	0.854	0.92514
YOR316C	0.936	0.84772
YOR317W	0.992	1.1604
YOR318C	1.336	1.1958
YOR320C	1.074	1.4233
YOR321W	1.082	0.96748
YOR323C	0.86	1.0521
YOR324C	1.124	1.1706
YOR325W	0.924	0.86585
YOR327C	0.442	0.62353
YOR328W	1.176	1.0717
YOR330C	1.396	1.2892
YOR333C	0.93	0.64012
YOR334W	1.064	1.3569
YOR337W	1.142	1.3072
YOR338W	0.966	1.1557
YOR339C	1.012	1.0998
YOR342C	1.076	0.96408
YOR343C	1.158	1.1743
YOR344C	1.218	1.0511
YOR345C	1.086	1.0155
YOR346W	1.074	1.0179
YOR347C	1.08	0.97137
YOR348C	1.198	0.97754
YOR349W	0.718	1.2629
YOR350C	1.302	1.4821
YOR351C	1.068	1.2552
YOR352W	0.868	1.5163
YOR354C	1.228	1.7379
YOR355W	1.254	2.4581
YOR356W	1.12	1.1739
YOR357C	1.002	0.99262
YOR358W	1.148	1.1991
YOR359W	0.866	0.9988
YOR363C	1.246	1.1751
YOR364W	1.078	0.94298
YOR365C	1.062	0.92415
YOR367W	1.178	1.0708
YOR368W	1.1	1.0133
YOR369C	1.522	1.957
YOR374W	0.9	1.0637
YOR375C	1.01	1.1226
YOR376W	1.078	1.0772
YOR377W	1.266	1.4359
YOR378W	1.198	0.89389
YOR379C	1.042	0.88474
YOR380W	1.07	1.3414
YOR381W	1.048	0.91694
YOR382W	1.092	1.012
YOR384W	1.102	0.94665
YOR385W	1.132	1.1631
YOR386W	1.25	1.0259
YPL001W	1.2	1.2555
YPL003W	0.978	0.86066
YPL004C	1.364	1.1412
YPL006W	1.146	1.0964
YPL009C	1.162	0.89794
YPL013C	1.38	1.5792
YPL014W	1.256	1.3403
YPL015C	1.154	1.1113
YPL019C	1.268	0.94184
YPL021W	1.248	1.2266
YPL022W	1.17	1.3406
YPL023C	1.142	1.0792
YPL025C	1.406	1.525
YPL026C	1.066	1.1331
YPL027W	1.198	1.0175
YPL030W	1.012	1.3114
YPL032C	0.966	0.83262
YPL033C	0.934	1.0648
YPL034W	1.012	1.0565
YPL035C	1.128	1.8063
YPL036W	1.01	1.0098
YPL037C	0.902	0.86016
YPL038W	1.014	1.2154
YPL039W	1.022	1.1657
YPL046C	1.134	1.0152
YPL047W	1.426	1.0611
YPL048W	1.086	0.9341
YPL049C	0.834	0.58419
YPL051W	0.348	0.55714
YPL052W	1.254	1.5251
YPL053C	1.276	0.91402
YPL054W	1.08	1.1129
YPL055C	1.044	1.4512
YPL056C	1.4	2.014
YPL057C	1.29	1.499
YPL058C	1.22	1.2152
YPL060W	1.05	0.98386
YPL064C	1.174	1.0141
YPL065W	0.19	0.21785
YPL066W	1.094	1.1766
YPL067C	1.144	1.1178
YPL070W	1.094	0.92753
YPL071C	1.086	0.85517
YPL072W	1.002	1.1613
YPL073C	1.138	1.0588
YPL074W	1.158	0.99031
YPL077C	1.11	1.1646
YPL079W	1.196	2.1448
YPL080C	1.192	2.3256
YPL081W	1.144	1.3099
YPL084W	0.642	0.41126
YPL087W	1.212	1.0175
YPL088W	1.278	1.3899
YPL089C	1.226	1.86
YPL091W	1.08	1.0092
YPL092W	1.162	1.2728
YPL095C	0.98	1.0198
YPL096W	1.114	1.5857
YPL099C	1.082	0.93297
YPL100W	0.974	0.88217
YPL103C	1.204	0.86676
YPL105C	1.112	0.85851
YPL107W	1.344	0.98267
YPL108W	1.246	1.205
YPL109C	1.128	1.295
YPL110C	1.192	1.245
YPL111W	1.14	1.4741
YPL112C	1.202	1.0141
YPL113C	1.05	0.9971
YPL114W	1.058	0.89116
YPL115C	0.832	0.64233
YPL116W	1.084	1.0677
YPL119C	1.114	1.0859
YPL120W	0.826	0.52593
YPL121C	1.166	1.0444
YPL123C	1.128	1.1978
YPL127C	1.156	1.0498
YPL130W	1.032	1.2886
YPL132W	1.254	1.2022
YPL133C	1.124	0.95336
YPL134C	1.164	1.3535
YPL135W	0.96	0.69742
YPL136W	1.308	1.2013
YPL137C	1.18	1.0408
YPL138C	1.124	0.81798
YPL139C	1.572	0.87573
YPL140C	1.134	1.1355
YPL141C	1.092	0.97713
YPL144W	1.636	2.5576
YPL145C	0.88	0.73621
YPL147W	1.338	1.1153
YPL149W	1.118	1.2414
YPL150W	1.128	1.0549
YPL152W	1.018	0.73105
YPL154C	1.154	0.81622
YPL155C	1.174	1.1156
YPL156C	1.032	1.0746
YPL159C	1.474	1.8467
YPL162C	1.14	1.4582
YPL163C	1.366	1.207
YPL164C	1.21	0.94009
YPL165C	1.39	0.97908
YPL166W	1.124	1.094
YPL167C	1.26	0.98098
YPL168W	1.136	1.134
YPL170W	1.17	0.85781
YPL171C	1.17	1.0232
YPL172C	1.31	0.90054
YPL176C	1.03	0.86816
YPL177C	1.264	1.1263
YPL179W	1.224	1.0249
YPL181W	1.35	2.0556
YPL182C	1.354	1.801
YPL183C	0.896	0.67427
YPL184C	1.16	1.408
YPL185W	1.164	1.1389
YPL186C	1.218	1.3209
YPL187W	1.196	1.7277
YPL191C	1.048	1.0917
YPL192C	0.956	1.4003
YPL196W	1.226	1.1198
YPL197C	1.008	1.4361
YPL198W	0.94	1.5505
YPL199C	1.068	1.1927
YPL200W	0.95	1.2959
YPL201C	0.964	0.92925
YPL202C	1.092	3.3877
YPL203W	1.156	2.2765
YPL206C	0.89	1.2126
YPL207W	0.93	0.93026
YPL212C	1.442	1.2929
YPL214C	1.454	0.93721
YPL215W	1.176	1.1392
YPL216W	1.112	1.386
YPL219W	1.14	0.83178
YPL220W	1.236	1.1763
YPL222W	1.25	1.0669
YPL223C	1.288	1.4301
YPL224C	1.126	0.94032
YPL225W	0.428	0.47183
YPL227C	0.828	1.4672
YPL229W	1.124	1.0312
YPL230W	0.86	1.1912
YPL232W	0.95	0.81692
YPL236C	1.252	1.7292
YPL240C	0.794	0.49919
YPL244C	0.852	0.99444
YPL245W	1.056	1.3322
YPL246C	1.14	1.2902
YPL247C	1.414	0.97198
YPL248C	1.288	1.0878
YPL249C	1.144	0.96932
YPL250C	1.026	0.96378
YPL256C	1.31	1.5863
YPL257W	0.98	1.1008
YPL258C	1.042	1.2093
YPL259C	0.8	0.66512
YPL261C	1.144	1.3865
YPL262W	1.282	2.043
YPL263C	1.088	1.0525
YPL264C	1.262	1.1217
YPL267W	1.1	1.1172
YPL269W	0.858	0.67665
YPL270W	1.44	0.97524
YPL272C	0.864	1.2361
YPL273W	0.982	1.1675
YPL274W	1.094	1.1183
YPR001W	1.108	0.99235
YPR002W	1.106	1.2348
YPR003C	1.066	1.1844
YPR004C	1.09	1.0028
YPR005C	1.068	1.2521
YPR006C	1.216	1.2045
YPR007C	1.208	0.99423
YPR008W	1.298	0.94261
YPR009W	1.278	1.4676
YPR011C	1.148	1.1256
YPR012W	1.068	1.0698
YPR013C	1.216	1.3828
YPR014C	1.226	1.0258
YPR015C	1.274	1.0034
YPR017C	1.288	1.0518
YPR018W	1.272	
YPR020W	1.354	1.1116
YPR021C	1.328	1.2181
YPR022C	1.36	0.97669
YPR023C	1.31	1.8226
YPR026W	1.268	1.0416
YPR027C	1.554	1.2486
YPR028W	1.186	1.1174
YPR029C	1.494	1.1542
YPR030W	1.612	1.2062
YPR031W	1.094	0.84697
YPR032W	0.748	0.73983
YPR037C	1.186	0.88997
YPR038W	1.052	1.0671
YPR039W	1.234	0.97655
YPR040W	1.548	0.82354
YPR042C	1.126	0.87743
YPR045C	1.418	0.92073
YPR046W	0.872	0.65126
YPR049C	1.78	2.1858
YPR050C	0.874	0.68783
YPR051W	0.706	0.68321
YPR052C	1.314	1.6012
YPR053C	1.106	1.4772
YPR054W	1.356	1.2335
YPR058W	1.23	1.0496
YPR059C	1.434	1.3127
YPR060C	1.43	0.92887
YPR061C	1.358	0.96274
YPR062W	1.224	1.0357
YPR063C	1.336	1.0163
YPR064W	1.134	0.88199
YPR065W	1.128	1.0646
YPR066W	1.302	1.3571
YPR068C	1.3	0.87624
YPR069C	1.086	0.93567
YPR071W	1.54	1.2136
YPR073C	1.348	1.1103
YPR074C	1.25	0.71958
YPR075C	1.268	0.96203
YPR076W	1.266	1.4937
YPR077C	1.308	1.0577
YPR078C	1.46	1.0805
YPR079W	1.324	0.88191
YPR083W	1.254	0.9348
YPR084W	1.56	1.26
YPR089W	1.229	1.0813000000000001
YPR091C	0.816	0.75647
YPR092W	1.066	0.68456
YPR093C	1.278	1.4096
YPR095C	1.156	1.057
YPR096C	1.264	1.1915
YPR097W	1.368	1.0348
