Folder	File	Timepoint	Plate	Replicates	Header	Medium	Date	Hour	Header
127	127_3.dat	3	127	2	Filter 8: 620 Nov/23 HLKU `2:00pm	HLKU	11-23	2:00pm	Nov/23 HLKU `2:00pm
127	127_4.dat	4	127	2	Filter 8: 620 H-LKU+noTrp	DiKU-Trp	11-23	1:00pm	H-LKU+noTrp
127	127_4.dat	4	127	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-23	1:00pm	H-LKU+trp
127	127_4.dat	4	127	2	Filter 8: 620 Nov/23 1:00pm HLKU	HLKU	11-23	1:00pm	Nov/23 1:00pm HLKU
128	128_1.dat	1	128	2	Filter 8: 620 H-LKU-trp %Corrected by AB to make unique (2010-06-10)	DiKU-Trp	11-22	12:00pm	H-LKU+trp
128	128_1.dat	1	128	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-22	12:00pm	H-LKU+trp
128	128_1.dat	1	128	2	Filter 8: 620 NOv/22 12:00pm HLKU	HLKU	11-22	12:00pm	NOv/22 12:00pm HLKU
128	128_2.dat	2	128	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-22	1:00am	H-LKU+no Trp
128	128_2.dat	2	128	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-22	1:00am	H-LKU+trp
128	128_2.dat	2	128	2	Filter 8: 620 Nov/22 1:00am HLKU	HLKU	11-22	1:00am	Nov/22 1:00am HLKU
128	128_3.dat	3	128	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-23	12:00pm	H-LKU+no Trp
128	128_3.dat	3	128	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-23	12:00pm	H-LKU+trp
128	128_3.dat	3	128	2	Filter 8: 620 Nov/23 12:00pm HLKU	HLKU	11-23	12:00pm	Nov/23 12:00pm HLKU
128	128_4.dat	4	128	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-23	1:00pm	H-LKU+no Trp
128	128_4.dat	4	128	2	Filter 8: 620H-LKU+trp	DiKU+Trp	11-23	1:00pm	H-LKU+trp
128	128_4.dat	4	128	2	Filter 8: 620 Nov/23 1:00pm HLKU	HLKU	11-23	1:00pm	Nov/23 1:00pm HLKU
129	129_1.dat	1	129	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-24	2:00pm	H-LKU+no Trp
129	129_1.dat	1	129	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-24	2:00pm	H-LKU+trp
129	129_1.dat	1	129	2	Filter 8: 620 Nov/24 2:00pm HLKU	HLKU	11-24	2:00pm	Nov/24 2:00pm HLKU
129	129_2.dat	2	129	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	11-25	1:00am	H-LKU+noTRP
129	129_2.dat	2	129	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-25	1:00am	H-LKU+trp
129	129_2.dat	2	129	2	Filter 8: 620 Nov/25 1:00am HLKU	HLKU	11-25	1:00am	Nov/25 1:00am HLKU
129	129_3.dat	3	129	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-25	2:00pm	H-LKU+no Trp
129	129_3.dat	3	129	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-25	2:00pm	H-LKU+trp
129	129_3.dat	3	129	2	Filter 8: 620 Nov/25 2:00pm HLKU	HLKU	11-25	2:00pm	Nov/25 2:00pm HLKU
129	129_4.dat	4	129	2	Filter 8: 620 H-LKU+no TRp	DiKU-Trp	11-26	10:40pm	H-LKU+no TRp
129	129_4.dat	4	129	2	Filter 8: 620	DiKU+Trp	11-26	10:40pm	
129	129_4.dat	4	129	2	Filter 8: 620 Nov/26 10:40pm HLKU	HLKU	11-26	10:40pm	Nov/26 10:40pm HLKU
130	130_1.dat	1	130	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-24	2:00pm	H-LKU+no Trp
130	130_1.dat	1	130	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-24	2:00pm	H-LKU+trp
130	130_1.dat	1	130	2	Filter 8: 620 Nov/24 2:00pm HLKU	HLKU	11-24	2:00pm	Nov/24 2:00pm HLKU
130	130_2.dat	2	130	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	11-25	1:00am	H-LKU+no Trp
130	130_2.dat	2	130	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-25	1:00am	H-LKU+trp
130	130_2.dat	2	130	2	Filter 8: 620 Nov/25 1:00am HLKU	HLKU	11-25	1:00am	Nov/25 1:00am HLKU
130	130_3.dat	3	130	2	Filter 8: 620 H-LKU+noTRp	DiKU-Trp	11-25	2:00pm	H-LKU+noTRp
130	130_3.dat	3	130	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-25	2:00pm	H-LKU+trp
130	130_3.dat	3	130	2	Filter 8: 620 Nov/25 2:00pm HLKU	HLKU	11-25	2:00pm	Nov/25 2:00pm HLKU
130	130_4.dat	4	130	2	Filter 8: 620 H-LKU+noTRp	DiKU-Trp	11-26	10:40pm	H-LKU+noTRp
130	130_4.dat	4	130	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-26	10:40pm	H-LKU+trp
130	130_4.dat	4	130	2	Filter 8: 620 Nov/26 10:40pm HLKU	HLKU	11-26	10:40pm	Nov/26 10:40pm HLKU
131	131_1.dat	1	131	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	11-27	2:00pm	H-LKU+noTRP
131	131_1.dat	1	131	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-27	2:00pm	H-LKU+trp
131	131_1.dat	1	131	2	Filter 8: 620 Nov/17 HLKU 2:00pm	HLKU	11-27	2:00pm	Nov/17 HLKU 2:00pm
131	131_2.dat	2	131	2	Filter 8: 620 H-LKU+noTRp	DiKU-Trp	11-28	3:00pm	H-LKU+noTRp
131	131_2.dat	2	131	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-28	3:00pm	H-LKU+trp
131	131_2.dat	2	131	2	Filter 8: 620 Nov/28 3:00pm HLKU	HLKU	11-28	3:00pm	Nov/28 3:00pm HLKU
131	131_3.dat	3	131	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	11-28	3:00pm	H-LKU+noTRP
131	131_3.dat	3	131	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-28	3:00pm	H-LKU+trp
131	131_3.dat	3	131	2	Filter 8: 620 Nov/28 3:00pm HLKU	HLKU	11-28	3:00pm	Nov/28 3:00pm HLKU
131	131_4.dat	4	131	2	Filter 8: 620 H-LKU+noTRp	DiKU-Trp	11-29	3:00pm	H-LKU+noTRp
131	131_4.dat	4	131	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-29	3:00pm	H-LKU+trp
131	131_4.dat	4	131	2	Filter 8: 620 Nov/29 3:00pm HLKU	HLKU	11-29	3:00pm	Nov/29 3:00pm HLKU
132	132_1.dat	1	132	2	Filter 8: 620 H-LKU+noTRp	DiKU-Trp	11-27	3:00pm	H-LKU+noTRp
132	132_1.dat	1	132	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-27	3:00pm	H-LKU+trp
132	132_1.dat	1	132	2	Filter 8: 620 Nov/27 3:00pm HLKU	HLKU	11-27	3:00pm	Nov/27 3:00pm HLKU
132	132_2.dat	2	132	2	Filter 8: 620 H-LKU+noTRp	DiKU-Trp	11-28	3:00am	H-LKU+noTRp
132	132_2.dat	2	132	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	11-28	3:00am	H-LKU+trp
132	132_2.dat	2	132	2	Filter 8: 620 Nov/28 3:00am HLKU	HLKU	11-28	3:00am	Nov/28 3:00am HLKU
132	132_3.dat	3	132	2	Filter 8: 620 H-LKU+noTRp	DiKU-Trp	11-28	3:00pm	H-LKU+noTRp
132	132_3.dat	3	132	2	Filter 8: 620	DiKU+Trp	11-28	3:00pm	
132	132_3.dat	3	132	2	Filter 8: 620 Nov/28 3:00pm HLKU	HLKU	11-28	3:00pm	Nov/28 3:00pm HLKU
132	132_4.dat	4	132	2	Filter 8: 620 HlKU+no Trp	DiKU-Trp	11-29	3:00pm	HlKU+no Trp
132	132_4.dat	4	132	2	Filter 8: 620 H_LKU+trp	DiKU+Trp	11-29	3:00pm	H_LKU+trp
132	132_4.dat	4	132	2	Filter 8: 620 Nov/29 3:00pm HLKU	HLKU	11-29	3:00pm	Nov/29 3:00pm HLKU
133	133_1.dat	1	133	2	Filter 8: 620 H-LKU+noTrp	DiKU-Trp	12-01	1:00am	H-LKU+noTrp
133	133_1.dat	1	133	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-01	1:00am	H-LKU+trp
133	133_1.dat	1	133	2	Filter 8: 620 Dec/1 1:00am HLKU	HLKU	12-01	1:00am	Dec/1 1:00am HLKU
133	133_2.dat	2	133	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	12-02	2:00pm	H-LKU+noTRP
133	133_2.dat	2	133	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-02	2:00pm	H-LKU+trp
133	133_2.dat	2	133	2	Filter 8: 620 Dec/02 2:00pm HLKU	HLKU	12-02	2:00pm	Dec/02 2:00pm HLKU
133	133_3.dat	3	133	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	12-03	2:00am	H-LKU+noTRP
133	133_3.dat	3	133	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-03	2:00am	H-LKU+trp
133	133_3.dat	3	133	2	Filter 8: 620 Dec/03 2:00am HLKU	HLKU	12-03	2:00am	Dec/03 2:00am HLKU
133	133_4.dat	4	133	2	Filter 8: 620 H-LKU+noTRp	DiKU-Trp	12-04	4:00am	H-LKU+noTRp
133	133_4.dat	4	133	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-04	4:00am	H-LKU+trp
133	133_4.dat	4	133	2	Filter 8: 620 Dec/04 4:00am HLKU	HLKU	12-04	4:00am	Dec/04 4:00am HLKU
134	134_1.dat	1	134	2	Filter 8: 620 H-LKU+noTRp	DiKU-Trp	12-01	1:00am	H-LKU+noTRp
134	134_1.dat	1	134	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-01	1:00am	H-LKU+trp
134	134_1.dat	1	134	2	Filter 8: 620 Dec/1 1:00am HLKU	HLKU	12-01	1:00am	Dec/1 1:00am HLKU
134	134_2.dat	2	134	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	12-02	2:00pm	H-LKU+noTRP
134	134_2.dat	2	134	2	Filter 8: 620 H-LKU+TRP	DiKU+Trp	12-02	2:00pm	H-LKU+TRP
134	134_2.dat	2	134	2	Filter 8: 620 Dec/02 2:00pm HLKU	HLKU	12-02	2:00pm	Dec/02 2:00pm HLKU
134	134_3.dat	3	134	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	12-03	2:00am	H-LKU+noTRP
134	134_3.dat	3	134	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-03	2:00am	H-LKU+trp
134	134_3.dat	3	134	2	Filter 8: 620 Dec/03 2:00am HLKU	HLKU	12-03	2:00am	Dec/03 2:00am HLKU
134	134_4.dat	4	134	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	12-04	4:00am	H-LKU+noTRP
134	134_4.dat	4	134	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-04	4:00am	H-LKU+trp
134	134_4.dat	4	134	2	Filter 8: 620 Nov/04 4:00am HLKU	HLKU	12-04	4:00am	Nov/04 4:00am HLKU
135	135_1.dat	1	135	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	12-05	11:30pm	H-LKU+noTRP
135	135_1.dat	1	135	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-05	11:30pm	H-LKU+trp
135	135_1.dat	1	135	2	Filter 8: 620 Dec/05 11:30pm HLKU	HLKU	12-05	11:30pm	Dec/05 11:30pm HLKU
135	135_2.dat	2	135	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	12-06	2:00pm	H-LKU+noTRP
135	135_2.dat	2	135	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-06	2:00pm	H-LKU+trp
135	135_2.dat	2	135	2	Filter 8: 620 Dec/06 2:00pm HLKU	HLKU	12-06	2:00pm	Dec/06 2:00pm HLKU
135	135_3.dat	3	135	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	12-07	1:00am	H-LKU+noTRP
135	135_3.dat	3	135	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-07	1:00am	H-LKU+trp
135	135_3.dat	3	135	2	Filter 8: 620 Dec/07 1:00am KLHU	HLKU	12-07	1:00am	Dec/07 1:00am KLHU
135	135_4.dat	4	135	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	12-08	1:00am	H-LKU+noTRP
135	135_4.dat	4	135	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-08	1:00am	H-LKU+trp
135	135_4.dat	4	135	2	Filter 8: 620 Dec/08 1:00am HLKU	HLKU	12-08	1:00am	Dec/08 1:00am HLKU
135	135_5.dat	5	135	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	12-09	9:15pm	H-LKU+noTRP
135	135_5.dat	5	135	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-09	9:15pm	H-LKU+trp
135	135_5.dat	5	135	2	Filter 8: 620 Dec/09 9:15pm HLKU	HLKU	12-09	9:15pm	Dec/09 9:15pm HLKU
136	136_1.dat	1	136	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	12-05	11:30pm	H-LKU+noTRP
136	136_1.dat	1	136	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-05	11:30pm	H-LKU+trp
136	136_1.dat	1	136	2	Filter 8: 620 Dec/05 11:30pm HLKU	HLKU	12-05	11:30pm	Dec/05 11:30pm HLKU
136	136_2.dat	2	136	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	12-06	2:00pm	H-LKU+noTRP
136	136_2.dat	2	136	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-06	2:00pm	H-LKU+trp
136	136_2.dat	2	136	2	Filter 8: 620 Dec/06 2:00pm HLKU	HLKU	12-06	2:00pm	Dec/06 2:00pm HLKU
136	136_3.dat	3	136	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	12-07	1:00am	H-LKU+noTRP
136	136_3.dat	3	136	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-07	1:00am	H-LKU+trp
136	136_3.dat	3	136	2	Filter 8: 620 Dec/07 1:00am HLKU	HLKU	12-07	1:00am	Dec/07 1:00am HLKU
136	136_4.dat	4	136	2	Filter 8: 620 H-LKU+noTRp	DiKU-Trp	12-08	1:00am	H-LKU+noTRp
136	136_4.dat	4	136	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-08	1:00am	H-LKU+trp
136	136_4.dat	4	136	2	Filter 8: 620 Dec/08 1:00am HLKU	HLKU	12-08	1:00am	Dec/08 1:00am HLKU
136	136_5.dat	5	136	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	12-08	9:15pm	H-LKU+noTRP
136	136_5.dat	5	136	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-08	9:15pm	H-LKU+trp
136	136_5.dat	5	136	2	Filter 8: 620 Dec/08 9:15pm HLKU	HLKU	12-08	9:15pm	Dec/08 9:15pm HLKU
137	137_1.dat	1	137	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	12-08	9:15pm	H-LKU+noTRP
137	137_1.dat	1	137	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-08	9:15pm	H-LKU+trp
137	137_1.dat	1	137	2	Filter 8: 620 Dec/08 9:15pm HLKU	HLKU	12-08	9:15pm	Dec/08 9:15pm HLKU
137	137_2.dat	2	137	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	12-09	9:15am	H-LKU+noTRP
137	137_2.dat	2	137	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-09	9:15am	H-LKU+trp
137	137_2.dat	2	137	2	Filter 8: 620 Dec/09 9:15am HLKU	HLKU	12-09	9:15am	Dec/09 9:15am HLKU
137	137_3.dat	3	137	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	12-09	11:00pm	H-LKU+noTRP
137	137_3.dat	3	137	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-09	11:00pm	H-LKU+trp
137	137_3.dat	3	137	2	Filter 8: 620 Dec/09 11:00pm HLKU	HLKU	12-09	11:00pm	Dec/09 11:00pm HLKU
137	137_4.dat	4	137	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	12-10	11:00pm	H-LKU+noTRP
137	137_4.dat	4	137	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-10	11:00pm	H-LKU+trp
137	137_4.dat	4	137	2	Filter 8: 620 Dec/10 11:00pm HLKU	HLKU	12-10	11:00pm	Dec/10 11:00pm HLKU
137	137_5.dat	5	137	2	Filter 8: 620 H-LKU+no TRP	DiKU-Trp	12-14	11:00pm	H-LKU+no TRP
137	137_5.dat	5	137	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-14	11:00pm	H-LKU+trp
137	137_5.dat	5	137	2	Filter 8: 620 Dec/14 11:00pm HLKU	HLKU	12-14	11:00pm	Dec/14 11:00pm HLKU
138	138_1.dat	1	138	2	Filter 8: 620 H-lKU+noTRP	DiKU-Trp	12-08	9:15pm	H-lKU+noTRP
138	138_1.dat	1	138	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-08	9:15pm	H-LKU+trp
138	138_1.dat	1	138	2	Filter 8: 620 Dec/08 9:15 pm HLKU	HLKU	12-08	9:15pm	Dec/08 9:15 pm HLKU
138	138_2.dat	2	138	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	12-09	9:15am	H-LKU+noTRP
138	138_2.dat	2	138	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-09	9:15am	H-LKU+trp
138	138_2.dat	2	138	2	Filter 8: 620 Dec/09 9:15am HLKU	HLKU	12-09	9:15am	Dec/09 9:15am HLKU
138	138_3.dat	3	138	2	Filter 8: 620 H-LKU+no TRP	DiKU-Trp	12-09	11:00pm	H-LKU+no TRP
138	138_3.dat	3	138	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-09	11:00pm	H-LKU+trp
138	138_3.dat	3	138	2	Filter 8: 620 Dec/09 11:00pm HLKU	HLKU	12-09	11:00pm	Dec/09 11:00pm HLKU
138	138_4.dat	4	138	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	12-10	11:00pm	H-LKU+noTRP
138	138_4.dat	4	138	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-10	11:00pm	H-LKU+trp
138	138_4.dat	4	138	2	Filter 8: 620 Dec/10 11:00pm HLKU	HLKU	12-10	11:00pm	Dec/10 11:00pm HLKU
138	138_5.dat	5	138	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	12-12	11:00pm	H-LKU+noTRP
138	138_5.dat	5	138	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-12	11:00pm	H-LKU+trp
138	138_5.dat	5	138	2	Filter 8: 620 Dec/12 11:00pm HLKU	HLKU	12-12	11:00pm	Dec/12 11:00pm HLKU
139	139_1.dat	1	139	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	12-12	11:30pm	H-LKU+noTRP
139	139_1.dat	1	139	2	Filter 8: 620 H-LKU+TRP	DiKU+Trp	12-12	11:30pm	H-LKU+TRP
139	139_1.dat	1	139	2	Filter 8: 620 Dec/12 11:30pm HLKU	HLKU	12-12	11:30pm	Dec/12 11:30pm HLKU
139	139_2.dat	2	139	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	12-12	3:00pm	H-LKU+noTRP
139	139_2.dat	2	139	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-12	3:00pm	H-LKU+trp
139	139_2.dat	2	139	2	Filter 8: 620 DEc/12 3:00pm HLKU	HLKU	12-12	3:00pm	DEc/12 3:00pm HLKU
139	139_3.dat	3	139	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	12-13	1:00am	H-LKU+noTRP
139	139_3.dat	3	139	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-13	1:00am	H-LKU+trp
139	139_3.dat	3	139	2	Filter 8: 620 DEC/13 1:00am HLKU	HLKU	12-13	1:00am	DEC/13 1:00am HLKU
139	139_4.dat	4	139	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	12-13	11:30pm	H-LKU+noTRP
139	139_4.dat	4	139	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-13	11:30pm	H-LKU+trp
139	139_4.dat	4	139	2	Filter 8: 620 DEC/13 11:30pm HLKU	HLKU	12-13	11:30pm	DEC/13 11:30pm HLKU
139	139_5.dat	5	139	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	12-14	12:30am	H-LKU+noTRP
139	139_5.dat	5	139	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-14	12:30am	H-LKU+trp
139	139_5.dat	5	139	2	Filter 8: 620 Dec/14 12:30am HLKU	HLKU	12-14	12:30am	Dec/14 12:30am HLKU
140	140_1.dat	1	140	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	12-12	11:30pm	H-LKU+noTRP
140	140_1.dat	1	140	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-12	11:30pm	H-LKU+trp
140	140_1.dat	1	140	2	Filter 8: 620 Dec/12 11:30pm HLKU	HLKU	12-12	11:30pm	Dec/12 11:30pm HLKU
140	140_2.dat	2	140	2	Filter 8: 620 H-lKU+noTRP	DiKU-Trp	12-12	3:00pm	H-lKU+noTRP
140	140_2.dat	2	140	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-12	3:00pm	H-LKU+trp
140	140_2.dat	2	140	2	Filter 8: 620 Dec/12 3:00pm HLKU	HLKU	12-12	3:00pm	Dec/12 3:00pm HLKU
140	140_3.dat	3	140	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	12-12	1:00am	H-LKU+noTRP
140	140_3.dat	3	140	2	Filter 8: 620 H-lKU+trp	DiKU+Trp	12-12	1:00am	H-lKU+trp
140	140_3.dat	3	140	2	Filter 8: 620 Dec/12 1:00am HLKU	HLKU	12-12	1:00am	Dec/12 1:00am HLKU
140	140_4.dat	4	140	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	12-13	11:30pm	H-LKU+noTRP
140	140_4.dat	4	140	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-13	11:30pm	H-LKU+trp
140	140_4.dat	4	140	2	Filter 8: 620 DEc/13 11:30pm HLKU	HLKU	12-13	11:30pm	DEc/13 11:30pm HLKU
140	140_5.dat	5	140	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	12-14	12:30am	H-LKU+noTRP
140	140_5.dat	5	140	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	12-14	12:30am	H-LKU+trp
140	140_5.dat	5	140	2	Filter 8: 620 Dec/14 12:30am HLKU	HLKU	12-14	12:30am	Dec/14 12:30am HLKU
141	141_1.dat	1	141	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-05	2:00pm	H-LKU+noTRP
141	141_1.dat	1	141	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-05	2:00pm	H-LKU+trp
141	141_1.dat	1	141	2	Filter 8: 620 Jan/05 2:00pm HLKu	HLKU	01-05	2:00pm	Jan/05 2:00pm HLKu
141	141_2.dat	2	141	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-05	12:30am	H-LKU+noTRP
141	141_2.dat	2	141	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-05	12:30am	H-LKU+trp
141	141_2.dat	2	141	2	Filter 8: 620 Jan/05 12:30am HLKU	HLKU	01-05	12:30am	Jan/05 12:30am HLKU
141	141_3.dat	3	141	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-05	2:00pm	H-LKU+noTRP
141	141_3.dat	3	141	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-05	2:00pm	H-LKU+trp
141	141_3.dat	3	141	2	Filter 8: 620 Jan/05 2:00pm HLKU	HLKU	01-05	2:00pm	Jan/05 2:00pm HLKU
141	141_4.dat	4	141	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-06	2:00pm	H-LKU+noTRP
141	141_4.dat	4	141	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-06	2:00pm	H-LKU+trp
141	141_4.dat	4	141	2	Filter 8: 620 Jan/06 2:00pm HLKU	HLKU	01-06	2:00pm	Jan/06 2:00pm HLKU
141	141_5.dat	5	141	2	Filter 8: 620 H-LKU+notrp	DiKU-Trp	01-07	2:00pm	H-LKU+notrp
141	141_5.dat	5	141	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-07	2:00pm	H-LKU+trp
141	141_5.dat	5	141	2	Filter 8: 620 Jan/07 2:00pm HLKU	HLKU	01-07	2:00pm	Jan/07 2:00pm HLKU
142	142_1.dat	1	142	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-05	2:00pm	H-LKU+noTRP
142	142_1.dat	1	142	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-05	2:00pm	H-LKU+trp
142	142_1.dat	1	142	2	Filter 8: 620 Jan/05 2:00pm HLKU	HLKU	01-05	2:00pm	Jan/05 2:00pm HLKU
142	142_2.dat	2	142	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-04	12:30am	H-LKU+noTRP
142	142_2.dat	2	142	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-04	12:30am	H-LKU+trp
142	142_2.dat	2	142	2	Filter 8: 620 Jan/04 12:30am HLKU	HLKU	01-04	12:30am	Jan/04 12:30am HLKU
142	142_3.dat	3	142	2	Filter 8: 620 H-LKU+noTRp	DiKU-Trp	01-05	2:00pm	H-LKU+noTRp
142	142_3.dat	3	142	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-05	2:00pm	H-LKU+trp
142	142_3.dat	3	142	2	Filter 8: 620 Jan/05 2:00pm HLKU+	HLKU	01-05	2:00pm	Jan/05 2:00pm HLKU+
142	142_4.dat	4	142	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-06	2:00pm	H-LKU+noTRP
142	142_4.dat	4	142	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-06	2:00pm	H-LKU+trp
142	142_4.dat	4	142	2	Filter 8: 620 Jan/06 2:00pm HLKU	HLKU	01-06	2:00pm	Jan/06 2:00pm HLKU
142	142_5.dat	5	142	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-07	2:00pm	H-LKU+noTRP
142	142_5.dat	5	142	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-07	2:00pm	H-LKU+trp
142	142_5.dat	5	142	2	Filter 8: 620 Jan/07 2:00pm HLKU	HLKU	01-07	2:00pm	Jan/07 2:00pm HLKU
143	143_1.dat	1	143	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-07	12:00pm	H-LKU+noTRP
143	143_1.dat	1	143	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-07	12:00pm	H-LKU+trp
143	143_1.dat	1	143	2	Filter 8: 620 Jan/07 12:00p mHLKU	HLKU	01-07	12:00pm	Jan/07 12:00p mHLKU
143	143_2.dat	2	143	2	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-08	12:00pm	H-LKU+noTRP
143	143_2.dat	2	143	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-08	12:00pm	H-LKU+trp
143	143_2.dat	2	143	2	Filter 8: 620 Jan/08 12:00pm HLKU	HLKU	01-08	12:00pm	Jan/08 12:00pm HLKU
