Folder	File	Timepoint	Plate	Replicates	Header	Medium	Date	Hour	Header
107	107_5.dat	5	107	2	Filter 8: 620 Sep/30 12:30pm HLKU	HLKU	09-30	12:30pm	Sep/30 12:30pm HLKU
107	107_6.dat	6	107	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-01	12:30pm	H-LKU+no Trp
107	107_6.dat	6	107	2	Filter 8: 620 H-LKU+Trp	DiKU+Trp	10-01	12:30pm	H-LKU+Trp
107	107_6.dat	6	107	2	Filter 8: 620 Oct/01 12:30pm HLKU	HLKU	10-01	12:30pm	Oct/01 12:30pm HLKU
107	107_7.dat	7	107	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-02	12:30pm	H-LKU+no Trp
107	107_7.dat	7	107	2	Filter 8: 620 H-LKU+Trp	DiKU+Trp	10-02	12:30pm	H-LKU+Trp
107	107_7.dat	7	107	2	Filter 8: 620 Oct/2 12:30pm HLKU	HLKU	10-02	12:30pm	Oct/2 12:30pm HLKU
108	108_1.dat	1	108	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	09-27	5:30pm	H-LKU+no Trp
108	108_1.dat	1	108	2	Filter 8: 620 H-LKU+Trp	DiKU+Trp	09-27	5:30pm	H-LKU+Trp
108	108_1.dat	1	108	2	Filter 8: 620 Sep/27 5:30pm HLKU	HLKU	09-27	5:30pm	Sep/27 5:30pm HLKU
108	108_2.dat	2	108	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	09-28	12:30pm	H-LKU+no Trp
108	108_2.dat	2	108	2	Filter 8: 620 H-LKU+Trp	DiKU+Trp	09-28	12:30pm	H-LKU+Trp
108	108_2.dat	2	108	2	Filter 8: 620 Sep/28 12:30pm HLKU	HLKU	09-28	12:30pm	Sep/28 12:30pm HLKU
108	108_3.dat	3	108	2	Filter 8: 620 H-LKU + no Trp	DiKU-Trp	09-29	1:00am	H-LKU + no Trp
108	108_3.dat	3	108	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	09-29	1:00am	H-LKU+trp
108	108_3.dat	3	108	2	Filter 8: 620 Sep/29 1:00am HLKU	HLKU	09-29	1:00am	Sep/29 1:00am HLKU
108	108_4.dat	4	108	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	09-29	5:30pm	H-LKU+no Trp
108	108_4.dat	4	108	2	Filter 8: 620 H-LKU+Trp	DiKU+Trp	09-29	5:30pm	H-LKU+Trp
108	108_4.dat	4	108	2	Filter 8: 620 Sep/29 5:30pm HLKU	HLKU	09-29	5:30pm	Sep/29 5:30pm HLKU
108	108_5.dat	5	108	2	Filter 8: 620 H-LKU+ no Trp	DiKU-Trp	09-30	12:30pm	H-LKU+ no Trp
108	108_5.dat	5	108	2	Filter 8: 620 H-LKU+Trp	DiKU+Trp	09-30	12:30pm	H-LKU+Trp
108	108_5.dat	5	108	2	Filter 8: 620 Sep/30 12:30pm HLKU	HLKU	09-30	12:30pm	Sep/30 12:30pm HLKU
108	108_6.dat	6	108	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-01	12:30pm	H-LKU+no Trp
108	108_6.dat	6	108	2	Filter 8: 620 H-LKU+Trp	DiKU+Trp	10-01	12:30pm	H-LKU+Trp
108	108_6.dat	6	108	2	Filter 8: 620 Oct/01 12:30pm HLKU	HLKU	10-01	12:30pm	Oct/01 12:30pm HLKU
108	108_7.dat	7	108	2	Filter 8: 620 H-LKU+no trp	DiKU-Trp	10-02	12:30pm	H-LKU+no trp
108	108_7.dat	7	108	2	Filter 8: 620 H-LKU+Trp	DiKU+Trp	10-02	12:30pm	H-LKU+Trp
108	108_7.dat	7	108	2	Filter 8: 620 Oct/02 12:30pm HLKU	HLKU	10-02	12:30pm	Oct/02 12:30pm HLKU
109	109_1.dat	1	109	2	Filter 8: 620 H-LKU+ no Trp	DiKU-Trp	10-03	12:30am	H-LKU+ no Trp
109	109_1.dat	1	109	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	10-03	12:30am	H-LKU+trp
109	109_1.dat	1	109	2	Filter 8: 620 Oct/03 12:30am HLKU	HLKU	10-03	12:30am	Oct/03 12:30am HLKU
109	109_2.dat	2	109	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-03	6:00pm	H-LKU+no Trp
109	109_2.dat	2	109	2	Filter 8: 620 H-LKU+Trp	DiKU+Trp	10-03	6:00pm	H-LKU+Trp
109	109_2.dat	2	109	2	Filter 8: 620 Oct/03 6:00lpm HLKU	HLKU	10-03	6:00pm	Oct/03 6:00lpm HLKU
109	109_3.dat	3	109	2	Filter 8: 620 HLKU+no Trp	DiKU-Trp	10-04	2:00pm	HLKU+no Trp
109	109_3.dat	3	109	2	Filter 8: 620	DiKU+Trp	10-04	2:00pm	
109	109_3.dat	3	109	2	Filter 8: 620 Oct/04 2:00pm HLKU	HLKU	10-04	2:00pm	Oct/04 2:00pm HLKU
109	109_4.dat	4	109	2	Filter 8: 620 H-LKU+ no Trp	DiKU-Trp	10-05	12:30pm	H-LKU+ no Trp
109	109_4.dat	4	109	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	10-05	12:30pm	H-LKU+trp
109	109_4.dat	4	109	2	Filter 8: 620 Oct/05 12:30pm HLKU	HLKU	10-05	12:30pm	Oct/05 12:30pm HLKU
109	109_5.dat	5	109	2	Filter 8: 620 H-LKU+ no Trp	DiKU-Trp	10-06	12:30pm	H-LKU+ no Trp
109	109_5.dat	5	109	2	Filter 8: 620	DiKU+Trp	10-06	12:30pm	
109	109_5.dat	5	109	2	Filter 8: 620 Oct/06 12:30pm HLKU	HLKU	10-06	12:30pm	Oct/06 12:30pm HLKU
110	110_1.dat	1	110	2	Filter 8: 620 H-LKU+no trp	DiKU-Trp	10-03	12:30am	H-LKU+no trp
110	110_1.dat	1	110	2	Filter 8: 620 H-LKU+Trp	DiKU+Trp	10-03	12:30am	H-LKU+Trp
110	110_1.dat	1	110	2	Filter 8: 620 Oct/03 12:30am HLKU	HLKU	10-03	12:30am	Oct/03 12:30am HLKU
110	110_2.dat	2	110	2	Filter 8: 620 H-LKU+ no trp	DiKU-Trp	10-03	6:00pm	H-LKU+ no trp
110	110_2.dat	2	110	2	Filter 8: 620 H-LKU+ Trp	DiKU+Trp	10-03	6:00pm	H-LKU+ Trp
110	110_2.dat	2	110	2	Filter 8: 620 Oct/03 6:00pm HLKU	HLKU	10-03	6:00pm	Oct/03 6:00pm HLKU
110	110_3.dat	3	110	2	Filter 8: 620 HLKU+no Trp	DiKU-Trp	10-04	2:00pm	HLKU+no Trp
110	110_3.dat	3	110	2	Filter 8: 620 HLKU+Trp	DiKU+Trp	10-04	2:00pm	HLKU+Trp
110	110_3.dat	3	110	2	Filter 8: 620 OCt./04 2:00pm HLKU	HLKU	10-04	2:00pm	OCt./04 2:00pm HLKU
110	110_4.dat	4	110	2	Filter 8: 620 Oct/05 12:30pm H-LKU+no Trp	DiKU-Trp	10-05	12:30pm	Oct/05 12:30pm H-LKU+no Trp
110	110_4.dat	4	110	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	10-05	12:30pm	H-LKU+trp
110	110_4.dat	4	110	2	Filter 8: 620 Oct/05 12:30pm HLKU	HLKU	10-05	12:30pm	Oct/05 12:30pm HLKU
110	110_5.dat	5	110	2	Filter 8: 620 H-LKU+no trp	DiKU-Trp	10-06	12:30pm	H-LKU+no trp
110	110_5.dat	5	110	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	10-06	12:30pm	H-LKU+trp
110	110_5.dat	5	110	2	Filter 8: 620 Oct/06 12:30pm HLKU	HLKU	10-06	12:30pm	Oct/06 12:30pm HLKU
111	111_1.dat	1	111	3	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-06	6:40pm	H-LKU+no Trp
111	111_1.dat	1	111	3	Filter 8: 620 H-LKU+Trp	DiKU+Trp	10-06	6:40pm	H-LKU+Trp
111	111_1.dat	1	111	3	Filter 8: 620 Oct/06 6:40pm HLKU	HLKU	10-06	6:40pm	Oct/06 6:40pm HLKU
111	111_2.dat	2	111	3	Filter 8: 620 H-LKU+ no Trp	DiKU-Trp	10-09	10:00am	H-LKU+ no Trp
111	111_2.dat	2	111	3	Filter 8: 620 H-LKU+trp	DiKU+Trp	10-09	10:00am	H-LKU+trp
111	111_2.dat	2	111	3	Filter 8: 620 Oct/09 10:am HLKU	HLKU	10-09	10:00am	Oct/09 10:am HLKU
111	111_3.dat	3	111	3	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-09	12:00pm	H-LKU+no Trp
111	111_3.dat	3	111	3	Filter 8: 620 H-LKU+Trp	DiKU+Trp	10-09	12:00pm	H-LKU+Trp
111	111_3.dat	3	111	3	Filter 8: 620 Oct/09 12:00pm HLKU	HLKU	10-09	12:00pm	Oct/09 12:00pm HLKU
111	111_4.dat	4	111	3	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-10	7:00pm	H-LKU+no Trp
111	111_4.dat	4	111	3	Filter 8: 620 H-LKU+Trp	DiKU+Trp	10-10	7:00pm	H-LKU+Trp
111	111_4.dat	4	111	3	Filter 8: 620 Oct/10 7:00pm HLKU	HLKU	10-10	7:00pm	Oct/10 7:00pm HLKU
111	111_5.dat	5	111	3	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-11	7:00pm	H-LKU+no Trp
111	111_5.dat	5	111	3	Filter 8: 620 H-LKU+trp	DiKU+Trp	10-11	7:00pm	H-LKU+trp
111	111_5.dat	5	111	3	Filter 8: 620 Oct/11 7:00pm HLKU	HLKU	10-11	7:00pm	Oct/11 7:00pm HLKU
111	111_6.dat	6	111	3	Filter 8: 620 H-LKU+no TRP	DiKU-Trp	10-12	9:30pm	H-LKU+no TRP
111	111_6.dat	6	111	3	Filter 8: 620 H-LKU+TRP	DiKU+Trp	10-12	9:30pm	H-LKU+TRP
111	111_6.dat	6	111	3	Filter 8: 620 Oct/12 9:30pm HLKU	HLKU	10-12	9:30pm	Oct/12 9:30pm HLKU
111_1	111_1.dat	1	111	4	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-15	11:30pm	H-LKU+noTRP
111_1	111_1.dat	1	111	4	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-15	11:30pm	H-LKU+trp
111_1	111_1.dat	1	111	4	Filter 8: 620 Jan/15 11:30pm HLKU	HLKU	01-15	11:30pm	Jan/15 11:30pm HLKU
111_1	111_2.dat	2	111	4	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-26	10:45am	H-LKU+noTRP
111_1	111_2.dat	2	111	4	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-26	10:45am	H-LKU+trp
111_1	111_2.dat	2	111	4	Filter 8: 620 Jan/26 10:45am HLKU	HLKU	01-26	10:45am	Jan/26 10:45am HLKU
111_1	111_3.dat	3	111	4	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-27	1:00am	H-LKU+noTRP
111_1	111_3.dat	3	111	4	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-27	1:00am	H-LKU+trp
111_1	111_3.dat	3	111	4	Filter 8: 620 Jan/27 1:00am HLKU	HLKU	01-27	1:00am	Jan/27 1:00am HLKU
111_1	111_4.dat	4	111	4	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-27	11:45pm	H-LKU+noTRP
111_1	111_4.dat	4	111	4	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-27	11:45pm	H-LKU+trp
111_1	111_4.dat	4	111	4	Filter 8: 620 Jan/27 11:45pm HLKU	HLKU	01-27	11:45pm	Jan/27 11:45pm HLKU
111_1	111_5.dat	5	111	4	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-28	10:30pm	H-LKU+noTRP
111_1	111_5.dat	5	111	4	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-28	10:30pm	H-LKU+trp
111_1	111_5.dat	5	111	4	Filter 8: 620 Jan/28 10:30pm HLKU	HLKU	01-28	10:30pm	Jan/28 10:30pm HLKU
112	112_1.dat	1	112	3	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-06	6:40pm	H-LKU+no Trp
112	112_1.dat	1	112	3	Filter 8: 620 H-LKU+Trp	DiKU+Trp	10-06	6:40pm	H-LKU+Trp
112	112_1.dat	1	112	3	Filter 8: 620 Oct/06 6:40pm HLKU	HLKU	10-06	6:40pm	Oct/06 6:40pm HLKU
112	112_2.dat	2	112	3	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-09	10:00am	H-LKU+no Trp
112	112_2.dat	2	112	3	Filter 8: 620 H-LKU+trp	DiKU+Trp	10-09	10:00am	H-LKU+trp
112	112_2.dat	2	112	3	Filter 8: 620 Oct/09 10:00am HLKU	HLKU	10-09	10:00am	Oct/09 10:00am HLKU
112	112_3.dat	3	112	3	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-09	12:00pm	H-LKU+no Trp
112	112_3.dat	3	112	3	Filter 8: 620 H-LKU+Trp	DiKU+Trp	10-09	12:00pm	H-LKU+Trp
112	112_3.dat	3	112	3	Filter 8: 620 Oct/09 12:00pm HLKU	HLKU	10-09	12:00pm	Oct/09 12:00pm HLKU
112	112_4.dat	4	112	3	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-10	7:00pm	H-LKU+no Trp
112	112_4.dat	4	112	3	Filter 8: 620 H-LKU+trp	DiKU+Trp	10-10	7:00pm	H-LKU+trp
112	112_4.dat	4	112	3	Filter 8: 620 Oct/10 7:00pm HLKU	HLKU	10-10	7:00pm	Oct/10 7:00pm HLKU
112	112_5.dat	5	112	3	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-11	7:00pm	H-LKU+no Trp
112	112_5.dat	5	112	3	Filter 8: 620 H-LKU+trp	DiKU+Trp	10-11	7:00pm	H-LKU+trp
112	112_5.dat	5	112	3	Filter 8: 620 Oct/11 7:00pm HLKU	HLKU	10-11	7:00pm	Oct/11 7:00pm HLKU
112	112_6.dat	6	112	3	Filter 8: 620 H-LKU+no TRP	DiKU-Trp	10-12	9:30pm	H-LKU+no TRP
112	112_6.dat	6	112	3	Filter 8: 620 H-LKU+TRP	DiKU+Trp	10-12	9:30pm	H-LKU+TRP
112	112_6.dat	6	112	3	Filter 8: 620 Oct/12 9:30pm HLKU	HLKU	10-12	9:30pm	Oct/12 9:30pm HLKU
112_1	112_1.dat	1	112	4	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-25	11:30pm	H-LKU+noTRP
112_1	112_1.dat	1	112	4	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-25	11:30pm	H-LKU+trp
112_1	112_1.dat	1	112	4	Filter 8: 620 Jan/25 11:30pm HLKU	HLKU	01-25	11:30pm	Jan/25 11:30pm HLKU
112_1	112_2.dat	2	112	4	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-26	10:40am	H-LKU+noTRP
112_1	112_2.dat	2	112	4	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-26	10:40am	H-LKU+trp
112_1	112_2.dat	2	112	4	Filter 8: 620 Jan/26 10:40am HLKU	HLKU	01-26	10:40am	Jan/26 10:40am HLKU
112_1	112_3.dat	3	112	4	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-27	1:00am	H-LKU+noTRP
112_1	112_3.dat	3	112	4	Filter 8: 620 H-LKU+TRP	DiKU+Trp	01-27	1:00am	H-LKU+TRP
112_1	112_3.dat	3	112	4	Filter 8: 620 Jan/27 1:00am HLKU	HLKU	01-27	1:00am	Jan/27 1:00am HLKU
112_1	112_4.dat	4	112	4	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-27	11:45pm	H-LKU+noTRP
112_1	112_4.dat	4	112	4	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-27	11:45pm	H-LKU+trp
112_1	112_4.dat	4	112	4	Filter 8: 620 Jan/27 11:45pm HLKU	HLKU	01-27	11:45pm	Jan/27 11:45pm HLKU
112_1	112_5.dat	5	112	4	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-28	10:30pm	H-LKU+noTRP
112_1	112_5.dat	5	112	4	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-28	10:30pm	H-LKU+trp
112_1	112_5.dat	5	112	4	Filter 8: 620 Jan/28 10:30pm HLKU	HLKU	01-28	10:30pm	Jan/28 10:30pm HLKU
113	113_1.dat	1	113	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-14	11:30pm	H-LKU+no Trp
113	113_1.dat	1	113	2	Filter 8: 620	DiKU+Trp	10-14	11:30pm	
113	113_1.dat	1	113	2	Filter 8: 620 Oct./14 11:30pm HLKU	HLKU	10-14	11:30pm	Oct./14 11:30pm HLKU
113	113_2.dat	2	113	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-15	12:00pm	H-LKU+no Trp
113	113_2.dat	2	113	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	10-15	12:00pm	H-LKU+trp
113	113_2.dat	2	113	2	Filter 8: 620 Oct/15 12:00pm HLKU	HLKU	10-15	12:00pm	Oct/15 12:00pm HLKU
113	113_3.dat	3	113	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-15	12:30am	H-LKU+no Trp
113	113_3.dat	3	113	2	Filter 8: 620 H-LKU+Trp	DiKU+Trp	10-15	12:30am	H-LKU+Trp
113	113_3.dat	3	113	2	Filter 8: 620 Oct/15 12:30am HLKU	HLKU	10-15	12:30am	Oct/15 12:30am HLKU
113	113_4.dat	4	113	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-16	12:30pm	H-LKU+no Trp
113	113_4.dat	4	113	2	Filter 8: 620 H-LKU+Trp	DiKU+Trp	10-16	12:30pm	H-LKU+Trp
113	113_4.dat	4	113	2	Filter 8: 620 Oct/16 12:30pm HLKU	HLKU	10-16	12:30pm	Oct/16 12:30pm HLKU
113	113_5.dat	5	113	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-17	12:00pm	H-LKU+no Trp
113	113_5.dat	5	113	2	Filter 8: 620	DiKU+Trp	10-17	12:00pm	
113	113_5.dat	5	113	2	Filter 8: 620 Oct/17 12:00pm HLKU	HLKU	10-17	12:00pm	Oct/17 12:00pm HLKU
113	113_6.dat	6	113	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-18	1:00am	H-LKU+no Trp
113	113_6.dat	6	113	2	Filter 8: 620 H-LKU+TRp	DiKU+Trp	10-18	1:00am	H-LKU+TRp
113	113_6.dat	6	113	2	Filter 8: 620 Oct/18 1:00am HLKU	HLKU	10-18	1:00am	Oct/18 1:00am HLKU
114	114_1.dat	1	114	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-14	11:30pm	H-LKU+no Trp
114	114_1.dat	1	114	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	10-14	11:30pm	H-LKU+trp
114	114_1.dat	1	114	2	Filter 8: 620 Oct/14 11:30pm HLKU	HLKU	10-14	11:30pm	Oct/14 11:30pm HLKU
114	114_2.dat	2	114	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-15	12:30pm	H-LKU+no Trp
114	114_2.dat	2	114	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	10-15	12:30pm	H-LKU+trp
114	114_2.dat	2	114	2	Filter 8: 620 Oct/15 12:30pm HLKU	HLKU	10-15	12:30pm	Oct/15 12:30pm HLKU
114	114_3.dat	3	114	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-15	12:30am	H-LKU+no Trp
114	114_3.dat	3	114	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	10-15	12:30am	H-LKU+trp
114	114_3.dat	3	114	2	Filter 8: 620 Oct/15 12:30am HLKU	HLKU	10-15	12:30am	Oct/15 12:30am HLKU
114	114_4.dat	4	114	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-16	12:30pm	H-LKU+no Trp
114	114_4.dat	4	114	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	10-16	12:30pm	H-LKU+trp
114	114_4.dat	4	114	2	Filter 8: 620 Oct/16 12:30pm HLKU	HLKU	10-16	12:30pm	Oct/16 12:30pm HLKU
114	114_5.dat	5	114	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-17	12:00pm	H-LKU+no Trp
114	114_5.dat	5	114	2	Filter 8: 620	DiKU+Trp	10-17	12:00pm	
114	114_5.dat	5	114	2	Filter 8: 620 Oct/17 12:00pm HLKU	HLKU	10-17	12:00pm	Oct/17 12:00pm HLKU
114	114_6.dat	6	114	2	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-18	1:00am	H-LKU+no Trp
114	114_6.dat	6	114	2	Filter 8: 620 H-LKU+trp	DiKU+Trp	10-18	1:00am	H-LKU+trp
114	114_6.dat	6	114	2	Filter 8: 620 Oct/18 1:00am HLKU	HLKU	10-18	1:00am	Oct/18 1:00am HLKU
115	115_1.dat	1	115	4	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-23	5:00pm	H-LKU+no Trp
115	115_1.dat	1	115	4	Filter 8: 620 H-LKU+TRp	DiKU+Trp	10-23	5:00pm	H-LKU+TRp
115	115_1.dat	1	115	4	Filter 8: 620 OCT/23 5:00pm HLKU	HLKU	10-23	5:00pm	OCT/23 5:00pm HLKU
115	115_2.dat	2	115	4	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-24	9:00pm	H-LKU+no Trp
115	115_2.dat	2	115	4	Filter 8: 620 H-LKU+Trp	DiKU+Trp	10-24	9:00pm	H-LKU+Trp
115	115_2.dat	2	115	4	Filter 8: 620 Oct/24 9:00pm HLKU	HLKU	10-24	9:00pm	Oct/24 9:00pm HLKU
115	115_3.dat	3	115	4	Filter 8: 620 DiKU-Trp %Updated by AB to make unique (2013-06-10)	DiKU-Trp	10-25	9:00pm	
115	115_3.dat	3	115	4	Filter 8: 620 DiKU+Trp % Updated by AB to make unique (2013-06-10)	DiKU+Trp	10-25	9:00pm	
115	115_3.dat	3	115	4	Filter 8: 620 OCT/25 9:00pm HLKU	HLKU	10-25	9:00pm	OCT/25 9:00pm HLKU
115_1	115_1.dat	1	115	5	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-23	5:00pm	H-LKU+no Trp
115_1	115_1.dat	1	115	5	Filter 8: 620 H-LKU+TRp	DiKU+Trp	10-23	5:00pm	H-LKU+TRp
115_1	115_1.dat	1	115	5	Filter 8: 620 OCT/23 5:00pm HLKU	HLKU	10-23	5:00pm	OCT/23 5:00pm HLKU
115_1	115_2.dat	2	115	5	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-24	9:00pm	H-LKU+no Trp
115_1	115_2.dat	2	115	5	Filter 8: 620 H-LKU+Trp	DiKU+Trp	10-24	9:00pm	H-LKU+Trp
115_1	115_2.dat	2	115	5	Filter 8: 620 Oct/24 9:00pm HLKU	HLKU	10-24	9:00pm	Oct/24 9:00pm HLKU
115_1	115_3.dat	3	115	5	Filter 8: 620 DiKU-Trp %Updated by AB to make unique (2013-06-10)	DiKU-Trp	10-25	9:00pm	
115_1	115_3.dat	3	115	5	Filter 8: 620 DiKU+Trp % Updated by AB to make unique (2013-06-10)	DiKU+Trp	10-25	9:00pm	
115_1	115_3.dat	3	115	5	Filter 8: 620 OCT/25 9:00pm HLKU	HLKU	10-25	9:00pm	OCT/25 9:00pm HLKU
115_1	115_4.dat	4	115	5	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-26	5:00pm	H-LKU+no Trp
115_1	115_4.dat	4	115	5	Filter 8: 620 H-LKU+trp	DiKU+Trp	10-26	5:00pm	H-LKU+trp
115_1	115_4.dat	4	115	5	Filter 8: 620 Oct/26 5:00pm HLKU	HLKU	10-26	5:00pm	Oct/26 5:00pm HLKU
115_1	115_5.dat	5	115	5	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-27	6:00pm	H-LKU+no Trp
115_1	115_5.dat	5	115	5	Filter 8: 620 H-LKU+trp	DiKU+Trp	10-27	6:00pm	H-LKU+trp
115_1	115_5.dat	5	115	5	Filter 8: 620 Oct/27 6:00pm HLKU	HLKU	10-27	6:00pm	Oct/27 6:00pm HLKU
115_2	115_1.dat	1	115	6	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-25	11:30pm	H-LKU+noTRP
115_2	115_1.dat	1	115	6	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-25	11:30pm	H-LKU+trp
115_2	115_1.dat	1	115	6	Filter 8: 620 Jan/25 11:30pm HLKU	HLKU	01-25	11:30pm	Jan/25 11:30pm HLKU
115_2	115_2.dat	2	115	6	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-26	10:45am	H-LKU+noTRP
115_2	115_2.dat	2	115	6	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-26	10:45am	H-LKU+trp
115_2	115_2.dat	2	115	6	Filter 8: 620 Jan/26 10:45am HLKU	HLKU	01-26	10:45am	Jan/26 10:45am HLKU
115_2	115_3.dat	3	115	6	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-27	1:00am	H-LKU+noTRP
115_2	115_3.dat	3	115	6	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-27	1:00am	H-LKU+trp
115_2	115_3.dat	3	115	6	Filter 8: 620 Jan/27 1:00am HLKU	HLKU	01-27	1:00am	Jan/27 1:00am HLKU
115_2	115_4.dat	4	115	6	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-27	11:45pm	H-LKU+noTRP
115_2	115_4.dat	4	115	6	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-27	11:45pm	H-LKU+trp
115_2	115_4.dat	4	115	6	Filter 8: 620 Jan/27 11:45pm HLKU	HLKU	01-27	11:45pm	Jan/27 11:45pm HLKU
115_2	115_5.dat	5	115	6	Filter 8: 620 H-LKU+noTRP	DiKU-Trp	01-28	10:30pm	H-LKU+noTRP
115_2	115_5.dat	5	115	6	Filter 8: 620 H-LKU+trp	DiKU+Trp	01-28	10:30pm	H-LKU+trp
115_2	115_5.dat	5	115	6	Filter 8: 620 Jan/28 10:30pm HLKU	HLKU	01-28	10:30pm	Jan/28 10:30pm HLKU
116	116_1.dat	1	116	4	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-13	5:00pm	H-LKU+no Trp
116	116_1.dat	1	116	4	Filter 8: 620 H-LKU+trp	DiKU+Trp	10-13	5:00pm	H-LKU+trp
116	116_1.dat	1	116	4	Filter 8: 620 Oct/13 5:00pm HLKU	HLKU	10-13	5:00pm	Oct/13 5:00pm HLKU
116	116_2.dat	2	116	4	Filter 8: 620 H-LKU+ no Trp	DiKU-Trp	10-24	9:00pm	H-LKU+ no Trp
116	116_2.dat	2	116	4	Filter 8: 620 H-LKU+trp	DiKU+Trp	10-24	9:00pm	H-LKU+trp
116	116_2.dat	2	116	4	Filter 8: 620 Oct/24 9:00pm HLKU	HLKU	10-24	9:00pm	Oct/24 9:00pm HLKU
116	116_3.dat	3	116	4	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-25	9:00pm	H-LKU+no Trp
116	116_3.dat	3	116	4	Filter 8: 620	DiKU+Trp	10-25	9:00pm	
116	116_3.dat	3	116	4	Filter 8: 620 Oct/25 9:00pm HLKU	HLKU	10-25	9:00pm	Oct/25 9:00pm HLKU
116_1	116_1.dat	1	116	5	Filter 8: 620 H-LKU+no Trp	DiKU-Trp	10-13	5:00pm	H-LKU+no Trp
116_1	116_1.dat	1	116	5	Filter 8: 620 H-LKU+trp	DiKU+Trp	10-13	5:00pm	H-LKU+trp
116_1	116_1.dat	1	116	5	Filter 8: 620 Oct/13 5:00pm HLKU	HLKU	10-13	5:00pm	Oct/13 5:00pm HLKU
