ORF	hom | growth (relative abundance in pooled culture) | MUC7 peptide [5 uM], time [24 h] | Lis M~Bobek LA, 2009	hom | growth (relative abundance in pooled culture) | MUC7 peptide [5 uM], time [48 h] | Lis M~Bobek LA, 2009
YDR291W	-0.262	0.454
YDR293C	-0.172	-0.265
YDR294C	-0.032	-0.864
YDR295C	0.079	-0.124
YDR296W	-0.239	-0.174
YDR297W	-0.178	0.366
YDR298C	-0.754	-0.389
YDR300C	-0.565	-1.632
YDR304C	0.056	-0.457
YDR305C	-0.180	-0.383
YDR306C	0.307	-0.002
YDR307W	0.188	-0.144
YDR309C	0.095	-0.493
YDR310C	0.317	1.345
YDR312W	-0.070	-0.658
YDR313C	0.242	-0.182
YDR314C	0.706	0.004
YDR315C	-0.056	-0.193
YDR316W	0.235	-0.481
YDR317W	-0.318	-1.400
YDR318W	0.129	0.084
YDR319C	0.057	0.141
YDR320C	-1.410	-1.541
YDR321W	0.219	0.840
YDR322W	-0.134	-0.313
YDR323C	-0.796	-2.620
YDR326C	0.163	1.167
YDR329C	0.502	0.418
YDR330W	-0.067	0.014
YDR332W	0.211	-0.197
YDR333C	-0.546	0.389
YDR334W	-0.691	-0.158
YDR335W	0.701	-0.826
YDR336W	0.488	0.188
YDR337W	0.063	0.685
YDR338C	-0.521	-0.101
YDR340W	-0.417	-0.274
YDR344C	0.028	0.249
YDR345C	-0.050	0.340
YDR346C	0.287	1.626
YDR347W	0.037	-0.208
YDR348C	0.148	0.053
YDR349C	-0.103	0.082
YDR350C	0.744	-0.257
YDR351W	0.243	0.092
YDR352W	0.392	0.256
YDR354W	0.903	0.520
YDR357C	-0.004	-0.120
YDR358W	0.420	0.210
YDR359C	0.670	0.099
YDR360W	-0.778	-0.127
YDR363W	0.092	0.087
YDR363W-A	-0.495	-0.948
YDR364C	-0.005	-0.078
YDR368W	0.632	0.152
YDR369C	0.304	0.045
YDR370C	0.547	0.033
YDR371W	0.007	-0.204
YDR372C	-0.052	-0.698
YDR374C	0.013	0.168
YDR375C	-0.848	0.134
YDR377W	-0.486	-0.187
YDR378C	0.949	-0.126
YDR379W	0.155	0.175
YDR380W	0.600	0.167
YDR382W	-0.063	0.188
YDR383C	0.335	-0.141
YDR384C	0.132	0.282
YDR385W	0.300	-0.560
YDR386W	0.622	0.291
YDR387C	0.384	0.210
YDR388W	0.858	-0.376
YDR389W	-1.459	-1.638
YDR391C	-0.080	-0.457
YDR392W	-0.528	-0.106
YDR393W	0.015	0.357
YDR395W	0.031	0.136
YDR399W	0.515	-0.072
YDR400W	0.130	0.260
YDR401W	-0.139	-0.178
YDR402C	-0.164	-0.269
YDR403W	0.413	0.078
YDR405W	-0.515	-0.412
YDR406W	0.470	-0.110
YDR409W	0.981	0.759
YDR411C	0.069	0.137
YDR414C	-2.194	-3.473
YDR415C	-0.117	-0.302
YDR417C	-0.048	0.837
YDR418W	0.330	0.108
YDR419W	-0.087	0.182
YDR420W	0.815	0.263
YDR421W	0.273	0.094
YDR422C	0.123	0.279
YDR423C	-0.268	0.093
YDR424C	-0.131	0.109
YDR425W	0.002	0.307
YDR426C	0.691	0.039
YDR428C	0.149	-0.197
YDR430C	0.396	-0.116
YDR431W	-0.058	0.002
YDR432W	-0.064	-0.114
YDR433W	-0.277	-0.283
YDR435C	0.089	-0.811
YDR436W	0.243	0.457
YDR438W	0.154	-0.173
YDR439W	-0.322	-0.451
YDR440W	0.138	0.392
YDR441C	0.175	0.193
YDR442W	0.230	-0.761
YDR443C	-0.998	-2.521
YDR444W	-0.123	0.136
YDR445C	0.372	0.132
YDR446W	-0.132	-0.045
YDR447C	0.014	0.282
YDR448W	0.374	-0.088
YDR450W	0.487	0.058
YDR451C	-0.196	-0.343
YDR452W	0.490	0.624
YDR453C	-0.043	0.321
YDR455C	-1.261	-0.782
YDR456W	-0.096	-0.098
YDR457W	-0.332	-0.491
YDR458C	0.137	0.020
YDR459C	0.140	0.083
YDR461W	0.173	-0.114
YDR462W	0.080	-0.150
YDR463W	0.617	1.306
YDR465C	0.410	0.425
YDR466W	0.580	0.463
YDR467C	-0.102	0.562
YDR469W	0.412	0.030
YDR470C	0.307	0.002
YDR471W	-0.327	0.145
YDR474C	-0.063	0.127
YDR476C	0.093	0.222
YDR477W	-0.716	-0.298
YDR479C	-0.240	-0.369
YDR480W	-0.082	0.043
YDR481C	0.186	0.046
YDR482C	0.570	0.640
YDR483W	-0.087	-0.294
YDR484W	0.379	-0.900
YDR485C	0.417	0.402
YDR486C	-0.819	-0.392
YDR488C	0.346	-0.178
YDR490C	0.193	0.600
YDR491C	-0.393	0.160
YDR492W	0.504	0.286
YDR493W	0.252	-0.098
YDR494W	0.281	-0.232
YDR495C	-1.392	-2.194
YDR496C	-0.067	0.790
YDR497C	0.265	-0.419
YDR500C	-1.011	-0.251
YDR501W	0.571	0.168
YDR502C	0.203	0.028
YDR503C	0.184	0.108
YDR504C	0.098	0.362
YDR505C	-0.436	1.026
YDR506C	0.534	0.104
YDR507C	-0.217	-0.275
YDR508C	-0.149	0.333
YDR509W	0.023	0.920
YDR511W	-0.413	-0.009
YDR512C	-0.221	-0.103
YDR513W	0.378	0.291
YDR514C	0.610	0.290
YDR515W	0.385	0.199
YDR516C	0.085	1.818
YDR517W	0.105	-0.095
YDR518W	-0.279	-0.563
YDR519W	0.245	0.260
YDR520C	-0.349	1.282
YDR521W	0.297	1.236
YDR522C	0.039	-0.434
YDR523C	-0.248	0.108
YDR524C	-0.170	-0.116
YDR525W	-1.418	-0.990
YDR525W-A	0.339	0.167
YDR528W	-0.161	-0.071
YDR529C	-0.219	0.261
YDR530C	0.182	0.031
YDR532C	-0.274	-0.455
YDR533C	-0.819	0.219
YDR534C	-0.200	-0.061
YDR535C	-0.328	0.019
YDR537C	0.003	-0.895
YDR538W	-0.101	-0.080
YDR539W	0.069	0.133
YDR540C	0.344	0.801
YDR541C	0.070	0.072
YEL001C	-0.051	0.299
YEL003W	-0.692	-0.581
YEL004W	0.564	-0.063
YEL005C	-0.474	-0.188
YEL006W	0.147	0.176
YEL007W	-0.115	-0.078
YEL008W	0.171	-0.158
YEL009C	0.103	0.263
YEL010W	0.091	0.322
YEL011W	0.219	0.113
YEL012W	0.089	0.828
YEL013W	-0.049	0.124
YEL014C	0.245	0.798
YEL015W	-0.020	0.915
YEL016C	0.868	0.300
YEL017C-A	0.063	-0.394
YEL017W	0.328	0.119
YEL018W	-0.060	-0.411
YEL020C	0.105	0.089
YEL023C	0.166	0.489
YEL024W	0.091	-0.560
YEL025C	0.141	0.544
YEL027W	-0.181	-0.277
YEL028W	0.927	0.267
YEL029C	0.535	-0.464
YEL030W	0.432	0.399
YEL031W	-0.358	-0.302
YEL033W	-1.221	-0.823
YEL036C	0.097	0.016
YEL037C	0.466	-0.100
YEL038W	0.466	0.268
YEL039C	0.508	0.260
YEL040W	-0.230	-0.226
YEL041W	0.007	0.178
YEL042W	-0.140	0.166
YEL043W	-0.438	-1.067
YEL044W	0.049	0.159
YEL045C	-0.544	-0.576
YEL046C	0.086	0.046
YEL047C	0.032	-0.053
YEL048C	0.255	-0.777
YEL049W	0.682	0.135
YEL050C	0.268	0.133
YEL051W	0.544	-0.054
YEL052W	0.499	0.330
YEL053C	0.132	0.120
YEL054C	-0.733	0.532
YEL056W	0.249	0.210
YEL057C	0.515	0.097
YEL059W	-0.000	-0.171
YEL060C	0.422	0.382
YEL061C	-0.241	0.738
YEL062W	-1.167	-1.916
YEL063C	0.593	0.201
YEL064C	0.061	-0.078
YEL065W	0.229	0.053
YEL066W	0.464	-0.168
YEL067C	-0.024	0.342
YEL068C	0.424	-0.075
YEL071W	0.347	0.274
YER001W	-0.427	-0.457
YER002W	-0.140	-0.382
YER004W	0.239	0.168
YER005W	-0.001	0.284
YER007C-A	0.418	1.161
YER007W	-0.138	-0.077
YER011W	0.074	0.046
YER014C-A	-0.005	0.014
YER017C	0.163	0.072
YER019C-A	-0.149	-0.088
YER019W	0.463	0.112
YER020W	0.159	0.377
YER024W	-0.061	0.064
YER027C	-0.157	0.168
YER028C	-0.205	-0.027
YER030W	-0.180	0.196
YER031C	-0.019	-0.446
YER032W	0.500	0.121
YER033C	0.255	0.250
YER034W	0.325	0.079
YER037W	0.084	0.171
YER039C	-0.131	-0.170
YER039C-A	0.175	0.058
YER040W	0.457	0.289
YER041W	-0.505	-1.516
YER042W	-0.358	-0.009
YER044C	-0.200	-0.700
YER044C-A	0.032	0.063
YER045C	0.454	-0.010
YER046W	0.185	0.351
YER047C	0.402	0.763
YER048C	-0.174	-0.633
YER049W	0.325	-0.078
YER050C	-0.347	0.575
YER051W	-0.132	0.315
YER053C	0.232	0.154
YER055C	0.091	0.159
YER056C	0.545	0.154
YER056C-A	0.040	-0.178
YER057C	0.100	-0.004
YER058W	-0.299	-0.424
YER059W	-0.036	0.384
YER060W	-0.167	-0.880
YER060W-A	-0.132	0.121
YER062C	0.038	-0.232
YER063W	-0.232	-0.089
YER064C	-0.003	0.166
YER065C	-0.329	-0.153
YER066C-A	0.769	0.092
YER066W	-0.048	0.050
YER067W	0.475	0.644
YER068W	-0.033	-0.073
YER071C	0.048	0.175
YER072W	0.094	-0.843
YER073W	0.308	0.462
YER074W	-0.556	-1.271
YER075C	0.359	0.179
YER077C	-0.939	-0.106
YER078C	0.328	-0.266
YER079W	0.299	0.388
YER080W	0.179	0.155
YER081W	0.077	0.113
YER083C	-0.494	-0.158
YER084W	0.349	0.953
YER085C	-0.113	0.086
YER087C-A	-0.005	-0.004
YER087W	-1.352	-0.368
YER088C	0.241	0.040
YER089C	0.022	-0.094
YER091C-A	0.416	0.446
YER092W	0.123	0.550
YER093C-A	0.437	0.070
YER095W	1.046	-0.252
YER096W	0.206	0.091
YER097W	0.120	0.105
YER098W	-0.167	0.225
YER101C	-0.360	-0.255
YER103W	0.399	-0.061
YER106W	0.089	0.158
YER108C	0.886	0.248
YER109C	-0.445	-0.112
YER110C	-0.121	-1.216
YER111C	0.110	-0.212
YER113C	0.129	0.023
YER114C	0.538	-0.184
YER115C	0.030	-0.071
YER116C	0.419	-0.045
YER117W	0.250	1.010
YER118C	-0.053	-0.382
YER119C	0.033	0.113
YER119C-A	-0.192	-0.743
YER120W	0.286	0.119
YER121W	0.365	0.249
YER122C	-0.539	0.051
YER123W	-1.058	0.163
YER124C	0.195	0.020
YER128W	0.517	0.448
YER129W	0.395	0.436
YER130C	-0.010	-0.539
YER131W	0.277	0.398
YER132C	-0.157	0.283
YER134C	-0.185	-0.445
YER135C	0.152	-0.009
YER137C	-0.345	-0.272
YER139C	-1.737	0.237
YER140W	0.102	0.151
YER141W	-0.455	-0.233
YER142C	0.009	0.040
YER143W	-0.058	-0.551
YER144C	-0.013	0.502
YER145C	-0.417	-0.368
YER149C	0.116	0.419
YER150W	-0.015	-0.161
YER151C	-1.678	-2.136
YER152C	-0.139	-0.419
YER153C	-0.467	-0.021
YER154W	-1.808	-1.948
YER155C	-0.618	-0.767
YER156C	0.109	0.049
YER158C	0.069	0.263
YER161C	0.517	0.087
YER162C	-0.167	-0.305
YER163C	-0.020	-0.584
YER164W	0.684	0.833
YER166W	-0.354	-0.256
YER167W	-0.382	-0.642
YER169W	0.277	-0.050
YER170W	0.090	0.350
YER173W	-0.113	0.033
YER174C	0.873	2.496
YER175C	0.003	0.428
YER176W	0.406	0.415
YER177W	-0.373	0.173
YER178W	-0.740	0.068
YER179W	0.280	0.066
YER180C	0.351	-0.204
YER181C	-0.080	-0.253
YER182W	-0.728	-0.010
YER183C	-0.692	-0.575
YER184C	0.542	0.326
YER185W	-0.238	-0.304
YER186C	0.090	-0.391
YER187W	-0.337	-0.256
YER188W	0.033	0.123
YFL001W	0.330	-0.126
YFL003C	0.130	0.249
YFL004W	-0.059	0.339
YFL006W	-0.118	-0.379
YFL007W	-0.537	-0.587
YFL010C	0.110	0.507
YFL010W-A	-0.140	0.256
YFL011W	-0.012	0.101
YFL012W	0.053	0.439
YFL013C	0.369	0.243
YFL013W-A	0.032	-0.238
YFL014W	-0.182	0.346
YFL015C	0.041	0.158
YFL016C	-0.092	-0.204
YFL018C	-0.245	0.440
YFL019C	0.172	0.243
YFL020C	-0.018	0.391
YFL021W	0.118	0.069
YFL023W	0.048	0.167
YFL025C	-0.459	-0.446
YFL027C	-0.042	0.243
YFL028C	0.238	0.010
YFL030W	-0.342	-0.212
YFL031W	-0.054	0.283
YFL032W	0.074	0.198
YFL033C	0.065	-1.201
YFL034C-A	0.044	0.063
YFL034W	0.568	0.051
YFL035C-B	-0.235	-0.243
YFL036W	0.290	0.515
YFL040W	0.470	0.223
YFL041W	-0.183	0.030
YFL042C	0.246	0.143
YFL043C	0.032	-0.284
YFL044C	-0.292	-0.253
YFL046W	0.194	0.305
YFL047W	-0.184	0.492
YFL048C	-0.121	-0.087
YFL049W	-0.215	-0.540
YFL050C	0.031	-0.006
YFL051C	-0.154	-0.018
YFL052W	-0.334	0.426
YFL053W	0.357	0.078
YFL054C	0.069	0.145
YFL055W	0.195	0.130
YFL056C	0.405	1.230
YFL063W	-0.486	0.294
YFR001W	0.066	-0.153
YFR006W	0.258	0.175
YFR007W	-0.121	-1.177
YFR008W	0.344	-0.031
YFR009W	0.092	0.371
YFR010W	0.331	0.455
YFR011C	-0.108	0.112
YFR012W	-0.153	0.463
YFR013W	0.176	0.113
YFR014C	0.051	0.034
YFR015C	-0.351	0.126
YFR016C	0.136	0.162
YFR017C	0.449	0.655
YFR018C	1.022	0.269
YFR019W	0.081	-0.171
YFR020W	0.022	0.290
YFR021W	0.314	0.004
YFR022W	0.242	0.224
YFR023W	0.374	0.226
YFR024C	-0.172	-0.139
YFR024C-A	-0.248	-0.107
YFR025C	-0.008	0.026
YFR026C	-0.016	-0.026
YFR030W	0.328	0.082
YFR031C-A	0.269	-0.648
YFR032C	0.345	0.373
YFR032C-A	0.325	0.157
YFR033C	0.133	0.075
YFR034C	-0.421	-0.278
YFR035C	0.264	0.460
YFR036W	0.271	1.013
YFR038W	0.182	0.155
YFR039C	0.876	0.832
YFR040W	-0.355	0.614
YFR041C	0.550	0.446
YFR043C	0.237	0.381
YFR044C	0.061	0.249
YFR045W	0.454	0.754
YFR046C	0.106	-0.093
YFR047C	-0.650	-0.308
YFR048W	-1.280	-0.655
YFR049W	0.133	0.403
YFR053C	0.032	-0.182
YFR054C	0.194	-0.272
YFR055W	0.337	0.135
YFR056C	-0.090	0.083
YFR057W	0.358	0.166
YGL002W	0.723	0.536
YGL003C	0.225	-0.023
YGL004C	0.629	0.080
YGL005C	0.365	0.580
YGL006W	0.165	0.251
YGL007W	-0.164	-0.772
YGL010W	0.151	-0.189
YGL012W	-0.164	-0.271
YGL013C	0.320	0.621
YGL014W	0.028	-0.418
YGL015C	0.209	0.026
YGL016W	-0.057	0.098
YGL017W	-0.030	0.183
YGL019W	-1.696	-0.416
YGL020C	-0.163	-0.019
YGL021W	0.434	0.067
YGL023C	-0.461	-0.081
YGL025C	-0.595	-0.587
YGL027C	0.195	0.204
YGL028C	-0.089	0.164
YGL031C	-0.509	-0.131
YGL032C	-0.037	0.310
YGL033W	-0.138	-0.040
YGL034C	-0.488	-0.313
YGL035C	-0.527	-1.017
YGL036W	0.147	0.048
YGL037C	0.051	0.079
YGL038C	-0.145	0.010
YGL039W	0.194	0.130
YGL041C	-0.261	-0.127
YGL042C	0.144	0.571
YGL043W	0.522	0.511
YGL045W	-3.747	-4.593
YGL049C	0.096	0.109
YGL050W	0.323	0.534
YGL051W	-0.315	-0.137
YGL053W	-0.191	0.180
YGL054C	0.153	-0.469
YGL056C	0.004	0.089
YGL057C	0.490	0.337
YGL058W	0.058	-0.140
YGL059W	-0.313	0.297
YGL060W	0.121	-0.113
YGL062W	0.190	0.376
YGL063W	-0.271	0.142
YGL064C	0.015	-0.328
YGL066W	0.272	-0.136
YGL067W	0.342	0.129
YGL070C	0.130	-0.103
YGL071W	-0.993	-1.410
YGL072C	0.097	-0.311
YGL076C	0.077	0.373
YGL077C	0.486	-0.079
YGL078C	-1.242	0.533
YGL079W	-0.665	-0.610
YGL080W	0.127	0.095
YGL081W	0.039	0.255
YGL082W	-0.685	0.251
YGL083W	-0.278	0.177
YGL084C	-1.132	-0.567
YGL085W	0.278	-0.101
YGL086W	-0.204	-0.296
YGL087C	-0.447	-0.428
YGL088W	-0.146	0.198
YGL089C	0.074	-0.224
YGL090W	0.329	0.412
YGL094C	-0.612	-0.271
YGL095C	-1.093	-2.323
YGL096W	0.151	0.045
YGL101W	0.099	0.325
YGL104C	0.127	0.265
YGL105W	-0.002	-0.180
YGL107C	-0.007	0.138
YGL108C	0.292	0.098
YGL109W	-0.426	-0.014
YGL110C	-0.192	0.388
YGL114W	0.260	0.349
YGL115W	-0.123	0.382
YGL117W	-0.191	0.154
YGL118C	0.020	0.089
YGL121C	-0.227	0.165
YGL124C	0.055	0.130
YGL125W	-0.353	-0.125
YGL126W	0.059	0.482
YGL127C	-0.240	-0.533
YGL129C	0.055	0.224
YGL131C	-0.213	0.130
YGL132W	-0.030	-0.156
YGL133W	0.196	0.599
YGL135W	0.243	0.181
YGL136C	-0.744	0.011
YGL138C	0.134	0.201
YGL139W	0.328	-0.214
YGL140C	0.148	-0.151
YGL141W	0.347	-0.069
YGL143C	-0.024	0.213
YGL144C	-0.098	-0.081
YGL146C	-0.202	-0.227
YGL147C	-0.027	0.002
YGL148W	-1.490	-0.825
YGL149W	-0.267	0.156
YGL151W	-0.353	0.444
YGL152C	0.696	0.332
YGL153W	0.073	0.022
YGL154C	-0.029	-0.279
YGL156W	0.421	-0.013
YGL157W	-0.738	-0.454
YGL158W	-0.037	-0.004
YGL159W	-0.151	0.078
YGL160W	-0.048	0.292
YGL161C	0.673	0.273
YGL162W	-0.048	-0.086
YGL163C	0.198	0.758
YGL164C	-0.090	0.134
YGL165C	-0.782	-0.113
YGL166W	-0.132	0.334
YGL167C	-0.680	-2.298
YGL168W	-0.463	-1.603
YGL170C	-0.055	0.217
YGL175C	-0.114	-0.285
YGL176C	-0.063	0.161
YGL177W	0.220	-0.269
YGL179C	-0.205	0.017
YGL180W	0.103	0.124
YGL181W	0.082	-0.234
YGL194C	0.161	-0.031
YGL195W	-0.173	-0.188
YGL196W	-0.028	-0.418
YGL197W	0.899	0.158
YGL198W	-0.318	0.302
YGL199C	0.155	-0.128
YGL200C	0.076	0.080
YGL202W	0.180	-0.006
YGL203C	0.163	-0.165
YGL205W	0.023	-0.259
YGL208W	0.149	-0.154
YGL209W	0.006	-0.061
YGL210W	0.007	0.381
YGL211W	-0.183	-1.347
YGL212W	-0.023	-1.038
YGL213C	0.622	0.650
YGL214W	-0.358	1.097
YGL215W	0.665	-0.428
YGL216W	0.523	0.111
YGL217C	-0.310	0.134
YGL218W	-0.612	-0.323
YGL219C	-0.438	-0.688
YGL220W	-0.397	-0.874
YGL221C	0.048	-0.201
YGL222C	0.230	-0.361
YGL224C	0.336	0.310
YGL226C-A	-0.017	-0.226
YGL226W	-0.016	0.001
YGL227W	0.133	0.146
YGL228W	0.557	0.737
YGL229C	0.379	-0.243
YGL230C	-0.171	-0.156
YGL231C	0.069	0.013
YGL232W	0.026	0.612
YGL235W	0.315	-0.282
YGL237C	0.268	0.119
YGL240W	0.414	-0.049
YGL241W	0.420	-0.424
YGL242C	0.230	0.641
YGL243W	0.287	-0.348
YGL244W	0.100	0.023
YGL246C	0.027	-0.104
YGL248W	0.463	0.223
YGL249W	0.262	0.016
YGL250W	-2.356	-3.448
YGL252C	-0.072	-0.049
YGL253W	0.472	1.064
YGL254W	-0.014	-0.030
YGL255W	-0.152	-0.062
YGL256W	0.162	0.078
YGL257C	0.103	0.023
YGL258W	0.020	0.158
YGL259W	-0.050	0.176
YGL260W	0.506	0.304
YGL261C	0.137	0.989
YGL262W	-0.295	0.165
YGL263W	-0.322	-0.196
YGR001C	0.254	0.083
YGR003W	-0.045	0.041
YGR004W	0.265	-0.417
YGR006W	-0.082	-0.241
YGR007W	0.725	0.609
YGR008C	-0.154	0.242
YGR010W	0.168	0.052
YGR011W	-0.209	0.233
YGR012W	0.352	0.538
YGR014W	-0.480	0.003
YGR015C	0.233	0.032
YGR016W	-0.015	-0.068
YGR017W	0.048	0.438
YGR018C	-0.193	0.570
YGR019W	0.315	0.092
YGR020C	-0.104	-0.598
YGR021W	0.009	0.187
YGR022C	0.072	-0.440
YGR023W	-0.055	-0.221
YGR025W	0.460	0.214
YGR026W	-0.194	-0.630
YGR027C	-0.936	-1.525
YGR028W	-0.075	-0.224
YGR031W	-0.505	-0.930
YGR032W	-0.244	0.228
YGR033C	-0.221	-0.036
YGR034W	-0.253	-0.194
YGR035C	-0.245	-0.503
YGR037C	0.207	-0.285
YGR038W	-0.132	-0.074
YGR039W	0.306	0.056
YGR040W	0.213	0.038
YGR041W	0.240	0.488
YGR042W	-0.029	0.148
YGR043C	0.017	0.113
YGR044C	-0.190	-0.180
YGR045C	0.462	0.360
YGR049W	0.172	0.245
YGR050C	-0.446	-0.069
YGR051C	0.439	0.059
YGR052W	-0.109	0.054
YGR053C	-0.483	-0.090
YGR054W	-0.445	0.845
YGR055W	-0.152	0.009
YGR056W	-0.051	-0.017
YGR057C	0.359	0.014
YGR058W	-0.342	0.474
YGR059W	0.060	0.251
YGR062C	-0.093	-0.311
YGR063C	-0.147	-0.062
YGR064W	0.167	-0.027
YGR066C	-0.076	-0.014
YGR067C	-0.424	-0.355
YGR068C	0.109	0.086
YGR069W	-0.027	0.050
YGR070W	-0.420	-0.474
YGR071C	0.478	0.249
YGR072W	-0.047	0.951
YGR076C	0.558	-0.158
YGR077C	0.193	0.187
YGR078C	0.014	-0.250
YGR079W	0.125	-0.243
YGR080W	0.072	-0.065
YGR081C	-0.017	0.135
YGR084C	0.223	0.308
YGR085C	0.139	0.089
YGR086C	-0.062	0.294
YGR087C	0.181	0.025
YGR088W	-0.010	0.010
YGR089W	-0.588	-0.888
YGR092W	0.346	1.548
YGR093W	0.157	0.288
YGR096W	-0.055	-0.140
YGR097W	0.365	0.587
YGR100W	-0.124	-0.249
YGR101W	0.173	-0.279
YGR102C	0.193	0.241
YGR104C	0.367	-0.054
YGR105W	0.078	0.033
YGR106C	-0.540	-1.394
YGR107W	0.135	-0.223
YGR108W	0.056	-0.165
YGR109C	0.106	-0.116
YGR110W	-0.114	-0.291
YGR111W	0.386	0.128
YGR112W	0.262	-0.330
YGR117C	0.123	-0.037
YGR118W	-0.252	-0.113
YGR121C	-0.025	0.286
YGR122C-A	0.351	-0.213
YGR122W	-3.090	-4.005
YGR123C	-0.406	-0.004
YGR124W	-0.083	0.004
YGR125W	-0.122	-0.353
YGR126W	-0.071	0.117
YGR127W	-0.214	-0.310
YGR129W	0.239	0.349
YGR130C	0.244	0.807
YGR131W	-0.146	-0.468
YGR132C	0.145	-0.026
YGR133W	-0.227	-0.135
YGR134W	0.148	-0.048
YGR135W	0.587	-0.131
YGR136W	-0.008	-0.222
YGR137W	0.038	0.004
YGR138C	-0.073	0.367
YGR139W	-0.285	0.023
YGR141W	0.395	0.439
YGR142W	-0.523	-0.003
YGR143W	0.472	0.193
YGR144W	0.108	-0.388
YGR146C	0.053	0.068
YGR148C	0.383	0.346
YGR149W	0.219	0.523
YGR150C	-0.395	0.054
YGR151C	-0.438	-0.166
YGR152C	0.099	0.184
YGR153W	-0.203	0.322
YGR154C	-0.001	0.003
YGR155W	0.159	-0.029
YGR157W	0.148	0.419
YGR159C	-0.449	-0.306
YGR160W	0.100	0.031
YGR161C	-0.145	0.296
YGR162W	-0.075	0.114
YGR163W	0.158	0.083
YGR164W	-0.565	-0.979
YGR165W	0.214	0.035
YGR166W	0.053	-0.096
YGR167W	0.171	-0.165
YGR168C	0.180	0.347
YGR169C	0.311	0.022
YGR170W	-0.249	-0.263
YGR171C	-0.694	-0.622
YGR173W	-0.542	0.119
YGR174C	0.729	0.793
YGR176W	0.218	0.561
YGR177C	0.237	0.237
YGR178C	0.247	0.715
YGR180C	-0.668	-0.576
YGR181W	-0.200	0.331
YGR182C	-0.020	0.175
YGR183C	-0.235	-0.107
YGR184C	-0.042	-0.351
YGR187C	0.157	-0.117
YGR188C	0.193	0.080
YGR189C	0.027	0.035
YGR192C	0.296	0.467
YGR193C	0.437	0.243
YGR194C	-0.187	0.229
YGR196C	-0.165	0.585
YGR197C	-0.055	0.214
YGR199W	0.512	0.393
YGR200C	0.173	0.026
YGR201C	-0.249	0.317
YGR202C	0.464	-0.011
YGR203W	0.280	-0.130
YGR205W	0.162	0.175
YGR206W	-0.390	-0.624
YGR207C	-0.245	0.102
YGR208W	0.383	0.613
YGR209C	-0.102	-0.182
YGR210C	-0.547	0.003
YGR212W	0.420	0.077
YGR213C	0.024	0.091
YGR214W	-0.910	-0.191
YGR215W	-0.019	0.368
YGR217W	0.139	0.130
YGR219W	0.407	0.660
YGR220C	0.102	-0.101
YGR221C	-0.117	0.043
YGR222W	-0.204	-0.405
YGR223C	0.050	0.569
YGR224W	0.717	0.425
YGR225W	-0.294	-0.528
YGR226C	-0.026	0.518
YGR227W	-1.403	-0.390
YGR228W	-0.714	-0.017
YGR229C	-0.420	-0.280
YGR230W	0.250	-0.044
YGR231C	0.055	0.138
YGR232W	-0.302	0.001
YGR233C	-0.818	0.112
YGR234W	0.108	0.321
YGR235C	0.044	0.023
YGR236C	-0.410	-0.086
YGR237C	0.318	1.064
YGR238C	-0.023	0.150
YGR239C	-0.188	-0.296
YGR240C	0.210	0.404
YGR241C	0.648	0.243
YGR242W	0.043	0.237
YGR243W	-0.062	0.219
YGR244C	0.148	-0.065
YGR247W	-0.217	0.107
YGR248W	0.103	0.163
YGR249W	0.195	-0.201
YGR250C	-0.107	-0.546
YGR252W	0.387	0.004
YGR254W	-0.205	0.023
YGR255C	0.037	-0.286
YGR256W	-0.176	0.110
YGR257C	-0.126	-0.331
YGR258C	0.301	0.683
YGR259C	-0.030	-0.053
YGR260W	-0.150	0.306
YGR261C	-0.325	-0.779
YGR262C	-0.175	-0.251
YGR263C	-0.033	0.208
YGR266W	0.025	0.031
YGR268C	0.288	-0.370
YGR269W	-0.259	-0.396
YGR270W	-0.758	-0.077
YGR271W	0.020	-0.385
YGR272C	-0.187	-0.500
YGR273C	0.580	0.403
YGR275W	0.198	0.488
YGR276C	-0.001	-0.361
YGR279C	-0.080	0.182
YGR281W	0.366	0.353
YGR282C	-0.493	-0.546
YGR283C	-0.187	0.228
YGR284C	0.567	0.595
YGR285C	-0.449	-0.371
YGR286C	-0.311	0.082
YGR287C	-0.695	-0.321
YGR288W	0.152	0.178
YGR289C	-0.331	-0.314
YGR290W	0.017	-0.115
YGR291C	0.041	0.331
YGR292W	-0.171	0.409
YGR295C	0.043	-0.381
YHL002W	-0.324	-0.121
YHL003C	-0.196	0.250
YHL005C	0.319	0.027
YHL006C	0.398	-0.239
YHL007C	-0.963	-0.557
YHL008C	-0.068	0.564
YHL009C	-0.534	-2.895
YHL010C	0.297	-0.025
YHL011C	-0.067	0.114
YHL012W	0.072	-0.026
YHL013C	0.474	0.627
YHL014C	-0.067	-0.015
YHL016C	0.061	0.126
YHL017W	0.349	0.138
YHL019C	-0.231	-0.429
YHL020C	-0.436	-0.622
YHL021C	0.737	-0.066
YHL022C	0.391	0.357
YHL023C	-1.072	-1.935
YHL024W	0.392	0.256
YHL025W	0.382	0.094
YHL026C	0.051	0.225
YHL027W	-3.322	-4.030
YHL028W	-0.145	-0.134
YHL029C	0.370	0.870
YHL030W	-0.144	-0.209
YHL032C	-0.017	-0.014
YHL033C	-0.977	0.020
YHL034C	-0.137	-0.181
YHL035C	-0.133	-0.007
YHL036W	0.261	0.063
YHL037C	0.349	0.277
YHL038C	-0.291	-0.561
YHL039W	-0.120	0.262
