orf	hap alpha | utilization of fatty acids (formation of clear zone on agar) | oleic acid [0.1%] | Smith JJ~Aitchison JD, 2006	hap alpha | utilization of fatty acids (formation of clear zone on agar) | tetradecanoic acid [0.125%] | Smith JJ~Aitchison JD, 2006	hap alpha | growth (colony size) | acetate [2%] | Smith JJ~Aitchison JD, 2006
YDR035W	3.0	3.0	3.0
YDR036C	3.0	3.0	3.0
YDR042C	3.0	3.0	3.0
YDR043C	3.0	3.0	3.0
YDR046C	3.0	3.0	3.0
YDR048C	3.0	3.0	3.0
YDR049W	3.0	1.0	3.0
YDR051C	3.0	3.0	3.0
YDR055W	3.0	3.0	3.0
YDR056C	3.0	3.0	3.0
YDR057W	3.0	3.0	3.0
YDR058C	3.0	3.0	3.0
YDR059C	3.0	3.0	3.0
YDR061W	3.0	3.0	3.0
YDR063W	3.0	3.0	3.0
YDR065W	1.0	1.0	1.0
YDR066C	3.0	3.0	3.0
YDR067C	3.0	3.0	3.0
YDR068W	3.0	3.0	3.0
YDR069C	1.0	1.0	1.0
YDR070C	3.0	3.0	3.0
YDR071C	3.0	3.0	3.0
YDR072C	3.0	3.0	3.0
YDR073W	3.0	3.0	3.0
YDR074W	1.0	1.0	1.0
YDR075W	3.0	3.0	3.0
YDR076W	3.0	3.0	3.0
YDR077W	3.0	3.0	3.0
YDR078C	3.0	3.0	3.0
YDR079W	1.0	1.0	1.0
YDR080W	1.0	1.0	3.0
YDR083W	3.0	3.0	3.0
YDR084C	3.0	3.0	3.0
YDR085C	3.0	3.0	3.0
YDR089W	3.0	3.0	3.0
YDR090C	3.0	3.0	3.0
YDR092W	3.0	3.0	3.0
YDR093W	3.0	3.0	3.0
YDR094W	3.0	3.0	3.0
YDR095C	3.0	3.0	3.0
YDR096W	3.0	3.0	3.0
YDR097C	3.0	3.0	3.0
YDR098C	3.0	3.0	3.0
YDR099W	3.0	3.0	3.0
YDR100W	3.0	3.0	3.0
YDR101C	3.0	3.0	3.0
YDR102C	3.0	3.0	3.0
YDR103W	3.0	3.0	3.0
YDR104C	3.0	3.0	3.0
YDR105C	3.0	3.0	3.0
YDR107C	3.0	3.0	3.0
YDR108W	3.0	3.0	3.0
YDR109C	3.0	3.0	3.0
YDR110W	3.0	3.0	3.0
YDR111C	3.0	3.0	3.0
YDR112W	3.0	3.0	3.0
YDR114C	1.0	1.0	2.0
YDR115W	1.0	1.0	2.0
YDR116C	3.0	3.0	2.0
YDR117C	3.0	3.0	3.0
YDR119W	3.0	3.0	3.0
YDR120C	3.0	3.0	3.0
YDR121W	3.0	3.0	3.0
YDR122W	3.0	3.0	3.0
YDR123C	3.0	3.0	3.0
YDR124W	3.0	3.0	3.0
YDR125C	3.0	3.0	3.0
YDR126W	3.0	3.0	2.5
YDR127W	3.0	3.0	3.0
YDR128W	3.0	3.0	3.0
YDR129C	2.0	1.0	2.5
YDR130C	3.0	3.0	3.0
YDR131C	3.0	3.0	3.0
YDR132C	3.0	3.0	3.0
YDR133C	3.0	3.0	3.0
YDR135C	3.0	3.0	3.0
YDR136C	3.0	3.0	3.0
YDR137W	3.0	3.0	3.0
YDR138W	1.0	2.0	2.5
YDR139C	3.0	3.0	3.0
YDR140W	3.0	3.0	2.5
YDR142C	1.0	2.0	3.0
YDR143C	3.0	3.0	3.0
YDR144C	3.0	3.0	3.0
YDR146C	3.0	3.0	3.0
YDR147W	3.0	3.0	3.0
YDR148C	1.0	1.0	2.0
YDR149C	2.0	2.0	3.0
YDR150W	3.0	3.0	3.0
YDR151C	3.0	3.0	3.0
YDR152W	3.0	3.0	3.0
YDR153C	3.0	3.0	3.0
YDR154C	3.0	3.0	3.0
YDR155C	3.0	3.0	3.0
YDR156W	3.0	3.0	3.0
YDR157W	3.0	3.0	3.0
YDR158W	3.0	3.0	3.0
YDR159W	1.0	2.0	2.0
YDR161W	3.0	3.0	3.0
YDR162C	1.0	1.0	2.0
YDR163W	3.0	3.0	3.0
YDR165W	3.0	3.0	3.0
YDR169C	3.0	3.0	3.0
YDR171W	3.0	3.0	3.0
YDR173C	1.0	1.0	2.5
YDR174W	3.0	3.0	3.0
YDR175C	1.0	1.0	2.0
YDR176W	3.0	1.0	3.0
YDR178W	3.0	2.0	2.0
YDR179C	3.0	3.0	3.0
YDR179W-A	3.0	3.0	3.0
YDR181C	3.0	3.0	3.0
YDR183W	3.0	3.0	3.0
YDR184C	3.0	3.0	3.0
YDR185C	3.0	3.0	3.0
YDR186C	3.0	3.0	3.0
YDR191W	3.0	3.0	3.0
YDR192C	3.0	3.0	3.0
YDR193W	3.0	3.0	3.0
YDR194C	1.0	1.0	2.0
YDR195W	2.0	2.0	2.0
YDR197W	1.0	1.0	2.0
YDR198C	3.0	3.0	3.0
YDR199W	3.0	3.0	3.0
YDR200C	3.0	2.0	3.0
YDR202C	3.0	3.0	2.5
YDR203W	3.0	3.0	3.0
YDR204W	1.0	1.0	1.0
YDR205W	3.0	3.0	3.0
YDR206W	3.0	3.0	3.0
YDR207C	3.0	3.0	3.0
YDR209C	3.0	3.0	3.0
YDR210W	3.0	3.0	3.0
YDR213W	3.0	3.0	3.0
YDR214W	3.0	3.0	3.0
YDR215C	3.0	3.0	3.0
YDR216W	1.0	2.0	3.0
YDR217C	3.0	3.0	3.0
YDR218C	3.0	3.0	3.0
YDR219C	3.0	3.0	3.0
YDR220C	3.0	3.0	3.0
YDR221W	3.0	3.0	3.0
YDR222W	3.0	3.0	3.0
YDR223W	3.0	3.0	3.0
YDR225W	1.0	2.0	2.5
YDR226W	3.0	3.0	2.0
YDR227W	3.0	3.0	3.0
YDR229W	3.0	3.0	3.0
YDR230W	1.0	1.0	2.0
YDR231C	1.0	1.0	1.0
YDR233C	3.0	3.0	3.0
YDR234W	1.0	2.0	3.0
YDR237W	1.0	1.0	1.0
YDR239C	3.0	3.0	3.0
YDR241W	3.0	3.0	3.0
YDR242W	3.0	3.0	3.0
YDR244W	1.0	1.0	1.0
YDR245W	3.0	3.0	3.0
YDR247W	3.0	3.0	3.0
YDR248C	3.0	3.0	3.0
YDR249C	3.0	3.0	3.0
YDR250C	3.0	3.0	3.0
YDR251W	3.0	3.0	3.0
YDR252W	3.0	3.0	3.0
YDR253C	3.0	3.0	3.0
YDR254W	3.0	3.0	3.0
YDR255C	3.0	3.0	3.0
YDR256C	3.0	3.0	3.0
YDR257C	3.0	3.0	3.0
YDR258C	3.0	3.0	3.0
YDR259C	3.0	3.0	3.0
YDR260C	3.0	3.0	3.0
YDR261C	3.0	3.0	3.0
YDR262W	3.0	3.0	3.0
YDR263C	3.0	3.0	3.0
YDR264C	1.0	1.0	3.0
YDR265W	1.0	1.0	3.0
YDR266C	3.0	3.0	3.0
YDR268W	3.0	3.0	3.0
YDR269C	3.0	3.0	2.5
YDR270W	3.0	3.0	2.0
YDR271C	1.0	3.0	2.5
YDR272W	3.0	3.0	3.0
YDR273W	3.0	3.0	3.0
YDR274C	3.0	3.0	3.0
YDR275W	3.0	3.0	3.0
YDR276C	2.0	2.0	3.0
YDR277C	3.0	3.0	3.0
YDR278C	3.0	3.0	3.0
YDR279W	3.0	3.0	3.0
YDR281C	3.0	3.0	3.0
YDR282C	3.0	3.0	3.0
YDR283C	3.0	3.0	3.0
YDR284C	3.0	3.0	3.0
YDR285W	3.0	3.0	3.0
YDR286C	3.0	3.0	3.0
YDR287W	3.0	3.0	3.0
YDR289C	3.0	2.0	2.0
YDR290W	3.0	2.0	3.0
YDR291W	3.0	3.0	3.0
YDR293C	3.0	3.0	3.0
YDR294C	3.0	3.0	3.0
YDR295C	3.0	2.0	3.0
YDR296W	1.0	1.0	1.0
YDR297W	3.0	3.0	3.0
YDR298C	1.0	1.0	2.0
YDR300C	3.0	3.0	3.0
YDR304C	3.0	3.0	3.0
YDR305C	3.0	3.0	3.0
YDR306C	3.0	3.0	3.0
YDR307W	3.0	3.0	3.0
YDR309C	3.0	3.0	3.0
YDR310C	3.0	3.0	3.0
YDR312W	3.0	3.0	3.0
YDR313C	3.0	3.0	3.0
YDR314C	3.0	3.0	3.0
YDR315C	3.0	3.0	3.0
YDR316W	3.0	3.0	3.0
YDR317W	3.0	3.0	3.0
YDR318W	3.0	3.0	3.0
YDR319C	3.0	3.0	3.0
YDR320C	3.0	3.0	3.0
YDR321W	3.0	3.0	3.0
YDR322W	1.0	1.0	2.0
YDR323C	1.0	1.0	1.0
YDR326C	3.0	3.0	3.0
YDR329C	1.0	1.0	3.0
YDR330W	3.0	3.0	3.0
YDR332W	3.0	3.0	3.0
YDR333C	3.0	3.0	3.0
YDR334W	3.0	3.0	3.0
YDR335W	3.0	3.0	3.0
YDR336W	3.0	3.0	3.0
YDR337W	1.0	1.0	1.0
YDR338C	3.0	3.0	3.0
YDR340W	3.0	3.0	3.0
YDR344C	3.0	3.0	3.0
YDR345C	3.0	3.0	3.0
YDR346C	3.0	3.0	3.0
YDR347W	1.0	1.0	2.0
YDR348C	3.0	3.0	3.0
YDR349C	3.0	3.0	3.0
YDR350C	1.0	1.0	2.0
YDR351W	3.0	3.0	3.0
YDR352W	3.0	3.0	3.0
YDR354W	3.0	3.0	3.0
YDR357C	3.0	3.0	3.0
YDR358W	3.0	3.0	3.0
YDR359C	3.0	2.0	3.0
YDR360W	3.0	3.0	3.0
YDR363W	3.0	3.0	3.0
YDR363W-A	3.0	3.0	3.0
YDR364C	1.0	1.0	2.5
YDR368W	3.0	3.0	3.0
YDR369C	3.0	3.0	3.0
YDR370C	3.0	3.0	3.0
YDR371W	3.0	3.0	3.0
YDR372C	3.0	3.0	3.0
YDR374C	3.0	3.0	3.0
YDR375C	1.0	1.0	2.0
YDR377W	1.0	1.0	1.0
YDR378C	3.0	2.0	3.0
YDR379W	3.0	3.0	3.0
YDR380W	3.0	3.0	3.0
YDR382W	3.0	3.0	3.0
YDR383C	3.0	3.0	3.0
YDR384C	3.0	3.0	3.0
YDR385W	3.0	3.0	3.0
YDR386W	3.0	3.0	3.0
YDR387C	3.0	3.0	3.0
YDR388W	1.0	1.0	2.0
YDR389W	1.0	2.0	3.0
YDR391C	3.0	3.0	3.0
YDR392W	3.0	3.0	2.5
YDR393W	3.0	3.0	2.5
YDR395W	3.0	3.0	3.0
YDR399W	3.0	3.0	3.0
YDR400W	3.0	3.0	3.0
YDR401W	3.0	3.0	3.0
YDR402C	3.0	3.0	3.0
YDR403W	3.0	3.0	3.0
YDR405W	1.0	1.0	1.0
YDR406W	3.0	3.0	3.0
YDR408C	3.0	3.0	3.0
YDR409W	3.0	3.0	3.0
YDR410C	3.0	3.0	3.0
YDR411C	3.0	3.0	3.0
YDR414C	3.0	3.0	3.0
YDR415C	3.0	3.0	3.0
YDR417C	3.0	3.0	3.0
YDR418W	3.0	3.0	3.0
YDR419W	3.0	3.0	3.0
YDR420W	3.0	3.0	3.0
YDR421W	3.0	3.0	3.0
YDR422C	3.0	3.0	3.0
YDR423C	3.0	3.0	3.0
YDR424C	1.0	1.0	3.0
YDR425W	3.0	3.0	3.0
YDR426C	3.0	3.0	3.0
YDR428C	3.0	3.0	3.0
YDR430C	3.0	3.0	3.0
YDR431W	3.0	3.0	3.0
YDR432W	2.0	1.0	2.5
YDR433W	2.0	1.0	2.5
YDR435C	3.0	3.0	3.0
YDR436W	3.0	3.0	3.0
YDR438W	3.0	3.0	3.0
YDR439W	3.0	3.0	3.0
YDR440W	3.0	3.0	3.0
YDR441C	3.0	3.0	3.0
YDR442W	3.0	2.0	3.0
YDR443C	3.0	3.0	3.0
YDR444W	3.0	3.0	3.0
YDR445C	3.0	3.0	3.0
YDR446W	3.0	3.0	3.0
YDR447C	3.0	3.0	3.0
YDR448W	1.0	1.0	1.0
YDR450W	3.0	3.0	3.0
YDR451C	3.0	3.0	3.0
YDR452W	3.0	3.0	3.0
YDR453C	3.0	3.0	3.0
YDR455C	3.0	3.0	3.0
YDR456W	3.0	3.0	3.0
YDR457W	3.0	3.0	3.0
YDR458C	1.0	1.0	1.0
YDR459C	1.0	1.0	1.0
YDR461W	3.0	3.0	3.0
YDR462W	1.0	1.0	1.0
YDR463W	3.0	3.0	3.0
YDR465C	3.0	3.0	3.0
YDR466W	3.0	3.0	3.0
YDR467C	3.0	3.0	3.0
YDR469W	3.0	3.0	3.0
YDR470C	1.0	1.0	2.0
YDR471W	3.0	3.0	3.0
YDR475C	3.0	3.0	3.0
YDR476C	3.0	3.0	3.0
YDR477W	1.0	1.0	2.0
YDR479C	3.0	3.0	3.0
YDR480W	3.0	3.0	3.0
YDR481C	3.0	3.0	3.0
YDR482C	3.0	3.0	3.0
YDR483W	3.0	3.0	3.0
YDR484W	1.0	1.0	2.0
YDR485C	3.0	3.0	3.0
YDR486C	3.0	3.0	3.0
YDR488C	3.0	3.0	3.0
YDR490C	3.0	3.0	3.0
YDR491C	1.0	1.0	1.0
YDR492W	3.0	3.0	3.0
YDR493W	3.0	3.0	2.5
YDR494W	1.0	1.0	1.0
YDR495C	1.0	1.0	2.0
YDR496C	2.0	2.0	3.0
YDR497C	3.0	3.0	3.0
YDR500C	3.0	3.0	3.0
YDR501W	3.0	3.0	3.0
YDR502C	3.0	3.0	3.0
YDR503C	3.0	3.0	3.0
YDR504C	1.0	1.0	1.0
YDR505C	3.0	3.0	3.0
YDR506C	3.0	3.0	3.0
YDR507C	1.0	1.0	1.0
YDR508C	3.0	3.0	3.0
YDR509W	3.0	3.0	3.0
YDR511W	1.0	1.0	1.0
YDR512C	2.0	2.0	2.0
YDR513W	3.0	3.0	3.0
YDR514C	3.0	3.0	3.0
YDR515W	3.0	3.0	3.0
YDR516C	3.0	3.0	3.0
YDR517W	3.0	3.0	3.0
YDR518W	1.0	1.0	1.0
YDR519W	3.0	3.0	3.0
YDR520C	3.0	3.0	3.0
YDR521W	3.0	3.0	3.0
YDR522C	3.0	3.0	3.0
YDR523C	1.0	1.0	1.0
YDR524C	1.0	1.0	1.0
YDR525W	3.0	3.0	3.0
YDR525W-A	3.0	3.0	3.0
YDR528W	3.0	3.0	3.0
YDR529C	1.0	1.0	1.0
YDR530C	3.0	3.0	3.0
YDR532C	3.0	2.0	3.0
YDR533C	3.0	2.0	3.0
YDR534C	3.0	3.0	3.0
YDR535C	3.0	3.0	3.0
YDR536W	3.0	3.0	3.0
YDR537C	3.0	3.0	3.0
YDR538W	3.0	3.0	3.0
YDR539W	3.0	3.0	3.0
YDR540C	3.0	3.0	3.0
YDR541C	3.0	3.0	3.0
YEL001C	3.0	3.0	3.0
YEL003W	3.0	3.0	3.0
YEL004W	3.0	3.0	3.0
YEL005C	3.0	3.0	3.0
YEL006W	3.0	3.0	3.0
YEL007W	1.0	2.0	3.0
YEL008W	3.0	3.0	3.0
YEL009C	3.0	3.0	3.0
YEL010W	3.0	3.0	3.0
YEL011W	3.0	3.0	3.0
YEL012W	3.0	3.0	3.0
YEL013W	3.0	3.0	2.5
YEL014C	3.0	3.0	3.0
YEL015W	3.0	3.0	3.0
YEL016C	3.0	3.0	3.0
YEL017C-A	3.0	3.0	3.0
YEL017W	3.0	3.0	3.0
YEL018W	3.0	3.0	3.0
YEL020C	3.0	3.0	3.0
YEL023C	3.0	3.0	3.0
YEL024W	3.0	1.0	1.0
YEL025C	3.0	3.0	3.0
YEL027W	3.0	3.0	3.0
YEL028W	3.0	3.0	3.0
YEL029C	3.0	3.0	3.0
YEL030W	3.0	3.0	3.0
YEL031W	3.0	3.0	3.0
YEL033W	3.0	3.0	3.0
YEL036C	3.0	3.0	3.0
YEL037C	3.0	3.0	3.0
YEL038W	3.0	3.0	3.0
YEL039C	3.0	3.0	3.0
YEL040W	3.0	3.0	3.0
YEL041W	3.0	3.0	3.0
YEL042W	3.0	3.0	3.0
YEL043W	3.0	3.0	3.0
YEL044W	3.0	3.0	3.0
YEL045C	3.0	3.0	3.0
YEL046C	3.0	3.0	3.0
YEL047C	3.0	3.0	3.0
YEL048C	3.0	3.0	3.0
YEL049W	3.0	3.0	3.0
YEL050C	1.0	1.0	1.0
YEL051W	1.0	1.0	1.0
YEL052W	3.0	3.0	3.0
YEL053C	3.0	3.0	3.0
YEL054C	3.0	3.0	3.0
YEL056W	3.0	3.0	3.0
YEL057C	3.0	3.0	3.0
YEL059W	3.0	1.0	1.0
YEL060C	3.0	3.0	3.0
YEL061C	3.0	2.0	3.0
YEL062W	3.0	3.0	3.0
YEL063C	3.0	3.0	3.0
YEL064C	3.0	3.0	3.0
YEL065W	3.0	3.0	3.0
YEL066W	3.0	3.0	3.0
YEL067C	3.0	3.0	3.0
YEL068C	3.0	3.0	3.0
YEL071W	3.0	3.0	3.0
YEL072W	3.0	3.0	3.0
YER001W	3.0	3.0	3.0
YER002W	3.0	3.0	3.0
YER004W	3.0	3.0	3.0
YER005W	3.0	3.0	3.0
YER007C-A	3.0	3.0	3.0
YER007W	3.0	3.0	3.0
YER010C	3.0	3.0	3.0
YER011W	3.0	3.0	3.0
YER014C-A	3.0	3.0	3.0
YER016W	3.0	3.0	3.0
YER017C	1.0	1.0	2.0
YER019C-A	3.0	3.0	3.0
YER019W	3.0	3.0	3.0
YER020W	3.0	3.0	3.0
YER024W	3.0	3.0	3.0
YER027C	3.0	3.0	3.0
YER028C	3.0	3.0	3.0
YER030W	3.0	3.0	3.0
YER031C	3.0	3.0	3.0
YER032W	3.0	3.0	3.0
YER033C	3.0	3.0	3.0
YER034W	3.0	3.0	3.0
YER035W	3.0	3.0	3.0
YER037W	3.0	3.0	3.0
YER038W-A	1.0	3.0	2.5
YER039C	3.0	3.0	3.0
YER039C-A	3.0	3.0	3.0
YER040W	3.0	3.0	3.0
YER041W	3.0	3.0	3.0
YER042W	3.0	3.0	3.0
YER044C	1.0	1.0	1.0
YER044C-A	3.0	3.0	3.0
YER045C	3.0	3.0	3.0
YER046W	3.0	3.0	3.0
YER046W-A	3.0	3.0	3.0
YER047C	3.0	3.0	3.0
YER048C	3.0	3.0	3.0
YER049W	3.0	3.0	3.0
YER050C	1.0	1.0	2.0
YER051W	3.0	3.0	3.0
YER052C	3.0	3.0	3.0
YER053C	3.0	3.0	3.0
YER054C	3.0	3.0	3.0
YER055C	3.0	3.0	3.0
YER056C	3.0	3.0	3.0
YER056C-A	3.0	3.0	3.0
YER057C	2.0	3.0	3.0
YER058W	1.0	1.0	1.0
YER059W	3.0	3.0	3.0
YER060W	3.0	3.0	3.0
YER060W-A	3.0	3.0	3.0
YER061C	1.0	1.0	1.0
YER062C	3.0	3.0	3.0
YER063W	3.0	3.0	3.0
YER064C	3.0	3.0	3.0
YER065C	3.0	1.0	3.0
YER066C-A	3.0	3.0	3.0
YER066W	3.0	3.0	3.0
YER067C-A	3.0	3.0	3.0
YER067W	3.0	3.0	3.0
YER068C-A	3.0	3.0	3.0
YER068W	3.0	3.0	3.0
YER069W	3.0	3.0	3.0
YER070W	1.0	1.0	1.0
YER071C	3.0	3.0	3.0
YER072W	3.0	3.0	3.0
YER073W	3.0	3.0	3.0
YER074W	3.0	3.0	3.0
YER075C	3.0	3.0	3.0
YER077C	1.0	1.0	1.0
YER078C	3.0	3.0	3.0
YER079W	3.0	3.0	3.0
YER080W	3.0	3.0	3.0
YER081W	3.0	3.0	3.0
YER083C	1.0	1.0	1.0
YER084W	3.0	3.0	3.0
YER085C	3.0	3.0	3.0
YER086W	3.0	3.0	3.0
YER087C-B	3.0	3.0	3.0
YER087W	1.0	1.0	1.0
YER088C	3.0	3.0	3.0
YER089C	3.0	3.0	3.0
YER090W	3.0	3.0	3.0
YER091C	3.0	3.0	3.0
YER091C-A	3.0	3.0	3.0
YER092W	3.0	3.0	3.0
YER093C-A	3.0	3.0	3.0
YER095W	3.0	3.0	3.0
YER096W	3.0	3.0	3.0
YER097W	3.0	3.0	3.0
YER098W	3.0	3.0	3.0
YER101C	3.0	3.0	3.0
YER103W	3.0	3.0	3.0
YER106W	3.0	3.0	3.0
YER110C	1.0	1.0	1.0
YER111C	1.0	1.0	1.0
YER113C	3.0	3.0	3.0
YER114C	1.0	1.0	1.0
YER115C	2.0	2.0	3.0
YER116C	2.0	2.0	3.0
YER117W	3.0	2.0	2.0
YER118C	3.0	3.0	3.0
YER119C	3.0	3.0	3.0
YER119C-A	1.0	1.0	1.0
YER120W	3.0	3.0	3.0
YER121W	3.0	3.0	3.0
YER122C	1.0	1.0	1.0
YER123W	3.0	3.0	2.5
YER124C	3.0	3.0	3.0
YER128W	3.0	3.0	3.0
YER129W	3.0	2.0	3.0
YER130C	3.0	3.0	3.0
YER131W	1.0	1.0	1.0
YER132C	3.0	3.0	3.0
YER134C	3.0	3.0	3.0
YER135C	3.0	3.0	3.0
YER137C	3.0	3.0	3.0
YER139C	3.0	3.0	3.0
YER140W	1.0	1.0	2.0
YER141W	1.0	1.0	1.0
YER142C	3.0	3.0	3.0
YER143W	3.0	3.0	3.0
YER144C	3.0	3.0	3.0
YER145C	1.0	1.0	1.0
YER149C	3.0	3.0	3.0
YER150W	3.0	3.0	3.0
YER151C	3.0	3.0	2.5
YER152C	3.0	3.0	3.0
YER153C	3.0	3.0	3.0
YER154W	1.0	1.0	1.0
YER155C	1.0	1.0	1.0
YER156C	3.0	3.0	3.0
YER158C	3.0	3.0	3.0
YER161C	3.0	3.0	3.0
YER162C	3.0	3.0	3.0
YER163C	3.0	3.0	3.0
YER164W	3.0	3.0	3.0
YER166W	3.0	3.0	3.0
YER167W	3.0	3.0	3.0
YER169W	3.0	3.0	3.0
YER170W	3.0	3.0	3.0
YER173W	3.0	3.0	3.0
YER174C	3.0	3.0	3.0
YER175C	1.0	1.0	1.0
YER176W	3.0	3.0	3.0
YER177W	3.0	3.0	3.0
YER178W	3.0	3.0	3.0
YER179W	3.0	3.0	3.0
YER180C	3.0	3.0	3.0
YER181C	3.0	3.0	3.0
YER182W	3.0	3.0	3.0
YER183C	3.0	3.0	3.0
YER184C	3.0	3.0	3.0
YER185W	3.0	3.0	3.0
YER186C	3.0	3.0	3.0
YER187W	3.0	3.0	3.0
YER188W	3.0	3.0	3.0
YFL001W	3.0	3.0	3.0
YFL003C	3.0	3.0	3.0
YFL004W	3.0	3.0	3.0
YFL007W	3.0	2.0	3.0
YFL010C	3.0	3.0	3.0
YFL010W-A	3.0	3.0	3.0
YFL011W	3.0	3.0	3.0
YFL012W	3.0	3.0	3.0
YFL012W-A	3.0	3.0	3.0
YFL013C	3.0	3.0	3.0
YFL014W	3.0	3.0	3.0
YFL015C	3.0	3.0	3.0
YFL016C	1.0	1.0	2.0
YFL018C	3.0	3.0	3.0
YFL019C	3.0	3.0	3.0
YFL020C	3.0	3.0	3.0
YFL021W	3.0	3.0	3.0
YFL023W	3.0	3.0	3.0
YFL025C	3.0	3.0	3.0
YFL026W	3.0	3.0	3.0
YFL027C	3.0	3.0	3.0
YFL028C	3.0	3.0	3.0
YFL030W	3.0	3.0	3.0
YFL031W	3.0	3.0	3.0
YFL032W	3.0	3.0	3.0
YFL033C	1.0	1.0	2.0
YFL034C-A	3.0	3.0	3.0
YFL034W	3.0	3.0	3.0
YFL036W	1.0	1.0	2.0
YFL040W	3.0	3.0	3.0
YFL041W	3.0	3.0	3.0
YFL042C	3.0	3.0	3.0
YFL044C	3.0	3.0	3.0
YFL046W	3.0	3.0	3.0
YFL047W	3.0	3.0	3.0
YFL048C	3.0	3.0	3.0
YFL049W	3.0	3.0	3.0
YFL050C	3.0	3.0	3.0
YFL051C	3.0	3.0	3.0
YFL052W	3.0	3.0	3.0
YFL053W	3.0	3.0	3.0
YFL054C	3.0	3.0	3.0
YFL055W	3.0	3.0	3.0
YFL063W	3.0	3.0	3.0
YFR001W	3.0	3.0	3.0
YFR006W	3.0	3.0	3.0
YFR007W	3.0	3.0	3.0
YFR008W	3.0	3.0	3.0
YFR009W	3.0	3.0	3.0
YFR010W	3.0	2.0	3.0
YFR011C	3.0	3.0	3.0
YFR012W	3.0	3.0	3.0
YFR013W	3.0	3.0	3.0
YFR014C	3.0	3.0	3.0
YFR015C	3.0	3.0	3.0
YFR016C	3.0	3.0	3.0
YFR017C	3.0	3.0	3.0
YFR018C	3.0	3.0	3.0
YFR019W	1.0	2.0	3.0
YFR020W	3.0	3.0	3.0
YFR021W	3.0	3.0	3.0
YFR022W	3.0	3.0	3.0
YFR023W	3.0	3.0	3.0
YFR024C-A	3.0	3.0	3.0
YFR025C	3.0	3.0	3.0
YFR026C	3.0	3.0	3.0
YFR030W	3.0	3.0	3.0
YFR031C-A	3.0	3.0	3.0
YFR032C	3.0	3.0	3.0
YFR032C-A	3.0	3.0	3.0
YFR033C	3.0	3.0	3.0
YFR034C	3.0	3.0	2.0
YFR035C	3.0	3.0	3.0
YFR036W	3.0	3.0	3.0
YFR038W	3.0	3.0	3.0
YFR039C	3.0	3.0	3.0
YFR040W	3.0	3.0	3.0
YFR041C	3.0	3.0	3.0
YFR043C	3.0	3.0	3.0
YFR044C	3.0	3.0	3.0
YFR045W	3.0	3.0	3.0
YFR046C	3.0	3.0	3.0
YFR047C	3.0	3.0	3.0
YFR048W	3.0	3.0	3.0
YFR049W	3.0	2.0	3.0
YFR053C	3.0	3.0	3.0
YFR054C	3.0	3.0	3.0
YFR055W	3.0	3.0	3.0
YFR056C	3.0	3.0	3.0
YFR057W	3.0	3.0	3.0
YGL002W	3.0	3.0	3.0
YGL003C	3.0	3.0	3.0
YGL004C	3.0	3.0	3.0
YGL005C	3.0	3.0	3.0
YGL006W	3.0	3.0	3.0
YGL007W	3.0	3.0	3.0
YGL010W	3.0	3.0	3.0
YGL012W	2.0	1.0	1.0
YGL013C	3.0	3.0	3.0
YGL014W	3.0	3.0	3.0
YGL015C	3.0	3.0	3.0
YGL016W	3.0	3.0	3.0
YGL017W	1.0	1.0	1.0
YGL019W	3.0	3.0	3.0
YGL020C	2.0	1.0	1.0
YGL021W	3.0	3.0	3.0
YGL023C	3.0	3.0	3.0
YGL024W	3.0	3.0	2.0
YGL025C	3.0	3.0	2.0
YGL026C	3.0	3.0	3.0
YGL027C	3.0	3.0	3.0
YGL028C	3.0	3.0	3.0
YGL029W	3.0	3.0	3.0
YGL031C	3.0	3.0	3.0
YGL032C	3.0	3.0	3.0
YGL033W	3.0	3.0	3.0
YGL034C	3.0	3.0	3.0
YGL035C	3.0	3.0	3.0
YGL036W	3.0	3.0	3.0
YGL037C	3.0	3.0	3.0
YGL038C	1.0	1.0	1.0
YGL039W	3.0	3.0	3.0
YGL041C	3.0	3.0	3.0
YGL042C	3.0	3.0	3.0
YGL043W	3.0	3.0	3.0
YGL045W	3.0	3.0	3.0
YGL049C	3.0	3.0	3.0
YGL050W	3.0	3.0	3.0
YGL051W	3.0	3.0	3.0
YGL053W	3.0	3.0	3.0
YGL054C	3.0	3.0	3.0
YGL056C	3.0	3.0	3.0
YGL057C	3.0	3.0	3.0
YGL058W	3.0	3.0	2.0
YGL059W	3.0	3.0	3.0
YGL060W	3.0	3.0	3.0
YGL062W	3.0	3.0	3.0
YGL063W	3.0	3.0	3.0
YGL064C	3.0	3.0	3.0
YGL066W	2.0	2.0	2.5
YGL067W	3.0	3.0	3.0
YGL070C	1.0	1.0	1.0
YGL071W	1.0	1.0	2.0
YGL072C	3.0	3.0	3.0
YGL076C	3.0	3.0	2.0
YGL077C	3.0	3.0	3.0
YGL078C	3.0	3.0	3.0
YGL079W	3.0	3.0	3.0
YGL080W	3.0	3.0	3.0
YGL081W	3.0	3.0	3.0
YGL082W	3.0	3.0	3.0
YGL083W	3.0	3.0	3.0
YGL084C	3.0	1.0	3.0
YGL085W	3.0	3.0	3.0
YGL086W	3.0	3.0	3.0
YGL087C	3.0	3.0	3.0
YGL088W	3.0	3.0	3.0
YGL089C	3.0	3.0	3.0
YGL090W	3.0	3.0	3.0
YGL094C	3.0	3.0	3.0
YGL095C	1.0	1.0	1.0
YGL096W	3.0	3.0	3.0
