ORF	hap alpha | utilization of fatty acids (formation of clear zone on agar) | oleic acid [0.1%] | Smith JJ~Aitchison JD, 2006	hap alpha | utilization of fatty acids (formation of clear zone on agar) | tetradecanoic acid [0.125%] | Smith JJ~Aitchison JD, 2006	hap alpha | growth (colony size) | acetate [2%] | Smith JJ~Aitchison JD, 2006
YPL108W	3.000	3.000	3.000
YPL109C	3.000	3.000	3.000
YPL113C	3.000	3.000	3.000
YPL114W	3.000	3.000	3.000
YPL136W	3.000	3.000	3.000
YPL141C	3.000	3.000	3.000
YPL144W	3.000	3.000	3.000
YPL150W	1.000	1.000	1.000
YPL158C	3.000	3.000	3.000
YPL162C	3.000	3.000	3.000
YPL166W	3.000	3.000	3.000
YPL168W	3.000	3.000	3.000
YPL182C	3.000	3.000	3.000
YPL183C	3.000	3.000	3.000
YPL183W-A	1.000	1.000	1.000
YPL184C	3.000	3.000	3.000
YPL185W	3.000	3.000	3.000
YPL191C	3.000	3.000	3.000
YPL197C	3.000	3.000	3.000
YPL199C	3.000	3.000	3.000
YPL201C	3.000	3.000	3.000
YPL205C	3.000	3.000	3.000
YPL206C	3.000	3.000	3.000
YPL207W	3.000	3.000	3.000
YPL208W	3.000	3.000	3.000
YPL216W	3.000	3.000	3.000
YPL225W	3.000	3.000	3.000
YPL229W	3.000	3.000	3.000
YPL236C	3.000	3.000	3.000
YPL245W	3.000	3.000	3.000
YPL247C	3.000	3.000	3.000
YPL257W	3.000	3.000	3.000
YPL260W	3.000	3.000	3.000
YPL261C	3.000	3.000	3.000
YPL264C	3.000	3.000	3.000
YPL272C	3.000	3.000	3.000
YPR003C	3.000	3.000	3.000
YPR004C	3.000	3.000	3.000
YPR011C	3.000	3.000	3.000
YPR012W	3.000	3.000	3.000
YPR013C	3.000	3.000	3.000
YPR014C	3.000	3.000	3.000
YPR015C	3.000	3.000	3.000
YPR022C	3.000	3.000	3.000
YPR027C	3.000	3.000	3.000
YPR038W	3.000	3.000	3.000
YPR039W	3.000	3.000	3.000
YPR044C	3.000	3.000	3.000
YPR045C	3.000	3.000	3.000
YPR050C	3.000	3.000	3.000
YPR053C	3.000	3.000	3.000
YPR059C	3.000	3.000	3.000
YPR063C	3.000	3.000	3.000
YPR064W	3.000	3.000	3.000
YPR071W	3.000	3.000	3.000
YPR076W	3.000	3.000	3.000
YPR077C	3.000	3.000	3.000
YPR078C	3.000	3.000	3.000
YPR084W	3.000	3.000	3.000
YPR089W	3.000	3.000	3.000
YPR091C	3.000	3.000	3.000
YPR092W	3.000	3.000	3.000
YPR096C	3.000	3.000	3.000
YPR097W	3.000	3.000	3.000
YPR098C	3.000	3.000	3.000
YPR099C	1.000	1.000	1.000
YDR368W	3.000	3.000	3.000
YPR109W	3.000	3.000	3.000
YPR114W	3.000	3.000	3.000
YPR115W	3.000	3.000	3.000
YPR116W	1.000	1.000	1.000
YPR117W	3.000	3.000	3.000
YPR118W	3.000	3.000	3.000
YPR123C	1.000	1.000	1.000
YPR125W	3.000	3.000	3.000
YPR126C	3.000	3.000	3.000
YPR127W	3.000	3.000	3.000
YPR130C	3.000	3.000	3.000
YPR146C	3.000	3.000	3.000
YPR147C	3.000	3.000	3.000
YPR148C	3.000	3.000	3.000
YPR150W	3.000	3.000	3.000
YPR152C	3.000	3.000	3.000
YPR153W	3.000	3.000	3.000
YPR157W	3.000	3.000	3.000
YPR158W	3.000	3.000	3.000
YPR170C	3.000	3.000	3.000
YPR172W	3.000	3.000	3.000
YPR174C	3.000	3.000	3.000
YPR195C	3.000	3.000	3.000
YPR196W	3.000	3.000	3.000
YPR197C	3.000	3.000	3.000
YLR120C	3.000	3.000	3.000
YLR121C	3.000	3.000	3.000
YGL259W	3.000	3.000	3.000
YIR039C	3.000	3.000	3.000
YDR349C	3.000	3.000	3.000
YBR264C	3.000	3.000	3.000
YNL304W	3.000	2.000	3.000
YER031C	3.000	3.000	3.000
YGL210W	3.000	3.000	3.000
YHR105W	3.000	3.000	3.000
YKR014C	3.000	3.000	3.000
YNL093W	3.000	3.000	3.000
YLR262C	3.000	3.000	3.000
YML001W	2.000	2.000	3.000
YKL214C	3.000	3.000	3.000
YGL164C	3.000	3.000	3.000
YNL339C	3.000	3.000	3.000
YOR172W	3.000	3.000	3.000
YBR054W	3.000	3.000	3.000
YOR162C	3.000	3.000	3.000
YBR111C	3.000	3.000	3.000
YHR017W	3.000	3.000	3.000
YHR016C	3.000	3.000	3.000
YNR065C	3.000	3.000	3.000
YHR155W	3.000	3.000	3.000
YOR003W	3.000	3.000	3.000
YKR053C	3.000	3.000	3.000
YBR148W	3.000	3.000	3.000
YBR162W-A	3.000	3.000	3.000
YMR089C	1.000	1.000	1.000
YPL074W	3.000	3.000	3.000
YGR270W	3.000	3.000	3.000
YNL237W	3.000	3.000	3.000
YJR099W	3.000	3.000	3.000
YJL139C	3.000	3.000	3.000
YIR026C	3.000	3.000	3.000
YJL056C	3.000	3.000	2.500
YMR273C	3.000	3.000	3.000
YML109W	3.000	3.000	3.000
YOL109W	3.000	3.000	3.000
YDR285W	3.000	3.000	3.000
YGL249W	3.000	3.000	3.000
YJR127C	3.000	3.000	3.000
YMR243C	3.000	3.000	3.000
YNR039C	3.000	3.000	3.000
YER033C	3.000	3.000	3.000
YGL255W	3.000	3.000	3.000
YLR130C	3.000	3.000	3.000
YKL175W	3.000	3.000	3.000
YBR287W	3.000	3.000	3.000
YBR046C	3.000	3.000	3.000
YGR285C	3.000	3.000	3.000
YNL241C	3.000	2.000	3.000
