ORF	hap a | growth (colony size) | chitosan [1.75 mg/ml] | Galvan Marquez I~Smith ML, 2013
YBR101C	0.873
YDL040C	0.720
YDL072C	0.477
YHR026W	0.000
YGR155W	0.000
YLR192C	0.457
YCR047C	0.370
YKL204W	0.487
YCR048W	0.820
YKL215C	0.720
YCR053W	0.880
YKL220C	0.000
YCR060W	0.657
YKR010C	0.600
YCR062W	0.647
YKR019C	0.497
YCR067C	0.847
YKR023W	0.707
YCR069W	0.800
YKR027W	0.623
YCR073C	0.000
YKR028W	0.700
YCR075C	0.773
YKR029C	0.783
YCR083W	0.730
YKR034W	0.743
YCR084C	0.000
YKR036C	0.343
YCR088W	0.720
YKR039W	0.652
YOL122C	0.326
YBR232C	0.663
YDR424C	0.620
YER096W	0.632
YER097W	0.602
YHR140W	0.597
YHR162W	0.488
YLR031W	0.668
YLR032W	0.655
YMR142C	0.056
YOL095C	0.370
YMR316C-A	0.580
YOL096C	0.000
YMR316C-B	0.720
YOL098C	0.000
YMR316W	0.713
YOL099C	0.783
YMR317W	0.680
YOL100W	0.000
YMR318C	0.603
YOL101C	0.677
YMR319C	0.873
YOL103W	0.703
YMR320W	0.557
YOL104C	0.670
YNL250W	0.673
YOL105C	0.457
YNL252C	0.000
YOL106W	0.653
YNL279W	0.740
YOL107W	0.000
YNL300W	0.740
YOL108C	0.608
YNL316C	0.630
YMR072W	0.468
YMR085W	0.705
YMR086C-A	0.377
YNR073C	0.598
YNR074C	0.375
YOL093W	0.673
YOL109W	0.578
YOL121C	0.519
YOL016C	0.627
YOL110W	0.630
YOR096W	0.483
YOL111C	0.647
YOR306C	0.000
YOL112W	0.753
YOR317W	0.750
YOL113W	0.760
YPL132W	0.000
YOL114C	0.493
YPL134C	0.820
YOL115W	0.653
YML070W	0.703
YOL116W	0.720
YML071C	0.510
YOL117W	0.590
YML074C	0.677
YOL118C	0.693
YML090W	0.683
YOL119C	0.603
YML094W	0.710
YML095C	0.693
YDR025W	0.672
YMR071C	0.546
YML095C-A	0.380
YOL124C	0.743
YML096W	0.637
YOL126C	0.700
YML097C	0.563
YOL128C	0.677
YML099C	0.817
YOL129W	0.647
YML100W	0.657
YOL131W	0.717
YML100W-A	0.670
YOL132W	0.720
YML101C	0.627
YOL136C	0.673
YML102C-A	0.707
YML102W	0.840
YOL137W	0.670
YJR044C	0.770
YOL138C	0.680
YML103C	0.583
YML104C	0.600
YML106W	0.000
YEL011W	0.647
YML107C	0.580
YER064C	0.680
YML108W	0.670
YER077C	0.627
YML109W	0.000
YER078C	0.740
YML113W	0.617
YER088C	0.680
YML116W	0.787
YER090W	0.540
YML117W	0.737
YER091C	0.827
YML117W-A	0.720
YER092W	0.750
YML118W	0.650
YER093C-A	0.643
YML119W	0.670
YER095W	0.557
YML120C	0.713
YML121W	0.497
YMR062C	0.663
YMR063W	0.410
YMR065W	0.757
YMR067C	0.677
YMR068W	0.593
YMR069W	0.000
YMR070W	0.657
YML122C	0.623
YER098W	0.627
YML123C	0.607
YGR134W	0.663
YML124C	0.693
YGR210C	0.700
YML128C	0.663
YHL024W	0.677
YML131W	0.643
YHL025W	0.473
YMR004W	0.633
YHR016C	0.703
YMR095C	0.653
YHR017W	0.657
YMR096W	0.693
YHR032W	0.723
YMR099C	0.690
YHR045W	0.740
YMR100W	0.483
YHR064C	0.523
YMR101C	0.813
YMR102C	0.600
YMR073C	0.710
YMR075C-A	0.617
YMR075W	0.700
YMR077C	0.000
YMR078C	0.550
YMR080C	0.650
YMR081C	0.000
YMR082C	0.000
YMR083W	0.000
YMR084W	0.000
YMR103C	0.663
YHR168W	0.000
YMR105C	0.593
YHR181W	0.687
YMR106C	0.713
YHR191C	0.600
YMR107W	0.673
YHR193C	0.760
YMR109W	0.780
YLL030C	0.617
YMR110C	0.000
YLL044W	0.000
YMR111C	0.000
YLL048C	0.603
YMR114C	0.730
YLL049W	0.607
YMR115W	0.557
YLL059C	0.727
YMR116C	0.587
YLR030W	0.677
YMR119W-A	0.573
YMR120C	0.623
YMR086W	0.667
YMR087W	0.773
YMR088C	0.587
YMR089C	0.000
YMR090W	0.000
YMR091C	0.620
YMR092C	0.673
YNR070W	0.000
YNR071C	0.803
YNR072W	0.743
YMR121C	0.243
YLR034C	0.000
YMR122C	0.630
YLR035C	0.693
YMR123W	0.733
YLR036C	0.673
YMR124W	0.677
YLR037C	0.743
YMR125W	0.643
YLR038C	0.000
YMR126C	0.583
YLR039C	0.627
YMR127C	0.650
YLR040C	0.723
YMR129W	0.683
YLR041W	0.780
YMR130W	0.677
YLR050C	0.767
YMR132C	0.633
YLR052W	0.513
YMR133W	0.733
YMR135C	0.607
YNR075W	0.693
YOL013W-A	0.730
YOL086C	0.000
YOL087C	0.697
YOL088C	0.810
YOL089C	0.830
YOL090W	0.717
YOL091W	0.753
YOL092W	0.730
YMR158W	0.000
YMR171C	0.597
YMR181C	0.657
YMR209C	0.560
YMR271C	0.647
YMR279C	0.737
YMR306W	0.513
YMR311C	0.727
YMR312W	0.643
YMR313C	0.633
YMR315W	0.573
YJL056C	0.403
YJL055W	0.800
YJL053W	0.473
YJL052W	0.000
YJL051W	0.610
YJL049W	0.473
YJL048C	0.500
YJL047C	0.670
YJL046W	0.570
YJL045W	0.560
YJL044C	0.720
YJL043W	0.620
YLR262C-A	0.190
YLR422W	0.607
YLR423C	0.433
YLR425W	0.000
YLR426W	0.573
YLR427W	0.677
YLR428C	0.670
YLR429W	0.640
YLR431C	0.693
YLR432W	0.410
YLR433C	0.660
YLR434C	0.657
YJL038C	0.597
YJL037W	0.793
YJL036W	0.000
YJL030W	0.993
YLR435W	0.407
YLR436C	0.950
YLR437C	0.753
YLR438W	0.567
YLR441C	0.647
YLR443W	0.633
YLR444C	0.813
YLR445W	0.790
YLR446W	0.697
YLR447C	0.000
YLR448W	0.533
YLR449W	0.610
YIL094C	0.610
YLR450W	0.000
YLR452C	0.747
YLR453C	0.810
YLR454W	0.307
YLR456W	0.733
YLR460C	0.810
YLR461W	0.690
YML010C-B	0.903
YML021C	0.573
YML081C-A	0.487
YMR060C	0.663
YAL024C	0.673
YMR158C-B	0.680
YER089C	0.663
YDL191W	0.790
YDL192W	0.437
YMR194C-A	0.437
YDL197C	0.727
YMR326C	0.613
YDL198C	0.000
YNR032C-A	0.813
YDL199C	0.850
YNR050C	0.640
YDL200C	0.610
YNR051C	0.610
YDL201W	0.623
YNR056C	0.607
YDL203C	0.627
YNR057C	0.497
YDL204W	0.577
YJL127C	0.123
YJL126W	0.617
YJL124C	0.510
YJL123C	0.683
YJL122W	0.723
YJL120W	0.473
YJL121C	0.490
YJL118W	0.583
YJL119C	0.623
YJL117W	0.000
YJL116C	0.427
YNR058W	0.697
YDL206W	0.717
YNR059W	0.570
YDL210W	0.473
YNR060W	0.663
YDL211C	0.743
YNR061C	0.653
YDL213C	0.717
YNR062C	0.647
YDL214C	0.677
YNR063W	0.663
YDL215C	0.627
YNR064C	0.697
YDL216C	0.637
YNR065C	0.667
YDL218W	0.683
YNR066C	0.623
YDL219W	0.857
YNR067C	0.473
YDL222C	0.590
YNR068C	0.547
YDL223C	0.583
YDL224C	0.437
YJL115W	0.493
YJL112W	0.377
YJL110C	0.323
YJL108C	0.457
YJL107C	0.700
YJL106W	0.670
YJL102W	0.000
YJL100W	0.620
YJL099W	0.800
YJL098W	0.567
YJL096W	0.000
YJL095W	0.567
YDL225W	0.000
YDL226C	0.507
YDL227C	0.687
YDL229W	0.617
YDL230W	0.700
YDL231C	0.623
YDL232W	0.573
YDL233W	0.833
YDL234C	0.580
YDL236W	0.553
YDL237W	0.613
YDL238C	0.590
YJL093C	0.417
YJL092W	0.667
YJL089W	0.693
YJL088W	0.707
YJL084C	0.530
YJL083W	0.637
YJL082W	0.663
YJL080C	0.170
YKR087C	0.650
YJL079C	0.677
YKR088C	0.503
YJL077C	0.590
YKR089C	0.613
YJL073W	0.530
YKR090W	0.667
YJL071W	0.583
YKR091W	0.330
YDL239C	0.633
YDL240W	0.000
YDL241W	0.247
YDL242W	0.763
YDL243C	0.743
YDR001C	0.630
YDR003W	0.587
YDR004W	0.580
YDR005C	0.597
YDR006C	0.570
YDR008C	0.597
YDR009W	0.647
YJL068C	0.590
YKR092C	0.300
YDL047W	0.000
YJL067W	0.633
YKR093W	0.413
YJL066C	0.543
YKR097W	0.660
YJL064W	0.327
YKR098C	0.703
YJL065C	0.580
YKR099W	0.443
YJL063C	0.000
YKR100C	0.693
YJL062W	0.187
YKR101W	0.537
YJL060W	0.683
YKR103W	0.550
YJL059W	0.540
YKR104W	0.737
YJL058C	0.543
YKR105C	0.467
YJL057C	0.590
YLL018C-A	0.610
YDR010C	0.640
YBR299W	0.583
YFL001W	0.517
YDR011W	0.530
YDR014W	0.533
YDR015C	0.717
YDR017C	0.637
YDR018C	0.597
YDR019C	0.757
YDR020C	0.667
YDR022C	0.697
YDR024W	0.610
YJR034W	NaN
YJR039W	NaN
YJR066W	NaN
YIL102C	NaN
YIL111W	NaN
YIL122W	NaN
YIL131C	NaN
YIL136W	NaN
YIL158W	NaN
YIR004W	NaN
YIL056W	NaN
YIL085C	NaN
YDL067C	NaN
YDL074C	NaN
YDL075W	NaN
YDR477W	NaN
YDR483W	NaN
YDR521W	NaN
YDR523C	NaN
YFL033C	NaN
YGR254W	NaN
YER014W	NaN
YCR107W	NaN
YDR242W	NaN
YDR326C	NaN
YDR417C	NaN
YDR444W	NaN
YDR461W	NaN
YDR493W	NaN
YDR502C	NaN
YDR515W	NaN
YFL003C	NaN
YFL004W	NaN
YFL007W	NaN
YFL010C	NaN
YFL010W-A	NaN
YFL012W	NaN
YFL013C	NaN
YGR122C-A	NaN
YOL148C	NaN
YGR258C	NaN
YGR271W	NaN
YNR033W	NaN
YGR273C	NaN
YGR276C	NaN
YGR289C	NaN
YGR291C	NaN
YGR292W	NaN
