ORF	het | growth (culture turbidity) | bovine pancreatic trypsin inhibitor [1.75 uM] | Bleackley MR~Anderson MA, 2014
YGL226C-A	1.964
YHR184W	1.907
YPL197C	2.594
YKR014C	2.142
YOR140W	1.681
YJR130C	1.830
YLR210W	2.064
YKL150W	1.941
YOR055W	2.226
YPL013C	1.628
YPR045C	1.998
YCL062W	2.397
YCR075C	2.436
YCR073W-A	2.084
YPR117W	1.624
YGR271C-A	2.188
YOR084W	2.223
YBL066C	2.166
YBR003W	1.840
YDR253C	2.133
YKL128C	1.934
YLR326W	2.181
YDR027C	2.080
YIL032C	2.529
YJR152W	1.819
YNR012W	1.840
YPR084W	1.991
YKL198C	1.708
YOL101C	1.742
YPR146C	1.620
YOL067C	1.726
YHR080C	1.882
YGL067W	1.713
YGL132W	2.765
YLR092W	2.785
YIR001C	2.531
YGL101W	1.779
YKR061W	2.127
YLR191W	2.043
YPR157W	1.613
YDL149W	2.272
YGR266W	2.668
YOR129C	1.424
YOL092W	2.205
YLL049W	1.735
YGR080W	1.419
YKR087C	1.806
YNL299W	2.609
YPL041C	1.606
YLR204W	2.034
YLR350W	2.168
YOL116W	1.733
YPL052W	1.606
YPL121C	2.579
YMR081C	2.200
YDR400W	2.183
YMR132C	1.990
YOL100W	1.730
YPR087W	1.973
YMR224C	2.350
YER068W	2.525
YGR086C	2.400
YLL048C	1.728
YNR072W	2.197
YBL081W	2.143
YBR041W	2.336
YLR120C	2.737
YDR252W	2.111
YKL174C	1.903
YNL058C	2.332
YPR132W	1.592
YHL012W	2.171
YIL154C	2.497
YKL048C	2.009
YLR401C	1.702
YPL262W	1.708
YBL090W	2.133
YPL032C	1.584
YGR101W	1.389
YKL116C	1.895
YPL062W	1.581
YHR044C	1.833
YKR039W	2.384
YPR042C	1.951
YGR225W	0.885
YKL140W	1.892
YML011C	2.725
YNL322C	2.594
YJR083C	1.778
YNL068C	2.484
YDR092W	2.084
YEL039C	2.160
YLR036C	1.711
YOL044W	1.703
YKL130C	1.884
YGR087C	1.371
YPR150W	1.570
YJR025C	2.031
YOR065W	2.174
YDL129W	2.234
YNL029C	1.800
YDR184C	1.684
YGR228W	2.218
YJL164C	2.132
YOL017W	1.422
YGR182C	2.144
YPL256C	1.698
YBR037C	2.302
YBR293W	2.024
YER019W	2.495
YOR005C	2.168
YPL089C	1.900
YBR100W	2.075
YDR419W	2.152
YNL236W	1.667
YDR275W	2.493
YIL135C	2.463
YNR028W	1.791
YOR062C	2.164
YDR520C	2.533
YJR147W	1.761
YDR215C	1.677
YKL157W	1.140
YLR021W	2.741
YPR119W	1.559
YKL053W	1.975
YMR101C	1.944
YOR153W	1.621
YOR380W	1.418
YBR246W	2.867
YBR251W	2.867
YBR291C	2.017
YJL182C	2.123
YKL121W	1.865
YPL247C	1.694
YDR249C	2.074
YOR097C	1.349
YPL015C	1.552
YDL112W	2.218
YIL040W	2.489
YPL074W	1.887
YKL171W	1.857
YKL183W	1.857
YHL035C	2.129
YML123C	1.937
YNR045W	1.783
YJR058C	2.212
YOR134W	1.340
YOR275C	2.816
YCR030C	2.368
YCR050C	2.007
YNL257C	2.151
YLR059C	2.730
YMR138W	2.368
YDL101C	2.208
YFR026C	2.610
YOR111W	1.336
YBR026C	2.276
YFL010W-A	2.281
YPR167C	2.188
YER056C-A	2.474
YJL055W	1.741
YOR125C	1.332
YCR025C	1.996
YIL049W	2.478
YIL079C	2.604
YKL096W	1.842
YAL065C	2.643
YGL006W	2.087
YKL043W	1.949
YLR084C	2.065
YPR122W	1.534
YEL061C	2.130
YPR044C	1.904
YHR180W	1.737
YLR334C	2.356
YGR133W	2.467
YKL003C	1.945
YKL087C	1.838
YMR171C	1.683
YNL208W	1.640
YPL110C	2.535
YBR058C	2.265
YNL094W	2.265
YNR015W	1.766
YBL099W	1.766
YLR441C	2.646
YGL010W	2.078
YEL038W	2.121
YJR113C	2.996
YLR403W	2.289
YOL013W-A	2.140
YBL001C	2.170
YHL013C	2.098
YCL069W	2.263
YJR009C	1.982
YLR307W	1.637
YMR082C	2.137
YPL193W	2.528
YNL239W	1.631
YGL004C	2.071
YPL087W	1.858
YJL083W	1.886
YPL038W	1.512
YCR066W	1.976
YNL217W	1.625
YFR020W	2.586
YGL194C	1.630
YPR074C	1.882
YFR008W	2.583
YER093C-A	1.669
YLR420W	2.250
YDL238C	2.987
YPL196W	2.520
YAL056W	2.624
YBR282W	1.969
YJL047C	1.710
YDR022C	2.987
YFR021W	2.580
YGR223C	2.155
YKL161C	1.811
YML102C-A	1.895
YCR045C	1.969
YFL014W	2.772
YDR491C	2.494
YNR025C	1.746
YLR207W	1.906
YOR090C	1.397
YGL135W	2.684
YHL006C	2.075
YIL137C	2.392
YJL139C	1.113
YLR282C	1.625
YDL134C	2.167
YIL065C	2.454
YNL070W	2.388
YCR076C	1.958
YLR290C	1.625
YOR139C	1.572
YPL119C	2.513
YLR142W	2.232
YML104C	1.869
YOR013W	2.106
YFR032C-A	2.140
YML122C	1.880
YGR014W	1.836
YKL031W	1.898
YMR086C-A	2.116
YNL099C	2.384
YLR050C	1.654
YFR047C	2.136
YJL020C	1.952
YMR111C	1.877
YNL233W	1.604
YKL163W	1.792
YLR209C	1.893
YLR239C	1.616
YKL147C	1.788
YLR194C	2.008
YJL152W	2.058
YPL152W	2.507
YDR425W	2.091
YDR459C	2.482
YHR057C	1.699
YLR201C	1.889
YOL007C	1.392
YJR137C	1.686
YBL063W	2.039
YLR292C	1.598
YOR008C	2.093
YHL010C	2.052
YGR041W	1.257
YKL166C	1.780
YPR046W	1.846
YPL229W	1.656
YPL264C	1.656
YLL018C-A	1.679
YPR197C	2.121
YIR009W	2.363
YJR146W	1.679
YDL174C	2.148
YGL086W	1.592
YGL255W	1.820
YML074C	1.863
YHR129C	1.680
YJL150W	2.045
YKL167C	1.773
YOL091W	2.099
YPL272C	1.652
YMR038C	3.119
YDR152W	1.584
YOR066W	2.080
YGL215W	1.813
YPL077C	1.813
YDL175C	2.142
YDR195W	1.584
YKL023W	1.863
YMR114C	1.852
YKL137W	1.625
YOR229W	1.546
YPL205C	2.494
YKR093W	1.669
YNL315C	1.380
YKL149C	1.765
YLR279W	1.597
YNR042W	1.715
YKL133C	1.761
YDL034W	2.608
YDR471W	2.464
YJL052W	1.665
YLR203C	1.859
YPL130W	2.492
YMR175W	0.507
YGR260W	2.540
YIL138C	2.342
YKR047W	1.992
YPL113C	2.490
YHR032W	1.633
YMR096W	1.845
YKL129C	1.757
YMR243C	2.256
YML109W	1.841
YCR068W	1.916
YHR106W	1.655
YML096W	1.841
YOR070C	2.067
YDL117W	2.129
YFR024C-A	2.537
YJR128W	1.658
YKL001C	1.851
YOL090W	2.086
YPR140W	1.447
YDR149C	1.566
YLR034C	1.628
YOR017W	2.063
YGL085W	1.571
YGL153W	2.649
YPR060C	1.814
YNL303W	2.523
YPL081W	1.794
YMR313C	1.626
YER060W-A	2.391
YER074W	2.391
YNL085W	2.325
YOR009W	2.057
YMR135C	1.831
YHL009C	2.010
YOR003W	2.054
YPR071W	1.807
YJL007C	1.899
YLR250W	1.572
YCR065W	1.899
YLR267W	1.572
YBL052C	1.993
YGR212W	2.002
YBR078W	2.254
YKL164C	1.731
YOR195W	1.518
YPR039W	1.796
YCL051W	2.148
YDR154C	1.545
YGR026W	1.778
YHL019C	1.998
YLR251W	1.273
YBL088C	1.990
YKL084W	1.727
YMR109W	1.817
YGL230C	1.775
YBL069W	1.986
YPL040C	1.422
YJL138C	2.000
YKR060W	1.961
YNL128W	2.152
YGL035C	1.546
YJR099W	2.599
YDR131C	2.516
YDR138W	0.994
YLR312W-A	1.534
YML101C	1.803
YMR247C	2.228
YNR075W	2.056
YPL239W	1.624
YLR206W	1.804
YDL194W	2.292
YGR021W	1.765
YLR315W	1.530
YHR140W	1.602
YJR024C	1.874
YKL138C	1.708
YLR283W	1.551
YML116W	1.799
YJL200C	1.945
YEL011W	1.600
YLR031W	1.600
YMR234W	2.223
YOR073W	2.024
YPL257W	1.621
YER007C-A	2.358
YGL148W	2.617
YIL132C	2.279
YLR096W	2.619
YMR242W-A	2.112
YGR058W	1.165
YLR063W	2.619
YLR232W	1.545
YLR281C	1.542
YDL076C	2.562
YGR022C	2.060
YGR226C	2.043
YOL150C	1.607
YAL012W	2.589
YDL115C	2.666
YKL094W	1.696
YPR118W	2.355
YPL088W	1.749
YPL123C	2.454
YDR372C	2.498
YGR015C	1.749
YGR162W	0.985
YOR018W	2.015
YAL064C-A	1.857
YEL012W	1.600
YGL034C	1.522
YLR421C	1.535
YMR188C	2.214
YNR033W	3.070
YHR202W	2.104
YLR375W	1.535
YGR208W	1.956
YGR136W	2.346
YMR306W	1.588
YNR034W	1.655
YCR014C	2.099
YKR030W	1.933
YLR354C	1.532
YMR258C	2.492
YGL017W	1.954
YKR076W	2.037
YNL268W	2.037
YPL009C	1.382
YKL069W	1.681
YKL106W	1.681
YLL006W-A	2.105
YOR136W	1.144
YDR286C	2.388
YKR042W	1.930
YML119W	1.771
YJL120W	1.749
YNL109W	2.648
YNL211C	1.513
YPR101W	1.749
YCR024C	1.846
YLR408C	1.526
YOR058C	2.002
YDR063W	2.708
YHR179W	1.551
YPR024W	2.644
YBR268W	2.708
YMR141C	2.204
YMR126C	1.767
YGL152C	2.597
YLR299W	1.491
YAL045C	2.536
YPR092W	1.742
YOR230W	1.472
YNR022C	1.641
YOR379C	1.641
YNR018W	1.641
YER046W	1.580
YLR270W	1.517
YNL196C	1.501
YLR405W	1.514
YPL115C	2.437
YDR156W	1.484
YKL114C	1.662
YKL187C	1.117
YGR230W	2.006
YKL061W	1.744
YPR109W	1.360
YNR049C	1.635
YGR224W	2.006
YKL126W	1.658
YGL254W	1.717
YJR088C	1.570
YBL048W	1.928
YDL002C	2.532
YNL206C	1.495
YCR048W	2.214
YHR204W	2.064
YOR127W	1.113
YPL183W	0.969
YGR142W	2.318
YPL068C	1.714
YBR278W	1.822
YJL082W	1.723
YNL227C	1.489
YBL033C	2.224
YGL263W	1.711
YIL045W	2.369
YKL142W	1.646
YKL201C	1.673
YMR008C	2.539
YHR022C	1.917
YKL020C	1.731
YPR164W	1.995
YNL106C	2.220
YAL011W	2.520
YGR271W	3.043
YJR092W	1.559
YML041C	2.205
YCR005C	2.050
YLR385C	1.498
YBL022C	1.918
YJR094W-A	2.567
YLR285W	1.495
YBR005W	1.621
YHR120W	1.507
YHR121W	1.507
YBR295W	1.812
YLR095C	2.572
YLR199C	1.718
YDR351W	2.453
YEL003W	1.979
YHL011C	1.552
YOL019W	1.589
YBL039C	1.911
YKL085W	1.635
YJL172W	1.904
YAR037W	2.513
YDR209C	1.455
YEL010W	1.976
YJR084W	2.562
YDL065C	2.515
YDL138W	2.028
YPL023C	1.335
YCL058C	2.561
YGL025C	1.905
YLR332W	1.512
YHL039W	1.546
YHR039C	1.492
YLR047C	2.567
YNL154C	1.887
YOL106W	1.553
YOR142W	1.443
YNL049C	1.612
YBR057C	2.058
YHR109W	1.487
YHR114W	1.487
YLR032W	1.550
YNL129W	2.058
YBL087C	1.902
YNL302C	2.462
YNR019W	1.610
YPL132W	1.721
YMR095C	1.718
YDR151C	1.445
YGL235W	1.747
YJR015W	1.794
YOL118C	1.548
YBR083W	2.145
YBR277C	1.794
YLR220W	1.701
YLR284C	1.477
YML079W	2.515
YJL198W	1.913
YMR294W	2.458
YKL026C	1.697
YLR235C	1.477
YNR039C	1.604
YDR150W	1.441
YFL013W-A	2.585
YFR054C	1.961
YLR318W	1.438
YOL019W-A	2.079
YPR154W	1.317
YLR189C	1.693
YMR273C	2.456
YBL091C	1.892
YKL146W	1.612
YNR041C	1.601
YPL049C	1.317
YPR003C	1.317
YLR433C	2.553
YNL279W	1.707
YKL070W	1.608
YCR033W	2.178
YJL168C	1.907
YKL103C	1.608
YFL048C	2.426
YJL145W	1.907
YLR313C	1.434
YHR133C	1.463
YLR227C	1.684
YOL089C	1.980
YDL176W	2.005
YGL259W	1.675
YJR070C	2.550
YJL159W	1.900
YLR211C	1.811
YPR028W	1.700
YDR067C	2.647
YMR182C	2.160
YGR144W	2.279
YGR273C	3.019
YJL133W	1.897
YLR303W	1.423
YAR020C	2.492
YJL084C	1.673
YCL029C	1.997
YCL038C	2.013
YGR214W	1.864
YJR149W	1.515
YPL033C	1.299
YFR056C	1.942
YKL168C	1.593
YMR223W	2.155
YBR297W	1.766
YGL163C	2.545
YPR076W	1.666
YGL002W	1.872
YGL210W	1.662
YDL162C	1.990
YPR152C	1.291
YER020W	2.266
YDR218C	1.413
YJL201W	1.887
YMR067C	1.966
YOR304C-A	1.323
YKR021W	1.853
YJL092W	1.658
YOR147W	0.940
YDR237W	1.409
YDR352W	2.411
YHR076W	1.433
YLR221C	1.658
YHR018C	1.848
YNL108C	2.012
YGL262W	1.653
YKL162C	1.577
YKR017C	1.847
YPR002W	1.284
YIL044C	2.330
YLR018C	2.531
YNR040W	1.576
YOL087C	1.961
YBL091C-A	1.756
YDR005C	2.865
YJL212C	1.878
YMR087W	1.958
YDR101C	2.405
YER086W	2.257
YOR186W	1.403
YPL030W	1.281
YCR095C	2.102
YDR173C	1.398
YLR214W	1.646
YMR119W-A	1.672
YNR073C	1.955
YGL051W	1.429
YHR136C	1.418
YLR164W	1.646
YJL068C	1.644
YOR099W	1.012
YBL038W	1.853
YKL143W	1.566
YMR103C	1.668
YNL003C	2.196
YPR121W	1.273
YCR083W	2.143
YJL132W	1.770
YAR047C	2.470
YBR285W	1.742
YCR087C-A	1.742
YJL100W	1.640
YKL158W	1.562
YGL054C	1.423
YEL048C	1.926
YHR041C	1.484
YJL153C	1.865
YER049W	2.245
YGR134W	1.510
YKL097C	1.558
YGL019W	1.846
YIL134W	2.124
YCL048W	1.953
YFR057W	1.909
YHR178W	1.403
YLR205C	1.633
YML124C	1.661
YNL265C	1.901
YDR109C	2.390
YMR088C	1.945
YOL008W	1.312
YGR259C	2.386
YNL020C	1.558
YLR312C	1.380
YKL050C	1.624
YAL058C-A	2.529
YER075C	2.239
YGR062C	1.255
YKR012C	1.826
YKR029C	2.085
YHL032C	1.821
YFR009W	2.380
YGL089C	1.410
YJR020W	1.728
YPL227C	1.549
YPL026C	1.255
YLR367W	1.418
YDL170W	1.955
YBR111C	2.520
YDR009W	2.849
YJR117W	2.849
YLL059C	1.500
YMR107W	1.643
YLR377C	1.415
YKL159C	1.539
YML070W	1.643
YNL077W	1.975
YOR038C	1.884
YKL008C	1.611
YBL019W	1.827
YNL071W	2.099
YHR176W	1.374
YOL115W	1.496
YJL057C	1.615
YPR199C	1.887
YLR306W	1.366
YCL064C	1.922
YDL171C	1.945
YHL038C	1.802
YLR176C	1.603
YLR341W	1.842
YLR402W	1.409
YPL145C	2.365
YHR051W	1.369
YJR010W	1.714
YKR044W	1.810
YBL075C	1.820
YDR083W	2.369
YGR268C	2.365
YBL100C	1.539
YGL136C	2.505
YGR242W	1.879
YOR072W	1.875
YOR369C	0.918
YDR071C	2.116
YBR262C	2.583
YIL072W	2.301
YLR295C	1.355
YCR001W	1.913
YGR143W	2.218
YLR108C	2.492
YLR219W	1.594
YOR047C	1.871
YOR258W	1.366
YEL064C	1.898
YEL040W	1.896
YLR188W	1.590
YMR231W	2.110
YGR137W	2.215
YIL028W	2.298
YKL076C	1.520
YDL113C	1.936
YLR225C	1.590
YGL013C	1.810
YKL017C	1.586
YKL029C	1.586
YLR174W	1.586
YMR115W	1.622
YOR076C	1.865
YDR233C	1.348
YIL139C	2.078
YDR500C	1.494
YIL053W	2.294
YIL159W	2.074
YGL192W	2.041
YPR077C	1.593
YKR018C	1.795
YMR018W	2.437
YOR012W	1.862
YNL138W	2.104
YKL025C	1.577
YDR538W	1.860
YJL122W	1.590
YJL127C	1.590
YLR192C	2.101
YLR325C	1.823
YPR006C	1.615
YHR124W	1.334
YDR183W	1.338
YGL216W	0.994
YJL163C	1.771
YGL028C	1.801
YKL170W	1.505
YLR422W	2.511
YML103C	1.611
YNR032W	1.522
YBR071W	1.941
YJL215C	1.816
YKR045C	1.786
YBL013W	1.797
YDR371W	2.348
YLR173W	1.569
YDR019C	2.827
YFR035C	1.853
YIL005W	2.288
YKR052C	1.786
YMR110C	1.608
YCR061W	1.290
YFR017C	2.342
YHR067W	1.429
YKL067W	1.497
YKL199C	1.783
YKR027W	2.038
YOR333C	1.917
YLR149C	1.564
YDR453C	2.294
YOR059C	1.849
YDL107W	1.913
YEL017C-A	1.876
YGL023C	1.323
YLR202C	1.560
YLR390W	1.378
YDR540C	1.846
YHL033C	1.764
YKL096W-A	2.031
YKR005C	1.777
YMR137C	2.086
YBR023C	1.926
YMR092C	1.898
YPR198W	1.842
YBR281C	1.672
YGR032W	2.028
YIL157C	2.044
YNL134C	1.922
YDR033W	1.672
YJL210W	1.803
YHR013C	1.756
YJL021C	1.672
YKL091C	1.485
YKR043C	1.774
YBL085W	1.784
YCL010C	1.864
YNL115C	2.040
YFR022W	2.330
YNL004W	1.504
YPL114W	2.337
YGL064C	1.359
YLR258W	1.368
YOL112W	1.463
YPL134C	1.590
YDR261C	2.275
YNL142W	2.078
YBL005W	1.778
YDR162C	1.313
YGR241C	1.831
YIL098C	2.165
YOR082C	1.832
YPR070W	1.561
YIL107C	1.911
YML100W	1.583
YPL100W	2.542
YIL064W	2.273
YJL161W	1.738
YLR224W	1.539
YOR306C	0.830
YER087C-A	2.175
YHR150W	1.290
YDL095W	2.277
YHR117W	1.290
YNR071C	1.885
YDR380W	1.859
YDR530C	2.277
YGL258W	1.563
YHR006W	1.405
YKL148C	1.470
YLR329W	1.417
YMR133W	1.579
YPR125W	1.183
YKR054C	1.709
YCR087W	1.655
YKL212W	1.758
YDR158W	1.302
YCR098C	1.816
YNL157W	1.755
YBL080C	1.765
YLR451W	1.842
YEL065W	1.854
YGR247W	1.816
YKL220C	2.008
YKL100C	1.462
YOL104C	1.451
YHR135C	1.280
YGR131W	2.166
YFL016C	0.891
YGL256W	1.554
YMR135W-A	2.063
YLR253W	1.350
YLR266C	1.350
YPL054W	1.172
YNL117W	1.896
YGR295C	2.060
YPL039W	1.169
YBL078C	1.758
YDR514C	2.267
YEL057C	1.848
YHR131C	1.392
YIL090W	2.310
YJL196C	1.604
YOL076W	1.507
YPR075C	1.539
YHL017W	1.725
YJL142C	1.778
YKL194C	2.001
YDR539W	1.805
YBL064C	1.755
YDR535C	1.805
YGL227W	1.547
YKR074W	1.871
YOL119C	1.444
YOR061W	1.810
YIL101C	1.888
YGR050C	1.994
YJL013C	2.155
YLR067C	2.437
YIL034C	2.258
YJL181W	1.771
YKL179C	1.447
YPR047W	1.532
YDR171W	1.284
YPL273W	1.504
YMR264W	2.372
YAR030C	2.397
YCL009C	1.819
YPR093C	1.528
YGR004W	1.541
YNL101W	1.881
YNL146W	1.881
YPL219W	2.316
YBR168W	1.988
YDR504C	2.257
YJL208C	1.765
YOR381W	1.273
YBL068W	1.745
YNL234W	1.326
YNL212W	1.326
YEL068C	2.148
YGL217C	1.820
YIL100W	1.873
YMR162C	2.059
YMR177W	2.059
YNL104C	1.990
YDR057W	2.510
YGR193C	1.706
YJR069C	2.482
YFR055W	1.786
YKL191W	1.731
YBL021C	1.739
YDL169C	1.863
YDR042C	1.623
YER047C	2.145
YER061C	2.145
YHR206W	1.806
YML099C	1.544
YBL046W	1.739
YDR161W	1.270
YMR158W	1.432
YMR233W	2.056
YPR126C	1.147
YJR074W	2.479
YMR106C	1.541
YBR025C	1.865
YBR272C	1.978
YCR092C	1.782
YPL108W	2.307
YDR423C	1.829
YCR085W	1.616
YLR040C	1.427
YPR098C	1.595
YCR091W	1.778
YHR127W	1.364
YKR011C	1.725
YCR016W	1.793
YGR023W	1.521
YHR116W	1.226
YJL213W	1.971
YKL178C	1.420
YKR010C	1.971
YLR254C	1.319
YBR248C	2.497
YFR023W	2.284
YGR040W	1.968
YJL197W	1.745
YMR136W	2.784
YOL117W	1.422
YPL245W	1.490
YER039C-A	1.771
YER072W	2.132
YML020W	2.364
YPL274W	1.490
YKL075C	1.416
YLR437C	2.474
YML047C	2.030
YLR400W	1.313
YCR079W	1.606
YDL142C	1.847
YGR166W	1.683
YLR151C	1.470
YLR168C	1.470
YPL135W	2.299
YBR098W	2.114
YBL029W	1.719
YER031C	1.351
YGR244C	1.488
YJL128C	2.391
YML010C-B	2.471
YPL073C	1.512
YDL124W	1.840
YLR344W	1.736
YLR373C	1.307
YNL121C	1.956
YOR026W	1.885
YOR188W	1.277
YPL118W	2.295
YDR136C	2.273
YOL053W	1.484
YBR173C	2.906
YKL190W	0.828
YBR064W	1.843
YDL203C	2.776
YJL048C	1.344
YHR113W	1.201
YIL036W	2.232
YOL159C	1.344
YKL127W	1.401
YLR152C	1.458
YMR319C	1.516
YCR077C	1.595
YGR053C	1.954
YGR168C	1.668
YCR102C	1.752
YGR057C	0.820
YKL072W	1.397
YKR106W	2.015
YNL242W	1.293
YJL211C	1.729
YPL017C	2.377
YBL049W	1.706
YER058W	2.114
YHR091C	1.420
YOL036W	1.479
YIL165C	1.944
YNL127W	1.832
YDL225W	2.771
YDR153C	1.230
YHR200W	1.757
YKL101W	1.390
YBR040W	1.828
YCR032W	2.009
YFR049W	1.745
YKL123W	1.390
YGR139W	2.108
YKR040C	1.941
YNL054W	1.824
YNL067W	1.935
YBL047C	1.700
YIR005W	1.935
YDL177C	1.825
YDR536W	1.741
YJR010C-A	1.581
YPR123C	1.103
YOL053C-A	1.474
YCR101C	1.737
YGL059W	1.281
YDR245W	2.132
YGR001C	1.489
YIL039W	2.222
YKL098W	1.382
YPR062W	1.471
YDL081C	2.338
YDR256C	1.691
YHR008C	1.327
YOL032W	1.474
YLR178C	1.436
YOR325W	1.821
YKR028W	1.934
YIL035C	2.219
YJL028W	2.131
YKL086W	1.378
YMR040W	2.023
YDR061W	2.462
YGR232W	1.734
YHR050W	1.171
YHR151C	1.171
YBL057C	1.693
YJL136C	1.934
YGL096W	1.278
YJR129C	1.323
YBL009W	1.690
YCL075W	2.457
YGL202W	1.381
YOR083W	1.744
YBR001C	1.422
YLR015W	2.382
YLR393W	1.279
YML042W	1.995
YDL068W	2.327
YDL234C	2.759
YOL070C	1.467
YPR151C	1.367
YBR296C	1.564
YFR013W	1.914
YPL259C	1.467
YDR455C	2.208
YBR175W	2.449
YER129W	2.399
YBR181C	2.449
YNR014W	1.416
YMR295C	2.330
YLR376C	1.270
YOR309C	1.646
YDL035C	2.322
YDL168W	1.802
YGL250W	1.470
YHR123W	1.147
YMR187C	2.012
YNL316C	1.477
YDL137W	1.799
YDR374C	2.234
YJL046W	1.303
YPL091W	1.467
YDL125C	1.799
YDR036C	1.553
YDR442W	2.203
YFR036W	1.711
YGL177W	2.394
YKR016W	1.669
YLR263W	1.266
YMR269W	1.619
YNR027W	1.411
YDL121C	1.796
YER046W-A	2.081
YJL043W	1.299
YLR374C	1.263
YOL098C	1.382
YGR165W	1.621
YMR256C	2.326
YDL045W-A	2.316
YAL022C	2.338
YKL015W	1.398
YPL079W	1.461
YPR052C	1.438
YBR035C	2.120
YHR046C	1.132
YNR029C	1.405
YMR226C	2.005
YDR285W	2.200
YDR409W	1.767
YEL047C	1.767
YGL248W	1.457
YLR237W	1.974
YLR392C	1.254
YAL016W	2.117
YDL180W	1.783
YDR115W	2.219
YDR219C	1.180
YDR506C	1.942
YEL054C	1.762
YJL003W	2.116
YKL135C	1.336
YLR077W	2.357
YOL141W	1.285
YHR015W	1.606
YBL101C	1.394
YGL208W	1.448
YHR182W	1.112
YLR190W	1.381
YLR342W	1.674
YNL083W	1.877
YDR126W	2.216
YBL062W	1.651
YBR273C	1.529
YGL199C	1.833
YHL007C	1.598
YJL206C	1.739
YLR065C	2.351
YPL214C	2.252
YCR089W	1.962
YER052C	2.062
YGR248W	1.890
YHL036W	1.598
YIL099W	1.768
YNL073W	1.873
YDR512C	1.414
YDL157C	1.774
YIL015W	2.189
YKL136W	1.324
YPL240C	1.448
YPR059C	1.417
YGL117W	2.183
YNL144C	1.764
YBR047W	1.760
YFL001W	2.857
YGL257C	1.438
YPL166W	2.248
YDR132C	2.207
YGL165C	2.371
YLL013C	2.321
YAL049C	1.609
YHL004W	1.679
YIL161W	1.860
YJL162C	1.661
YOR266W	1.953
YLR345W	1.658
YPR058W	1.406
YDR518W	1.602
YGL053W	1.226
YIL017C	2.183
YMR192W	1.983
YGR178C	1.579
YGR261C	2.200
YHR191C	1.356
YGR231C	1.667
YLR154C	1.355
YMR182W-A	1.965
YNL066W	1.852
YGR150C	2.047
YBR274W	1.389
YBR077C	1.745
YFR053C	1.663
YHR195W	1.660
YMR065W	1.768
YDL133C-A	1.870
YDR519W	2.171
YJL130C	1.652
YMR105C	1.427
YMR282C	2.303
YPL220W	2.240
YGR243W	1.659
YPL078C	1.453
YGR146C	2.041
YFR045W	1.727
YGL221C	1.422
YGR255C	0.827
YIL052C	2.194
YKL115C	1.867
YML066C	2.289
YNL063W	1.741
YNL197C	1.217
YPL138C	2.237
YPL194W	1.672
YPR185W	1.659
YCR010C	1.651
YDR095C	2.189
YJL146W	1.645
YNL012W	1.368
YPR057W	1.391
YGL049C	1.214
YDL179W	1.748
YGR177C	1.564
YJL030W	1.248
YJR019C	1.498
YLR135W	1.646
YOL160W	1.248
YJL185C	1.642
YMR074C	1.646
YDL204W	2.719
YBR239C	2.389
YKL066W	1.290
YIL095W	2.185
YGR126W	2.029
YDL178W	1.742
YJR110W	1.241
YKL071W	1.286
YLR248W	1.211
YER091C	1.339
YBR022W	1.722
YDL156W	1.739
YDR178W	1.131
YDR534C	2.156
YER062C	2.026
YFL054C	2.179
YGL229C	1.406
YGR252W	0.819
YLR348C	1.632
YHR161C	1.043
YBL032W	1.608
YDL224C	2.714
YDR007W	1.818
YGR210C	1.337
YPL140C	2.225
YCR100C	1.633
YDL078C	2.262
YEL017W	1.717
YGR164W	1.544
YHL047C	1.544
YOL099C	1.335
YBR024W	1.711
YCL027W	1.620
YFR046C	1.629
YHR163W	1.033
YJR004C	2.093
YBR051W	1.711
YGL252C	1.396
YGR007W	1.396
YBR171W	2.256
YGL071W	1.190
YLR233C	1.195
YBL095W	1.345
YDR428C	1.712
YPR129W	0.991
YBL031W	1.595
YLR183C	1.304
YBR174C	2.367
YBR298C	1.470
YEL016C	1.709
YJL199C	1.616
YLR079W	2.305
YMR179W	1.953
YOR366W	1.342
YBR075W	1.580
YBR226C	2.363
YEL020C	1.706
YHR035W	1.018
YKL092C	1.259
YKL177W	1.259
YNL289W	2.280
YNL309W	2.280
YNL328C	2.280
YOR298W	1.212
YOR347C	1.212
YDL022W	2.248
YGR199W	1.525
YHR130C	1.014
YJL124C	1.352
YLR278C	1.186
YIL009W	2.159
YKL068W	1.256
YDL186W	1.713
YDR179C	1.102
YDR522C	2.136
YIL155C	1.789
YNL280C	2.004
YPL167C	2.210
YDR020C	2.700
YJL192C	1.607
YMR201C	1.946
YIL128W	1.785
YIL093C	2.153
YLR265C	1.180
YDR024W	2.698
YER071C	1.998
YIL164C	1.785
YLR228C	1.180
YBR151W	2.240
YBL067C	1.579
YDL159W	1.707
YGL151W	2.322
YJL094C	2.234
YJL170C	1.600
YGL243W	1.374
YIR031C	1.724
YMR254C	2.273
YNL116W	1.685
YCR043C	1.449
YDL128W	1.704
YDR297W	2.143
YEL028W	1.692
YLR179C	1.278
YOR001W	1.631
YPR196W	1.600
YBL045C	1.573
YBR264C	2.344
YER166W	2.317
YHR104W	0.989
YBL102W	1.320
YGR129W	1.986
YHR132W-A	1.888
YLR137W	1.575
YPL069C	1.364
YKL151C	1.233
YPL189C-A	1.936
YHR097C	0.984
YHR096C	0.979
YHR160C	0.979
YNL176C	1.568
YER060W	1.983
YHL041W	1.498
YIL160C	1.764
