ORF	hom | chronological lifespan | time [1 week] | Powers RW 3rd~Fields S, 2006	hom | chronological lifespan | time [2 weeks] | Powers RW 3rd~Fields S, 2006	hom | chronological lifespan | time [5 weeks] | Powers RW 3rd~Fields S, 2006	hom | chronological lifespan | time [7 weeks] | Powers RW 3rd~Fields S, 2006
YOR274W	0.998	1.546	2.682	1.416
YGR066C	0.937	1.786	1.572	2.272
YJL170C	2.201	1.169	3.504	0.955
YFR046C	1.193	1.007	0.322	4.296
YOR273C	1.277	3.116	1.607	0.893
YDR043C	1.537	2.265	3.215	0.127
YDR104C	2.328	1.866	2.909	0.830
YER156C	0.796	1.494	1.216	2.891
YOR054C	2.149	1.329	3.678	0.591
YMR056C	1.707	1.354	4.104	0.136
YNR028W	2.141	2.266	2.041	1.286
YER135C	1.882	1.738	3.266	0.587
YIL124W	0.509	0.466	0.297	4.827
YLR019W	1.041	0.828	0.639	4.123
YLR341W	1.119	1.068	1.399	3.115
YGL131C	0.882	1.847	2.541	1.194
YER033C	1.836	3.087	2.008	0.478
YOR252W	0.831	4.223	0.954	0.386
YHR182W	1.377	3.014	1.521	1.025
YPL078C	0.815	1.082	3.151	1.327
YPL177C	1.855	1.357	0.445	3.755
YPL110C	1.358	2.543	0.457	2.556
YMR068W	1.606	2.204	2.203	1.143
YPL112C	2.151	3.090	0.784	1.676
YLL055W	0.569	1.031	1.335	3.181
YPR036W	0.007	0.014	0.017	5.513
YKL140W	1.149	1.262	2.044	2.237
YHR180W	1.833	1.047	1.252	3.243
YOL150C	1.182	1.307	0.929	3.303
YLR416C	2.242	2.912	0.932	1.691
YEL023C	2.423	2.627	2.552	0.356
YNL087W	1.133	3.114	2.381	0.038
YOL162W	1.760	1.403	1.132	2.998
YGR067C	1.182	2.093	1.322	2.114
YDR131C	1.888	1.557	3.534	0.416
YML131W	1.057	1.795	0.632	3.072
YBR027C	2.155	1.631	3.974	-0.112
YAL029C	1.683	1.571	2.784	1.138
YNL045W	1.484	2.025	2.959	0.509
YDR056C	1.812	2.037	2.654	0.795
YML076C	1.701	1.803	3.135	0.543
YDR254W	0.750	1.257	2.151	2.069
YDR278C	0.666	1.249	2.798	1.425
YLR319C	1.881	1.184	1.652	2.633
YER152C	1.851	1.839	3.100	0.529
YEL013W	1.814	1.363	3.687	0.418
YGL231C	1.135	0.826	3.333	1.307
YDR346C	1.118	1.170	2.102	2.189
YDR411C	1.161	1.793	2.941	0.726
YNR009W	1.958	3.947	1.360	0.138
YLR420W	1.425	1.418	1.782	2.243
YIR007W	1.205	1.093	3.915	0.432
YPL003W	0.877	0.596	1.653	3.187
YLL060C	1.091	1.409	1.603	2.418
YGL108C	1.243	1.256	3.330	0.842
YLR041W	1.731	1.212	1.516	2.699
YFR032C-A	0.476	0.256	0.110	5.056
YKL072W	1.904	3.853	0.574	0.993
YBR033W	0.932	1.367	3.736	0.315
YML005W	1.143	2.109	2.320	0.990
YGR152C	2.213	3.168	1.183	1.063
YBR129C	1.435	0.952	3.935	0.526
YER184C	1.939	1.487	2.972	0.945
YDR191W	1.186	0.997	1.376	3.030
YPL245W	2.255	3.313	1.270	0.812
YNR030W	1.324	2.039	1.828	1.523
YLR221C	0.676	0.993	1.299	3.091
YGR124W	2.046	1.542	3.066	0.773
YKR080W	1.560	2.355	1.712	1.306
YER188W	1.629	0.832	0.450	4.089
YER121W	1.583	1.731	2.951	0.687
YDL194W	0.746	1.905	2.932	0.529
YGR126W	1.879	0.944	2.784	1.635
YDL243C	2.125	2.555	2.323	0.483
YMR104C	1.797	1.127	2.866	1.367
YPL240C	1.615	2.395	1.721	1.238
YDR119W	1.828	1.385	2.930	1.038
YIL122W	1.322	0.799	2.947	1.599
YGR202C	0.969	1.647	3.218	0.477
YFL042C	0.921	1.571	1.031	2.741
YJL200C	2.100	2.133	3.161	0.043
YPR017C	1.198	1.218	2.046	2.072
YNL023C	1.089	2.009	2.431	0.892
YCR107W	1.614	0.819	4.122	0.388
YBR075W	1.265	1.310	3.275	0.710
YPL167C	2.058	3.225	1.653	0.448
YGL121C	1.592	2.737	2.447	0.134
YDL121C	0.974	0.835	3.893	0.576
YKL061W	2.250	3.559	0.901	0.841
YLR046C	1.080	0.841	0.854	3.604
YJR119C	1.613	0.946	4.192	0.160
YOR263C	0.861	1.642	2.059	1.596
YGR138C	2.087	1.468	3.161	0.656
YFL014W	1.383	3.070	2.033	0.181
YNL101W	1.230	2.412	1.974	0.897
YLR264W	0.214	0.332	0.482	4.467
YPR111W	2.058	2.382	1.583	1.315
YDR213W	1.547	1.311	1.473	2.495
YOL141W	1.040	0.765	0.387	4.127
YJL106W	1.685	1.521	3.218	0.538
YDR248C	1.311	1.315	2.775	1.183
YFR049W	1.036	0.845	0.450	3.977
YJL021C	1.321	2.176	1.760	1.334
YOR225W	1.804	1.671	0.452	3.145
YKR060W	1.376	0.951	0.888	3.426
YPL183W-A	1.031	0.992	1.240	0.170
YGR271W	1.255	0.780	2.891	1.590
YMR310C	1.606	1.187	1.835	2.235
YER032W	1.619	3.801	1.085	0.369
YGL257C	2.061	1.308	2.195	1.743
YEL068C	1.502	1.482	3.374	0.387
YKL185W	2.157	1.588	2.036	1.617
YOL117W	2.221	2.169	2.451	0.621
YLR092W	0.954	1.840	1.775	1.620
YER140W	2.164	1.563	3.062	0.603
YGR087C	1.104	1.645	0.646	2.936
YDR458C	1.835	1.346	3.228	0.652
YJR035W	0.713	1.611	2.110	1.503
YBR064W	1.058	1.598	3.552	0.073
YGR157W	1.467	1.295	0.678	3.249
YER177W	0.766	1.856	2.698	0.665
YLR399C	2.077	2.527	0.336	2.352
YOR291W	1.483	1.561	2.528	1.126
YMR172C-A	1.603	0.864	2.366	1.983
YGL053W	1.241	2.233	2.839	0.141
YER085C	2.042	1.831	2.998	0.383
YML058C-A	2.282	2.934	1.526	0.743
YJR008W	0.985	1.554	3.370	0.278
YDR008C	0.544	0.957	3.835	0.409
YPL047W	0.573	1.062	0.539	3.598
YNL013C	1.844	2.675	2.465	0.054
YPL147W	1.763	1.753	2.297	1.136
YCR092C	1.206	0.783	0.199	4.203
YDR326C	1.279	0.748	3.612	0.818
YDR034C	1.987	3.807	1.424	-0.055
YLL051C	0.821	1.261	1.197	2.713
YML056C	2.341	3.063	1.604	0.502
YLR016C	1.136	1.680	1.542	1.944
YKL043W	2.118	2.164	1.463	1.537
YGR051C	1.467	1.558	1.705	1.899
YGL049C	0.949	1.354	3.514	0.290
YHR079C	1.097	1.534	3.642	-0.021
YCL036W	1.767	2.598	1.950	0.603
YPR163C	1.225	1.701	2.427	1.018
YKL023W	1.833	1.239	1.799	2.108
YLL017W	1.669	2.126	1.632	1.385
YGL077C	1.177	1.405	3.192	0.545
YDR307W	1.207	1.605	1.870	1.666
YFL021W	2.075	2.602	2.339	0.197
YMR058W	1.220	1.366	3.254	0.500
YOL152W	0.895	1.013	3.386	0.286
YBR250W	2.217	2.135	1.790	1.181
YHL045W	1.123	1.958	2.236	0.911
YKR030W	1.945	2.257	1.725	1.114
YPR174C	1.073	1.928	2.678	0.487
YNR042W	2.272	1.966	2.889	0.235
YPL025C	1.756	1.909	2.941	0.238
YGR021W	0.754	0.948	2.943	1.187
YML016C	2.255	3.441	0.966	0.669
YOR325W	1.181	0.738	4.120	0.214
YBR076W	1.225	1.606	3.406	0.052
YBR045C	1.254	2.457	2.319	0.284
YJL142C	2.212	1.637	3.111	0.304
YKL026C	2.184	2.316	0.876	1.857
YNL326C	2.087	2.421	1.261	1.363
YIL139C	2.304	2.553	2.521	-0.034
YBR108W	1.748	1.288	2.593	1.157
YCR095C	1.236	1.179	1.969	1.890
YLR413W	2.191	2.907	1.453	0.675
YGR049W	1.515	1.637	1.521	1.869
YIL123W	1.703	1.631	3.357	0.029
YPR052C	1.575	1.987	2.108	0.921
YOL103W	1.609	1.645	1.291	2.079
YLL012W	1.965	3.385	0.753	0.876
YDL219W	1.415	1.675	1.922	1.417
YPL208W	1.993	2.234	2.408	0.371
YGR110W	1.144	1.246	3.508	0.258
YER183C	1.415	1.441	2.536	1.029
YKL020C	1.964	1.857	0.819	2.323
YCL026C	1.451	2.116	2.066	0.812
YOL125W	0.805	0.922	1.449	1.070
YEL064C	2.225	2.907	1.946	0.133
YJL049W	2.195	3.243	1.100	0.639
YNL074C	1.424	2.265	1.711	1.005
YER049W	1.603	1.604	3.000	0.375
YKL048C	0.804	1.222	1.366	2.387
YPR071W	1.842	2.327	1.381	1.263
YKL155C	2.183	1.444	1.268	2.249
YNR008W	2.297	2.897	1.847	0.212
YIL164C	1.180	1.922	1.552	1.476
YOR241W	0.004	0.032	0.013	4.904
YBR182C	0.887	1.456	2.014	1.475
YDR502C	0.891	0.322	3.269	1.353
YKR059W	1.386	1.601	1.392	1.946
YMR048W	2.157	1.615	2.435	0.886
YDR400W	0.962	1.797	2.259	0.879
YER089C	1.562	0.861	4.099	-0.028
YKL063C	1.682	1.573	1.600	1.756
YBR092C	1.920	2.087	2.441	0.400
YPR147C	1.485	0.993	1.799	2.132
YOR267C	1.536	1.854	2.350	0.715
YGL228W	1.576	1.563	3.180	0.175
YJL020C	1.079	1.075	2.330	1.511
YIL134W	1.033	1.448	3.284	0.175
YGL158W	1.063	1.354	3.479	0.072
YGR214W	0.161	0.267	0.157	4.477
YNR068C	2.175	2.065	1.074	1.760
YML053C	1.506	1.784	1.751	1.360
YJR103W	2.261	3.524	0.726	0.644
YCR016W	2.289	2.672	1.749	0.468
YJL118W	1.685	1.461	1.785	1.631
YCR011C	1.369	1.788	1.853	1.217
YBR051W	0.774	2.509	2.336	0.011
YFR054C	0.969	0.512	0.452	3.885
YNL053W	2.042	1.265	3.564	0.016
YOR173W	2.198	3.384	0.762	0.693
YBR170C	1.899	1.894	2.415	0.530
YDR105C	1.743	1.607	2.604	0.627
YMR180C	1.991	1.844	2.999	-0.007
YNR032C-A	2.156	2.714	1.018	1.096
YFR057W	1.390	1.241	0.705	2.879
YBL085W	2.237	2.167	1.817	0.837
YLR460C	1.931	2.480	1.261	1.079
YPL041C	1.823	1.609	1.270	1.940
YCL024W	1.948	2.492	1.841	0.483
YKL016C	0.936	1.256	0.516	3.042
YBL070C	1.705	1.578	0.755	2.477
YBR176W	1.819	3.061	0.615	1.134
YMR086W	0.948	1.509	1.302	1.997
YEL010W	1.747	1.983	2.557	0.264
YPL056C	2.348	1.992	1.699	1.109
YBL091C-A	1.493	1.686	1.912	1.200
YCR019W	2.145	1.387	2.466	0.946
YEL063C	2.054	1.465	3.361	-0.031
YLR280C	1.174	1.109	0.901	2.781
YBR107C	1.655	1.054	2.935	0.797
YAL037W	1.557	0.889	1.630	2.260
YPR073C	1.802	1.497	1.499	1.781
YHR073W	1.412	2.847	0.670	1.260
YOR177C	1.999	2.410	1.577	0.786
YHR048W	2.024	1.902	1.062	1.805
YPL088W	1.912	2.166	1.259	1.341
YMR164C	1.785	1.607	2.885	0.268
YDR263C	0.921	1.035	1.555	2.166
YGR050C	1.655	1.933	2.881	-0.060
YAR037W	1.965	1.869	2.839	0.041
YGR203W	1.901	1.727	2.502	0.518
YGR053C	1.725	1.356	2.947	0.442
YDL224C	1.662	1.688	1.159	1.893
YBR073W	2.314	3.059	1.709	-0.032
YBR294W	1.648	1.687	2.065	0.976
YNL063W	1.446	2.400	1.517	0.811
YKR061W	1.060	1.429	0.904	2.392
YBR151W	1.978	1.134	2.912	0.670
YKL159C	0.871	0.814	1.369	2.533
YJL093C	1.004	0.777	1.136	2.800
YBR149W	2.148	2.212	2.170	0.328
YPL206C	1.213	1.289	2.908	0.506
YNR034W	1.780	0.973	3.409	0.320
YER038W-A	0.950	2.024	1.747	0.922
YPR159W	0.232	0.260	0.023	4.400
YOL037C	1.186	2.150	1.548	0.985
YBL008W	2.224	2.875	0.968	0.837
YGR011W	1.259	0.950	1.714	0.183
YOR041C	2.073	1.332	1.970	1.367
YAL064C-A	1.905	2.702	1.760	0.201
YMR111C	2.163	2.354	1.969	0.338
YOR384W	1.814	3.097	0.771	0.792
YHR199C	1.280	1.315	1.400	1.944
YGL132W	0.757	1.339	2.435	0.876
YPL068C	2.003	1.673	1.550	1.423
YFR032C	1.236	0.862	0.424	3.357
YPR140W	2.096	1.492	1.258	1.893
YGL157W	1.165	1.468	3.316	-0.144
YCL039W	1.394	2.455	1.411	0.772
YML080W	2.320	2.316	1.378	0.941
YNL202W	1.716	1.078	3.047	0.509
YKL071W	1.792	2.932	0.907	0.794
YOR222W	1.402	2.478	1.734	0.421
YPL130W	2.096	2.326	0.868	1.433
YPL181W	1.797	2.449	1.378	0.796
YGR258C	0.746	0.566	3.123	0.935
YMR306C-A	1.771	1.371	2.237	1.015
YFL043C	1.752	1.657	2.967	-0.004
YLR287C	1.896	1.571	1.784	1.265
YGL138C	1.798	3.056	2.877	-1.317
YPR002W	1.052	0.868	0.963	2.779
YER109C	1.505	2.395	1.059	1.156
YGR012W	0.882	1.105	1.915	1.587
YHR109W	0.634	0.814	2.126	1.665
YDR270W	0.652	0.664	2.019	1.916
YAL045C	2.100	1.183	3.071	0.345
YKL056C	2.032	2.783	1.005	0.808
YIL024C	0.996	1.375	2.580	0.641
YJR036C	0.741	2.275	1.871	0.449
YJL196C	0.909	1.283	3.079	0.229
YMR315W	2.105	1.045	2.236	1.307
YGR016W	0.567	1.006	1.457	2.119
YBL065W	1.980	3.335	0.711	0.534
YPL136W	0.856	0.937	0.833	2.798
YML067C	1.026	0.960	2.392	1.213
YLR446W	2.240	2.301	1.238	1.022
YNR019W	1.239	1.342	2.714	0.502
YDR321W	1.843	1.722	0.940	1.893
YHR047C	1.850	1.721	3.035	-0.202
YBR158W	1.889	1.171	2.877	0.503
YDR471W	1.228	0.758	2.363	1.429
YDR459C	1.480	1.130	3.292	0.122
YOL110W	0.666	0.521	0.336	3.684
YLR050C	1.836	1.149	1.525	1.867
YNL100W	1.041	1.270	2.651	0.618
YDR092W	1.473	1.630	2.276	0.631
YIR014W	0.864	1.660	2.802	0.073
YKR049C	1.815	1.356	1.434	1.743
YNR073C	1.581	1.179	1.388	1.966
YMR082C	1.877	1.222	1.413	1.896
YIL084C	1.381	1.556	2.605	0.370
YOR240W	1.796	2.264	0.640	1.627
YHR017W	1.455	1.765	0.482	2.284
YHR029C	1.653	1.589	3.287	-0.348
YPR001W	0.995	0.948	0.435	3.144
YPR040W	0.734	0.660	0.573	3.291
YDL086W	1.667	1.409	3.003	0.110
YDR488C	1.433	1.096	3.052	0.372
YFR056C	0.983	2.231	0.980	1.306
YNR029C	1.963	1.569	1.703	1.244
YIL160C	1.612	1.288	2.955	0.271
YKL069W	1.222	1.223	0.749	2.539
YGR173W	1.320	0.877	0.660	2.965
YBR177C	0.534	1.606	2.094	0.801
YER046W-A	1.553	1.269	2.193	1.035
YNL315C	0.502	0.689	1.789	0.382
YKR093W	0.909	1.290	1.267	1.938
YPR109W	2.027	2.314	1.865	0.311
YBR084W	0.503	0.525	2.053	1.908
YAR050W	1.014	1.128	2.967	0.392
YGL009C	2.267	1.561	2.711	0.215
YDR147W	1.605	2.345	1.620	0.513
YBR299W	1.478	1.016	3.277	0.174
YFR024C	0.943	2.469	1.490	0.509
YDL079C	1.199	1.079	2.969	0.419
YER007C-A	1.869	1.821	2.498	0.145
YMR153W	1.814	1.116	2.929	0.418
YER175C	1.388	1.485	2.654	0.322
YDR279W	0.561	1.009	1.827	1.624
YGL109W	1.133	1.387	2.391	0.682
YML111W	0.539	0.761	0.699	2.999
YAL014C	1.818	1.401	1.578	1.475
YDR297W	1.995	3.726	0.581	0.145
YCL027W	1.314	1.263	1.801	1.384
YDL094C	0.460	0.319	0.884	3.244
YER187W	1.332	1.475	2.598	0.368
YER098W	1.591	1.353	0.454	2.628
YFR039C	1.065	1.181	2.747	0.497
YBR054W	1.883	2.274	2.236	-0.090
YGR034W	1.255	1.314	0.925	2.180
YML011C	1.279	2.460	0.948	1.009
YKR098C	0.725	1.070	0.876	2.466
YOR214C	1.248	1.207	0.603	2.601
YBR050C	0.912	2.946	1.696	-0.231
YDR247W	1.373	1.287	2.441	0.681
YHR117W	1.067	1.616	1.312	1.479
YLR122C	0.582	1.136	1.072	2.193
YPR171W	1.688	1.648	1.936	0.811
YGR123C	1.007	1.226	2.691	0.476
YEL038W	2.369	2.730	1.016	0.646
YHR146W	0.740	1.912	1.604	0.873
YGL181W	0.669	1.473	2.501	0.402
YDR285W	0.523	1.202	1.602	1.570
YHL017W	2.128	1.651	1.136	1.581
YOR318C	1.958	2.507	1.239	0.620
YFR025C	0.657	2.164	1.237	0.964
YPL191C	1.639	2.213	0.941	1.207
YML035C-A	0.834	1.283	1.234	1.844
YIL170W	2.184	1.446	4.077	-1.163
YMR150C	2.060	1.507	2.411	0.433
YFL007W	1.229	0.596	3.642	0.113
YOR108W	1.692	1.247	1.995	1.108
YFL012W	1.432	0.692	3.320	0.336
YER113C	0.850	2.306	1.618	0.423
YDL199C	2.229	1.819	1.199	1.325
YNL339C	1.405	1.010	2.907	0.424
YKR064W	1.614	3.059	0.919	0.356
YML070W	0.618	1.039	0.411	2.881
YJL045W	1.874	1.753	2.273	0.305
YHR079C-B	1.639	1.279	1.196	1.854
YEL066W	2.273	1.931	1.854	0.542
YNL086W	1.320	0.859	3.571	-0.109
YGL148W	0.483	1.222	1.626	1.472
YER176W	1.145	1.443	2.302	0.574
YKR076W	1.957	1.924	1.322	1.071
YBR287W	2.003	2.178	1.601	0.531
YJL029C	1.318	2.528	1.330	0.449
YPL074W	1.141	2.182	1.297	0.826
YNL259C	1.451	1.654	1.119	1.533
YML088W	1.281	1.255	1.982	1.067
YDR418W	0.806	1.450	2.387	0.465
YOL118C	1.716	1.449	1.027	1.820
YDL035C	1.578	1.954	0.874	1.468
YOR339C	2.041	2.276	1.509	0.509
YMR297W	1.850	0.949	1.241	2.105
YFR045W	1.089	0.784	0.345	3.164
YBR206W	2.113	1.493	2.332	0.464
YKL106W	1.267	1.576	1.233	1.471
YPR149W	1.267	2.289	0.241	1.745
YGR254W	2.008	1.249	3.060	-0.034
YDR314C	1.170	1.180	1.894	1.195
YOL090W	1.985	1.939	1.473	0.854
YDL131W	1.893	1.890	1.912	0.462
YBR280C	2.181	1.640	2.073	0.546
YGL216W	2.079	1.388	1.970	0.896
YBR239C	2.236	2.479	0.607	1.168
YBR046C	0.894	3.161	1.100	-0.007
YOR277C	1.080	0.710	0.041	3.497
YBR144C	1.469	1.071	2.846	0.331
YBL069W	2.123	1.993	1.021	1.229
YOL137W	2.294	1.419	1.580	1.243
YCR106W	1.717	1.171	0.705	2.361
YNL130C	1.240	0.942	2.843	0.450
YIL167W	0.714	2.055	2.997	-0.818
YKL091C	1.367	1.329	0.952	1.952
YGR151C	1.506	1.509	2.040	0.683
YER034W	1.028	1.408	2.731	0.084
YKR052C	1.854	2.349	0.477	1.397
YHR184W	1.764	2.416	1.151	0.655
YKL124W	1.369	1.854	0.930	1.431
YNL044W	2.135	2.494	1.477	0.244
YKR021W	1.252	0.312	0.104	3.791
YOR237W	1.393	2.870	0.833	0.503
YER169W	1.813	1.433	2.621	0.151
YGR137W	2.013	1.462	2.258	0.484
YJL206C-A	1.123	1.316	1.967	0.910
YBL048W	1.503	1.704	1.341	1.146
YBL056W	2.002	0.639	0.229	3.322
YGR184C	1.744	1.778	1.039	1.373
YPL196W	1.618	1.724	1.179	1.280
YOL015W	1.603	2.736	0.905	0.540
YOR306C	1.481	1.146	1.462	0.127
YKR003W	1.352	1.531	1.400	1.241
YPL111W	1.503	1.997	1.208	0.966
YJL152W	1.627	0.543	0.125	3.500
YPL100W	2.140	2.403	0.104	1.660
YNL173C	1.603	0.986	2.891	0.289
YKR102W	1.291	1.156	2.502	0.506
YHL003C	2.133	2.704	1.515	-0.055
YDR441C	2.130	1.574	2.052	0.534
YML101C	0.688	0.850	0.209	3.099
YKR043C	1.601	1.276	0.891	1.991
YER083C	1.957	2.630	1.007	0.521
YNL319W	1.399	1.311	2.849	-0.006
YER030W	1.890	1.442	2.659	0.049
YLR283W	0.646	1.214	1.282	1.651
YGR007W	1.724	1.178	2.412	0.557
YNL058C	0.883	1.144	2.699	0.298
YDR217C	1.361	1.235	1.689	1.209
YIR030C	1.057	1.271	2.053	0.810
YOR219C	1.089	1.197	0.106	2.828
YLR108C	0.604	2.448	0.753	0.921
YPR196W	1.395	1.724	1.022	1.376
YBR145W	1.338	1.222	2.611	0.287
YPL058C	1.799	1.755	1.624	0.739
YBL089W	1.505	2.570	1.152	0.396
YFR044C	1.251	0.840	0.067	3.208
YFR013W	1.557	2.649	1.172	0.288
YFR023W	0.862	1.749	2.108	0.251
YDR130C	1.829	0.801	3.150	0.156
YLR231C	0.884	1.189	1.075	1.843
YOL101C	0.531	1.060	0.880	2.164
YBL028C	2.390	2.147	0.912	1.042
YJR098C	1.556	1.357	1.891	0.852
YIL130W	1.336	1.287	3.199	-0.389
YER179W	1.427	1.240	2.280	0.576
YHR177W	1.156	1.349	1.964	0.780
YMR053C	0.990	1.357	2.558	0.178
YOR321W	2.042	2.011	1.244	0.836
YDR003W	2.272	2.407	1.096	0.586
YLL062C	1.508	1.483	1.713	0.892
YER097W	1.693	1.608	1.080	1.397
YDR504C	1.786	2.276	1.928	-0.128
YFL027C	2.005	1.998	1.759	0.316
YHR210C	1.950	2.629	0.890	0.552
YKL199C	2.293	2.325	0.840	0.905
YNL091W	1.567	1.514	2.186	0.369
YKL200C	1.956	1.156	0.838	2.075
YGL060W	2.332	1.651	1.889	0.521
YLR346C	0.816	3.353	0.801	-0.094
YDL109C	1.138	1.471	1.851	0.735
YBR249C	1.914	1.829	1.338	0.887
YHL047C	1.120	1.323	2.500	0.229
YEL053C	1.518	1.531	2.405	0.115
YER027C	2.023	1.037	2.903	0.110
YNR033W	1.127	0.870	3.352	-0.173
YCR001W	1.279	1.830	1.639	0.578
YIR042C	1.949	1.384	1.391	1.269
YOR195W	1.797	1.673	0.133	2.230
YEL067C	2.005	2.354	1.541	0.138
YGR221C	0.826	0.776	0.251	3.003
YER046W	1.093	0.785	0.436	2.808
YFL050C	1.339	0.890	1.884	1.249
YML060W	1.430	1.539	1.510	0.974
YBL104C	2.405	2.468	1.484	0.069
YDL012C	1.603	0.987	1.832	1.199
YBR271W	1.166	1.607	2.042	0.362
YLR281C	1.431	1.190	0.798	2.023
YGR026W	1.809	1.365	1.638	1.006
YFR047C	0.964	1.006	0.141	2.860
YDR382W	1.197	1.004	2.577	0.424
YPL038W	2.008	1.078	0.914	2.010
YER071C	2.355	1.444	2.177	0.381
YOL163W	1.726	1.135	0.597	2.267
YKL067W	1.434	1.761	0.504	1.731
YNL020C	0.902	1.228	1.390	1.379
YDR266C	0.852	0.667	0.616	2.711
YDL006W	0.899	1.763	2.413	-0.183
YGL059W	2.209	1.359	2.068	0.561
YMR256C	2.165	1.476	2.373	0.137
YPL001W	1.120	0.879	0.850	2.255
YDR001C	2.184	1.398	1.827	0.759
YLR398C	1.046	0.884	1.063	2.034
YLL029W	1.061	1.548	0.930	1.498
YLR017W	1.277	0.809	0.620	2.546
YMR232W	2.029	1.685	0.833	1.455
YAL028W	1.792	1.155	2.363	0.453
YJL112W	0.883	0.580	0.197	3.193
YGL199C	1.572	0.791	1.911	0.871
YIL001W	0.474	0.428	2.135	1.405
YGR165W	0.003	0.012	0.008	3.947
YJL051W	2.141	2.184	1.340	0.442
YEL065W	2.367	2.174	1.644	0.148
YLR449W	1.358	1.631	0.877	1.459
YBR067C	0.650	2.018	1.812	0.134
YKL221W	1.953	1.913	0.180	1.868
YJR135C	1.526	2.567	1.086	0.307
YIL076W	1.142	0.962	1.261	1.735
YKR033C	1.996	2.243	0.573	1.141
YML004C	1.987	2.306	0.537	1.111
YOR162C	1.984	2.743	0.591	0.621
YPL273W	1.772	1.627	1.485	0.839
YGL017W	0.963	0.627	3.226	0.093
YDL218W	2.114	1.502	1.929	0.511
YJR039W	1.450	0.937	2.888	0.117
YMR266W	1.293	0.984	2.069	0.882
YDL088C	2.000	1.567	1.795	0.572
YFL019C	1.599	2.444	1.291	0.196
YDR017C	1.638	0.855	2.867	0.206
YMR174C	1.184	0.913	1.445	0.766
YHR140W	1.030	1.205	0.614	2.101
YNR002C	1.164	1.779	2.160	-0.023
YBR224W	1.955	2.536	0.799	0.580
YKL215C	0.727	2.680	1.050	0.183
YBR137W	2.288	1.975	1.492	0.445
YJL140W	1.469	1.297	2.336	0.279
YKL204W	1.097	2.177	1.217	0.514
YGL034C	1.531	1.348	1.791	0.764
YER108C	1.036	2.305	1.426	0.171
YMR055C	0.518	1.048	1.297	1.555
YDL174C	1.316	1.191	2.355	0.354
YPR059C	1.109	1.684	0.705	1.507
YIL028W	1.392	0.988	1.374	1.532
YMR272C	1.905	1.497	2.372	0.026
YPL180W	1.627	1.173	1.231	1.488
YHR001W-A	1.449	1.008	1.998	0.882
YDR102C	1.703	1.554	1.914	0.418
YJR108W	1.800	2.126	1.229	0.528
YGR197C	0.337	0.419	0.246	3.218
YJR020W	1.365	1.172	1.873	0.835
YKR005C	1.205	1.339	1.647	0.894
YFL028C	1.968	2.538	1.015	0.327
YHR132W-A	1.614	1.451	1.504	0.924
YGR159C	0.074	0.201	0.203	3.472
YNL194C	1.891	1.126	2.463	0.281
YOR280C	0.678	1.273	0.047	2.546
YDR252W	1.016	0.947	2.301	0.615
YBR229C	0.712	0.647	0.707	2.504
YCR089W	2.107	2.259	0.833	0.766
YPR097W	0.722	0.869	0.465	2.524
YGL258W	1.305	0.911	1.061	1.884
YBR276C	1.767	2.209	1.457	0.184
YJL100W	2.004	1.575	1.329	0.945
YLR415C	2.275	2.408	0.437	1.004
YLR265C	1.110	1.737	1.028	1.081
YFL046W	2.172	1.965	1.466	0.412
YJR003C	0.908	1.021	2.301	0.518
YBR223C	2.401	1.750	1.275	0.813
YLL061W	1.228	1.199	1.088	1.551
YNL031C	0.977	1.984	2.019	-0.169
YPR121W	1.600	1.782	1.631	0.419
YPL033C	1.082	0.782	0.547	2.503
YDR251W	1.319	1.035	1.735	1.057
YJL139C	0.909	1.388	1.748	0.689
YOR239W	1.357	2.192	0.240	1.388
YPL201C	1.121	2.178	1.130	0.510
YDR379W	2.028	1.094	2.452	0.269
YMR183C	0.984	0.549	3.408	-0.155
YJR049C	0.570	1.178	2.408	0.214
YJR154W	0.970	0.891	0.677	2.229
YML083C	1.618	2.049	1.049	0.700
YKL075C	1.754	1.452	1.653	0.693
YPL036W	0.709	1.247	1.828	0.718
YDR494W	1.614	1.087	2.257	0.448
YBR053C	1.354	2.395	1.787	-0.390
YBL098W	1.293	1.542	0.943	1.307
YBL054W	2.291	1.985	1.418	0.387
YBR199W	1.144	1.686	0.806	1.295
YDR528W	0.721	1.176	3.214	-0.603
YHL024W	1.164	1.075	0.566	2.145
YDR338C	1.789	1.022	1.077	1.686
YNL253W	2.164	2.250	1.015	0.518
YOL056W	2.150	2.140	0.755	0.888
YIL009W	1.790	1.167	2.121	0.492
YHL042W	0.676	1.556	1.592	0.631
YPR200C	1.277	0.890	1.161	1.729
YKR044W	1.199	0.996	0.561	2.220
YPL027W	0.845	1.774	1.817	0.183
YMR306W	1.163	1.200	1.164	1.408
YJL060W	1.945	2.085	1.323	0.362
YMR158W	1.327	1.135	1.791	0.843
YGR127W	2.200	1.352	1.125	1.293
YIR019C	1.364	1.185	1.073	1.511
YDL026W	1.916	1.910	1.708	0.150
YDR161W	0.957	1.225	1.457	1.083
YKL084W	1.201	0.747	0.834	2.183
YMR040W	2.364	1.285	1.892	0.585
YFL004W	1.259	0.813	2.966	-0.019
YGR068C	1.341	1.131	0.862	1.765
YGL217C	1.606	0.923	1.646	0.271
YIL060W	1.748	1.910	0.997	0.850
YNL237W	0.541	0.321	0.385	3.049
