ORF	hap a | growth (colony size) | expression of clogging-prone Pdi1-DHFR [standard] | Ast T~Schuldiner M, 2016
YPL197C	1.213
YOR304W	1.438
YMR156C	1.368
YDR310C	1.392
YLL023C	1.342
YEL061C	1.429
YPR150W	1.416
YGR166W	1.513
YPL249C	1.465
YPR042C	1.414
YFR031C-A	1.626
YKR073C	1.349
YCR032W	1.294
YNR045W	1.378
YER131W	1.518
YBR041W	1.204
YAL036C	1.431
YDL021W	1.296
YIL124W	1.403
YKL057C	1.511
YBR059C	1.331
YNR051C	1.432
YIL020C	1.335
YHR110W	1.291
YIL089W	1.245
YPL037C	1.445
YCL036W	1.328
YIL158W	1.116
YOR123C	1.493
YDR469W	1.466
YNR032W	1.344
YJR118C	1.593
YNL098C	1.351
YIL093C	1.341
YDR253C	1.380
YNL309W	1.337
YLR165C	1.343
YDR363W-A	1.632
YJL144W	1.312
YHR152W	1.572
YER049W	1.381
YPL224C	1.265
YLL021W	1.378
YIL123W	1.543
YPL229W	1.258
YJL159W	1.304
YGR201C	1.507
YPL111W	1.341
YDR435C	1.234
YJL141C	1.296
YGL023C	1.687
YDR225W	1.499
YDR024W	1.989
YBR103W	1.359
YAL005C	1.639
YMR082C	1.374
YLR119W	1.434
YDR033W	1.368
YDR144C	1.365
YIL159W	1.374
YOR039W	1.521
YPR156C	1.440
YHR048W	1.419
YDR320C	1.583
YOR144C	1.442
YDR249C	1.383
YAL031C	1.426
YNL198C	1.698
YDR334W	1.392
YHR001W-A	1.462
YGL198W	1.631
YKR072C	1.518
YNL219C	1.212
YOR360C	1.613
YIL161W	1.350
YLR111W	1.551
YML041C	1.353
YDR505C	1.300
YJL187C	1.367
YML009C-A	1.399
YPL079W	1.716
YPL274W	1.331
YDR241W	1.442
YPR083W	1.298
YKR029C	1.333
YML107C	1.366
YHR193C	1.396
YMR145C	1.276
YOR139C	1.450
YHR014W	1.361
YCL026C	1.265
YKR066C	1.323
YJL218W	1.302
YGL031C	1.732
YEL007W	1.287
YGR063C	1.352
YHR135C	1.447
YHR031C	1.521
YAL066W	1.433
YLR335W	1.265
YLR319C	1.413
YNL206C	1.439
YGL042C	1.457
YHR004C	1.660
YCR065W	1.364
YBL027W	1.814
YLR113W	1.339
YNL135C	1.398
YKR095W	1.367
YNL235C	1.532
YPL091W	1.399
YAL053W	1.349
YDL117W	1.686
YIL032C	1.409
YJR035W	1.306
YOL098C	1.313
YKL156W	1.517
YDR485C	1.491
YDR294C	1.307
YGL080W	1.782
YNL273W	1.489
YCR031C	1.548
YML079W	1.508
YAL004W	1.444
YER139C	1.354
YMR090W	1.481
YNL107W	1.544
YDL213C	1.441
YHR050W	1.410
YLR110C	1.531
YKR082W	1.763
YDL095W	1.452
YHR013C	1.695
YOL110W	1.350
YMR252C	1.442
YNL067W-A	1.772
YGR192C	1.426
YJR145C	1.430
YLR085C	1.558
YKL074C	1.308
YDR156W	1.634
YML084W	1.301
YPR040W	1.506
YIL011W	1.508
YOL046C	1.669
YML115C	1.861
YIL035C	1.440
YJL158C	1.508
YMR039C	1.579
YIL034C	1.441
YLR366W	1.646
YIR005W	1.587
YJR031C	1.248
YMR048W	1.470
YBL042C	1.698
YOR183W	1.495
YGL043W	1.634
YBL082C	1.457
YMR125W	1.457
YLL026W	1.457
YPL072C	1.457
YMR230W	1.768
YBR231C	1.597
YGR071C	1.370
YOR023C	1.480
YBR015C	1.326
YIL043C	1.365
YDR524C-B	1.682
YCL001W	1.375
YDR372C	1.304
YOL101C	1.498
YDL074C	1.753
YOR167C	1.641
YBR021W	1.546
YML103C	1.674
YOL045W	1.747
YGL127C	1.869
YML017W	1.489
YFL025C	1.702
YLR104W	1.616
YPL077C	1.521
YOR006C	1.955
YGL194C	1.561
YNR010W	1.866
YLR087C	1.648
YHR167W	1.736
YPL096C-A	1.604
YDR237W	4.067
YGL019W	1.684
YMR214W	1.712
YBL032W	1.637
YNL199C	1.973
YML062C	1.584
YCL016C	1.985
YBL083C	1.689
YCR033W	1.798
YOR085W	1.959
YEL042W	1.613
YBL006C	1.668
YER120W	1.854
YJL062W	1.874
