orf	hap a | growth (colony size) | SGEPH E. purpurea extract [2.1 mg/mL] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEPH E. purpurea extract [0.8 mg/mL], UV [10 W/m2] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEPR E. purpurea extract [4.5 mg/mL] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEPR E. purpurea extract [2.3 mg/mL], UV [10 W/m2] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SG1 E. purpurea extract [5.2 mg/mL] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SG1 E. purpurea extract [4.5 mg/mL], UV [10 W/m2] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SG7a E. pallida extract [1.8 mg/mL] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SG7a E. pallida extract [1.8 mg/mL], UV [10 W/m2] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEPF E. purpurea extract [1.3 mg/mL] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEPF E. purpurea extract [0.8 mg/mL], UV [10 W/m2] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEPLS E. purpurea extract [4.0 mg/mL] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEPLS E. purpurea extract [2.1 mg/mL], UV [10 W/m2] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEARa E. pallida extract [0.6 mg/mL] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEARa E. pallida extract [0.6 mg/mL], UV [10 W/m2] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEARb E. pallida extract [1.3 mg/mL] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEARb E. pallida extract [0.3 mg/mL], UV [10 W/m2] | YPD | Mir-Rashed N~Smith ML, 2010
YBR224W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-121.33	-62.142	0.0	0.0	0.0	-98.984	0.0	0.0	-107.26
YBR225W	0.0	0.0	0.0	0.0	0.0	0.0	-45.699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-72.485
YBR226C	0.0	0.0	0.0	0.0	-33.515	0.0	-49.954	0.0	0.0	0.0	0.0	-46.211	0.0	0.0	0.0	-40.894
YBR227C	0.0	0.0	-39.456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-45.74	0.0	0.0	0.0	0.0	-68.552
YBR228W	0.0	0.0	-52.665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-71.976	0.0	0.0	0.0	0.0	0.0
YBR229C	0.0	0.0	-35.384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-64.894
YBR231C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-104.16	0.0	0.0	0.0	-35.546	0.0	0.0	0.0	-58.723
YBR235W	-23.952	-29.652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBR238C	0.0	0.0	-34.727	0.0	0.0	0.0	0.0	-42.803	0.0	-65.368	0.0	-37.857	0.0	0.0	0.0	0.0
YBR239C	-39.316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBR240C	-28.59	-32.653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBR242W	-25.858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBR245C	-36.189	0.0	0.0	-47.371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBR246W	0.0	-29.725	0.0	-64.302	-74.654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBR255W	0.0	-31.306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBR258C	0.0	0.0	0.0	0.0	0.0	0.0	-47.83	0.0	0.0	-52.444	-75.778	0.0	0.0	0.0	-36.998	0.0
YBR259W	-27.979	0.0	0.0	0.0	0.0	0.0	0.0	-41.096	0.0	-56.512	0.0	0.0	0.0	-32.36	-40.293	0.0
YBR262C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-60.683	-85.49	0.0	0.0	0.0	-30.876	0.0	0.0
YBR263W	0.0	0.0	0.0	-60.739	0.0	0.0	0.0	0.0	-65.678	-68.32	0.0	-41.483	0.0	0.0	0.0	0.0
YBR266C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-55.403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBR267W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-63.064	0.0	0.0	0.0	0.0	0.0	0.0
YBR269C	-29.488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBR272C	0.0	0.0	0.0	-30.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBR273C	0.0	0.0	0.0	0.0	0.0	0.0	-80.743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBR276C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-52.568	-33.736	0.0
YBR277C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-62.065	-48.391	0.0	0.0	0.0	0.0	0.0	0.0
YBR283C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-57.485	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBR284W	0.0	0.0	0.0	0.0	-33.407	0.0	0.0	0.0	-101.32	-87.926	0.0	0.0	0.0	0.0	0.0	0.0
YBR287W	0.0	-42.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBR289W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-50.157	0.0	0.0
YBR293W	0.0	0.0	0.0	-32.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBR294W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-57.804	0.0	0.0	0.0	0.0	0.0	0.0
YBR300C	0.0	0.0	0.0	0.0	-36.947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBR301W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-33.327	0.0	0.0
YCL001W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-43.515	-54.745
YCL002C	0.0	0.0	-33.202	0.0	0.0	0.0	0.0	-47.756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCL005W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-59.151	0.0	-89.303	-61.422	0.0	-124.59	0.0	0.0	0.0
YCL006C	-27.009	0.0	-45.399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCL008C	0.0	0.0	-32.807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-57.994	0.0	-67.908	0.0	0.0	0.0
YCL009C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-43.536	0.0	0.0	0.0	0.0	0.0
YCL010C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-46.528	0.0	-63.237	0.0	0.0	0.0	0.0	0.0	0.0
YCL011C	0.0	0.0	0.0	-32.654	0.0	0.0	0.0	0.0	0.0	-47.306	0.0	0.0	0.0	0.0	0.0	0.0
YCL013W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-38.763	0.0	0.0	0.0	0.0
YCL023C	-37.673	0.0	0.0	0.0	0.0	-35.466	-53.766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCL026C	-27.562	0.0	0.0	0.0	0.0	0.0	0.0	-48.102	0.0	0.0	-80.852	0.0	0.0	-38.22	0.0	0.0
YCL026C-A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-34.861	0.0	0.0	0.0	0.0
YCL028W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-44.676	0.0	0.0	-80.996	-32.764	0.0	0.0	0.0	0.0
YCL032W	0.0	0.0	0.0	0.0	0.0	0.0	-52.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCL035C	-27.317	-60.955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCL036W	0.0	-36.213	0.0	0.0	-37.091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCL037C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-43.004
YCL038C	-30.288	0.0	0.0	-43.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCL039W	0.0	0.0	0.0	0.0	0.0	-109.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCL040W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-41.044	-71.832	0.0	0.0	-60.934
YCL046W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-93.098	0.0	0.0	0.0	0.0	0.0
YCL051W	0.0	0.0	0.0	0.0	0.0	-34.782	-39.799	-60.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCL055W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-42.492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCL056C	0.0	0.0	0.0	0.0	0.0	0.0	-46.11	0.0	0.0	0.0	0.0	0.0	-115.33	0.0	0.0	0.0
YCL057W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-135.84	0.0	0.0	0.0
YCL058C	0.0	-76.267	0.0	0.0	0.0	-64.177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-50.549	0.0	-46.586
YCL063W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCL064C	0.0	0.0	0.0	0.0	0.0	0.0	-67.977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCL074W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-66.306	0.0	0.0	0.0	0.0	0.0	0.0
YCL075W	0.0	0.0	0.0	-31.094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCR002C	-32.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCR006C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-47.099
YCR007C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-44.04
YCR009C	0.0	0.0	0.0	0.0	0.0	0.0	-63.188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-75.479
YCR011C	0.0	0.0	-32.178	0.0	0.0	-94.904	0.0	0.0	0.0	0.0	-59.636	0.0	0.0	0.0	0.0	-44.277
YCR016W	0.0	-32.428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCR020W-B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-41.783	-58.05	0.0	0.0	-44.153	0.0	0.0	0.0	0.0
YCR028C-A	0.0	0.0	0.0	0.0	-72.204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCR030C	0.0	0.0	0.0	0.0	-118.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCR033W	0.0	0.0	0.0	0.0	0.0	0.0	-39.287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCR045C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-62.053	0.0	0.0	0.0	0.0	0.0	0.0
YCR047C	0.0	0.0	-41.729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCR050C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-60.137	0.0	0.0	0.0	0.0	-31.146	0.0	0.0
YCR066W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-35.735	0.0
YCR073W-A	0.0	0.0	0.0	0.0	0.0	0.0	-45.459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCR076C	0.0	0.0	0.0	0.0	0.0	0.0	-38.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCR089W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-46.209	0.0	0.0	0.0	0.0	0.0
YCR090C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-44.115	0.0	0.0	0.0	0.0	0.0
YCR091W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-42.189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCR094W	0.0	0.0	-35.466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-45.89
YCR095C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-66.194	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCR098C	0.0	0.0	-32.898	0.0	0.0	0.0	0.0	-41.876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCR099C	0.0	0.0	-34.426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-119.96	0.0	0.0	0.0
YCR107W	0.0	0.0	0.0	0.0	-95.578	0.0	0.0	0.0	0.0	0.0	-48.89	0.0	0.0	0.0	0.0	0.0
YDL013W	0.0	0.0	0.0	0.0	0.0	-40.691	0.0	0.0	0.0	0.0	0.0	0.0	-90.075	0.0	-44.653	0.0
YDL018C	-22.555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-123.33	0.0	0.0	0.0
YDL020C	0.0	0.0	-50.195	0.0	0.0	0.0	0.0	-78.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL023C	0.0	-34.122	0.0	0.0	0.0	0.0	0.0	0.0	-76.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL025C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-63.599	0.0	0.0	0.0	0.0	0.0	0.0
YDL027C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-82.92	0.0	0.0	0.0
YDL033C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-80.074	0.0	0.0	0.0	0.0	0.0	0.0
YDL034W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-37.593	0.0	0.0	0.0	0.0	0.0	0.0	-34.431	0.0
YDL036C	0.0	0.0	-39.803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL037C	0.0	0.0	-33.055	0.0	0.0	0.0	0.0	-41.972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL047W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-46.708	0.0	0.0	0.0	0.0
YDL067C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-63.188	0.0	-113.3	-36.768	0.0	0.0	0.0	0.0
YDL070W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-59.635	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL072C	0.0	0.0	0.0	-68.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL074C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-35.192	0.0	0.0	0.0	0.0
YDL075W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-48.099	0.0	0.0	0.0	0.0	0.0
YDL076C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-87.199	-68.132	0.0	-39.589	0.0	0.0	0.0	0.0
YDL078C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-37.172	0.0
YDL079C	0.0	-29.958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL080C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-55.947	0.0
YDL081C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-34.323	0.0
YDL083C	0.0	0.0	-32.266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-71.357	0.0	-53.168	-54.61
YDL088C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-36.816	0.0	0.0	-45.076	0.0
YDL089W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-34.898	0.0	0.0	0.0	0.0
YDL090C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-60.809	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL094C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-31.21	0.0	0.0
YDL095W	-28.276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-44.614	0.0	-120.84	0.0	0.0	0.0
YDL096C	0.0	0.0	-33.692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-95.575	0.0	0.0	0.0
YDL099W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-76.726	0.0	0.0	0.0
YDL101C	0.0	0.0	-37.757	0.0	0.0	0.0	0.0	0.0	0.0	-53.135	-51.998	-45.126	0.0	0.0	0.0	0.0
YDL106C	0.0	0.0	0.0	0.0	0.0	-33.371	-43.091	0.0	0.0	-74.976	-46.451	0.0	-86.168	0.0	0.0	0.0
YDL109C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-140.98	0.0	0.0	0.0
YDL110C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-125.29	0.0	0.0	0.0
YDL112W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-81.335	0.0	0.0	0.0
YDL113C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-96.759	0.0	0.0	0.0
YDL114W	-22.995	0.0	0.0	0.0	0.0	0.0	-44.278	0.0	0.0	0.0	0.0	0.0	-89.455	0.0	0.0	0.0
YDL117W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-62.809	-70.662	0.0	0.0	0.0	0.0	0.0	0.0
YDL154W	0.0	0.0	0.0	0.0	0.0	0.0	-48.275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL156W	-26.975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL157C	0.0	-31.649	0.0	0.0	0.0	0.0	0.0	0.0	-74.215	-69.682	0.0	0.0	0.0	-35.387	0.0	0.0
YDL159W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-57.876	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL169C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-43.507
YDL170W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-55.996	-47.886	0.0	0.0	0.0	0.0	0.0	0.0
YDL171C	0.0	0.0	0.0	0.0	0.0	0.0	-45.442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL174C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-62.925	-52.815	0.0	0.0	0.0	0.0	0.0	0.0
YDL178W	0.0	0.0	0.0	0.0	0.0	0.0	-38.173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL182W	0.0	0.0	0.0	0.0	-52.609	0.0	0.0	0.0	0.0	0.0	0.0	-50.815	0.0	0.0	0.0	0.0
YDL184C	-23.284	0.0	0.0	0.0	0.0	0.0	0.0	-40.313	0.0	-48.026	0.0	0.0	0.0	0.0	0.0	0.0
YDL186W	0.0	-29.374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL188C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-97.883	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL189W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-98.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL190C	-26.343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL191W	0.0	0.0	0.0	0.0	0.0	0.0	-55.265	-51.156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL192W	-52.177	0.0	0.0	0.0	0.0	-44.484	-40.919	-40.799	0.0	-51.395	0.0	0.0	0.0	0.0	0.0	0.0
YDL197C	-37.112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL199C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-71.636	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL200C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-45.855
YDL201W	-27.678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-35.37	0.0	0.0	0.0	0.0
YDL210W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-36.233	0.0	-34.143	0.0	0.0
YDL214C	0.0	0.0	0.0	0.0	0.0	0.0	-38.761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL216C	0.0	0.0	0.0	0.0	0.0	-38.617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL218W	-41.637	-39.929	0.0	0.0	0.0	0.0	0.0	0.0	-56.764	0.0	0.0	-88.198	0.0	0.0	0.0	0.0
YDL219W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-62.473	0.0	0.0	0.0	0.0	0.0	0.0
YDL222C	0.0	0.0	0.0	0.0	0.0	0.0	-44.173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-97.573
YDL225W	0.0	0.0	-31.468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-56.262	0.0	0.0	0.0	0.0	0.0
YDL227C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-37.478	0.0	0.0	0.0	0.0
YDL229W	-39.414	0.0	0.0	0.0	0.0	0.0	-58.547	0.0	0.0	0.0	0.0	-37.472	0.0	0.0	0.0	0.0
YDL231C	-29.815	0.0	0.0	0.0	0.0	-33.502	-60.313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL232W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-75.673	0.0	0.0	0.0	0.0
YDL233W	0.0	0.0	0.0	0.0	0.0	-38.54	0.0	0.0	0.0	0.0	-43.331	0.0	0.0	0.0	0.0	0.0
YDL234C	0.0	0.0	0.0	0.0	0.0	-37.77	0.0	0.0	0.0	0.0	0.0	-34.608	0.0	0.0	0.0	0.0
YDL237W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-95.739
YDL240W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-48.559	0.0	0.0	0.0	-36.096	0.0
YDL241W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-32.822	0.0	0.0	0.0	0.0
YDL243C	0.0	0.0	0.0	0.0	0.0	0.0	-40.697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR001C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-75.673	0.0	0.0	0.0	0.0
YDR003W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-66.27	0.0	-45.781	-62.887	0.0	0.0	0.0	0.0
YDR004W	-22.665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR005C	0.0	0.0	0.0	0.0	0.0	0.0	-42.764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR006C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-45.138
YDR007W	0.0	0.0	-35.648	-40.288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-50.934	-62.555	0.0
YDR008C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-66.027
YDR025W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-60.166	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR057W	0.0	-29.363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR061W	-25.947	0.0	0.0	0.0	0.0	0.0	0.0	-55.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-51.052
YDR063W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-50.553	0.0	0.0	0.0	0.0	0.0	0.0
YDR067C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-41.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR071C	0.0	-55.755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR074W	0.0	-31.047	0.0	0.0	0.0	-37.473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-36.156	0.0
YDR076W	-23.873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR077W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-47.501	0.0	0.0	0.0	0.0	0.0	0.0
YDR098C	0.0	-31.721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-47.971	0.0	0.0	0.0	0.0	0.0
