orf	hap a | growth (colony size) | SGEPH E. purpurea extract [2.1 mg/mL] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEPH E. purpurea extract [0.8 mg/mL], UV [10 W/m2] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEPR E. purpurea extract [4.5 mg/mL] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEPR E. purpurea extract [2.3 mg/mL], UV [10 W/m2] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SG1 E. purpurea extract [5.2 mg/mL] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SG1 E. purpurea extract [4.5 mg/mL], UV [10 W/m2] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SG7a E. pallida extract [1.8 mg/mL] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SG7a E. pallida extract [1.8 mg/mL], UV [10 W/m2] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEPF E. purpurea extract [1.3 mg/mL] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEPF E. purpurea extract [0.8 mg/mL], UV [10 W/m2] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEPLS E. purpurea extract [4.0 mg/mL] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEPLS E. purpurea extract [2.1 mg/mL], UV [10 W/m2] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEARa E. pallida extract [0.6 mg/mL] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEARa E. pallida extract [0.6 mg/mL], UV [10 W/m2] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEARb E. pallida extract [1.3 mg/mL] | YPD | Mir-Rashed N~Smith ML, 2010	hap a | growth (colony size) | SGEARb E. pallida extract [0.3 mg/mL], UV [10 W/m2] | YPD | Mir-Rashed N~Smith ML, 2010
YCL002C	0.0	0.0	-2.3766480742393576	0.0	0.0	0.0	0.0	-3.3391696864016964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCL008C	0.0	0.0	-2.3483733923128307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.645981343349643	0.0	-3.172469922545482	0.0	0.0	0.0
YCR011C	0.0	0.0	-2.3033486456500825	0.0	0.0	-7.845282013292959	0.0	0.0	0.0	0.0	-4.777524285132933	0.0	0.0	0.0	0.0	-3.5872608134845194
YCR047C	0.0	0.0	-2.9870232964861803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCR094W	0.0	0.0	-2.5387085296359575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.7179438248030485
YCR098C	0.0	0.0	-2.354887306376917	0.0	0.0	0.0	0.0	-2.9280314471010436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCR099C	0.0	0.0	-2.4642637974749753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.604192317673264	0.0	0.0	0.0
YDL020C	0.0	0.0	-3.5930320488658682	0.0	0.0	0.0	0.0	-5.4685581115142945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL036C	0.0	0.0	-2.8491573790418996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL037C	0.0	0.0	-2.3661255976742956	0.0	0.0	0.0	0.0	-2.93474390815085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL083C	0.0	0.0	-2.3096478152944733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.333597459254844	0.0	-5.011043397808756	-4.424426068260939
YDL096C	0.0	0.0	-2.411722996122897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.464994004348301	0.0	0.0	0.0
YDL101C	0.0	0.0	-2.702701684809813	0.0	0.0	0.0	0.0	0.0	0.0	-3.910534945720053	-4.165633305022842	-4.634417727647335	0.0	0.0	0.0	0.0
YDL225W	0.0	0.0	-2.252525799655566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.507228374306611	0.0	0.0	0.0	0.0	0.0
YDR007W	0.0	0.0	-2.5517363577641294	-3.925389191508105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.807363671188405	-5.895760979347101	0.0
YDR123C	0.0	0.0	-2.31451535547423	0.0	0.0	0.0	0.0	-4.4629475404901475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR155C	0.0	0.0	-2.374357467095943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR156W	0.0	0.0	-2.8866660710153176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.120039165890378
YDR157W	0.0	0.0	-2.480154884532416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.34209415782897	-3.840687012743267
YDR293C	0.0	0.0	-2.5120086401205284	-5.090105791867713	0.0	0.0	0.0	0.0	-5.607193762353871	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR382W	0.0	0.0	-4.76059745874835	0.0	-5.74814209400153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.78802491890753
YDR423C	0.0	0.0	-3.103915842273569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR425W	0.0	0.0	-2.3356318900775856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR463W	0.0	0.0	-6.07511963317554	0.0	0.0	0.0	-3.1624688548724786	0.0	0.0	0.0	0.0	-4.466195943356985	0.0	0.0	0.0	0.0
YDR483W	0.0	0.0	-8.033588740795226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR537C	0.0	0.0	-2.3044939492217904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL012W	0.0	0.0	-2.680296683688287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YER095W	0.0	0.0	-3.035770279756977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YER135C	0.0	0.0	-2.9694858355444103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YER167W	0.0	0.0	-3.8951774473769314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YFR011C	0.0	0.0	-2.4830181434616843	-3.2997705457904334	0.0	0.0	-4.147603448693334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGL083W	0.0	0.0	-9.55541086170146	0.0	0.0	-4.087145255218226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.212373872699093	0.0	0.0
YGL121C	0.0	0.0	-3.2207368065877255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.212702390846806	0.0	0.0	0.0
YGL163C	0.0	0.0	-2.488601498373758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.626216716427331	0.0	0.0	-3.6697825154318293	0.0
YGL168W	0.0	0.0	-3.1188763701789965	0.0	0.0	0.0	0.0	0.0	0.0	-8.127966112831894	0.0	0.0	0.0	-5.010267832941298	-6.08077223028561	0.0
YGL230C	0.0	0.0	-2.4160178845168003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGR020C	0.0	0.0	-7.715051184914101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGR039W	0.0	0.0	-7.088641712663374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGR041W	0.0	0.0	-9.771586910861235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGR092W	0.0	0.0	-2.61694707987822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGR121C	0.0	0.0	-2.579509969378034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGR197C	0.0	0.0	-2.34457957423155	0.0	0.0	-2.9840574698205473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGR212W	0.0	0.0	-8.488846910548926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YHL011C	0.0	0.0	-3.2887392061578535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YHL020C	0.0	0.0	-2.7751421357203077	0.0	0.0	0.0	0.0	0.0	0.0	-4.180780251463613	0.0	0.0	0.0	0.0	0.0	0.0
YHL021C	0.0	0.0	-2.541213881199067	0.0	0.0	0.0	-4.644934742763736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YHL034C	0.0	0.0	-2.350234510616855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.75737717792312	0.0	0.0
YHL036W	0.0	0.0	-2.856315526365071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YHL044W	0.0	0.0	-8.239743383702562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.7291283294952	0.0
YHR006W	0.0	0.0	-3.071274690479907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YHR031C	0.0	0.0	-3.0500149929300884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.2986062951506656	-6.628175134432708	0.0	0.0
YHR041C	0.0	0.0	-3.315152769780356	0.0	0.0	0.0	0.0	0.0	0.0	-4.254744448705518	0.0	-3.857906792959095	0.0	0.0	0.0	-3.7690665651266646
YHR081W	0.0	0.0	-8.552554421725151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YHR125W	0.0	0.0	-2.2564627806833104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.29344026391547	-4.536404243592593	0.0
YHR130C	0.0	0.0	-2.600984411347548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.26887530353476	-4.728416751243851	0.0	0.0
YHR151C	0.0	0.0	-2.636059333231088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YIL045W	0.0	0.0	-7.861793205039113	0.0	0.0	-3.4600451398085443	0.0	0.0	0.0	0.0	-3.594519034637292	0.0	-3.6701012710604504	0.0	-5.170607354935038	0.0
YIL049W	0.0	0.0	-7.6477646000762896	0.0	0.0	-5.806338650970288	0.0	-2.5835283680135745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YIL050W	0.0	0.0	-7.286278160256136	0.0	0.0	0.0	0.0	-2.9276119182854305	0.0	0.0	0.0	0.0	0.0	0.0	-4.456292392702256	0.0
YIL125W	0.0	0.0	-2.4906773610974775	0.0	0.0	0.0	0.0	0.0	-5.214122710777571	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YIR013C	0.0	0.0	-2.471994596584	0.0	0.0	0.0	0.0	-7.3781134372457275	0.0	0.0	0.0	0.0	-5.616805954933783	0.0	0.0	0.0
YIR028W	0.0	0.0	-3.414293110206279	0.0	0.0	0.0	0.0	0.0	-5.1053427415554635	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YJL138C	0.0	0.0	-2.369776252809113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YJR079W	0.0	0.0	-5.189799972245705	-3.3584253386142993	0.0	0.0	0.0	-4.017827467124849	0.0	0.0	0.0	0.0	-4.182168226662457	-4.700824533699037	0.0	0.0
YJR088C	0.0	0.0	-2.74350312455189	-3.2300083669500896	0.0	0.0	0.0	0.0	-5.90932995593809	-7.285951803732747	0.0	-6.953885980515195	0.0	0.0	0.0	0.0
YJR142W	0.0	0.0	-2.6794377060095065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YJR148W	0.0	0.0	-6.370536373202823	-3.282914600344373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YJR153W	0.0	0.0	-3.078289674856615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YKL001C	0.0	0.0	-2.561399856650411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YKL030W	0.0	0.0	-2.3490176255719164	0.0	0.0	0.0	0.0	0.0	0.0	-3.9209856084149295	0.0	0.0	0.0	0.0	0.0	0.0
YKL073W	0.0	0.0	-2.306068741632888	0.0	0.0	0.0	0.0	0.0	0.0	-4.445211456130445	0.0	0.0	0.0	0.0	0.0	-8.754060367617551
YKR030W	0.0	0.0	-2.6992657740946915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YKR031C	0.0	0.0	-3.298044797677976	0.0	0.0	0.0	0.0	0.0	0.0	-3.6759102085984665	0.0	0.0	0.0	0.0	0.0	-3.3062882882193856
YKR044W	0.0	0.0	-5.034468175332886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YKR052C	0.0	0.0	-2.5316219637860176	0.0	0.0	0.0	0.0	-8.742281302680377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR042C	0.0	0.0	-2.5651936747316912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR049C	0.0	0.0	-2.8101454761306157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR058C	0.0	0.0	-6.061232827368587	0.0	0.0	-3.2521415291764133	0.0	0.0	-4.423946655277952	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR061W	0.0	0.0	-2.5567470608903493	0.0	0.0	-3.248338918405408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.214101767341595
YLR065C	0.0	0.0	-3.1918178914021134	0.0	0.0	-3.143353794945047	0.0	0.0	0.0	0.0	0.0	-3.499896328956556	0.0	0.0	0.0	0.0
YLR176C	0.0	0.0	-2.389103250581676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR214W	0.0	0.0	-8.631294042280036	-5.1930926955468255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR216C	0.0	0.0	-8.008535225164126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR228C	0.0	0.0	-8.833153796793468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR232W	0.0	0.0	-8.34496814935318	0.0	0.0	0.0	-4.077981568938117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR233C	0.0	0.0	-8.849617535636762	0.0	0.0	0.0	-3.685533235964475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR287C	0.0	0.0	-2.6531673053334672	-5.433168126639854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.4597408236711304	0.0	0.0	0.0	0.0
YLR328W	0.0	0.0	-8.22757453325317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR330W	0.0	0.0	-9.421553506758155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.954608867047698	0.0	0.0	0.0
YLR338W	0.0	0.0	-4.660454977697182	-3.0496594939983046	-3.3824859903513222	0.0	-3.797843531216156	0.0	0.0	0.0	-3.5588694554085687	-4.544658362891679	0.0	0.0	0.0	0.0
YLR348C	0.0	0.0	-9.52248338401487	0.0	0.0	0.0	-6.098966694849792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR363C	0.0	0.0	-8.126644655996454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR365W	0.0	0.0	-10.010669031455159	0.0	0.0	0.0	-3.984877309480979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR366W	0.0	0.0	-10.044312323874063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR432W	0.0	0.0	-2.538851692582421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YML005W	0.0	0.0	-9.589769968852682	0.0	0.0	0.0	-3.003268823794278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YML006C	0.0	0.0	-9.219693752244723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YML007W	0.0	0.0	-8.143108394839748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YML009W-B	0.0	0.0	-2.944360738440079	0.0	0.0	0.0	0.0	0.0	0.0	-3.7194791685658375	0.0	0.0	-4.153717467063732	0.0	0.0	-3.277526683124483
YML047C	0.0	0.0	-2.683804175876641	-3.0129271735753855	-3.6754592438070413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YML054C	0.0	0.0	-2.502273559761015	0.0	0.0	0.0	0.0	-10.293139491062773	0.0	0.0	0.0	0.0	-4.545814717165697	0.0	0.0	0.0
YML072C	0.0	0.0	-2.6072835809919392	0.0	0.0	0.0	0.0	0.0	0.0	-3.6570695772612245	0.0	0.0	0.0	0.0	0.0	0.0
YMR008C	0.0	0.0	-7.941248640326315	0.0	0.0	0.0	-5.15682061083469	0.0	0.0	0.0	0.0	0.0	-3.1864383578821296	0.0	0.0	0.0
YMR014W	0.0	0.0	-10.044312323874063	0.0	0.0	0.0	0.0	0.0	0.0	-4.266151862210489	0.0	0.0	0.0	0.0	0.0	0.0
YMR015C	0.0	0.0	-7.488853729501885	0.0	-4.10788639366762	0.0	-10.203206515850761	0.0	0.0	0.0	0.0	-5.848633939896913	0.0	0.0	0.0	0.0
YMR170C	0.0	0.0	-2.636059333231088	-3.2942168527821942	0.0	-4.015308977826845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.857888388753699	0.0
YMR172W	0.0	0.0	-5.808836552753566	-3.224357240731179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YMR183C	0.0	0.0	-2.523748001730529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YMR205C	0.0	0.0	-2.431694227154545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YMR214W	0.0	0.0	-8.13022372965804	0.0	-3.666711213405261	0.0	0.0	0.0	0.0	-3.7542165825938767	0.0	-3.8840951659713294	0.0	0.0	0.0	0.0
YMR225C	0.0	0.0	-9.556126676433776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YMR226C	0.0	0.0	-9.96056200019296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YMR231W	0.0	0.0	-6.394802492628373	-10.35032996956677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YMR289W	0.0	0.0	-2.576288803082607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YNL105W	0.0	0.0	-2.404350104380031	0.0	0.0	0.0	0.0	0.0	-5.152451100319783	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YNL190W	0.0	0.0	-2.321315595431243	0.0	0.0	0.0	-3.5258080398450176	0.0	0.0	0.0	0.0	-5.50828779023988	0.0	0.0	0.0	0.0
YNL217W	0.0	0.0	-2.843001372343972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YNL218W	0.0	0.0	-2.3756459336141136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.9920318708910587	-4.058787018888231	0.0	0.0	0.0	0.0
YNL250W	0.0	0.0	-2.2954746835945943	0.0	-3.625115186494832	0.0	0.0	0.0	-3.7828217203969348	0.0	0.0	-4.165389101973325	0.0	0.0	0.0	0.0
YNL325C	0.0	0.0	-3.286878087853829	0.0	0.0	0.0	-2.8569728480155354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YNL328C	0.0	0.0	-2.2869564882800204	0.0	-3.3894329556703835	0.0	0.0	0.0	0.0	0.0	0.0	-3.9611197924779002	0.0	0.0	0.0	0.0
YNL332W	0.0	0.0	-2.865835862304889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOL012C	0.0	0.0	-7.163873841029905	0.0	0.0	-7.922243548680042	0.0	0.0	0.0	0.0	0.0	-4.149367979659958	0.0	0.0	0.0	0.0
YOL042W	0.0	0.0	-2.570848611116997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOL044W	0.0	0.0	-2.710360902445607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOL052C-A	0.0	0.0	-3.277429333387243	0.0	0.0	0.0	0.0	-2.5266822134980256	0.0	0.0	0.0	0.0	0.0	0.0	-3.7065397176050427	0.0
YOL059W	0.0	0.0	-2.329833790745817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOL064C	0.0	0.0	-2.906780464993429	0.0	0.0	-3.3235644793100754	0.0	-2.754066831560223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOL072W	0.0	0.0	-3.2404932931996786	0.0	0.0	-10.281928862991846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOL076W	0.0	0.0	-2.841354998459643	-3.5258155945468572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOR008C-A	0.0	0.0	-2.7089292729809724	-3.5798910264691917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOR029W	0.0	0.0	-2.8837312306128173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOR030W	0.0	0.0	-2.605565625634378	0.0	-3.849304906791451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOR040W	0.0	0.0	-2.570490703750838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.269248144247325	0.0	0.0	0.0	-4.346680530837007	0.0
YOR059C	0.0	0.0	-3.3968988122109725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOR068C	0.0	0.0	-3.4253882385571948	0.0	-3.7378961666746537	-2.937186158795331	-2.9359726749360564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOR069W	0.0	0.0	-3.379003443903044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.246305498917954	0.0	0.0	0.0	0.0	0.0
YOR085W	0.0	0.0	-3.2664057865095586	0.0	0.0	-2.983726808014373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOR192C	0.0	0.0	-2.884232300925439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOR222W	0.0	0.0	-3.1409950454075966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOR223W	0.0	0.0	-2.9156565676741617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOR289W	0.0	0.0	-6.35707905623526	0.0	0.0	0.0	0.0	0.0	0.0	-3.574200237863826	0.0	0.0	0.0	0.0	0.0	0.0
YOR299W	0.0	0.0	-2.277865641179593	0.0	0.0	-7.958947009165397	0.0	-7.1473725886586275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOR313C	0.0	0.0	-3.274709237404437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOR316C	0.0	0.0	-2.564549441472606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOR328W	0.0	0.0	-3.428323078959695	-3.3123394299669764	0.0	0.0	0.0	0.0	-5.294665013570557	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOR337W	0.0	0.0	-3.0382040498468554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOR338W	0.0	0.0	-2.2481593297884315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOR339C	0.0	0.0	-2.6016286446066337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOR350C	0.0	0.0	-2.453025506177596	0.0	-2.877930472178021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOR352W	0.0	0.0	-2.3867410619650293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOR354C	0.0	0.0	-3.6657588256692892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.8124007357271505	0.0	0.0
YOR385W	0.0	0.0	-2.2891755139502035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.620772912534212	0.0
YPL018W	0.0	0.0	-6.849130103230061	0.0	0.0	-2.9599191579698187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YPL030W	0.0	0.0	-2.458107790777048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.28095760827511	0.0
YPL042C	0.0	0.0	-3.6801467017888636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YPL047W	0.0	0.0	-2.5099327773968083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.4592297214447556	0.0
YPL051W	0.0	0.0	-8.05506318276474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YPL056C	0.0	0.0	-2.846294120112631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YPL061W	0.0	0.0	-2.899550736197026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.267039926128378	0.0
